step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,long,wide
100000,5,5,0,0,0,5,0,1.00,22,0.000,2996,1.78,218.67,0.00,51,8,8,0,1.00,1.00,1.00,1,0,0
100000,3,3,0,0,0,3,0,1.00,24,0.000,2996,1.17,179.76,0.00,135,8,8,0,1.00,1.00,1.00,3,1,1
100000,6,6,0,0,0,6,0,1.00,20,0.000,2992,2.45,216.76,0.00,167,8,8,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2989,1.33,268.82,0.00,135,8,8,0,1.00,1.00,1.00,4,1,1
100000,8,8,5,0,0,3,0,3.64,18,0.000,2987,2.76,177.59,0.00,167,8,8,0,4.00,4.00,3.17,1,0,0
100000,6,6,0,0,0,6,0,1.00,20,0.000,2984,1.62,247.93,0.00,135,8,8,0,1.00,1.00,1.00,4,1,1
100000,6,6,1,0,0,5,0,1.50,20,0.000,2983,2.56,243.24,0.00,167,8,8,0,1.67,1.67,1.33,1,0,0
100000,4,4,0,0,0,4,0,1.00,22,0.000,2981,2.28,236.34,0.00,164,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2971,1.76,202.24,0.00,135,8,8,0,1.00,1.00,1.00,4,1,1
100000,2,2,0,0,0,2,0,1.00,26,0.000,2969,1.60,116.08,0.00,135,8,8,0,1.00,1.00,1.00,2,1,0
100000,3,3,0,0,0,3,0,1.00,24,0.000,2966,1.72,177.96,0.00,150,8,8,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2963,1.78,228.63,0.00,167,8,8,0,1.00,1.00,1.00,1,0,0
100000,3,3,0,0,0,3,0,1.00,24,0.000,2962,1.64,177.72,0.00,135,8,8,0,1.00,1.00,1.00,2,1,0
100000,4,4,0,0,0,4,0,1.00,22,0.000,2961,2.29,222.41,0.00,167,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,1,0,0,5,0,1.50,20,0.000,2959,2.08,217.99,0.00,167,8,8,0,1.67,1.67,1.33,1,0,0
100000,2,2,0,0,0,2,0,1.00,26,0.000,2957,2.03,117.29,0.00,135,8,8,0,1.00,1.00,1.00,2,1,0
100000,4,4,0,0,0,4,0,1.00,24,0.000,2938,1.45,152.68,0.00,135,8,8,0,1.00,1.00,1.00,4,1,1
100000,5,5,0,0,0,5,0,1.00,20,0.000,2937,1.60,198.30,0.00,135,8,8,0,1.00,1.00,1.00,3,1,1
100000,2,2,0,0,0,2,0,1.00,26,0.000,2937,1.60,117.24,0.00,137,8,8,0,1.00,1.00,1.00,2,1,0
100000,4,4,0,0,0,4,0,1.00,22,0.000,2935,2.19,222.12,0.00,51,8,8,0,1.00,1.00,1.00,1,0,0
100000,4,4,0,0,0,4,0,1.00,22,0.000,2931,1.34,200.66,0.00,167,8,8,0,1.00,1.00,1.00,1,0,0
100000,6,6,1,0,0,5,0,1.50,20,0.000,2929,1.38,223.47,0.00,167,8,8,0,1.50,1.50,1.50,1,0,0
100000,9,9,0,0,0,9,0,1.00,20,0.000,2926,1.86,292.44,0.00,135,8,8,0,1.00,1.00,1.00,4,1,1
100000,6,6,0,0,0,6,0,1.00,22,0.000,2924,2.34,268.20,0.00,135,8,8,0,1.00,1.00,1.00,4,1,1
100000,6,6,2,0,0,4,0,1.83,20,0.000,2920,1.37,199.02,0.00,167,8,8,0,2.33,1.67,1.67,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2914,1.81,221.97,0.00,167,8,8,0,1.00,1.00,1.00,1,0,0
100000,2,2,0,0,0,2,0,1.00,26,0.000,2912,1.67,116.33,0.00,135,8,8,0,1.00,1.00,1.00,2,1,0
100000,6,6,1,0,0,5,0,1.50,20,0.000,2912,1.74,182.90,0.00,167,8,8,0,1.67,1.67,1.33,1,0,0
100000,3,3,0,0,0,3,0,1.00,24,0.000,2904,2.30,141.89,0.00,51,8,8,0,1.00,1.00,1.00,1,0,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2898,1.74,286.95,0.00,51,8,8,0,1.00,1.00,1.00,1,0,0
100000,2,2,0,0,0,2,0,1.00,26,0.000,2897,1.72,115.88,0.00,135,8,8,0,1.00,1.00,1.00,2,1,0
100000,5,5,0,0,0,5,0,1.00,22,0.000,2890,1.26,256.77,0.00,51,8,8,0,1.00,1.00,1.00,1,0,0
100000,10,10,0,0,0,10,0,1.00,18,0.000,2889,2.75,236.22,0.00,51,8,8,0,1.00,1.00,1.00,1,0,0
100000,8,8,0,0,0,8,0,1.00,18,0.000,2888,2.19,353.56,0.00,135,8,8,0,1.00,1.00,1.00,4,1,1
