step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,long,wide
5000,14,135,11.9,0.5,0.0,0.1,11.3,0.0,1.16,16.5,30,848,139.24,0.00,0,135,0,0.0,1.12,1.22,1.15,1.74,0.59,0.10
5000,1,128,8.2,0.0,0.0,0.0,8.1,0.0,1.01,19.9,32,767,72.81,0.00,125,2,1,0.0,1.01,1.01,1.01,2.91,0.74,0.62
5000,11,108,5.2,0.5,0.1,0.1,4.6,0.0,1.10,21.1,17,1091,86.06,0.00,40,68,0,0.0,1.15,1.00,1.12,1.34,0.02,0.31
5000,5,87,14.2,0.5,0.3,0.0,13.4,0.0,1.11,14.9,25,1633,248.04,0.00,87,0,0,0.0,1.11,1.14,1.10,1.61,0.43,0.09
5000,8,83,7.5,0.3,0.0,0.3,6.9,0.0,1.14,20.3,26,1061,95.76,0.00,76,7,0,0.0,1.10,1.22,1.13,3.90,1.00,0.96
5000,2,70,13.2,0.0,0.0,2.9,10.3,0.0,1.00,14.6,9,640,133.96,0.00,0,70,0,0.0,1.00,1.00,1.00,1.63,0.46,0.09
5000,12,55,12.4,0.2,0.1,0.7,11.5,0.0,1.06,16.9,18,1349,206.74,0.00,55,0,0,0.0,1.06,1.04,1.08,3.49,0.84,0.85
5000,3,47,5.7,0.4,0.3,0.0,5.1,0.0,1.08,21.1,11,1229,82.02,0.00,47,0,0,0.0,1.09,1.11,1.06,1.23,0.11,0.13
5000,27,35,6.2,0.0,0.0,0.1,6.1,0.0,1.00,20.4,9,767,89.29,0.00,0,35,0,0.0,1.00,1.00,1.00,1.20,0.00,0.20
5000,6,20,8.1,0.0,0.0,0.0,8.1,0.0,1.00,20.4,10,942,140.57,0.00,0,20,0,0.0,1.00,1.00,1.00,2.15,0.20,0.85
5000,13,11,63.0,1.0,1.0,14.0,47.0,0.0,1.00,0.0,1,2015,945.95,0.00,0,11,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
5000,9,5,64.0,13.0,0.0,2.0,49.0,0.0,1.34,0.0,1,1682,1221.49,0.00,0,5,0,0.0,1.00,2.38,1.00,4.00,1.00,1.00
5000,18,5,62.8,0.0,2.8,0.0,60.0,0.0,1.00,0.0,3,1673,1162.74,0.00,0,5,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,11,107,5.6,0.5,0.2,0.1,4.9,0.0,1.10,20.7,15,1410,120.08,0.00,27,80,0,0.0,1.15,1.00,1.12,1.36,0.03,0.32
6000,12,96,9.4,0.6,0.1,0.3,8.5,0.0,1.18,19.9,27,674,88.18,0.00,95,0,1,0.0,1.25,1.05,1.21,2.19,0.46,0.38
6000,14,95,7.9,0.2,0.0,0.0,7.7,0.0,1.11,19.4,15,1286,221.77,0.00,0,95,0,0.0,1.09,1.16,1.10,1.25,0.25,0.00
6000,5,91,13.7,0.5,0.3,0.0,13.0,0.0,1.11,15.2,25,2494,388.06,0.00,91,0,0,0.0,1.11,1.13,1.10,1.58,0.41,0.09
6000,1,80,8.8,0.2,0.0,0.0,8.6,0.0,1.06,19.6,28,792,69.18,0.00,73,5,2,0.0,1.05,1.07,1.07,3.25,0.81,0.74
6000,8,78,8.8,0.0,0.0,0.6,8.1,0.0,1.01,19.4,28,1012,101.72,0.00,63,15,0,0.0,1.00,1.01,1.01,3.91,1.00,0.96
6000,2,61,11.2,0.0,0.1,3.6,7.6,0.0,1.00,15.1,12,1143,222.03,0.00,0,61,0,0.0,1.00,1.00,1.00,1.59,0.46,0.10
6000,3,47,5.3,0.3,0.0,0.0,5.0,0.0,1.07,21.2,10,1035,76.31,0.00,47,0,0,0.0,1.08,1.09,1.05,1.17,0.09,0.09
6000,6,35,11.1,0.0,0.1,0.1,10.9,0.0,1.00,17.7,15,427,54.38,0.00,0,35,0,0.0,1.00,1.00,1.00,3.40,0.71,0.97
6000,27,15,5.3,0.0,0.0,0.0,5.3,0.0,1.00,20.9,4,1218,111.72,0.00,0,15,0,0.0,1.00,1.00,1.00,1.33,0.00,0.33
6000,13,12,63.0,1.0,1.0,14.0,47.0,0.0,1.00,0.0,1,2312,1418.67,0.00,0,12,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
6000,18,5,62.8,0.0,2.8,0.0,60.0,0.0,1.00,0.0,3,2673,2139.50,0.00,0,5,0,0.0,1.00,1.00,1.00,4.00,1.00,1.00
7000,2,521,8.7,0.0,0.1,0.7,7.9,0.0,1.00,18.4,73,825,89.57,0.00,371,148,2,0.0,1.00,1.00,1.00,1.71,0.33,0.22
7000,5,138,8.3,0.0,0.3,0.0,8.0,0.0,1.01,17.8,34,921,123.39,0.00,138,0,0,0.0,1.00,1.01,1.01,1.27,0.23,0.04
7000,12,107,7.7,0.6,0.1,0.3,6.7,0.0,1.21,21.0,22,968,92.24,0.00,107,0,0,0.0,1.30,1.02,1.25,2.25,0.51,0.38
7000,11,91,4.8,0.0,0.1,0.0,4.6,0.0,1.00,21.6,13,1031,81.34,0.00,16,75,0,0.0,1.00,1.00,1.00,1.29,0.02,0.25
7000,8,82,10.7,0.0,0.0,0.9,9.8,0.0,1.01,17.9,25,614,71.05,0.00,51,26,5,0.0,1.00,1.01,1.01,3.88,1.00,0.96
7000,6,68,12.0,0.0,0.0,0.5,11.5,0.0,1.00,17.2,26,735,119.10,0.00,3,65,0,0.0,1.00,1.00,1.00,3.35,0.72,0.91
7000,14,49,5.3,0.3,0.0,0.0,5.0,0.0,1.11,21.3,7,1065,97.73,0.00,0,49,0,0.0,1.19,1.14,1.08,1.06,0.06,0.00
7000,3,43,3.8,0.0,0.0,0.0,3.8,0.0,1.00,23.2,7,1578,109.00,0.00,43,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
7000,1,8,2.0,0.0,0.0,0.0,2.0,0.0,1.00,26.0,1,1279,51.17,0.00,8,0,0,0.0,1.00,1.00,1.00,1.00,0.00,0.00
7000,27,5,8.0,0.0,0.0,0.0,8.0,0.0,1.00,18.0,1,938,96.89,0.00,0,5,0,0.0,1.00,1.00,1.00,2.00,0.00,1.00
8000,2,558,8.6,0.0,0.1,0.8,7.7,0.0,1.00,18.7,72,1183,136.19,0.00,363,193,2,0.0,1.00,1.00,1.00,1.82,0.38,0.23
8000,5,137,8.0,0.1,0.2,0.0,7.7,0.0,1.03,18.1,33,1410,191.17,0.00,137,0,0,0.0,1.03,1.05,1.02,1.29,0.25,0.05
8000,12,125,7.3,0.5,0.0,0.2,6.5,0.0,1.18,21.1,26,1116,106.21,0.00,123,0,2,0.0,1.25,1.02,1.22,2.41,0.56,0.45
8000,6,79,10.2,0.0,0.0,0.3,10.0,0.0,1.00,18.6,28,1284,215.91,0.00,10,69,0,0.0,1.00,1.00,1.00,2.96,0.53,0.91
8000,11,73,4.6,0.0,0.2,0.0,4.5,0.0,1.00,22.1,14,1093,89.31,0.00,5,68,0,0.0,1.00,1.00,1.00,1.25,0.03,0.21
8000,14,57,4.5,0.1,0.0,0.0,4.4,0.0,1.04,21.9,5,1446,123.98,0.00,0,57,0,0.0,1.11,1.04,1.03,1.02,0.02,0.00
8000,8,31,10.1,0.0,0.0,3.0,7.2,0.0,1.00,18.5,14,881,101.53,0.00,18,13,0,0.0,1.00,1.00,1.00,3.84,0.94,0.97
8000,3,21,8.2,0.1,0.0,0.0,8.1,0.0,1.02,19.7,8,1096,82.09,0.00,21,0,0,0.0,1.00,1.02,1.04,1.29,0.10,0.19
9000,2,683,7.6,0.0,0.0,0.5,7.1,0.0,1.00,19.4,78,1449,162.25,0.00,477,204,2,0.0,1.00,1.00,1.00,1.72,0.33,0.21
9000,12,152,6.7,0.2,0.0,0.1,6.4,0.0,1.07,21.3,36,1020,87.14,0.00,152,0,0,0.0,1.10,1.01,1.09,2.49,0.57,0.47
9000,11,94,4.8,0.0,0.1,0.1,4.7,0.0,1.00,21.8,18,786,49.59,0.00,2,92,0,0.0,1.00,1.00,1.00,1.16,0.00,0.16
9000,5,89,8.9,0.0,0.4,0.0,8.5,0.0,1.01,17.0,24,2509,359.10,0.00,89,0,0,0.0,1.01,1.01,1.01,1.36,0.30,0.06
9000,14,85,4.8,0.0,0.0,0.0,4.8,0.0,1.00,22.0,7,584,51.19,0.00,0,85,0,0.0,1.00,1.00,1.00,1.04,0.02,0.01
