step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,10,0
10000,hunger,0,0,4,1,0
10000,hunger,0,4,0,2,0
10000,hunger,0,4,4,5,0
10000,hunger,0,4,8,1,0
10000,hunger,0,4,12,2,0
10000,hunger,0,8,4,2,0
10000,hunger,0,8,8,5,0
10000,hunger,0,8,12,4,0
10000,hunger,0,8,16,2,0
10000,hunger,0,12,4,7,0
10000,hunger,0,12,8,5,0
10000,hunger,0,12,12,5,0
10000,hunger,0,12,16,7,0
10000,hunger,0,12,20,5,0
10000,hunger,0,12,24,1,0
10000,hunger,0,12,32,1,0
10000,hunger,0,16,4,3,0
10000,hunger,0,16,8,3,0
10000,hunger,0,16,12,5,0
10000,hunger,0,16,16,7,0
10000,hunger,0,16,20,2,0
10000,hunger,0,16,24,12,0
10000,hunger,0,16,28,49,0
10000,hunger,0,16,32,1,0
10000,hunger,0,16,36,1,0
10000,hunger,0,20,8,1,0
10000,hunger,0,20,16,6,0
10000,hunger,0,20,20,7,0
10000,hunger,0,20,24,6,0
10000,hunger,0,20,28,3,0
10000,hunger,0,20,32,5,0
10000,hunger,0,20,36,6,0
10000,hunger,0,20,40,1,0
10000,hunger,0,20,56,1,0
10000,hunger,0,24,8,3,0
10000,hunger,0,24,12,3,0
10000,hunger,0,24,16,3,0
10000,hunger,0,24,20,5,0
10000,hunger,0,24,24,11,0
10000,hunger,0,24,28,13,0
10000,hunger,0,24,32,20,0
10000,hunger,0,24,36,46,0
10000,hunger,0,24,40,98,0
10000,hunger,0,24,44,63,0
10000,hunger,0,24,48,1,0
10000,hunger,0,24,52,2,0
10000,hunger,0,28,12,1,0
10000,hunger,0,28,16,2,0
10000,hunger,0,28,20,3,0
10000,hunger,0,28,24,9,0
10000,hunger,0,28,28,12,0
10000,hunger,0,28,32,12,0
10000,hunger,0,28,36,10,0
10000,hunger,0,28,40,3,0
10000,hunger,0,28,44,3,0
10000,hunger,0,28,52,1,0
10000,hunger,0,28,56,1,0
10000,hunger,0,28,60,1,0
10000,hunger,0,28,68,1,0
10000,hunger,0,32,12,4,0
10000,hunger,0,32,16,1,0
10000,hunger,0,32,20,3,0
10000,hunger,0,32,24,2,0
10000,hunger,0,32,28,9,0
10000,hunger,0,32,32,10,0
10000,hunger,0,32,36,11,0
10000,hunger,0,32,40,5,0
10000,hunger,0,32,44,6,0
10000,hunger,0,32,48,4,0
10000,hunger,0,32,52,2,0
10000,hunger,0,32,56,4,0
10000,hunger,0,32,60,3,0
10000,hunger,0,32,64,1,0
10000,hunger,0,32,72,1,0
10000,hunger,0,36,12,5,0
10000,hunger,0,36,16,8,0
10000,hunger,0,36,20,5,0
10000,hunger,0,36,24,12,0
10000,hunger,0,36,28,15,0
10000,hunger,0,36,32,54,0
10000,hunger,0,36,36,96,0
10000,hunger,0,36,40,80,0
10000,hunger,0,36,44,107,0
10000,hunger,0,36,48,143,0
10000,hunger,0,36,52,104,0
10000,hunger,0,36,56,95,0
10000,hunger,0,36,60,99,0
10000,hunger,0,36,64,28,0
10000,hunger,0,36,68,2,0
10000,hunger,0,40,16,7,0
10000,hunger,0,40,20,6,0
10000,hunger,0,40,24,1,0
10000,hunger,0,40,28,1,0
10000,hunger,0,40,32,2,0
10000,hunger,0,40,36,4,0
10000,hunger,0,40,40,11,0
10000,hunger,0,40,44,8,0
10000,hunger,0,40,48,4,0
10000,hunger,0,40,52,1,0
10000,hunger,0,40,56,5,0
10000,hunger,0,40,60,2,0
10000,hunger,0,40,64,2,0
10000,hunger,0,40,76,1,0
10000,hunger,0,44,24,4,1
10000,hunger,0,44,32,1,0
10000,hunger,0,44,36,2,0
10000,hunger,0,44,40,4,0
10000,hunger,0,44,44,8,0
10000,hunger,0,44,48,10,0
10000,hunger,0,44,52,17,0
10000,hunger,0,44,56,12,0
10000,hunger,0,44,60,5,0
10000,hunger,0,44,64,4,0
10000,hunger,0,44,68,1,0
10000,hunger,0,44,84,1,0
10000,hunger,0,48,16,8,0
10000,hunger,0,48,20,16,0
10000,hunger,0,48,24,10,0
10000,hunger,0,48,28,4,0
10000,hunger,0,48,32,5,0
10000,hunger,0,48,36,17,0
10000,hunger,0,48,40,68,0
10000,hunger,0,48,44,126,1
10000,hunger,0,48,48,102,0
10000,hunger,0,48,52,98,0
10000,hunger,0,48,56,90,0
10000,hunger,0,48,60,97,1
10000,hunger,0,48,64,53,0
10000,hunger,0,48,68,56,0
10000,hunger,0,48,72,52,1
10000,hunger,0,48,76,47,0
10000,hunger,0,48,80,55,1
10000,hunger,0,48,84,14,0
10000,hunger,0,48,88,6,0
10000,hunger,0,48,92,1,0
10000,hunger,0,48,96,1,0
10000,hunger,0,48,100,1,0
10000,hunger,0,48,108,1,0
10000,hunger,0,48,120,1,0
10000,hunger,0,52,20,1,0
10000,hunger,0,52,24,2,0
10000,hunger,0,52,28,1,0
10000,hunger,0,52,44,2,0
10000,hunger,0,52,48,1,0
10000,hunger,0,52,52,2,0
10000,hunger,0,52,60,1,0
10000,hunger,0,52,72,2,0
10000,hunger,0,52,92,1,0
10000,hunger,0,56,44,1,0
10000,hunger,0,56,48,3,0
10000,hunger,0,56,56,3,0
10000,hunger,0,56,60,3,0
10000,hunger,0,56,68,2,0
10000,hunger,0,56,72,1,0
10000,hunger,0,56,76,2,0
10000,hunger,0,60,24,1,0
10000,hunger,0,60,28,1,0
10000,hunger,0,60,52,6,0
10000,hunger,0,60,56,3,0
10000,hunger,0,60,60,3,0
10000,hunger,0,60,64,1,0
10000,hunger,0,60,68,4,0
10000,hunger,0,60,72,1,0
10000,hunger,0,60,76,1,0
10000,hunger,0,60,80,1,0
10000,hunger,0,60,100,1,0
10000,hunger,0,64,20,4,0
10000,hunger,0,64,24,3,0
10000,hunger,0,64,28,9,0
10000,hunger,0,64,32,2,0
10000,hunger,0,64,36,1,0
10000,hunger,0,64,40,2,0
10000,hunger,0,64,44,4,0
10000,hunger,0,64,48,21,0
10000,hunger,0,64,52,26,0
10000,hunger,0,64,56,21,0
10000,hunger,0,64,60,18,0
10000,hunger,0,64,64,19,1
10000,hunger,0,64,68,18,0
10000,hunger,0,64,72,14,0
10000,hunger,0,64,76,7,0
10000,hunger,0,64,80,13,0
10000,hunger,0,64,84,10,0
10000,hunger,0,64,88,13,0
10000,hunger,0,64,92,15,0
10000,hunger,0,64,96,10,0
10000,hunger,0,64,100,4,0
10000,hunger,0,64,104,3,0
10000,hunger,0,64,108,1,0
10000,hunger,0,64,112,1,0
10000,hunger,0,64,116,2,0
10000,hunger,0,64,124,1,0
10000,hunger,0,64,144,2,0
10000,hunger,0,64,168,1,0
10000,hunger,0,68,68,2,0
10000,hunger,0,68,80,1,0
10000,hunger,0,72,72,1,1
10000,hunger,0,72,76,3,0
10000,hunger,0,72,88,1,0
10000,hunger,0,72,92,1,0
10000,hunger,0,72,108,2,0
10000,hunger,0,76,72,1,0
10000,hunger,0,76,80,1,0
10000,hunger,0,76,92,1,0
10000,hunger,0,76,112,1,0
10000,hunger,0,80,40,2,0
10000,hunger,0,80,52,1,0
10000,hunger,0,80,56,1,0
10000,hunger,0,80,60,3,0
10000,hunger,0,80,68,2,0
10000,hunger,0,80,72,2,0
10000,hunger,0,80,76,5,0
10000,hunger,0,80,80,3,0
10000,hunger,0,80,84,7,0
10000,hunger,0,80,88,6,0
10000,hunger,0,80,92,5,0
10000,hunger,0,80,96,10,0
10000,hunger,0,80,100,7,0
10000,hunger,0,80,104,1,0
10000,hunger,0,80,108,4,0
10000,hunger,0,80,112,4,0
10000,hunger,0,80,116,2,0
10000,hunger,0,80,120,1,0
10000,hunger,0,80,128,1,0
10000,hunger,0,80,140,1,0
10000,hunger,0,80,172,1,0
10000,hunger,0,80,176,1,0
10000,hunger,0,88,44,1,0
10000,hunger,0,88,100,1,0
10000,hunger,0,92,44,1,0
10000,hunger,0,92,56,1,0
10000,hunger,0,92,60,1,0
10000,hunger,0,92,104,1,0
10000,hunger,0,100,40,1,0
10000,hunger,0,100,48,1,0
10000,hunger,0,100,60,1,0
10000,hunger,0,100,64,1,0
10000,hunger,0,100,84,1,0
10000,hunger,0,100,88,2,0
10000,hunger,0,100,96,1,0
10000,hunger,0,100,100,1,0
10000,hunger,0,100,104,1,0
10000,hunger,0,100,108,3,0
10000,hunger,0,100,112,1,0
10000,hunger,0,100,116,1,0
10000,hunger,0,100,120,2,0
10000,hunger,0,100,124,1,0
10000,hunger,0,100,132,2,0
10000,hunger,0,100,144,1,0
10000,hunger,0,100,152,2,1
10000,hunger,0,100,156,1,0
10000,hunger,0,100,160,1,0
10000,hunger,0,100,168,1,0
10000,hunger,0,100,176,1,0
10000,hunger,0,100,184,2,0
10000,hunger,0,100,188,2,0
10000,hunger,0,100,212,1,0
10000,hunger,0,100,216,1,0
10000,hunger,0,100,228,1,0
10000,hunger,0,100,232,1,0
10000,hunger,0,120,48,1,0
10000,hunger,0,120,88,1,0
10000,hunger,0,120,92,1,0
10000,hunger,0,120,108,1,0
10000,hunger,0,120,116,1,0
10000,hunger,0,120,124,1,0
10000,hunger,0,120,136,1,0
10000,hunger,0,120,148,1,0
10000,hunger,0,120,192,1,0
10000,hunger,0,120,200,1,0
10000,hunger,0,120,264,1,0
10000,hunger,0,120,276,1,0
10000,hunger,0,128,84,1,0
10000,hunger,0,144,156,1,0
10000,hunger,0,168,148,1,0
10000,hunger,0,168,280,1,0
10000,hunger,0,168,304,1,0
10000,hunger,50,0,0,189,0
10000,hunger,50,0,4,19,0
10000,hunger,50,4,0,50,0
10000,hunger,50,4,4,148,0
10000,hunger,50,4,8,24,0
10000,hunger,50,4,12,2,0
10000,hunger,50,4,16,1,0
10000,hunger,50,8,0,13,0
10000,hunger,50,8,4,69,0
10000,hunger,50,8,8,115,0
10000,hunger,50,8,12,40,0
10000,hunger,50,8,16,22,0
10000,hunger,50,8,20,8,0
10000,hunger,50,8,24,3,0
10000,hunger,50,8,28,1,0
10000,hunger,50,12,4,12,0
10000,hunger,50,12,8,59,0
10000,hunger,50,12,12,97,0
10000,hunger,50,12,16,43,0
10000,hunger,50,12,20,17,0
10000,hunger,50,12,24,12,0
10000,hunger,50,12,28,6,0
10000,hunger,50,12,40,1,0
10000,hunger,50,16,4,1,0
10000,hunger,50,16,8,13,0
10000,hunger,50,16,12,28,0
10000,hunger,50,16,16,41,0
10000,hunger,50,16,20,42,0
10000,hunger,50,16,24,34,1
10000,hunger,50,16,28,100,3
10000,hunger,50,16,32,6,0
10000,hunger,50,16,36,9,0
10000,hunger,50,16,44,1,0
10000,hunger,50,20,8,9,0
10000,hunger,50,20,12,6,0
10000,hunger,50,20,16,42,0
10000,hunger,50,20,20,71,0
10000,hunger,50,20,24,50,0
10000,hunger,50,20,28,29,0
10000,hunger,50,20,32,21,0
10000,hunger,50,20,36,13,0
10000,hunger,50,20,40,12,0
10000,hunger,50,20,44,2,0
10000,hunger,50,20,56,1,0
10000,hunger,50,24,8,2,0
10000,hunger,50,24,12,8,0
10000,hunger,50,24,16,22,0
10000,hunger,50,24,20,21,0
10000,hunger,50,24,24,66,0
10000,hunger,50,24,28,68,0
10000,hunger,50,24,32,69,0
10000,hunger,50,24,36,105,3
10000,hunger,50,24,40,208,1
10000,hunger,50,24,44,187,1
10000,hunger,50,24,48,7,0
10000,hunger,50,24,52,1,0
10000,hunger,50,24,56,3,0
10000,hunger,50,28,12,5,0
10000,hunger,50,28,16,2,0
10000,hunger,50,28,20,4,0
10000,hunger,50,28,24,35,2
10000,hunger,50,28,28,53,1
10000,hunger,50,28,32,103,3
10000,hunger,50,28,36,33,0
10000,hunger,50,28,40,27,0
10000,hunger,50,28,44,23,0
10000,hunger,50,28,48,9,0
10000,hunger,50,28,52,2,0
10000,hunger,50,28,56,2,0
10000,hunger,50,28,60,1,0
10000,hunger,50,32,12,2,0
10000,hunger,50,32,16,3,0
10000,hunger,50,32,20,5,0
10000,hunger,50,32,24,11,0
10000,hunger,50,32,28,47,0
10000,hunger,50,32,32,73,0
10000,hunger,50,32,36,64,0
10000,hunger,50,32,40,48,0
10000,hunger,50,32,44,32,0
10000,hunger,50,32,48,36,1
10000,hunger,50,32,52,11,0
10000,hunger,50,32,56,9,0
10000,hunger,50,32,60,2,0
10000,hunger,50,32,64,2,0
10000,hunger,50,32,68,1,0
10000,hunger,50,32,72,1,0
10000,hunger,50,32,76,2,0
10000,hunger,50,36,12,1,0
10000,hunger,50,36,16,1,0
10000,hunger,50,36,20,7,0
10000,hunger,50,36,24,16,1
10000,hunger,50,36,28,55,0
10000,hunger,50,36,32,212,0
10000,hunger,50,36,36,342,1
10000,hunger,50,36,40,243,1
10000,hunger,50,36,44,301,1
10000,hunger,50,36,48,405,0
10000,hunger,50,36,52,322,4
10000,hunger,50,36,56,300,0
10000,hunger,50,36,60,260,3
10000,hunger,50,36,64,95,1
10000,hunger,50,36,68,7,0
10000,hunger,50,36,72,7,0
10000,hunger,50,36,76,3,0
10000,hunger,50,36,80,6,0
10000,hunger,50,36,84,4,0
10000,hunger,50,36,88,3,0
10000,hunger,50,36,92,2,0
10000,hunger,50,36,108,1,0
10000,hunger,50,40,20,1,0
10000,hunger,50,40,24,2,0
10000,hunger,50,40,28,4,0
10000,hunger,50,40,32,10,0
10000,hunger,50,40,36,13,0
10000,hunger,50,40,40,55,1
10000,hunger,50,40,44,62,0
10000,hunger,50,40,48,15,0
10000,hunger,50,40,52,8,0
10000,hunger,50,40,56,20,0
10000,hunger,50,40,60,9,0
10000,hunger,50,40,64,2,0
10000,hunger,50,40,68,1,0
10000,hunger,50,40,72,2,0
10000,hunger,50,40,76,3,0
10000,hunger,50,40,84,1,0
10000,hunger,50,40,88,1,0
10000,hunger,50,40,92,1,0
10000,hunger,50,44,24,1,0
10000,hunger,50,44,28,1,0
10000,hunger,50,44,32,3,0
10000,hunger,50,44,36,12,1
10000,hunger,50,44,40,30,0
10000,hunger,50,44,44,55,0
10000,hunger,50,44,48,23,0
10000,hunger,50,44,52,43,0
10000,hunger,50,44,56,39,0
10000,hunger,50,44,60,24,0
10000,hunger,50,44,64,8,0
10000,hunger,50,44,68,8,1
10000,hunger,50,44,76,3,0
10000,hunger,50,44,80,2,0
10000,hunger,50,44,84,4,0
10000,hunger,50,44,92,2,0
10000,hunger,50,44,104,1,0
10000,hunger,50,48,20,2,0
10000,hunger,50,48,24,5,0
10000,hunger,50,48,28,13,0
10000,hunger,50,48,32,27,0
10000,hunger,50,48,36,47,1
10000,hunger,50,48,40,208,1
10000,hunger,50,48,44,503,1
10000,hunger,50,48,48,338,0
10000,hunger,50,48,52,301,2
10000,hunger,50,48,56,261,0
10000,hunger,50,48,60,251,0
10000,hunger,50,48,64,148,1
10000,hunger,50,48,68,132,1
10000,hunger,50,48,72,163,1
10000,hunger,50,48,76,91,0
10000,hunger,50,48,80,69,1
10000,hunger,50,48,84,52,1
10000,hunger,50,48,88,15,0
10000,hunger,50,48,92,11,0
10000,hunger,50,48,96,11,0
10000,hunger,50,48,100,7,0
10000,hunger,50,48,104,13,0
10000,hunger,50,48,108,4,0
10000,hunger,50,48,112,4,0
10000,hunger,50,48,120,3,0
10000,hunger,50,48,124,2,0
10000,hunger,50,48,128,3,0
10000,hunger,50,48,132,1,0
10000,hunger,50,48,136,1,0
10000,hunger,50,48,144,1,0
10000,hunger,50,52,36,1,0
10000,hunger,50,52,44,5,0
10000,hunger,50,52,48,4,0
10000,hunger,50,52,52,4,0
10000,hunger,50,52,56,5,0
10000,hunger,50,52,60,7,0
10000,hunger,50,52,64,4,1
10000,hunger,50,52,72,2,0
10000,hunger,50,52,76,5,0
10000,hunger,50,52,80,1,0
10000,hunger,50,52,84,1,0
10000,hunger,50,52,88,1,0
10000,hunger,50,52,92,1,0
10000,hunger,50,52,100,1,0
10000,hunger,50,52,108,2,0
10000,hunger,50,52,116,1,0
10000,hunger,50,52,120,1,0
10000,hunger,50,56,28,1,0
10000,hunger,50,56,32,1,0
10000,hunger,50,56,36,1,0
10000,hunger,50,56,44,4,0
10000,hunger,50,56,48,5,0
10000,hunger,50,56,52,1,0
10000,hunger,50,56,56,8,0
10000,hunger,50,56,60,2,0
10000,hunger,50,56,64,8,0
10000,hunger,50,56,68,19,0
10000,hunger,50,56,72,4,0
10000,hunger,50,56,76,1,0
10000,hunger,50,56,80,3,0
10000,hunger,50,56,84,1,1
10000,hunger,50,56,88,1,0
10000,hunger,50,56,92,2,0
10000,hunger,50,56,96,2,0
10000,hunger,50,56,104,1,0
10000,hunger,50,56,108,1,0
10000,hunger,50,56,112,1,0
10000,hunger,50,56,132,1,0
10000,hunger,50,60,28,1,0
10000,hunger,50,60,32,1,0
10000,hunger,50,60,40,3,0
10000,hunger,50,60,48,5,0
10000,hunger,50,60,52,15,0
10000,hunger,50,60,56,6,0
10000,hunger,50,60,60,9,0
10000,hunger,50,60,64,11,0
10000,hunger,50,60,68,10,0
10000,hunger,50,60,72,3,0
10000,hunger,50,60,76,1,0
10000,hunger,50,60,80,4,0
10000,hunger,50,60,84,3,0
10000,hunger,50,60,92,1,0
10000,hunger,50,60,104,1,0
10000,hunger,50,60,108,1,0
10000,hunger,50,60,120,1,0
10000,hunger,50,60,124,2,0
10000,hunger,50,60,132,1,0
10000,hunger,50,60,140,1,0
10000,hunger,50,64,28,8,0
10000,hunger,50,64,32,9,0
10000,hunger,50,64,36,6,0
10000,hunger,50,64,40,9,0
10000,hunger,50,64,44,20,0
10000,hunger,50,64,48,25,0
10000,hunger,50,64,52,59,0
10000,hunger,50,64,56,54,0
10000,hunger,50,64,60,64,1
10000,hunger,50,64,64,65,1
10000,hunger,50,64,68,53,0
10000,hunger,50,64,72,56,2
10000,hunger,50,64,76,41,0
10000,hunger,50,64,80,25,0
10000,hunger,50,64,84,36,1
10000,hunger,50,64,88,25,0
10000,hunger,50,64,92,28,0
10000,hunger,50,64,96,18,0
10000,hunger,50,64,100,13,0
10000,hunger,50,64,104,12,0
10000,hunger,50,64,108,9,0
10000,hunger,50,64,112,5,0
10000,hunger,50,64,116,9,0
10000,hunger,50,64,120,6,0
10000,hunger,50,64,124,5,0
10000,hunger,50,64,128,4,0
10000,hunger,50,64,132,3,0
10000,hunger,50,64,136,4,0
10000,hunger,50,64,140,1,0
10000,hunger,50,64,144,1,0
10000,hunger,50,64,148,3,0
10000,hunger,50,64,152,2,0
10000,hunger,50,64,160,1,0
10000,hunger,50,64,168,1,0
10000,hunger,50,64,180,1,0
10000,hunger,50,68,44,3,0
10000,hunger,50,68,60,2,0
10000,hunger,50,68,64,1,0
10000,hunger,50,68,68,4,0
10000,hunger,50,68,72,3,0
10000,hunger,50,68,76,1,0
10000,hunger,50,68,80,4,0
10000,hunger,50,68,88,2,0
10000,hunger,50,68,96,7,0
10000,hunger,50,68,100,1,1
10000,hunger,50,68,120,1,0
10000,hunger,50,68,124,1,0
10000,hunger,50,68,148,1,0
10000,hunger,50,68,160,1,0
10000,hunger,50,72,32,1,0
10000,hunger,50,72,64,1,0
10000,hunger,50,72,68,5,1
10000,hunger,50,72,76,13,0
10000,hunger,50,72,80,2,1
10000,hunger,50,72,84,1,0
10000,hunger,50,72,88,2,0
10000,hunger,50,72,96,3,0
10000,hunger,50,72,104,1,0
10000,hunger,50,72,144,1,0
10000,hunger,50,72,148,1,0
10000,hunger,50,76,48,1,0
10000,hunger,50,76,56,2,0
10000,hunger,50,76,60,1,0
10000,hunger,50,76,68,1,0
10000,hunger,50,76,72,7,0
10000,hunger,50,76,76,1,0
10000,hunger,50,76,88,3,0
10000,hunger,50,76,92,3,0
10000,hunger,50,76,104,1,0
10000,hunger,50,76,112,1,0
10000,hunger,50,76,116,1,0
10000,hunger,50,76,124,1,0
10000,hunger,50,76,160,1,0
10000,hunger,50,80,36,7,0
10000,hunger,50,80,40,3,0
10000,hunger,50,80,44,4,0
10000,hunger,50,80,48,5,0
10000,hunger,50,80,52,3,0
10000,hunger,50,80,56,8,0
10000,hunger,50,80,60,3,0
10000,hunger,50,80,64,7,0
10000,hunger,50,80,68,4,0
10000,hunger,50,80,72,17,0
10000,hunger,50,80,76,14,0
10000,hunger,50,80,80,7,0
10000,hunger,50,80,84,13,0
10000,hunger,50,80,88,12,0
10000,hunger,50,80,92,24,0
10000,hunger,50,80,96,7,0
10000,hunger,50,80,100,6,0
10000,hunger,50,80,104,6,0
10000,hunger,50,80,108,13,1
10000,hunger,50,80,112,2,0
10000,hunger,50,80,116,7,0
10000,hunger,50,80,120,2,0
10000,hunger,50,80,128,2,1
10000,hunger,50,80,132,3,0
10000,hunger,50,80,136,6,1
10000,hunger,50,80,140,3,0
10000,hunger,50,80,144,1,0
10000,hunger,50,80,152,4,0
10000,hunger,50,80,156,5,0
10000,hunger,50,80,160,3,0
10000,hunger,50,80,164,4,0
10000,hunger,50,80,168,2,0
10000,hunger,50,80,172,3,0
10000,hunger,50,80,176,3,0
10000,hunger,50,80,180,2,0
10000,hunger,50,80,184,1,0
10000,hunger,50,80,196,2,0
10000,hunger,50,80,204,1,0
10000,hunger,50,80,224,1,0
10000,hunger,50,80,248,1,0
10000,hunger,50,84,36,1,0
10000,hunger,50,84,84,2,0
10000,hunger,50,84,88,1,0
10000,hunger,50,88,56,1,0
10000,hunger,50,88,80,1,0
10000,hunger,50,88,92,1,0
10000,hunger,50,88,100,1,0
10000,hunger,50,88,108,1,0
10000,hunger,50,92,92,1,0
10000,hunger,50,96,80,1,0
10000,hunger,50,96,84,1,0
10000,hunger,50,96,88,1,0
10000,hunger,50,96,96,2,0
10000,hunger,50,96,108,1,0
10000,hunger,50,100,68,1,0
10000,hunger,50,100,80,2,0
10000,hunger,50,100,96,4,0
10000,hunger,50,100,100,2,0
10000,hunger,50,100,108,3,0
10000,hunger,50,100,112,3,0
10000,hunger,50,100,116,1,0
10000,hunger,50,100,120,2,0
10000,hunger,50,100,124,4,0
10000,hunger,50,100,132,1,0
10000,hunger,50,100,136,3,0
10000,hunger,50,100,196,1,1
10000,hunger,50,112,112,1,0
10000,hunger,50,112,140,1,0
10000,hunger,50,120,124,1,0
10000,hunger,50,120,140,1,0
10000,hunger,50,120,308,1,0
10000,hunger,50,136,248,1,0
10000,hunger,100,0,0,167,0
10000,hunger,100,0,4,12,0
10000,hunger,100,0,8,2,0
10000,hunger,100,4,0,27,0
10000,hunger,100,4,4,124,0
10000,hunger,100,4,8,25,0
10000,hunger,100,4,12,2,0
10000,hunger,100,4,16,1,0
10000,hunger,100,8,4,49,0
10000,hunger,100,8,8,96,0
10000,hunger,100,8,12,34,0
10000,hunger,100,8,16,16,0
