step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,1,286,18.1,0.2,1.9,0.7,15.3,0.0,1.05,9.1,99,122,17.28,3.15,133,106,47,0.0,1.04,1.07,1.05,4.12,4.22,7.36,26.6
5000,2,19,61.7,9.0,0.5,16.8,35.4,0.0,2.56,0.3,11,420,111.29,3.19,3,14,2,0.0,3.85,1.06,2.68,5.79,7.89,7.95,31.1
6000,1,180,12.9,0.2,1.2,0.1,11.4,0.0,1.07,11.9,54,148,17.71,4.29,65,109,6,0.1,1.09,1.12,1.05,3.26,3.25,6.89,29.2
6000,2,11,61.9,7.9,0.0,23.9,30.1,0.0,2.43,0.4,5,1323,349.93,7.77,4,4,3,0.0,3.43,1.00,2.65,6.27,7.82,8.00,30.8
7000,1,231,19.1,0.2,1.9,1.4,15.7,0.0,1.03,9.0,75,161,23.09,4.47,114,110,7,0.1,1.01,1.05,1.03,3.88,5.12,6.77,26.5
7000,16,163,18.8,0.0,0.0,0.2,18.6,0.0,1.02,9.3,60,96,14.15,4.09,93,59,11,0.0,1.02,1.02,1.03,3.63,4.18,7.37,21.3
7000,2,7,35.9,4.0,0.0,16.0,15.9,0.0,1.60,3.7,5,205,34.25,2.29,1,0,6,0.0,2.21,1.00,1.58,6.29,6.14,8.00,40.8
8000,16,111,11.0,0.0,0.1,0.6,10.4,0.0,1.00,12.8,28,125,13.39,2.35,97,2,12,0.0,1.00,1.00,1.00,3.11,2.65,6.97,16.3
8000,1,95,12.6,0.3,0.2,2.0,10.1,0.0,1.06,12.7,21,108,9.97,3.28,50,41,4,0.0,1.05,1.04,1.08,3.97,3.23,7.11,27.1
8000,18,14,22.2,0.6,1.4,6.7,13.5,0.0,1.48,10.9,10,606,116.42,21.77,14,0,0,0.0,1.41,1.41,1.57,3.36,5.00,5.57,13.4
9000,25,288,23.6,0.3,0.1,1.4,21.9,0.0,1.07,6.7,104,159,24.46,4.27,92,93,103,0.0,1.07,1.07,1.09,4.53,4.99,7.71,31.4
9000,16,106,14.2,0.1,0.3,0.1,13.7,0.0,1.03,10.8,30,111,13.04,3.28,71,21,14,0.0,1.00,1.05,1.04,3.63,3.55,7.17,21.3
9000,1,59,12.3,1.2,0.0,1.2,9.9,0.0,1.31,11.2,16,169,17.00,4.79,18,39,2,0.0,1.21,1.37,1.32,3.44,5.07,6.90,29.8
9000,18,12,22.8,0.0,0.0,7.2,15.6,0.0,1.00,8.8,9,1116,232.43,43.88,12,0,0,0.0,1.00,1.00,1.00,3.75,5.83,5.75,13.3
10000,25,459,16.4,0.6,0.4,0.8,14.6,0.0,1.14,10.7,139,161,21.18,3.91,189,124,146,0.0,1.14,1.13,1.16,3.83,3.78,7.03,29.1
10000,39,384,15.0,0.8,0.0,0.7,13.5,0.0,1.21,10.4,107,93,10.84,1.97,120,181,83,0.0,1.10,1.26,1.26,3.69,3.49,7.41,29.4
