step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,8,0
10000,hunger,0,0,4,2,0
10000,hunger,0,4,0,2,0
10000,hunger,0,4,4,13,0
10000,hunger,0,4,8,5,0
10000,hunger,0,8,4,7,0
10000,hunger,0,8,8,5,0
10000,hunger,0,8,12,8,0
10000,hunger,0,8,16,8,0
10000,hunger,0,8,20,1,0
10000,hunger,0,12,4,2,0
10000,hunger,0,12,8,2,0
10000,hunger,0,12,12,7,0
10000,hunger,0,12,16,9,0
10000,hunger,0,12,20,9,0
10000,hunger,0,12,24,21,0
10000,hunger,0,16,4,1,0
10000,hunger,0,16,12,4,0
10000,hunger,0,16,16,9,0
10000,hunger,0,16,20,4,0
10000,hunger,0,16,24,12,0
10000,hunger,0,16,28,26,0
10000,hunger,0,16,32,7,0
10000,hunger,0,20,8,3,0
10000,hunger,0,20,12,2,1
10000,hunger,0,20,16,5,0
10000,hunger,0,20,20,7,0
10000,hunger,0,20,24,7,0
10000,hunger,0,20,28,6,0
10000,hunger,0,20,32,13,0
10000,hunger,0,20,36,16,0
10000,hunger,0,20,40,3,0
10000,hunger,0,24,12,2,0
10000,hunger,0,24,20,1,0
10000,hunger,0,24,24,7,0
10000,hunger,0,24,28,3,0
10000,hunger,0,24,32,4,0
10000,hunger,0,24,36,14,0
10000,hunger,0,24,40,31,0
10000,hunger,0,24,44,34,0
10000,hunger,0,24,48,1,0
10000,hunger,0,28,12,2,0
10000,hunger,0,28,16,2,0
10000,hunger,0,28,28,8,0
10000,hunger,0,28,32,1,0
10000,hunger,0,28,36,2,0
10000,hunger,0,28,40,2,0
10000,hunger,0,28,44,2,0
10000,hunger,0,28,48,5,0
10000,hunger,0,28,52,2,0
10000,hunger,0,28,56,1,0
10000,hunger,0,32,12,3,0
10000,hunger,0,32,16,2,0
10000,hunger,0,32,24,1,0
10000,hunger,0,32,28,4,0
10000,hunger,0,32,32,7,0
10000,hunger,0,32,36,4,0
10000,hunger,0,32,40,6,0
10000,hunger,0,32,44,1,0
10000,hunger,0,32,48,5,0
10000,hunger,0,32,52,4,0
10000,hunger,0,32,56,4,0
10000,hunger,0,32,60,1,0
10000,hunger,0,36,12,5,0
10000,hunger,0,36,16,3,0
10000,hunger,0,36,20,2,0
10000,hunger,0,36,24,9,0
10000,hunger,0,36,28,15,0
10000,hunger,0,36,32,27,0
10000,hunger,0,36,36,31,0
10000,hunger,0,36,40,41,0
10000,hunger,0,36,44,31,0
10000,hunger,0,36,48,37,0
10000,hunger,0,36,52,42,0
10000,hunger,0,36,56,59,0
10000,hunger,0,36,60,45,0
10000,hunger,0,36,64,11,0
10000,hunger,0,40,12,1,0
10000,hunger,0,40,16,6,0
10000,hunger,0,40,20,3,0
10000,hunger,0,40,32,1,0
10000,hunger,0,40,36,4,0
10000,hunger,0,40,40,1,0
10000,hunger,0,40,44,1,0
10000,hunger,0,40,52,1,0
10000,hunger,0,40,68,1,0
10000,hunger,0,44,20,1,0
10000,hunger,0,44,24,7,0
10000,hunger,0,44,36,2,0
10000,hunger,0,44,40,4,0
10000,hunger,0,44,44,1,0
10000,hunger,0,44,52,1,0
10000,hunger,0,44,60,2,0
10000,hunger,0,44,68,1,0
10000,hunger,0,48,16,6,0
10000,hunger,0,48,20,15,0
10000,hunger,0,48,24,7,0
10000,hunger,0,48,28,2,0
10000,hunger,0,48,32,4,0
10000,hunger,0,48,36,2,0
10000,hunger,0,48,40,10,0
10000,hunger,0,48,44,45,0
10000,hunger,0,48,48,31,0
10000,hunger,0,48,52,37,0
10000,hunger,0,48,56,61,0
10000,hunger,0,48,60,62,1
10000,hunger,0,48,64,50,0
10000,hunger,0,48,68,25,1
10000,hunger,0,48,72,16,0
10000,hunger,0,48,76,9,0
