step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,8,0
10000,hunger,0,4,0,1,0
10000,hunger,0,4,4,1,0
10000,hunger,0,4,8,2,0
10000,hunger,0,8,4,3,0
10000,hunger,0,8,8,9,0
10000,hunger,0,8,12,1,0
10000,hunger,0,8,20,1,0
10000,hunger,0,12,4,1,0
10000,hunger,0,12,8,7,0
10000,hunger,0,12,12,11,0
10000,hunger,0,12,16,3,0
10000,hunger,0,12,20,2,0
10000,hunger,0,12,24,2,0
10000,hunger,0,12,28,1,0
10000,hunger,0,16,8,5,0
10000,hunger,0,16,12,8,0
10000,hunger,0,16,16,7,0
10000,hunger,0,16,20,4,0
10000,hunger,0,16,24,8,0
10000,hunger,0,16,28,126,0
10000,hunger,0,16,32,5,0
10000,hunger,0,16,36,1,0
10000,hunger,0,20,8,2,0
10000,hunger,0,20,12,1,0
10000,hunger,0,20,16,3,0
10000,hunger,0,20,20,7,0
10000,hunger,0,20,24,3,0
10000,hunger,0,20,28,3,0
10000,hunger,0,20,36,2,0
10000,hunger,0,20,40,4,0
10000,hunger,0,20,44,3,0
10000,hunger,0,24,12,4,0
10000,hunger,0,24,16,2,0
10000,hunger,0,24,20,8,0
10000,hunger,0,24,24,22,0
10000,hunger,0,24,28,46,0
10000,hunger,0,24,32,125,0
10000,hunger,0,24,36,99,0
10000,hunger,0,24,40,102,0
10000,hunger,0,24,44,127,0
10000,hunger,0,24,48,337,0
10000,hunger,0,24,52,4,0
10000,hunger,0,28,12,1,0
10000,hunger,0,28,20,1,0
10000,hunger,0,28,24,6,0
10000,hunger,0,28,28,3,0
10000,hunger,0,28,32,3,0
10000,hunger,0,28,36,7,0
10000,hunger,0,28,40,1,0
10000,hunger,0,28,56,2,0
10000,hunger,0,28,60,1,0
10000,hunger,0,32,16,2,0
10000,hunger,0,32,20,1,0
10000,hunger,0,32,24,2,0
10000,hunger,0,32,28,3,0
10000,hunger,0,32,32,8,0
10000,hunger,0,32,36,2,0
10000,hunger,0,32,40,10,0
10000,hunger,0,32,44,14,0
10000,hunger,0,32,48,1,0
10000,hunger,0,32,56,2,0
10000,hunger,0,32,60,1,0
10000,hunger,0,32,64,3,0
10000,hunger,0,36,12,4,0
10000,hunger,0,36,16,6,0
10000,hunger,0,36,20,11,0
10000,hunger,0,36,24,3,0
10000,hunger,0,36,28,10,0
10000,hunger,0,36,32,12,0
10000,hunger,0,36,36,32,0
10000,hunger,0,36,40,79,0
10000,hunger,0,36,44,97,0
10000,hunger,0,36,48,79,0
10000,hunger,0,36,52,42,0
10000,hunger,0,36,56,21,0
10000,hunger,0,36,60,28,0
10000,hunger,0,36,64,31,0
10000,hunger,0,36,68,81,0
10000,hunger,0,40,16,2,0
10000,hunger,0,40,20,2,0
10000,hunger,0,40,24,1,0
10000,hunger,0,40,32,1,0
10000,hunger,0,40,36,1,0
10000,hunger,0,40,48,2,0
10000,hunger,0,40,52,1,0
10000,hunger,0,44,20,2,0
10000,hunger,0,44,24,1,0
10000,hunger,0,44,40,2,0
10000,hunger,0,44,48,2,0
10000,hunger,0,44,52,1,0
10000,hunger,0,44,56,3,0
10000,hunger,0,44,60,2,0
10000,hunger,0,44,76,1,0
10000,hunger,0,44,88,1,0
10000,hunger,0,48,20,9,0
10000,hunger,0,48,24,13,0
10000,hunger,0,48,28,5,0
10000,hunger,0,48,32,4,0
10000,hunger,0,48,36,7,0
10000,hunger,0,48,40,6,0
10000,hunger,0,48,44,6,0
10000,hunger,0,48,48,20,0
10000,hunger,0,48,52,31,0
10000,hunger,0,48,56,47,0
10000,hunger,0,48,60,31,0
10000,hunger,0,48,64,17,0
10000,hunger,0,48,68,8,0
10000,hunger,0,48,72,5,0
10000,hunger,0,48,76,6,0
10000,hunger,0,48,80,6,0
10000,hunger,0,48,84,4,0
10000,hunger,0,48,88,4,0
10000,hunger,0,48,92,10,0
10000,hunger,0,48,96,10,0
10000,hunger,0,52,28,1,0
