step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,3,243,24.3,21.1,0.0,18.3,19.9,20,86,8.97,11.21
5000,1,54,36.5,0.0,0.4,27.1,0.0,21,176,40.98,0.00
6000,3,288,27.2,19.7,0.0,16.9,18.5,28,81,7.87,12.65
6000,1,20,46.2,0.0,0.1,17.6,0.0,7,128,29.76,0.00
7000,17,302,44.5,0.0,0.0,19.3,0.0,53,160,37.54,0.00
7000,3,132,24.4,21.7,0.0,17.5,20.6,10,126,12.81,13.46
8000,17,320,43.9,0.0,0.0,19.9,0.0,59,160,37.68,0.00
8000,3,172,25.3,21.0,0.1,17.4,20.3,13,147,14.92,16.12
9000,17,317,44.7,0.0,0.0,19.1,0.0,56,151,35.81,0.00
9000,3,136,24.3,22.2,0.0,17.5,21.5,7,126,12.81,14.19
9000,19,40,0.5,0.0,0.0,5.3,0.0,14,84,2.79,0.00
9000,21,37,45.6,0.0,0.0,18.4,0.0,11,148,34.09,0.00
10000,17,441,44.1,0.0,0.0,19.8,0.0,75,149,34.74,0.00
10000,3,132,24.4,22.3,0.0,17.1,20.8,8,165,17.56,16.28
10000,29,91,45.3,0.0,0.0,16.8,0.0,30,177,41.02,0.00
10000,21,21,43.5,0.0,0.1,20.3,0.0,9,142,33.96,0.00
11000,17,359,44.7,0.0,0.0,18.9,0.0,60,146,34.47,0.00
11000,3,282,25.3,21.2,0.0,17.2,20.6,16,123,11.79,14.51
11000,33,186,0.3,0.0,0.1,7.2,0.0,47,106,3.85,0.00
11000,29,69,45.5,0.0,0.0,16.6,0.0,27,178,40.89,0.00
11000,21,47,44.8,0.0,0.1,18.6,0.0,19,151,37.14,0.00
12000,17,464,44.8,0.0,0.0,18.9,0.0,80,142,33.26,0.00
12000,3,198,24.8,21.7,0.0,17.4,21.2,10,131,12.77,13.49
12000,33,128,2.7,0.0,0.2,5.8,0.0,41,159,5.78,0.00
12000,21,64,45.4,0.0,0.0,18.5,0.0,19,131,32.04,0.00
12000,29,49,45.3,0.0,0.0,18.1,0.0,15,266,59.66,0.00
13000,17,442,44.8,0.0,0.0,19.0,0.0,83,148,35.39,0.00
13000,3,228,24.6,21.9,0.0,17.4,21.4,7,104,9.65,12.44
13000,33,111,0.7,0.0,0.2,7.4,0.0,32,63,3.25,0.00
13000,29,36,46.6,0.0,0.0,17.2,0.0,14,213,47.56,0.00
13000,21,28,45.2,0.0,0.0,18.3,0.0,8,166,37.61,0.00
14000,17,396,45.0,0.0,0.0,18.8,0.0,75,187,42.85,0.00
14000,3,186,23.4,23.1,0.0,17.5,20.5,9,119,11.68,14.80
14000,29,117,45.3,0.0,0.0,18.0,0.0,36,223,49.70,0.00
14000,33,77,1.3,0.0,0.0,9.5,0.0,33,95,4.25,0.00
14000,51,41,1.1,0.0,0.0,3.7,0.0,10,144,2.80,0.00
14000,21,5,47.6,0.0,0.0,16.4,0.0,3,83,21.29,0.00
15000,17,313,45.7,0.0,0.0,18.2,0.0,61,162,37.28,0.00
15000,3,249,24.8,21.8,0.0,17.2,20.8,16,90,9.14,13.32
15000,29,219,45.5,0.0,0.0,18.0,0.0,62,201,46.28,0.00
15000,58,75,0.2,0.0,2.6,15.8,0.0,33,39,4.38,0.00
15000,51,58,0.5,0.0,0.1,4.4,0.0,17,136,2.72,0.00
16000,17,422,44.4,0.0,0.0,19.5,0.0,76,214,49.21,0.00
16000,3,182,24.9,21.6,0.0,17.4,21.0,9,134,12.27,14.67
16000,29,177,45.4,0.0,0.0,18.1,0.0,46,241,54.82,0.00
16000,51,31,0.0,0.1,0.2,4.5,0.0,13,116,2.28,0.00
16000,58,14,2.0,0.0,0.0,16.1,0.0,7,80,5.31,0.00
17000,17,407,44.9,0.0,0.0,19.0,0.0,60,197,45.38,0.00
17000,3,136,24.8,21.2,0.0,17.9,20.4,12,155,14.88,15.18
17000,29,65,43.2,0.0,0.0,20.7,0.0,19,241,54.69,0.00
18000,17,406,44.6,0.0,0.0,19.3,0.0,73,166,38.27,0.00
18000,3,160,24.3,21.4,0.0,18.1,19.5,20,124,11.96,14.60
18000,29,37,44.9,0.0,0.0,18.4,0.0,14,228,51.68,0.00
18000,69,17,1.1,0.0,1.5,5.5,0.0,8,113,4.77,0.00
19000,17,430,44.5,0.0,0.1,19.2,0.0,81,184,42.15,0.00
19000,3,127,23.7,21.9,0.0,18.4,20.6,7,116,12.17,13.27
19000,73,63,0.2,0.0,0.3,7.5,0.0,28,134,4.14,0.00
19000,29,22,43.6,0.0,0.0,19.8,0.0,6,263,60.42,0.00
20000,17,289,45.7,0.0,0.0,18.2,0.0,53,225,51.36,0.00
20000,73,143,1.8,0.0,1.0,10.6,0.0,65,73,4.28,0.00
20000,3,113,25.2,21.0,0.0,17.5,20.4,8,112,11.50,13.15
20000,29,39,43.8,0.0,0.0,20.1,0.0,11,238,53.77,0.00
20000,81,18,0.0,0.0,0.0,3.1,0.0,6,112,2.29,0.00
21000,17,204,45.0,0.0,0.0,19.0,0.0,40,186,43.52,0.00
21000,73,143,1.9,0.0,0.9,9.1,0.0,52,51,3.78,0.00
21000,3,123,24.8,21.4,0.0,17.6,20.8,7,122,12.34,14.26
21000,86,86,45.4,0.0,0.0,18.3,0.0,28,212,48.03,0.00
21000,29,46,44.6,0.0,0.0,19.0,0.0,17,226,53.73,0.00
21000,81,33,0.0,0.0,0.1,6.6,0.0,17,85,2.59,0.00
22000,17,268,44.9,0.0,0.0,19.0,0.0,51,184,41.78,0.00
22000,73,257,2.9,0.0,0.7,8.2,0.0,99,69,4.00,0.00
22000,3,146,25.4,20.7,0.0,17.4,20.1,10,104,9.54,14.58
22000,86,107,44.5,0.0,0.0,19.3,0.0,29,228,52.36,0.00
22000,29,46,45.0,0.0,0.0,18.6,0.0,10,361,82.86,0.00
22000,93,44,46.6,1.9,0.0,15.1,1.9,20,118,23.72,4.14
22000,81,10,0.0,0.0,0.0,3.9,0.0,2,409,5.96,0.00
23000,17,216,45.4,0.0,0.0,18.5,0.0,46,260,59.00,0.00
23000,3,183,25.0,21.1,0.0,17.6,20.2,14,95,9.38,13.49
23000,73,176,2.5,0.0,0.3,8.8,0.0,79,75,4.46,0.01
23000,86,141,45.5,0.0,0.0,18.3,0.0,43,203,46.21,0.00
23000,93,54,45.0,1.9,0.0,17.2,1.9,16,128,26.64,4.91
23000,29,31,45.4,0.0,0.0,18.4,0.0,14,168,39.63,0.00
24000,17,225,45.1,0.0,0.0,18.9,0.0,36,280,62.84,0.00
24000,86,153,42.6,0.0,0.0,20.9,0.0,51,156,35.83,0.00
24000,73,152,0.9,0.0,0.6,5.9,0.0,41,92,3.44,0.00
24000,105,130,42.4,0.0,2.3,19.2,0.0,54,134,33.14,0.00
24000,3,95,25.1,20.5,0.0,17.7,19.5,10,115,12.36,12.61
24000,93,51,18.5,12.5,0.0,16.8,12.0,8,68,12.23,5.98
24000,29,11,40.6,0.0,0.0,22.8,0.0,4,152,33.93,0.00
25000,17,188,45.4,0.0,0.0,18.5,0.0,36,257,58.47,0.00
25000,3,168,25.6,21.7,0.0,16.4,20.7,12,89,8.19,13.87
25000,86,79,44.5,0.0,0.0,19.4,0.0,17,195,46.29,0.00
