step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,4,781,7.3,0.0,0.1,0.0,7.1,0.0,1.01,18.2,51,568,31.06,0.34,178,356,247,0.0,1.00,1.01,1.01,2.60,2.26,4.70,28.9
5000,2,566,10.0,0.0,0.0,0.0,9.9,0.0,1.00,14.2,26,623,38.12,0.35,42,135,389,0.0,1.00,1.00,1.00,3.07,4.93,3.96,40.9
6000,4,685,7.0,0.0,0.0,0.0,6.9,0.0,1.01,18.3,45,615,33.08,0.36,168,331,186,0.0,1.01,1.01,1.02,2.60,2.11,4.80,27.9
6000,2,652,10.1,0.0,0.0,0.0,10.0,0.0,1.00,14.2,34,646,38.95,0.37,59,150,443,0.0,1.00,1.01,1.00,3.13,4.95,3.98,39.6
7000,2,683,9.9,0.0,0.0,0.0,9.8,0.0,1.01,14.3,33,661,39.51,0.39,49,153,481,0.0,1.00,1.01,1.01,3.07,4.90,3.95,40.3
7000,4,662,7.1,0.0,0.0,0.0,7.0,0.0,1.01,18.2,44,604,32.13,0.33,185,328,149,0.0,1.01,1.01,1.02,2.59,2.10,4.83,27.0
8000,2,711,9.8,0.0,0.0,0.0,9.8,0.0,1.00,14.4,33,682,40.56,0.37,47,170,494,0.0,1.00,1.00,1.00,3.06,4.87,3.95,40.2
8000,4,660,6.9,0.0,0.0,0.0,6.8,0.0,1.01,18.1,48,577,30.28,0.29,191,323,146,0.0,1.01,1.02,1.02,2.55,1.95,5.04,26.9
9000,4,704,7.1,0.0,0.0,0.0,7.1,0.0,1.01,17.4,57,557,29.41,0.26,191,358,155,0.0,1.01,1.01,1.02,2.64,1.81,5.56,26.8
9000,2,662,9.9,0.0,0.0,0.0,9.9,0.0,1.00,14.3,35,723,42.79,0.38,43,135,484,0.0,1.00,1.00,1.00,3.04,4.85,4.01,41.3
10000,4,794,7.3,0.1,0.1,0.0,7.2,0.0,1.02,16.7,65,584,31.34,0.28,206,352,236,0.0,1.01,1.01,1.05,2.72,1.61,6.09,28.1
10000,2,562,9.9,0.0,0.0,0.0,9.8,0.0,1.00,14.4,24,744,43.88,0.39,34,118,410,0.0,1.00,1.00,1.00,3.03,4.85,3.99,41.9
11000,4,944,7.7,0.1,0.1,0.1,7.5,0.0,1.02,16.0,66,625,33.88,0.29,203,416,325,0.0,1.01,1.01,1.04,2.82,1.52,6.48,29.7
