step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone
5000,1,4595,21.3,0.8,0.9,0.6,19.1,0.0,1.20,10.9,1327,225,27.48,0.01,1846,2601,148
5000,9,1020,9.8,0.5,0.0,0.4,9.0,0.0,1.18,17.8,259,160,12.51,0.01,925,3,92
5000,3,907,8.3,0.0,0.1,0.1,8.1,0.0,1.01,15.3,147,392,29.54,0.00,842,17,48
5000,16,62,9.0,0.0,0.0,0.0,9.0,0.0,1.00,18.1,18,770,59.44,0.00,62,0,0
5000,8,34,62.8,8.0,23.6,0.0,31.2,4.4,1.89,0.1,25,128,57.68,0.02,0,33,1
5000,7,31,10.5,2.3,0.0,0.0,8.1,0.0,1.77,14.3,15,424,34.72,0.00,28,0,3
5000,6,23,57.6,3.3,4.8,15.0,34.4,0.0,2.07,0.9,15,367,209.08,0.00,0,22,1
5000,4,15,7.6,1.2,0.0,0.0,6.4,0.0,1.50,20.3,8,230,14.73,0.00,14,0,1
6000,1,4240,23.8,1.3,1.1,0.7,20.8,0.1,1.28,10.2,1378,222,28.62,0.40,1544,2569,127
6000,3,1116,8.3,0.1,0.1,0.1,8.1,0.0,1.02,15.3,168,395,28.43,0.00,1055,10,51
6000,9,904,9.4,0.4,0.0,0.4,8.6,0.0,1.15,18.3,230,175,13.31,0.01,831,1,72
6000,42,474,9.0,0.0,0.0,0.0,9.0,0.0,1.01,15.8,98,213,15.42,0.00,429,2,43
6000,41,74,8.5,0.0,0.0,0.6,7.8,0.0,1.01,15.6,24,244,17.49,0.00,65,0,9
6000,16,69,9.9,0.0,0.0,0.0,9.9,0.0,1.00,17.6,24,786,63.70,0.00,69,0,0
6000,7,44,7.5,0.8,0.0,0.0,6.8,0.0,1.23,18.4,15,408,28.56,0.00,43,0,1
6000,6,36,61.7,1.9,1.4,3.3,55.1,0.0,1.43,0.0,17,165,106.22,0.12,0,34,2
6000,46,13,6.9,0.2,0.0,0.0,6.8,0.0,1.07,17.1,5,361,23.40,0.00,13,0,0
6000,51,12,13.5,0.0,1.2,0.0,12.3,0.0,1.00,11.7,6,1377,125.41,0.00,12,0,0
6000,40,8,8.4,1.1,0.0,0.0,7.2,0.0,1.36,17.5,4,822,52.84,0.00,8,0,0
6000,43,7,10.0,0.1,0.0,0.0,9.9,0.0,1.08,13.1,3,152,12.65,0.00,6,0,1
7000,1,3496,27.5,1.6,1.4,0.9,23.5,0.1,1.33,8.6,1367,217,33.78,0.68,951,2471,74
7000,3,1046,8.0,0.1,0.0,0.1,7.7,0.0,1.05,16.0,184,432,30.20,0.00,974,24,48
7000,9,700,9.2,0.5,0.0,0.4,8.3,0.0,1.18,18.8,187,177,12.98,0.00,627,2,71
7000,42,554,8.6,0.2,0.0,0.0,8.4,0.0,1.03,15.0,103,171,12.51,0.00,489,19,46
7000,7,44,8.0,0.6,0.0,0.0,7.4,0.0,1.18,18.0,20,377,28.47,0.00,40,2,2
7000,16,41,9.6,0.0,0.0,0.0,9.6,0.0,1.00,17.8,17,864,69.38,0.00,41,0,0
7000,56,30,12.9,0.0,0.0,0.0,12.9,0.0,1.00,12.0,16,146,14.02,0.00,28,0,2
7000,41,26,8.9,0.0,0.0,0.0,8.9,0.0,1.00,15.5,10,135,9.65,0.00,26,0,0
7000,6,24,57.1,10.7,1.2,11.3,33.8,0.4,3.28,0.2,23,316,216.97,1.73,0,21,3
7000,46,7,8.7,1.4,0.0,0.0,7.3,0.0,1.38,14.6,3,363,23.63,0.00,6,0,1
7000,40,5,6.4,0.0,0.0,0.0,6.4,0.0,1.00,18.8,2,689,38.96,0.00,5,0,0
8000,1,3149,28.7,1.8,0.9,1.2,24.9,0.1,1.41,8.1,1064,211,34.13,1.00,649,2413,87
8000,3,1056,8.0,0.2,0.2,0.0,7.6,0.0,1.05,16.2,177,437,30.42,0.00,953,64,39
8000,42,847,8.6,0.2,0.0,0.1,8.4,0.0,1.05,16.3,156,220,15.87,0.00,741,44,62
8000,73,669,5.4,0.0,0.1,0.0,5.3,0.0,1.00,20.9,60,530,33.82,0.00,663,0,6
8000,9,543,8.7,0.2,0.0,0.5,8.1,0.0,1.07,19.2,145,182,13.00,0.00,464,5,74
8000,74,121,8.1,0.0,0.0,0.5,7.6,0.0,1.00,17.4,22,530,40.19,0.00,121,0,0
8000,7,43,7.0,0.1,0.0,0.0,6.9,0.0,1.04,19.1,15,363,24.90,0.00,39,0,4
8000,16,33,8.4,0.0,0.8,0.0,7.6,0.0,1.00,18.5,8,1065,86.12,0.00,33,0,0
8000,56,20,12.7,0.0,0.0,0.0,12.7,0.0,1.00,10.6,13,188,17.84,0.00,18,0,2
8000,41,19,8.5,0.0,0.0,0.0,8.5,0.0,1.00,15.5,8,135,10.83,0.00,18,0,1
8000,6,14,48.7,3.9,0.1,11.1,33.5,0.0,1.85,2.3,13,1008,590.44,1.22,0,14,0
8000,40,5,8.4,0.0,1.6,0.0,6.8,0.0,1.00,16.0,3,532,36.77,0.00,5,0,0
9000,1,3073,30.9,1.6,1.2,1.0,27.1,0.1,1.36,7.4,1116,202,36.46,0.97,551,2476,46
9000,73,1043,5.0,0.0,0.1,0.1,4.9,0.0,1.00,21.3,76,598,39.50,0.00,1041,0,2
9000,3,761,7.0,0.1,0.2,0.0,6.7,0.0,1.03,17.3,121,538,36.60,0.00,740,0,21
