step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,10,0
10000,hunger,0,4,0,2,0
10000,hunger,0,4,4,8,0
10000,hunger,0,4,8,1,0
10000,hunger,0,8,4,5,0
10000,hunger,0,8,8,8,0
10000,hunger,0,8,12,2,0
10000,hunger,0,12,4,1,0
10000,hunger,0,12,8,6,0
10000,hunger,0,12,12,11,0
10000,hunger,0,12,16,6,0
10000,hunger,0,16,8,2,0
10000,hunger,0,16,12,3,0
10000,hunger,0,16,16,7,0
10000,hunger,0,16,20,2,0
10000,hunger,0,16,36,1,0
10000,hunger,0,20,8,5,0
10000,hunger,0,20,16,6,0
10000,hunger,0,20,20,4,0
10000,hunger,0,20,24,4,0
10000,hunger,0,20,28,3,0
10000,hunger,0,24,12,2,0
10000,hunger,0,24,20,1,0
10000,hunger,0,24,24,2,0
10000,hunger,0,24,28,1,0
10000,hunger,0,24,32,2,0
10000,hunger,0,24,40,2,0
10000,hunger,0,24,44,2,0
10000,hunger,0,28,12,3,0
10000,hunger,0,28,16,2,0
10000,hunger,0,28,20,3,0
10000,hunger,0,28,24,3,0
10000,hunger,0,28,28,1,0
10000,hunger,0,28,32,3,0
10000,hunger,0,28,36,3,0
10000,hunger,0,32,12,2,0
10000,hunger,0,32,16,1,0
10000,hunger,0,32,20,3,0
10000,hunger,0,32,24,1,0
10000,hunger,0,32,28,1,0
10000,hunger,0,32,32,4,0
10000,hunger,0,32,36,1,0
10000,hunger,0,32,40,4,0
10000,hunger,0,32,48,2,0
10000,hunger,0,32,52,3,0
10000,hunger,0,36,12,4,0
10000,hunger,0,36,16,4,0
10000,hunger,0,36,20,1,0
10000,hunger,0,36,24,8,0
10000,hunger,0,36,28,5,0
10000,hunger,0,36,32,15,0
10000,hunger,0,36,36,26,0
10000,hunger,0,36,40,21,0
10000,hunger,0,36,44,19,0
10000,hunger,0,36,48,17,0
10000,hunger,0,36,52,9,0
10000,hunger,0,36,56,5,0
10000,hunger,0,36,60,3,0
10000,hunger,0,40,12,1,0
10000,hunger,0,40,16,6,0
10000,hunger,0,40,20,1,0
10000,hunger,0,40,24,1,0
10000,hunger,0,40,32,2,0
10000,hunger,0,40,36,2,0
10000,hunger,0,40,40,1,0
10000,hunger,0,40,44,1,0
10000,hunger,0,44,24,6,1
10000,hunger,0,44,40,3,0
10000,hunger,0,44,44,3,0
10000,hunger,0,44,48,2,0
10000,hunger,0,44,52,1,0
10000,hunger,0,44,56,1,0
10000,hunger,0,44,60,1,0
10000,hunger,0,48,16,8,0
10000,hunger,0,48,20,16,0
10000,hunger,0,48,24,10,0
10000,hunger,0,48,32,2,0
10000,hunger,0,48,36,3,0
10000,hunger,0,48,40,8,0
10000,hunger,0,48,44,11,0
10000,hunger,0,48,48,22,0
10000,hunger,0,48,52,28,0
10000,hunger,0,48,56,30,0
10000,hunger,0,48,60,13,0
10000,hunger,0,48,64,18,0
10000,hunger,0,48,68,24,0
10000,hunger,0,48,72,12,0
10000,hunger,0,48,76,5,0
10000,hunger,0,48,80,3,0
10000,hunger,0,52,20,1,0
10000,hunger,0,52,24,2,0
10000,hunger,0,52,28,2,0
10000,hunger,0,52,48,1,0
10000,hunger,0,52,52,1,0
10000,hunger,0,52,76,1,0
10000,hunger,0,56,44,1,0
10000,hunger,0,56,48,1,0
10000,hunger,0,60,52,1,0
10000,hunger,0,60,60,1,0
10000,hunger,0,60,72,1,0
10000,hunger,0,64,20,4,0
10000,hunger,0,64,24,4,0
10000,hunger,0,64,28,4,0
10000,hunger,0,64,32,1,0
10000,hunger,0,64,36,1,0
10000,hunger,0,64,40,1,0
10000,hunger,0,64,48,1,0
10000,hunger,0,64,52,1,0
10000,hunger,0,64,60,4,0
10000,hunger,0,64,64,5,0
10000,hunger,0,64,68,7,0
10000,hunger,0,64,72,6,0
10000,hunger,0,64,76,1,0
10000,hunger,0,64,80,3,0
10000,hunger,0,64,84,3,0
10000,hunger,0,64,88,7,0
10000,hunger,0,64,92,2,0
10000,hunger,0,64,100,2,0
10000,hunger,0,76,60,1,0
10000,hunger,0,76,68,1,0
10000,hunger,0,76,76,1,0
10000,hunger,0,80,44,1,0
10000,hunger,0,80,52,1,0
10000,hunger,0,80,60,2,0
10000,hunger,0,80,68,1,0
10000,hunger,0,80,72,1,0
10000,hunger,0,80,76,2,0
10000,hunger,0,80,80,2,0
10000,hunger,0,80,84,5,0
10000,hunger,0,80,88,2,0
10000,hunger,0,80,96,1,0
10000,hunger,0,80,100,1,0
10000,hunger,0,88,76,1,0
10000,hunger,0,100,84,1,0
10000,hunger,0,100,104,1,0
10000,hunger,0,100,108,1,0
10000,hunger,0,120,48,1,0
10000,hunger,0,120,92,1,0
10000,hunger,0,168,148,1,0
10000,hunger,50,0,0,164,0
10000,hunger,50,0,4,10,0
10000,hunger,50,0,8,1,0
10000,hunger,50,4,0,54,0
10000,hunger,50,4,4,116,0
10000,hunger,50,4,8,19,0
10000,hunger,50,4,12,5,0
10000,hunger,50,4,16,1,0
10000,hunger,50,8,0,7,1
10000,hunger,50,8,4,31,0
10000,hunger,50,8,8,86,0
10000,hunger,50,8,12,28,0
10000,hunger,50,8,16,12,0
10000,hunger,50,8,20,1,0
10000,hunger,50,8,24,3,0
10000,hunger,50,12,4,8,0
10000,hunger,50,12,8,38,1
10000,hunger,50,12,12,72,0
10000,hunger,50,12,16,32,0
10000,hunger,50,12,20,13,0
10000,hunger,50,12,24,14,0
10000,hunger,50,12,28,2,0
10000,hunger,50,16,8,12,0
10000,hunger,50,16,12,18,0
10000,hunger,50,16,16,40,0
10000,hunger,50,16,20,23,0
10000,hunger,50,16,24,6,0
10000,hunger,50,16,28,1,0
10000,hunger,50,16,32,5,0
10000,hunger,50,16,36,2,0
10000,hunger,50,16,40,2,0
10000,hunger,50,16,44,1,0
10000,hunger,50,20,8,10,0
10000,hunger,50,20,12,3,0
10000,hunger,50,20,16,15,0
10000,hunger,50,20,20,23,1
10000,hunger,50,20,24,27,0
10000,hunger,50,20,28,8,0
10000,hunger,50,20,32,2,0
10000,hunger,50,20,36,3,0
10000,hunger,50,20,40,1,0
10000,hunger,50,20,44,1,0
10000,hunger,50,20,48,6,0
10000,hunger,50,24,8,3,0
10000,hunger,50,24,12,11,0
10000,hunger,50,24,16,5,0
10000,hunger,50,24,20,9,0
10000,hunger,50,24,24,21,0
10000,hunger,50,24,28,23,0
10000,hunger,50,24,32,10,0
10000,hunger,50,24,36,3,0
10000,hunger,50,24,40,10,0
10000,hunger,50,24,44,5,0
10000,hunger,50,24,48,2,0
10000,hunger,50,24,60,1,0
10000,hunger,50,24,64,1,0
10000,hunger,50,28,12,6,0
10000,hunger,50,28,16,10,0
10000,hunger,50,28,20,4,0
10000,hunger,50,28,24,8,0
10000,hunger,50,28,28,13,0
10000,hunger,50,28,32,21,0
10000,hunger,50,28,36,5,0
10000,hunger,50,28,40,5,0
10000,hunger,50,28,44,1,0
10000,hunger,50,28,48,1,0
10000,hunger,50,28,52,2,0
10000,hunger,50,28,56,1,0
10000,hunger,50,28,64,2,0
10000,hunger,50,32,12,3,0
10000,hunger,50,32,20,7,0
10000,hunger,50,32,24,1,0
10000,hunger,50,32,28,12,0
10000,hunger,50,32,32,29,0
10000,hunger,50,32,36,17,0
10000,hunger,50,32,40,10,0
10000,hunger,50,32,44,7,0
10000,hunger,50,32,48,4,0
10000,hunger,50,32,52,3,0
10000,hunger,50,32,56,1,0
10000,hunger,50,32,64,1,0
10000,hunger,50,32,72,2,0
10000,hunger,50,36,16,7,0
10000,hunger,50,36,20,6,0
10000,hunger,50,36,24,11,0
10000,hunger,50,36,28,26,0
10000,hunger,50,36,32,54,0
10000,hunger,50,36,36,115,0
10000,hunger,50,36,40,133,1
10000,hunger,50,36,44,64,0
10000,hunger,50,36,48,79,1
10000,hunger,50,36,52,37,0
10000,hunger,50,36,56,30,0
10000,hunger,50,36,60,33,0
10000,hunger,50,36,64,21,0
10000,hunger,50,36,68,8,0
10000,hunger,50,36,72,5,0
10000,hunger,50,36,76,2,0
10000,hunger,50,36,80,1,0
10000,hunger,50,36,84,1,0
10000,hunger,50,40,20,1,0
10000,hunger,50,40,28,2,0
10000,hunger,50,40,32,1,0
10000,hunger,50,40,36,6,0
10000,hunger,50,40,40,8,0
10000,hunger,50,40,44,5,0
10000,hunger,50,40,48,8,0
10000,hunger,50,40,52,3,0
10000,hunger,50,40,56,1,0
10000,hunger,50,40,60,1,0
10000,hunger,50,40,80,1,0
10000,hunger,50,44,24,2,0
10000,hunger,50,44,32,3,0
10000,hunger,50,44,36,2,1
10000,hunger,50,44,40,12,0
10000,hunger,50,44,44,8,0
10000,hunger,50,44,48,8,0
10000,hunger,50,44,52,6,0
10000,hunger,50,44,56,6,0
10000,hunger,50,44,60,3,0
10000,hunger,50,44,64,3,0
10000,hunger,50,44,68,2,0
10000,hunger,50,44,72,2,0
10000,hunger,50,44,96,1,0
10000,hunger,50,48,20,5,0
10000,hunger,50,48,24,7,0
10000,hunger,50,48,28,12,0
10000,hunger,50,48,32,13,0
10000,hunger,50,48,36,22,0
10000,hunger,50,48,40,33,0
10000,hunger,50,48,44,61,1
10000,hunger,50,48,48,103,0
10000,hunger,50,48,52,120,1
10000,hunger,50,48,56,96,1
10000,hunger,50,48,60,77,0
10000,hunger,50,48,64,67,0
10000,hunger,50,48,68,85,0
10000,hunger,50,48,72,42,1
10000,hunger,50,48,76,17,0
10000,hunger,50,48,80,13,0
10000,hunger,50,48,84,11,0
10000,hunger,50,48,88,17,0
10000,hunger,50,48,92,1,0
10000,hunger,50,48,96,12,0
10000,hunger,50,48,100,8,0
10000,hunger,50,48,120,1,0
10000,hunger,50,52,28,1,0
10000,hunger,50,52,36,2,0
10000,hunger,50,52,44,1,0
10000,hunger,50,52,48,2,0
10000,hunger,50,52,52,27,0
10000,hunger,50,52,56,6,0
10000,hunger,50,52,60,1,0
10000,hunger,50,52,64,2,0
10000,hunger,50,52,72,1,0
10000,hunger,50,52,76,2,0
10000,hunger,50,52,80,1,0
10000,hunger,50,52,84,1,0
10000,hunger,50,56,32,1,0
10000,hunger,50,56,44,2,0
10000,hunger,50,56,48,2,0
10000,hunger,50,56,52,2,0
10000,hunger,50,56,56,5,0
10000,hunger,50,56,60,8,1
10000,hunger,50,56,64,2,0
10000,hunger,50,56,68,1,0
10000,hunger,50,56,72,1,0
10000,hunger,50,56,76,1,0
10000,hunger,50,56,88,2,0
10000,hunger,50,56,96,2,0
10000,hunger,50,60,28,1,0
10000,hunger,50,60,52,3,0
10000,hunger,50,60,56,4,0
10000,hunger,50,60,60,3,0
10000,hunger,50,60,64,1,0
10000,hunger,50,60,68,4,0
10000,hunger,50,60,72,4,1
10000,hunger,50,60,76,2,0
10000,hunger,50,60,80,3,0
10000,hunger,50,60,88,2,0
10000,hunger,50,64,28,8,0
10000,hunger,50,64,32,10,1
10000,hunger,50,64,36,2,0
10000,hunger,50,64,40,7,0
10000,hunger,50,64,44,15,0
10000,hunger,50,64,48,6,0
10000,hunger,50,64,52,12,0
10000,hunger,50,64,56,20,0
10000,hunger,50,64,60,21,1
10000,hunger,50,64,64,21,0
10000,hunger,50,64,68,38,0
10000,hunger,50,64,72,25,0
10000,hunger,50,64,76,17,0
10000,hunger,50,64,80,16,0
10000,hunger,50,64,84,17,0
10000,hunger,50,64,88,14,0
10000,hunger,50,64,92,15,0
10000,hunger,50,64,96,7,1
10000,hunger,50,64,100,8,0
10000,hunger,50,64,104,1,0
10000,hunger,50,64,108,1,0
10000,hunger,50,64,116,1,0
10000,hunger,50,64,124,2,0
10000,hunger,50,64,128,1,0
10000,hunger,50,64,132,1,0
10000,hunger,50,64,136,2,0
10000,hunger,50,64,140,1,0
10000,hunger,50,68,44,2,0
10000,hunger,50,68,48,1,0
10000,hunger,50,68,68,2,0
10000,hunger,50,68,88,1,0
10000,hunger,50,68,104,1,0
10000,hunger,50,68,120,1,0
10000,hunger,50,68,124,1,0
10000,hunger,50,72,32,1,0
10000,hunger,50,72,64,2,0
10000,hunger,50,72,68,1,0
10000,hunger,50,72,104,2,0
10000,hunger,50,72,116,1,0
10000,hunger,50,72,144,1,0
10000,hunger,50,72,148,1,0
10000,hunger,50,76,48,1,0
10000,hunger,50,76,56,1,0
10000,hunger,50,76,68,1,1
10000,hunger,50,76,72,1,0
10000,hunger,50,76,116,2,0
10000,hunger,50,76,124,1,0
10000,hunger,50,76,160,1,0
10000,hunger,50,80,32,1,0
10000,hunger,50,80,36,7,0
10000,hunger,50,80,40,3,0
10000,hunger,50,80,44,6,0
10000,hunger,50,80,48,4,0
10000,hunger,50,80,52,1,0
10000,hunger,50,80,56,4,0
10000,hunger,50,80,60,5,0
10000,hunger,50,80,64,2,0
10000,hunger,50,80,68,1,0
10000,hunger,50,80,72,9,0
10000,hunger,50,80,76,9,0
10000,hunger,50,80,80,5,0
10000,hunger,50,80,84,2,0
10000,hunger,50,80,88,8,0
10000,hunger,50,80,92,7,0
10000,hunger,50,80,96,5,0
10000,hunger,50,80,104,1,0
10000,hunger,50,80,108,4,0
10000,hunger,50,80,112,3,0
10000,hunger,50,80,116,4,0
10000,hunger,50,80,120,1,0
10000,hunger,50,80,128,1,0
10000,hunger,50,80,132,2,0
10000,hunger,50,80,136,5,0
10000,hunger,50,80,140,2,0
10000,hunger,50,80,144,1,0
10000,hunger,50,80,152,4,0
10000,hunger,50,80,156,5,0
10000,hunger,50,80,160,3,0
10000,hunger,50,80,164,4,0
10000,hunger,50,80,168,1,0
10000,hunger,50,80,172,3,0
10000,hunger,50,80,176,4,0
10000,hunger,50,80,180,2,0
10000,hunger,50,80,184,1,0
10000,hunger,50,80,196,2,0
10000,hunger,50,80,204,1,0
10000,hunger,50,84,36,1,0
10000,hunger,50,88,44,1,0
10000,hunger,50,88,100,1,0
