year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,6,0.4731,NaN,22.30,14.99,47.39,5.97,58.12,205.5,175.6,66.1,0.0001,0.5764,0.2705,0.1527,1.73e-14,0.0139,0.0385,0.0096,0.0070,0.0059,0.0085,0.1002,0.0124,0.0140,0.0072,0.0091,0.0207,0.1781,0.2095,0.3655
2,7,0.5125,0.7744,23.03,20.57,34.07,5.98,58.03,285.9,171.7,99.3,0.0002,0.7049,0.1052,0.1888,8.15e-15,0.0453,0.0073,0.0087,0.0086,0.0036,0.0089,0.0941,0.0112,0.0220,0.0028,0.0094,0.0249,0.0931,0.2232,0.4368
3,7,0.4912,0.8398,23.25,23.81,26.39,5.98,57.98,340.5,196.7,130.5,0.0004,0.6623,0.1136,0.2224,4.99e-15,0.0415,0.0086,0.0109,0.0078,0.0033,0.0101,0.0898,0.0120,0.0257,0.0001,0.0095,0.0276,0.0230,0.2246,0.5055
4,6,0.5229,0.9098,23.36,25.69,21.95,5.98,57.96,372.7,209.6,151.5,0.0005,0.6369,0.1223,0.2386,3.74e-15,0.0386,0.0101,0.0121,0.0073,0.0033,0.0107,0.0878,0.0123,0.0274,0.0000,0.0080,0.0294,0.0000,0.1913,0.5618
5,6,0.5002,0.9627,23.41,26.79,19.36,5.98,57.95,391.2,216.3,164.7,0.0005,0.6213,0.1297,0.2464,3.64e-15,0.0366,0.0115,0.0126,0.0071,0.0032,0.0110,0.0868,0.0125,0.0281,0.0000,0.0073,0.0301,0.0000,0.1599,0.5932
6,6,0.4853,0.9761,23.44,27.43,17.86,5.98,57.94,401.6,220.0,172.4,0.0006,0.6118,0.1345,0.2510,3.09e-15,0.0351,0.0125,0.0130,0.0070,0.0032,0.0111,0.0863,0.0126,0.0285,0.0000,0.0072,0.0302,0.0000,0.1392,0.6139
7,6,0.4739,0.9913,23.45,27.81,16.99,5.98,57.94,407.5,222.3,176.7,0.0006,0.6056,0.1379,0.2536,2.14e-15,0.0341,0.0132,0.0133,0.0070,0.0031,0.0112,0.0861,0.0126,0.0287,0.0000,0.0071,0.0304,0.0000,0.1326,0.6205
8,6,0.4645,0.9947,23.46,28.03,16.48,5.98,57.94,410.7,223.5,179.1,0.0006,0.6017,0.1402,0.2550,1.78e-15,0.0335,0.0137,0.0134,0.0069,0.0031,0.0113,0.0859,0.0127,0.0288,0.0000,0.0070,0.0305,0.0000,0.1287,0.6244
9,6,0.4611,0.9975,23.46,28.16,16.19,5.98,57.94,412.8,224.4,180.6,0.0007,0.5994,0.1416,0.2558,1.27e-15,0.0332,0.0140,0.0135,0.0069,0.0031,0.0113,0.0858,0.0126,0.0289,0.0000,0.0070,0.0306,0.0000,0.1271,0.6260
10,6,0.4550,0.9964,23.46,28.23,16.01,5.98,57.94,414.1,225.0,181.4,0.0007,0.5980,0.1423,0.2563,1.45e-15,0.0330,0.0141,0.0135,0.0069,0.0031,0.0114,0.0857,0.0127,0.0290,0.0000,0.0070,0.0306,0.0000,0.1242,0.6290
