step,id,lineage,age,turns,mass,size,side,density,born_size,born_mass,born_hard,born_muscle,born_sensor,born_digestive,born_bite,hard,muscle,sensor,digestive,bite,bite_any,shell,speed,energy,fat,plant,meat,killed,scavenged,travel,path,worn,pace,place,born_place,temp,moist,height,medium,algae,detritus,cells
10000,897212,726,8279,3227,14.96,10,9,1.496,81,121.18,0,0,0,81,0,0,0,0,10,0,0,1.00,0.000,2.029,43.149,303.080,180.204,0.000,180.204,0.00,0.00,55,1.000,11,11,30.6,0.000,-63,2,0.000,303.080,000400000004000000444400000040400000404000000000000000000000000000000000000000000
10000,897651,1108,8274,3136,35.23,21,9,0.927,81,126.07,55,0,0,26,0,17,0,0,4,0,0,3.87,0.000,0.643,31.416,291.638,28.251,28.251,0.000,0.00,0.00,42,0.674,11,11,37.6,0.000,-15,1,291.638,0.000,111000000000110000000001000000010000000100000000100000101044000111040000101104000
10000,898094,789,8268,2787,93.34,75,11,1.245,121,150.59,0,0,0,121,0,0,0,0,75,0,0,1.00,0.000,9.864,289.972,637.413,396.290,0.000,396.290,0.00,0.00,46,0.414,11,11,30.7,0.000,-50,2,0.000,637.413,0040404000444044044404444004444444000440044444400044404044004440004000444440444440000440444004444440440444404004040044444
10000,898615,726,8262,3004,65.52,49,10,1.337,100,133.72,0,0,0,100,0,0,0,0,49,0,0,1.00,0.000,4.411,183.818,433.978,209.341,0.000,209.341,0.00,0.00,49,0.494,11,11,30.9,0.000,-53,2,0.000,433.978,4400004400440000404040404404404004444040000404400400444404400000404440000404004040440444044400440004
10000,899595,789,8249,2541,135.21,93,11,1.454,121,175.91,0,0,0,121,0,0,0,0,93,0,0,1.00,0.000,0.000,46.831,328.473,157.089,0.000,157.089,0.00,0.00,28,0.344,11,11,29.8,0.000,-64,2,0.000,328.473,4404044400440444444044044444444404444444444044440444444444444404044044044444040444444400044004400444444444404440004044444
10000,901659,789,8219,2518,141.02,97,11,1.454,121,175.91,0,0,0,121,0,0,0,0,97,0,0,1.00,0.000,4.088,268.553,463.133,132.604,0.000,132.604,0.00,0.00,24,0.337,11,11,29.2,0.000,-57,2,0.000,463.133,4440444444404444040444444044444440444440444444004444440444444444044444404044444404444444444440000444444044044004044404444
10000,902204,880,8210,3526,1.19,1,10,1.192,100,115.04,3,0,13,84,0,0,0,0,1,0,0,1.00,0.000,0.000,2.247,337.478,247.241,17.307,229.933,0.00,0.00,67,1.000,11,11,35.8,0.000,-59,2,0.000,337.478,0000000000400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
10000,902340,558,8208,2982,69.48,44,9,1.263,81,128.85,21,0,0,60,0,11,0,0,33,0,0,2.36,0.000,5.415,182.723,379.326,232.547,0.000,232.547,0.00,0.00,36,0.480,11,11,35.0,0.000,-52,2,0.000,379.326,000110400011400444114004044044444040144040440000044000114440400100004044100004444
10000,902559,911,8205,2946,49.49,32,9,1.100,81,138.58,45,0,0,36,0,13,0,0,19,0,0,3.25,0.000,1.462,57.966,258.893,98.951,58.470,40.481,0.00,0.00,39,0.569,11,10,19.2,0.000,-15,2,0.000,258.770,011000000111000000101000000011000000110000000400004010444404441000444440444004400
10000,902593,726,8204,3102,58.35,39,9,1.496,81,121.18,0,0,0,81,0,0,0,0,39,0,0,1.00,0.000,0.447,133.476,249.621,292.365,0.000,292.365,0.00,0.00,40,0.524,11,11,31.4,0.000,-58,2,0.000,249.621,004040044044444444040040044044000000400404400440440440440040440000444004000004400
10000,904230,1,8177,2541,131.58,93,11,1.415,121,171.20,0,0,0,121,0,0,0,0,93,0,0,1.00,0.000,5.767,279.780,381.265,151.775,15.880,135.895,0.00,0.00,27,0.349,8,8,9.7,1.000,14,0,0.000,379.094,4044404044404404444044404444404444440444444444444404044404404444040404400444404440444404444444440004444444444404004044444
10000,904485,558,8173,3095,32.36,18,9,1.244,81,131.91,25,0,0,56,0,8,0,0,10,0,0,2.62,0.000,2.659,92.192,440.274,198.503,0.224,198.279,0.00,0.00,41,0.703,11,11,35.0,0.000,-14,2,0.000,440.274,000000000000000000100000000114400000044000000104000000010440000004044000111000000
10000,908851,652,8099,3196,8.68,6,9,1.446,81,117.15,0,0,0,81,0,0,0,0,6,0,0,1.00,0.000,2.200,39.599,446.434,345.334,3.922,341.412,0.00,0.00,49,1.000,11,11,34.3,0.000,-66,2,0.000,446.434,000000400000004000000440000000040000000040000000000000000000000000000000000000000
10000,911521,789,8049,2992,61.10,48,10,1.273,100,127.30,0,0,0,100,0,0,0,0,48,0,0,1.00,0.000,4.526,149.656,369.358,241.449,0.000,241.449,0.00,0.00,48,0.512,11,11,30.1,0.000,-22,2,0.000,369.358,4404440004404044400444444004044040444004000400004444440000400400044400404444404000000044000000004400
10000,914824,789,7978,2658,110.77,89,11,1.245,121,150.59,0,0,0,121,0,0,0,0,89,0,0,1.00,0.000,0.270,161.953,847.369,125.013,7.494,117.519,0.00,0.00,32,0.380,11,11,32.9,0.000,-38,2,0.000,844.964,4444444404444004444444444444444040044404400440444044404044044000404004444444444404444400444404444444044400404004444444400
10000,916785,789,7927,2423,148.29,102,11,1.454,121,175.91,0,0,0,121,0,0,0,0,102,0,0,1.00,0.000,13.987,219.773,435.985,176.794,58.778,118.016,0.00,0.00,18,0.328,11,11,29.2,0.000,-32,2,0.000,432.234,4444000440444444044444444040444444440404044444444444444444444044044444044404440444444444444444404444444444444404444044440
10000,921308,789,7807,2396,146.84,101,11,1.454,121,175.91,0,0,0,121,0,0,0,0,101,0,0,1.00,0.000,0.000,263.868,499.233,146.227,0.221,146.006,0.00,0.00,20,0.330,11,11,29.2,0.000,-64,2,0.000,499.233,4444444404444440440444444404444404440444440444440444044444444404400444444404444044444004444444444444440444404444400444444
10000,921976,789,7787,2405,142.47,98,11,1.454,121,175.91,0,0,0,121,0,0,0,0,98,0,0,1.00,0.000,0.000,61.375,329.781,32.642,6.779,25.863,0.00,0.00,23,0.335,8,5,11.8,0.994,1,0,0.000,329.716,4404404044444444440444444044004444044444444404040044444444444444444444444444044444444440404444404444444404404444000044044
10000,922967,880,7757,3014,69.14,60,10,1.192,100,115.04,3,0,13,84,0,2,0,8,50,0,0,1.15,0.000,7.196,167.753,374.897,313.225,44.687,268.539,0.00,0.00,39,0.481,11,11,36.5,0.000,-26,2,0.000,374.897,4440004444444400404440404444444004040404044030444014330304440403334440100034040000000444400000444040
10000,924532,315,7708,3234,12.85,9,10,1.428,79,112.80,0,0,0,79,0,0,0,0,9,0,0,1.00,0.000,0.570,56.037,272.900,468.411,0.000,468.411,0.00,0.00,56,1.000,11,11,37.3,0.000,-45,2,0.000,272.900,0040000000004000000004440400000004404000000000000000000000000000000000000000000000000000000000000000
10000,929062,965,7567,3348,13.07,12,10,1.089,91,99.10,0,13,0,78,0,0,0,0,12,0,0,1.00,0.000,2.160,53.544,337.006,419.759,37.237,382.522,4.75,4.75,55,1.000,11,11,36.2,0.000,-21,2,0.000,337.006,0000000000000000000000000000000000000000000000000000000000000000444004000000044000000004040000044044
10000,931299,496,7509,3144,44.28,28,8,1.165,64,100.22,22,0,0,42,0,10,0,0,18,0,0,1.69,0.000,1.218,70.925,189.609,138.845,0.990,137.855,0.00,0.00,36,0.601,11,11,36.7,0.000,-71,2,0.000,189.609,0044000404010010041010100010001004011144444000400404040400000404
