step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep
10000,636,1.516,0.036,10.32,31499,31097,79,0,1124,1760,620149.2,64430.5,0.037,0.572,0.351,0.040,710,9.06,3.12,0.06,0.78,0.00,0.04,0.02,0.29,8.99,3.02,0.00,0.00,0.001,0.013,76,0.278,0.211,0.786,0.000,0.003,38178,34564,1,1.000,0.000,0.006,497669,0.139,0.058,0.000,48.62,19295,0,36.608,0.000,0.000,811485,1.02,13.58,0.000,0.000,0.000,6,9,11,38,5765,0.022,0.47,0.0108,0.072,0,0.156,0.000,0.212,0.435,3.17,2.00,7.60,0.00,0.000,1.02,1.02,1.02,0.156,0.00868,28.12,9.8828,5.37,138069.1,139746.5,86.630,3.4434,58.981,502.815,0.321,0.250
20000,613,1.602,0.034,9.98,15488,14585,149,0,777,1,341375.6,4292.0,0.001,0.463,0.527,0.009,1096,9.57,2.24,0.05,0.45,0.00,0.04,0.00,0.08,9.51,2.14,0.00,0.00,0.000,0.003,54,0.254,0.217,0.778,0.000,0.005,2905,2226,1,1.000,0.000,0.002,41020,0.092,0.054,0.000,34.00,5552,0,4292.048,0.000,0.000,225116,1.02,12.62,0.000,0.000,0.000,8,9,11,31,5864,0.022,0.00,0.0059,0.057,0,0.077,0.000,0.152,0.000,3.24,1.87,7.86,0.00,0.000,1.02,1.02,1.02,0.077,0.00401,18.66,0.4880,4.36,138098.3,139755.3,111.182,0.0589,33.945,64.856,0.315,0.244
30000,653,1.538,0.037,9.67,14329,13343,201,0,745,0,345858.8,4147.4,0.002,0.463,0.531,0.004,1047,9.52,1.75,0.02,0.31,0.00,0.00,0.00,0.04,9.50,1.73,0.00,0.00,0.000,0.000,47,0.427,0.248,0.747,0.000,0.005,1938,1792,1,1.000,0.000,0.002,31024,0.115,0.055,0.000,34.52,5257,0,4147.420,0.000,0.000,157860,1.01,12.47,0.000,0.000,0.000,8,9,11,24,6217,0.024,0.00,0.0056,0.096,7,0.054,0.000,0.119,0.000,3.19,1.90,7.89,0.00,0.000,1.01,1.01,1.01,0.054,0.00398,19.16,0.4789,6.62,138021.5,139764.0,110.158,0.0639,34.446,45.605,0.333,0.242
40000,634,1.470,0.032,9.87,14494,13431,222,0,860,0,357319.2,4186.1,0.002,0.473,0.523,0.003,1044,9.42,1.73,0.02,0.29,0.01,0.08,0.02,0.27,9.38,1.73,0.00,0.00,0.001,0.009,50,0.473,0.222,0.776,0.000,0.002,1686,1517,1,1.000,0.000,0.006,26343,0.119,0.053,0.000,35.61,5386,0,4186.126,0.000,0.000,139814,1.01,12.47,0.000,0.000,0.000,8,9,11,25,5970,0.023,0.00,0.0060,0.058,3,0.046,0.000,0.111,0.000,3.21,1.94,7.87,0.00,0.002,1.01,1.01,1.02,0.046,0.00433,19.89,0.4899,8.17,138203.2,139771.9,108.344,0.0711,35.554,43.429,0.318,0.241
50000,607,1.473,0.030,10.29,14275,13148,191,0,963,1,336524.3,4284.6,0.004,0.437,0.557,0.003,1019,9.28,1.73,0.01,0.29,0.02,0.29,0.02,0.41,9.23,1.40,0.00,0.00,0.001,0.018,39,0.320,0.213,0.784,0.000,0.003,1610,1285,1,1.000,0.000,0.005,23974,0.127,0.056,0.000,33.56,5646,0,4284.632,0.000,0.000,128588,1.00,12.52,0.000,0.000,0.000,8,9,10,35,5634,0.021,0.00,0.0060,0.040,5,0.048,0.000,0.113,0.000,3.20,1.86,7.89,0.00,0.000,1.00,1.00,1.01,0.048,0.00394,18.94,0.4928,4.73,138274.0,139779.1,111.349,0.0647,33.497,40.380,0.310,0.240
60000,585,1.536,0.029,10.27,14637,13486,156,0,1017,1,326353.4,4417.6,0.004,0.413,0.580,0.003,1044,9.15,1.37,0.01,0.12,0.00,0.04,0.00,0.04,9.13,1.37,0.00,0.00,0.000,0.002,36,0.347,0.209,0.786,0.000,0.005,1515,979,1,1.000,0.000,0.002,21942,0.115,0.050,0.000,32.57,5934,0,4417.604,0.000,0.000,126878,1.00,12.35,0.000,0.000,0.000,9,9,10,29,5352,0.020,0.00,0.0061,0.019,0,0.051,0.000,0.119,0.000,3.25,1.96,7.88,0.00,0.000,1.00,1.00,1.01,0.051,0.00375,18.54,0.5037,4.88,138307.7,139786.2,112.737,0.0619,32.508,38.689,0.302,0.240
70000,608,1.459,0.029,10.28,15162,13953,158,0,1028,0,320845.5,4482.1,0.002,0.409,0.587,0.002,1040,9.01,1.58,0.03,0.69,0.00,0.04,0.01,0.21,8.97,1.61,0.00,0.00,0.001,0.020,54,0.403,0.237,0.760,0.000,0.003,1605,963,1,1.000,0.000,0.003,19257,0.117,0.047,0.000,32.05,6057,0,4482.106,0.000,0.000,133864,1.02,12.61,0.000,0.000,0.000,8,9,10,25,5481,0.021,0.00,0.0059,0.021,6,0.055,0.000,0.128,0.000,3.21,1.94,7.81,0.00,0.002,1.01,1.01,1.03,0.055,0.00347,18.27,0.5103,4.15,138323.0,139793.2,113.518,0.0621,31.987,37.830,0.304,0.239
80000,595,1.510,0.029,10.31,15615,14357,146,0,1125,0,317318.9,4661.3,0.002,0.395,0.600,0.003,1020,9.11,2.24,0.04,0.45,0.01,0.17,0.03,0.62,9.03,2.19,0.00,0.00,0.000,0.007,54,0.492,0.225,0.768,0.000,0.007,1645,1149,1,1.000,0.000,0.003,24086,0.115,0.051,0.000,31.71,6021,0,4661.300,0.000,0.002,138208,1.01,12.65,0.000,0.000,0.000,8,9,10,43,5421,0.021,0.00,0.0059,0.025,0,0.059,0.000,0.134,0.000,3.21,1.90,7.88,0.00,0.000,1.01,1.01,1.03,0.059,0.00338,18.16,0.5284,4.79,138319.4,139800.0,113.974,0.0622,31.644,37.439,0.300,0.239
90000,590,1.467,0.030,10.23,15417,14263,134,0,1025,0,316160.8,4473.2,0.003,0.385,0.608,0.003,1095,8.98,2.87,0.04,0.47,0.03,0.74,0.05,0.78,8.87,2.29,0.00,0.00,0.001,0.017,54,0.495,0.212,0.783,0.000,0.005,1695,1274,1,1.000,0.000,0.007,22759,0.107,0.052,0.000,31.60,5812,0,4473.168,0.000,0.000,137084,1.01,12.95,0.000,0.000,0.000,7,9,10,45,5301,0.020,0.00,0.0060,0.010,0,0.059,0.000,0.127,0.000,3.16,1.88,7.80,0.00,0.000,1.01,1.01,1.02,0.059,0.00330,18.15,0.5067,5.28,138347.3,139806.7,114.088,0.0593,31.542,36.864,0.299,0.239
100000,586,1.485,0.029,10.14,15509,14374,142,0,997,0,314849.2,4500.4,0.002,0.384,0.610,0.004,999,9.00,2.76,0.02,0.32,0.01,0.09,0.01,0.33,8.96,2.76,0.00,0.00,0.000,0.009,45,0.527,0.201,0.787,0.000,0.012,1617,1155,1,1.000,0.000,0.002,24200,0.118,0.051,0.000,31.47,5720,0,4500.432,0.000,0.000,129643,1.02,12.75,0.002,0.000,0.000,7,9,10,64,5274,0.020,0.00,0.0060,0.015,0,0.057,0.000,0.129,0.000,3.21,1.91,7.76,0.00,0.000,1.01,1.01,1.03,0.057,0.00332,18.04,0.5094,5.52,138357.3,139813.6,114.321,0.0593,31.416,36.649,0.298,0.239
