step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,6,0
10000,hunger,0,0,4,1,0
10000,hunger,0,4,0,1,0
10000,hunger,0,4,4,13,0
10000,hunger,0,4,8,8,0
10000,hunger,0,4,12,1,0
10000,hunger,0,8,4,5,0
10000,hunger,0,8,8,13,0
10000,hunger,0,8,12,14,0
10000,hunger,0,8,16,4,0
10000,hunger,0,12,4,2,0
10000,hunger,0,12,8,5,0
10000,hunger,0,12,12,5,0
10000,hunger,0,12,16,14,0
10000,hunger,0,12,20,9,0
10000,hunger,0,12,24,1,0
10000,hunger,0,16,4,1,0
10000,hunger,0,16,8,3,0
10000,hunger,0,16,12,3,0
10000,hunger,0,16,16,1,0
10000,hunger,0,16,20,7,0
10000,hunger,0,16,24,21,0
10000,hunger,0,16,28,29,0
10000,hunger,0,16,32,11,0
10000,hunger,0,16,36,1,0
10000,hunger,0,20,12,1,0
10000,hunger,0,20,16,6,0
10000,hunger,0,20,20,7,0
10000,hunger,0,20,24,12,0
10000,hunger,0,20,28,4,0
10000,hunger,0,20,32,18,0
10000,hunger,0,20,36,11,0
10000,hunger,0,20,40,6,0
10000,hunger,0,20,44,2,0
10000,hunger,0,24,8,1,0
10000,hunger,0,24,12,2,0
10000,hunger,0,24,16,2,0
10000,hunger,0,24,20,2,0
10000,hunger,0,24,24,8,0
10000,hunger,0,24,28,27,0
10000,hunger,0,24,32,20,0
10000,hunger,0,24,36,151,1
10000,hunger,0,24,40,250,0
10000,hunger,0,24,44,76,0
10000,hunger,0,24,48,6,0
10000,hunger,0,28,12,3,0
10000,hunger,0,28,16,1,0
10000,hunger,0,28,24,4,0
10000,hunger,0,28,28,5,0
10000,hunger,0,28,32,3,0
10000,hunger,0,28,36,8,0
10000,hunger,0,28,40,8,0
10000,hunger,0,28,48,3,0
10000,hunger,0,28,52,6,0
10000,hunger,0,28,56,1,0
10000,hunger,0,32,12,3,0
10000,hunger,0,32,16,2,0
10000,hunger,0,32,20,1,0
10000,hunger,0,32,24,1,0
10000,hunger,0,32,28,1,0
10000,hunger,0,32,32,9,0
10000,hunger,0,32,36,9,0
10000,hunger,0,32,40,6,0
10000,hunger,0,32,44,17,0
10000,hunger,0,32,48,4,0
10000,hunger,0,32,52,4,0
10000,hunger,0,32,56,3,0
10000,hunger,0,32,60,6,0
10000,hunger,0,32,64,3,0
10000,hunger,0,36,12,5,0
10000,hunger,0,36,16,3,0
10000,hunger,0,36,24,5,0
10000,hunger,0,36,28,3,0
10000,hunger,0,36,32,29,0
10000,hunger,0,36,36,89,0
10000,hunger,0,36,40,71,0
10000,hunger,0,36,44,55,0
10000,hunger,0,36,48,31,0
10000,hunger,0,36,52,31,0
10000,hunger,0,36,56,24,0
10000,hunger,0,36,60,11,0
10000,hunger,0,36,64,17,0
10000,hunger,0,36,68,9,0
10000,hunger,0,40,12,1,0
10000,hunger,0,40,16,6,0
10000,hunger,0,40,20,3,0
10000,hunger,0,40,32,1,0
10000,hunger,0,40,36,2,0
10000,hunger,0,40,40,2,0
