step,cause,age,size,n,worn
10000,hunger,0,0,7,0
10000,hunger,0,4,26,0
10000,hunger,0,8,44,0
10000,hunger,0,12,82,0
10000,hunger,0,16,199,0
10000,hunger,0,20,206,0
10000,hunger,0,24,470,0
10000,hunger,0,28,148,0
10000,hunger,0,32,120,0
10000,hunger,0,36,499,0
10000,hunger,0,40,58,0
10000,hunger,0,44,70,0
10000,hunger,0,48,745,0
10000,hunger,0,52,31,0
10000,hunger,0,56,29,0
10000,hunger,0,60,37,0
10000,hunger,0,64,407,0
10000,hunger,0,68,3,0
10000,hunger,0,72,4,0
10000,hunger,0,76,9,0
10000,hunger,0,80,236,1
10000,hunger,0,84,2,0
10000,hunger,0,88,3,0
10000,hunger,0,92,5,0
10000,hunger,0,96,1,0
10000,hunger,0,100,58,0
10000,hunger,0,108,1,0
10000,hunger,0,120,15,0
10000,hunger,0,128,1,0
10000,hunger,0,136,1,0
10000,hunger,0,144,1,0
10000,hunger,0,168,2,0
10000,hunger,50,0,91,0
10000,hunger,50,4,94,0
10000,hunger,50,8,128,0
10000,hunger,50,12,261,0
10000,hunger,50,16,473,1
10000,hunger,50,20,531,2
10000,hunger,50,24,1418,7
10000,hunger,50,28,374,0
10000,hunger,50,32,318,0
10000,hunger,50,36,946,4
10000,hunger,50,40,159,1
10000,hunger,50,44,140,0
10000,hunger,50,48,1457,3
10000,hunger,50,52,89,0
10000,hunger,50,56,78,1
10000,hunger,50,60,82,0
10000,hunger,50,64,1151,10
10000,hunger,50,68,14,0
10000,hunger,50,72,21,0
10000,hunger,50,76,17,0
10000,hunger,50,80,517,3
10000,hunger,50,84,5,0
10000,hunger,50,92,2,0
10000,hunger,50,96,1,0
10000,hunger,50,100,74,0
10000,hunger,50,120,12,0
10000,hunger,50,144,1,0
10000,hunger,100,0,47,0
10000,hunger,100,4,58,0
10000,hunger,100,8,71,1
10000,hunger,100,12,160,0
10000,hunger,100,16,288,1
10000,hunger,100,20,368,1
10000,hunger,100,24,1215,6
10000,hunger,100,28,253,2
10000,hunger,100,32,249,1
10000,hunger,100,36,752,6
10000,hunger,100,40,124,1
10000,hunger,100,44,107,0
10000,hunger,100,48,1188,12
10000,hunger,100,52,58,0
10000,hunger,100,56,45,0
10000,hunger,100,60,47,1
10000,hunger,100,64,1035,19
10000,hunger,100,68,7,0
10000,hunger,100,72,11,0
10000,hunger,100,76,14,0
10000,hunger,100,80,496,7
10000,hunger,100,84,1,0
10000,hunger,100,92,2,0
10000,hunger,100,96,3,0
10000,hunger,100,100,78,4
10000,hunger,100,120,11,2
10000,hunger,150,0,12,0
10000,hunger,150,4,22,0
10000,hunger,150,8,34,0
10000,hunger,150,12,106,1
10000,hunger,150,16,238,1
10000,hunger,150,20,270,3
10000,hunger,150,24,908,5
10000,hunger,150,28,269,0
10000,hunger,150,32,177,3
10000,hunger,150,36,649,3
10000,hunger,150,40,95,1
10000,hunger,150,44,93,1
10000,hunger,150,48,1143,7
10000,hunger,150,52,51,1
10000,hunger,150,56,56,1
10000,hunger,150,60,60,0
10000,hunger,150,64,1095,22
10000,hunger,150,68,11,0
10000,hunger,150,72,11,0
10000,hunger,150,76,19,0
10000,hunger,150,80,425,8
10000,hunger,150,88,2,0
10000,hunger,150,92,1,0
10000,hunger,150,96,1,0
10000,hunger,150,100,77,0
10000,hunger,150,112,1,0
10000,hunger,150,120,17,0
10000,hunger,200,0,3,0
10000,hunger,200,4,12,0
10000,hunger,200,8,27,0
10000,hunger,200,12,81,0
10000,hunger,200,16,193,2
10000,hunger,200,20,194,4
10000,hunger,200,24,704,5
10000,hunger,200,28,188,1
10000,hunger,200,32,161,0
10000,hunger,200,36,495,6
10000,hunger,200,40,101,1
10000,hunger,200,44,103,3
10000,hunger,200,48,1055,19
10000,hunger,200,52,64,1
10000,hunger,200,56,54,2
10000,hunger,200,60,64,2
10000,hunger,200,64,943,23
10000,hunger,200,68,12,0
10000,hunger,200,72,10,0
10000,hunger,200,76,25,1
10000,hunger,200,80,374,10
10000,hunger,200,88,4,0
10000,hunger,200,92,4,1
10000,hunger,200,100,67,2
10000,hunger,200,112,1,0
10000,hunger,200,120,16,2
10000,hunger,200,144,1,0
10000,hunger,250,0,3,0
10000,hunger,250,4,15,0
10000,hunger,250,8,15,0
10000,hunger,250,12,48,0
10000,hunger,250,16,115,0
10000,hunger,250,20,155,0
10000,hunger,250,24,525,8
10000,hunger,250,28,136,3
10000,hunger,250,32,105,0
10000,hunger,250,36,382,2
10000,hunger,250,40,63,2
10000,hunger,250,44,70,2
10000,hunger,250,48,720,16
10000,hunger,250,52,35,1
10000,hunger,250,56,52,0
10000,hunger,250,60,44,0
10000,hunger,250,64,727,24
10000,hunger,250,68,9,1
10000,hunger,250,72,11,0
10000,hunger,250,76,17,1
10000,hunger,250,80,278,9
10000,hunger,250,88,1,0
10000,hunger,250,96,2,0
10000,hunger,250,100,59,4
