step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn
100000,12.00,16,0,2,0,4,0,1.00,4,0.167,3315,0.00,75.05,112.96,340,1,0,0,1.00,1.00,1.00,3,3,3,28.5,5.539,6,2.000,0.830,4,1.000,9
100000,6.00,16,0,2,0,1,0,1.00,8,0.333,3191,0.00,80.40,144.52,340,2,0,0,1.00,1.00,1.00,2,3,1,44.2,3.919,3,2.000,0.838,4,1.000,10
100000,11.00,16,0,3,1,2,0,1.00,4,0.273,3177,0.00,87.07,147.09,340,2,0,0,1.00,1.00,1.00,4,2,4,51.8,14.999,6,2.000,0.844,4,1.000,9
100000,4.00,16,0,0,0,2,0,1.00,10,0.000,3140,-0.00,70.71,276.08,379,1,0,0,1.00,1.00,1.00,1,1,2,28.6,3.136,2,2.000,0.643,4,1.000,8
100000,4.00,16,0,0,2,1,0,1.00,8,0.000,3023,0.00,73.02,109.47,340,1,0,0,1.00,1.00,1.00,2,2,2,28.5,8.695,3,2.000,0.705,4,1.000,9
100000,4.00,16,0,1,0,1,0,1.00,10,0.250,2950,0.00,73.11,76.87,379,0,0,0,1.00,1.00,1.00,2,2,1,9.7,0.779,2,2.000,0.557,4,1.000,8
100000,20.00,16,0,6,2,3,0,1.00,0,0.300,2817,2.06,75.90,204.70,340,2,0,0,1.00,1.00,1.00,4,4,4,42.8,27.248,11,2.000,0.844,4,1.000,5
100000,2.73,49,0,0,0,3,0,1.00,28,0.000,2721,0.00,160.09,2.02,1,1,2,0,1.00,1.00,1.00,1,1,3,28.3,6.827,3,0.909,0.466,9,1.000,3
100000,24.00,16,0,6,2,5,0,1.00,0,0.250,2670,0.18,83.80,92.43,294,0,0,0,1.00,1.00,1.00,4,4,4,13.0,31.937,13,2.000,0.655,4,1.000,3
100000,13.00,16,0,6,1,0,0,1.00,2,0.462,2618,0.00,60.98,120.28,379,0,0,0,1.00,1.00,1.00,2,3,4,18.6,6.144,7,2.000,0.643,4,1.000,5
