run,kind,share,held,side,cells,bodies,born_size,hard,open_born,travel,wood,kills,land,surface,bottom,cold,lead,mass,pace,grass,seed
D+B+Fb 9,mixed / no tooth / stays / shore,0.013595,False,4,2222222244424444,2398,16,0.023267,1.125,4,0.00039518,0.30572,0.24354,0,0.75646,0.029608,litter,32,0.694,0.19622,0.0061349
D+B+Fb 9,mixed / tooth / stays / land,0.011736,False,7,1111111111111112244442224444222244422222222222222,2070,49,0.29976,0.41667,5.75,0.024179,0.37287,0.94734,0,0.052657,0.10773,grass,62.575,0.503,0.65235,0.26154
D+B+Fb 9,mixed / tooth / stays / shore,0.010483,False,8,1111111111114444222444442224444422244444222244442222222422222222,1849,49,0.26872,0.375,6,0.016658,0.39357,0.85235,0,0.14765,0.10871,grass,72.59,0.466,0.57887,0.26796
D+B+Fb 9,mixed / tooth / roams / shore,0.0087253,False,8,1111111111114444112444442224444422244444222244442222222222222222,1539,36,0.21101,0.48571,11,0.035537,0.35932,0.81157,0.011696,0.17674,0.079272,grass,44.22,0.597,0.55863,0.23198
D+B+Fb 9,plant / tooth / roams / shore,0.0053463,False,7,4444444444444444444442200001200000020000002000000,943,36,0.20679,0.46875,13.25,0.075192,0.24419,0.80382,0.10286,0.093319,0.051962,grass,41.77,0.612,0.51698,0.17765
D+B+Fb 9,plant / tooth / roams / surface,0.0041274,False,7,4444444444444422244442220034220000120000002000000,728,31,0.064942,0.96667,10.535,8.8675e-07,0.17414,0.024725,0.97527,0,0.010989,algae,30.5,0.711,0.021973,0.010281
D+B+Fb 9,flesh / no tooth / stays / bottom,0.0038609,False,4,2222222224422442,681,16,0.00018312,1,5.5,0,0.60183,0.077827,0,0.92217,0.0029369,litter,32,0.703,0.019551,0
D+B+Fb 9,flesh / no tooth / stays / shore,0.0025229,False,4,2222222224422222,445,16,0.0016624,1,6.5,4.5247e-06,0.70954,0.15506,0,0.84494,0.0089888,litter,32,0.704,0.084053,0.0023926
D+B+Fb 9,flesh / no tooth / roams / shore,0.0023131,False,4,2222222224402440,408,16,0.0023697,1,17.625,4.3384e-06,0.72421,0.32843,0,0.67157,0.019608,litter,32,0.707,0.36675,0.0034347
D+B+Fb 9,plant / no tooth / stays / surface,0.0022735,False,9,444444400444440000444400000444000000444000000440000000440000000440000000440000000,401,30,0.012648,1.0667,0,0,0.047466,0.037406,0.96259,0,0.0049875,algae,29.63,0.733,0.065923,6.5967e-05
D+B+Fb 9,flesh / no tooth / roams / bottom,0.0010092,False,4,2422444242222222,178,16,0,1,23.25,0,0.70409,0.02809,0,0.97191,0,litter,32,0.702,0.032086,0
D+B+Fb 9,plant / no tooth / roams / land,0.00052159,False,4,4444422444424444,92,16,0.013015,1,10.625,0,0.10494,1,0,0,0.032609,grass,32,0.693,0.94519,0.041049
D+B+Fb 9,flesh / no tooth / stays / land,0.00034584,False,4,2222222224422442,61,16,0,1.0667,6.25,0,0.67472,1,0,0,0,grass,30,0.721,1,0
D+B+Fb 9,plant / tooth / stays / surface,0.00029481,False,7,4444444444444422244442200034220000122000002000000,52,31,0.043478,0.96667,6.71,0,0.17567,0.019231,0.98077,0,0.019231,algae,30.5,0.7125,0,0
D+B+Fb 9,flesh / no tooth / roams / land,0.00024946,False,4,2222222244424442,44,16,0,1.0323,14.625,0,0.73209,1,0,0,0,grass,31,0.7085,0.96604,0
D+B+Fb 9,mixed / no tooth / stays / land,0.0002041,False,5,4444444444444444444444444,36,26,0.12027,0.86,0,0.0019134,0.27807,1,0,0,0,litter,50,0.5615,0.44585,0.15707
D+B+Fb 9,mixed / no tooth / roams / land,0.0002041,False,4,4224222244424444,36,20.5,0.036117,1.0588,10.375,0.0075411,0.38896,0.97222,0,0.027778,0.5,grass,32,0.6925,0.80202,0.1349
D+B+Fb 9,plant / tooth / stays / bottom,4.5356e-05,False,4,4444444444442241,8,16,0.12727,0.875,2.75,0.00015374,0.087439,0,0,1,0,litter,34,0.677,0.13982,0.047477
D+B+Fb 9,flesh / tooth / stays / land,2.2678e-05,False,6,440111440111044211422222222222222222,4,36,0.23567,0.66667,6.375,0.054515,0.60902,1,0,0,0,seed,40.735,0.627,0.52885,0.26618
D+B+Fb 9,plant / tooth / roams / bottom,2.2678e-05,False,7,4444444444444422204442200004200000410000011100001,4,30,0.16667,0.98246,10.875,0,0.041057,0,0,1,0,litter,39.905,0.63,0,0
D+B+Fb 9,flesh / tooth / roams / land,1.1339e-05,False,4,0221022004420444,2,15,0.066667,1.08,11.75,0,0.77321,1,0,0,0,seed,27,0.766,0.70385,0.29615
D+B+Fb 9,mixed / tooth / stays / bottom,5.6695e-06,False,6,112211004422004444444444444444444444,1,36,0.11111,0.625,0.75,0,0.33683,0,0,1,0,litter,36.94,0.649,0.0057122,0.00093473
D+B+Fb 10,plant / no tooth / stays / bottom,0.20626,True,4,4444444444444444,26584,16,0.014329,1,0,3.9714e-05,0.080129,0.039686,0,0.96031,0.0041754,litter,30,0.707,0.023315,0.0010346
D+B+Fb 10,plant / no tooth / stays / shore,0.11217,True,7,4444444444444444444444444444444444444444444444444,14457,36,0.065211,0.75758,0,0.0018151,0.074368,0.37608,0.065297,0.55862,0.02248,litter,39.78,0.629,0.33953,0.036041
D+B+Fb 10,plant / tooth / stays / land,0.10508,False,8,1111111144111111444444424444444244444422444422224442222244444222,13543,49,0.27047,0.43902,3,0.037585,0.19435,0.95119,0.013291,0.035517,0.060991,grass,56.01,0.53,0.67307,0.23839
D+B+Fb 10,plant / tooth / stays / shore,0.059122,False,8,1110000014440000444400004440000044400000244000002224000022200000,7620,39,0.1755,0.61111,3.5,0.027065,0.19086,0.74751,0.049475,0.20302,0.1,grass,46.63,0.581,0.56351,0.19287
D+B+Fb 10,mixed / tooth / roams / land,0.056865,False,8,1110000014400000444000002440000024400000224000002220000022200000,7329,36,0.21399,0.53333,14.25,0.13657,0.34557,0.93764,0.00027289,0.062082,0.029881,grass,44.08,0.597,0.5495,0.18837
D+B+Fb 10,plant / no tooth / roams / bottom,0.056391,False,4,4424422442444444,7268,16,0.0032232,1,11.75,2.1031e-05,0.14778,0.038525,0,0.96147,0.0072922,litter,30,0.715,0.015924,0.00030013
D+B+Fb 10,mixed / tooth / roams / shore,0.054258,False,8,1111111111441111144441114444441124444222222222222222222222222222,6993,25,0.19605,0.73913,12.5,0.061278,0.37021,0.62534,0.018447,0.35621,0.074217,grass,35.31,0.667,0.43305,0.16373
D+B+Fb 10,plant / no tooth / roams / surface,0.048865,False,7,2222222220002244000444400044444444444444444444444,6298,32,0.0030731,1.2903,19,3.4507e-05,0.11334,0.022864,0.97714,0,0.0093681,algae,30.99,0.706,0.012498,0.00039832
D+B+Fb 10,mixed / no tooth / roams / shore,0.044769,False,4,2222222244444444,5770,16,0.0025842,1,17.75,1.3918e-05,0.4244,0.18284,0.0013865,0.81577,0.015771,litter,32,0.7,0.15273,0.001308
D+B+Fb 10,plant / tooth / roams / land,0.044691,False,6,111114122224222224422244444444444444,5760,36,0.16946,0.54545,14.5,0.17367,0.24779,0.94757,0.00086806,0.051562,0.062153,grass,41.1,0.618,0.54369,0.17551
D+B+Fb 10,mixed / no tooth / stays / bottom,0.034139,False,4,2222222242224442,4400,16,0.017132,1,2.75,1.766e-05,0.31825,0.037955,0,0.96205,0.0047727,litter,31.04,0.707,0.0236,0.00050762
D+B+Fb 10,plant / tooth / roams / shore,0.032742,False,7,1110000444000044400004440000244000022200002220000,4220,36,0.12655,0.68966,12.25,0.084709,0.23505,0.69242,0.12227,0.18531,0.0891,grass,35.505,0.664,0.47683,0.16419
D+B+Fb 10,mixed / no tooth / roams / bottom,0.025154,False,4,2222222244244444,3242,16,0.0069957,1,14.125,2.1759e-07,0.37816,0.046268,0,0.95373,0.0046268,litter,32,0.704,0.029818,0.00045445
D+B+Fb 10,plant / no tooth / roams / shore,0.02458,False,8,4444244444002224400002224000022240000222442222224422222444444444,3168,36,0.0088862,1,13.5,0.00026562,0.14235,0.19129,0.51073,0.29798,0.02399,algae,33.94,0.675,0.20529,0.0047681
D+B+Fb 10,mixed / tooth / roams / bottom,0.017302,False,8,1100000044000000440000004400000044000000240000002200000022000000,2230,16,0.1281,1.1429,15.5,0.00063253,0.30877,0.039013,0,0.96099,0.0035874,litter,23.23,0.818,0.018775,0.0064284
D+B+Fb 10,mixed / tooth / stays / shore,0.016984,False,8,1110000044400000444000004440000044400000244000002224000022220000,2189,36,0.21039,0.66667,5.25,0.028569,0.3119,0.74509,0.015075,0.23984,0.070352,grass,40.5,0.62,0.51844,0.21084
D+B+Fb 10,mixed / tooth / stays / land,0.016759,False,8,1111111111111111144441111444411124444211222222112222221122222211,2160,49,0.30199,0.36957,5,0.027465,0.33245,0.94954,0.011111,0.039352,0.080556,grass,65.09,0.4915,0.66042,0.25341
D+B+Fb 10,plant / no tooth / stays / land,0.010987,False,7,4444444444444444444444444444444444444444444444444,1416,49,0.28103,0.36735,0,0.00094566,0.073284,0.94138,0.0084746,0.050141,0.021186,grass,73.41,0.464,0.83372,0.10543
D+B+Fb 10,mixed / no tooth / stays / shore,0.0096598,False,4,2222222222244444,1245,16,0.056604,1,2.5,0.004035,0.31793,0.27068,0.0016064,0.72771,0.0096386,litter,32,0.7,0.14426,0.020339
D+B+Fb 10,plant / tooth / roams / bottom,0.0048726,False,7,1100000140000044000004400000440000022000002200000,628,18,0.10716,1.0625,14.5,0.0003783,0.20869,0.02707,0,0.97293,0.0015924,litter,23.79,0.805,0.012899,0.0067456
D+B+Fb 10,mixed / tooth / stays / bottom,0.0039493,False,7,1100000444000044400004440000240000022000002200000,509,16,0.18776,1.0714,6.25,3.264e-05,0.31152,0.033399,0,0.9666,0,litter,24.87,0.789,0.017385,0.0059021
D+B+Fb 10,flesh / no tooth / roams / shore,0.0030415,False,4,2222222242224422,392,16,0.0033589,1,17.125,1.914e-05,0.65187,0.19898,0,0.80102,0.0076531,litter,32,0.706,0.16976,0.0022859
D+B+Fb 10,plant / no tooth / stays / surface,0.0029484,False,9,444444444444444444444002222440000022400000000400000000000000000000000000000000000,380,31,0.011791,1.0968,0.625,0,0.092697,0.036842,0.96316,0,0.0052632,algae,30.5,0.7185,0.047893,0.00028125
D+B+Fb 10,flesh / no tooth / stays / shore,0.0022656,False,4,2222222242224422,292,16,0,1,7.125,0,0.64813,0.13356,0,0.86644,0.0034247,litter,32,0.704,0.12239,0
D+B+Fb 10,flesh / no tooth / roams / bottom,0.0017845,False,4,2222222242224422,230,16,0,1,16.75,0,0.71298,0.069565,0,0.93043,0.0043478,litter,32,0.705,0.043718,0
D+B+Fb 10,plant / tooth / stays / bottom,0.0014276,False,7,1100000444000044400004400000240000022000002200000,184,16,0.14765,1.125,5.25,0.001007,0.18106,0.065217,0,0.93478,0.021739,litter,24.23,0.7995,0.037137,0.010798
D+B+Fb 10,mixed / no tooth / roams / surface,0.00083796,False,7,0000000000000002220004222000402000044000004440000,108,15,0.077949,1.7143,43.125,0,0.36742,0.027778,0.97222,0,0.0092593,algae,13.99,1,0.0028636,0.010096
D+B+Fb 10,plant / tooth / stays / surface,0.00058967,False,6,222244211144411004440004240044224444,76,29,0.17689,1.1111,5,1.2241e-05,0.20502,0.013158,0.98684,0,0,algae,30.12,0.7245,0.013101,0.0018139
D+B+Fb 10,plant / tooth / roams / surface,0.00053536,False,8,4444122244001122440001224400002244000022440002224442222244442222,69,48,0.089981,0.97826,16,3.1973e-05,0.2739,0.072464,0.92754,0,0.028986,algae,48.64,0.571,0.039465,0.018804
D+B+Fb 10,flesh / no tooth / stays / bottom,0.00027932,False,4,2222222242224442,36,16,0,1,4.625,0,0.62099,0,0,1,0,litter,32,0.702,0.096249,0
D+B+Fb 10,mixed / no tooth / stays / land,0.00016294,False,7,4422444412244441122444412244444444444444444444444,21,49,0.22393,0.58824,1.5,0.00073894,0.28038,1,0,0,0,grass,56.31,0.527,0.78003,0.15827
D+B+Fb 10,plant / no tooth / roams / land,8.5347e-05,False,4,4444422444444444,11,16,0.13359,1,12.5,0.00091178,0.076417,1,0,0,0.18182,grass,32,0.674,0.91157,0.053374
D+B+Fb 10,flesh / no tooth / stays / land,8.5347e-05,False,4,2222422244444444,11,16,0,1,0,0,0.37493,1,0,0,0.090909,litter,30,0.725,0.53635,0
D+B+Fb 10,mixed / no tooth / roams / land,8.5347e-05,False,10,0000000000000000000000440000000044000000004400000004440000002444000000222400000022220000002222000000,11,49,0.0039578,0.85714,11,0.026367,0.32867,1,0,0,0.090909,grass,61.11,0.512,0.88008,0.042479
D+B+Fb 10,flesh / no tooth / roams / land,6.2071e-05,False,4,0000220044224444,8,16,0,1.1034,18.625,0,0.75918,1,0,0,0,grass,29,0.743,1,0
D+B+Fb 10,mixed / no tooth / stays / surface,5.4312e-05,False,7,4444444444444444400044400004440000444000444444444,7,41,0.010239,0.73171,0,0,0.38773,0,1,0,0,algae,37.68,0.647,0.00027721,0
D+B+Fb 10,flesh / tooth / roams / bottom,4.6553e-05,False,6,110000110000440000240000222000200000,6,27,0.26087,0.46154,10.375,7.3177e-06,0.61126,0,0,1,0,litter,42.61,0.61,0.0015674,0.0020507
D+B+Fb 10,mixed / tooth / roams / surface,3.1035e-05,False,6,111111211111004444004442002222002222,4,36,0.3125,0.43284,35.125,0.00043885,0.46339,0,1,0,0,algae,35.265,0.669,0.095506,0.30998
D+B+Fb 10,flesh / tooth / roams / land,2.3277e-05,False,10,0110000000211000000021400000002440000000220000000022000000002200000000220000000022000000002200000000,3,49,0.3,0.46875,16.5,0.024158,0.69477,1,0,0,0,seed,42.39,0.614,0.60171,0.30185
D+B+Fb 10,flesh / tooth / stays / land,1.5518e-05,False,8,1111111111111111111111114411111124411110224411002222200022222000,2,56.5,0.46903,0.35417,4.5,0.046401,0.70454,1,0,0,0,seed,73.555,0.4715,0.48165,0.3592
D+B+Fb 10,flesh / tooth / roams / shore,1.5518e-05,False,4,0002200212221142,2,16,0.21875,0.96296,23.25,0.011289,0.80099,0.5,0,0.5,0,seed,34,0.6885,0.38618,0.35107
D+B+Fb 10,flesh / no tooth / roams / surface,7.7589e-06,False,9,000022222002222222220000000200000000200000000200000000220000000244000000244400000,1,32,0,1.6154,99.5,0,0.71878,0,1,0,0,algae,23.83,0.817,0.004237,0
D+B+Fb 10,flesh / tooth / stays / bottom,7.7589e-06,False,7,1100000144000014000002400000220000000000000000000,1,17,0.23529,0.90909,6,0,0.59015,0,0,1,0,litter,22.37,0.839,6.9764e-05,0
D+B+Fb 10,mixed / tooth / stays / surface,7.7589e-06,False,11,0111111444401111114444000000144440000000444400000004444000000444440000004444402244444444022444444440222444444402224444444,1,88,0.14773,0.46988,0,5.3273e-05,0.4201,0,1,0,0,grass,91.19,0.416,0.6663,0.1135
D+B+Fb 11,plant / no tooth / stays / bottom,0.21478,True,4,4444444444444444,26394,16,0.0075013,1,0,2.2044e-06,0.069212,0.027203,3.7887e-05,0.97276,0.003372,litter,31,0.706,0.014342,0.00023185
D+B+Fb 11,plant / no tooth / stays / shore,0.11442,True,4,4444444444444444,14061,31,0.069889,0.78571,0,0.00060182,0.069329,0.44741,0.046085,0.50651,0.037337,litter,36,0.659,0.41877,0.04708
D+B+Fb 11,plant / tooth / stays / land,0.10711,False,6,114441144444244444244444244442222222,13163,47,0.25704,0.45946,2.75,0.023443,0.19328,0.94986,0.007749,0.042392,0.076046,grass,54.98,0.535,0.67561,0.24692
D+B+Fb 11,mixed / tooth / roams / land,0.091994,True,6,111111144441244442222222222222222222,11305,36,0.23326,0.4375,17,0.10337,0.37469,0.9402,0.0026537,0.057143,0.052012,grass,41.29,0.617,0.58664,0.1995
D+B+Fb 11,mixed / no tooth / roams / bottom,0.085777,False,4,2222222244444444,10541,16,0.00093889,1,18.25,1.5498e-08,0.38883,0.039465,0,0.96054,0.009297,litter,32,0.701,0.020126,9.3514e-05
D+B+Fb 11,plant / no tooth / roams / surface,0.076037,False,7,2220000200000020000002000000400000044400444444444,9344,25,0.015156,1.4167,19.25,1.7791e-06,0.14139,0.018943,0.98095,0.00010702,0.0099529,algae,24,0.8045,0.0065851,0.00048846
D+B+Fb 11,mixed / no tooth / roams / shore,0.054635,False,4,2222222244444444,6714,16,0.0034056,1,17.75,2.9852e-05,0.38538,0.20346,0,0.79654,0.021001,litter,32,0.7,0.14684,0.0042623
D+B+Fb 11,mixed / tooth / roams / shore,0.041241,False,8,0000001100000044000000440000004400000042000000220000002200000022,5068,36,0.17976,0.58621,13.25,0.041504,0.37922,0.71784,0.0063141,0.27585,0.085241,grass,40.375,0.626,0.52052,0.20648
D+B+Fb 11,plant / no tooth / roams / bottom,0.040468,False,4,4444422442242444,4973,16,0.0031556,1,12.75,1.5908e-07,0.16701,0.028554,0,0.97145,0.0054293,litter,32,0.7,0.011661,0.00056854
D+B+Fb 11,mixed / tooth / stays / land,0.033217,False,7,1114111144444144444444444444224442222222222222222,4082,49,0.25159,0.47222,5.5,0.026777,0.3219,0.95125,0.0012249,0.047526,0.095296,grass,52.145,0.549,0.67692,0.24045
D+B+Fb 11,plant / tooth / stays / shore,0.027814,False,8,4444444444444444444211444222211422222110222222002222200000000000,3418,36,0.11964,0.63636,3,0.017425,0.1622,0.79754,0.0061439,0.19631,0.09567,grass,43.82,0.598,0.57941,0.21224
D+B+Fb 11,mixed / no tooth / stays / bottom,0.026219,False,4,4444444444444444,3222,16,0.0094587,1,3,4.4079e-06,0.28037,0.024829,0,0.97517,0.0052762,litter,32,0.704,0.012407,0.00060269
D+B+Fb 11,mixed / no tooth / stays / shore,0.01752,False,4,2222222244444444,2153,16,0.062842,1,4,0.00051555,0.33054,0.24292,0,0.75708,0.015327,litter,32,0.701,0.16482,0.024546
D+B+Fb 11,plant / no tooth / roams / shore,0.017276,False,4,4444422442244444,2123,30,0.032207,0.96,11.25,0.00039837,0.18289,0.35563,0.16957,0.4748,0.046632,litter,32,0.688,0.37588,0.01966
D+B+Fb 11,mixed / tooth / stays / shore,0.014859,False,8,0000001100000044000004440000444400004442000044420000022200002222,1826,36,0.20305,0.65517,5.5,0.010475,0.32315,0.63363,0.010953,0.35542,0.11829,grass,44.44,0.594,0.47271,0.18587
D+B+Fb 11,plant / no tooth / stays / surface,0.0092605,False,6,444444444444440004440002441022444222,1138,30,0.041669,1.1724,4.5,0,0.11522,0.015817,0.98418,0,0.0052724,algae,30,0.724,0.009364,0.0001129
D+B+Fb 11,plant / tooth / roams / land,0.0087071,False,7,1144411144444144444444444444444422222222222222222,1070,49,0.18291,0.47222,10.5,0.076758,0.25146,0.95794,0.00093458,0.041121,0.091589,grass,46.92,0.579,0.64111,0.22524
D+B+Fb 11,plant / tooth / roams / shore,0.0048662,False,8,0001111100004441000044420000444200004422000022220000222200002222,598,36,0.12562,0.75,11.25,0.030208,0.26163,0.57692,0,0.42308,0.033445,litter,36.14,0.6565,0.43493,0.15848
D+B+Fb 11,plant / no tooth / stays / land,0.0040606,False,11,4444444444444444444444444400444444440222044444222222444442222220444422222204444422222444444422244444444444444444444444444,499,25,0.10093,0.68,0,0.0021722,0.053531,0.99198,0,0.008016,0.002004,grass,53.99,0.54,0.81744,0.1228
D+B+Fb 11,mixed / tooth / roams / bottom,0.0030109,False,7,0000011000000400000440000042000002200000220000022,370,14,0.15627,1.1538,26,0.0013449,0.37534,0.078378,0,0.92162,0.016216,litter,20.93,0.8655,0.031796,0.01435
D+B+Fb 11,flesh / no tooth / roams / bottom,0.0027179,False,4,4224222222222222,334,16,0.0020972,1,14,0,0.69331,0.017964,0,0.98204,0.008982,litter,32,0.7035,0.023875,0
D+B+Fb 11,flesh / no tooth / roams / shore,0.0014566,False,4,2222222222224444,179,16,0,1,16.25,0,0.67491,0.50279,0,0.49721,0.0055866,litter,30,0.716,0.45422,0
D+B+Fb 11,flesh / no tooth / stays / bottom,0.00072424,False,4,4444444444444444,89,16,0.0046885,1,1.25,0,0.49357,0,0,1,0,litter,32,0.702,0.0056803,0
D+B+Fb 11,mixed / no tooth / stays / land,0.00043129,False,4,2244222222224444,53,16,0.11371,1,4.25,0.00037634,0.40133,0.98113,0,0.018868,0,grass,30.05,0.719,0.79242,0.0964
D+B+Fb 11,mixed / tooth / stays / bottom,0.00042315,False,5,1110411002110021102244444,52,16.5,0.23025,1,5.25,2.3915e-05,0.48114,0.057692,0,0.94231,0,litter,32,0.6965,0.0031703,0.0013194
D+B+Fb 11,plant / no tooth / roams / land,0.00025226,False,4,2222222244444444,31,16,0.015456,1,13,0.0016494,0.16414,1,0,0,0.064516,grass,32,0.699,0.80692,0.11596
D+B+Fb 11,flesh / no tooth / stays / shore,0.00011392,False,4,4444444444240000,14,15.5,0.043269,1.2308,5,0,0.60505,0.35714,0,0.64286,0,litter,26,0.782,0.2206,0.039875
D+B+Fb 11,flesh / tooth / stays / bottom,0.00010579,False,4,2222222244441444,13,16,0.10577,1.0769,7.5,0,0.53004,0,0,1,0,litter,30,0.724,0,0
D+B+Fb 11,plant / tooth / stays / surface,9.765e-05,False,8,0000000000000000000000000000000040000001440000114444002144444422,12,20,0.20721,1.15,1.625,0,0.12655,0.083333,0.91667,0,0,algae,19.57,0.8875,6.6389e-06,0.00020083
D+B+Fb 11,mixed / no tooth / roams / land,8.9512e-05,False,4,2222222222224444,11,16,0,1,17,0,0.43242,1,0,0,0.18182,grass,32,0.703,0.88335,0
D+B+Fb 11,plant / tooth / roams / surface,7.3237e-05,False,6,411114410014422004422204422244400044,9,31,0.21091,0.96429,13.75,0,0.30071,0,1,0,0,algae,33.66,0.684,0,0
D+B+Fb 11,flesh / no tooth / roams / land,6.51e-05,False,4,2222222222224422,8,16,0.0078125,1.0323,15.375,0,0.79404,1,0,0,0,grass,31,0.7175,0.70646,0
D+B+Fb 11,plant / tooth / stays / bottom,4.0687e-05,False,6,000024000024200224022244142244114444,5,16,0.052632,0.875,1,0,0.20089,0,0,1,0,litter,34,0.678,0,0
D+B+Fb 11,flesh / no tooth / stays / land,3.255e-05,False,4,4444422442224420,4,16,0.35897,1.0323,1.25,0,0.71967,1,0,0,0,grass,31,0.716,1,0
D+B+Fb 11,mixed / tooth / roams / surface,2.4412e-05,False,8,0000111100000111000000140000000400000024000000240000002400000022,3,19,0.43478,0.84211,29.5,0,0.51882,0,1,0,0,algae,25.92,0.775,0,0
D+B+Fb 11,flesh / tooth / roams / bottom,2.4412e-05,False,5,2111202222022220222400004,3,25,0.12,0.94444,31.5,0,0.8255,0,0,1,0,litter,28.75,0.744,0,0
D+B+Fb 11,plant / tooth / roams / bottom,2.4412e-05,False,6,440044400004422224422224444444444444,3,32,0.10638,0.8,9.25,0,0.10127,0,0,1,0,litter,33.31,0.682,0,0
D+B+Fb 11,mixed / no tooth / stays / surface,1.6275e-05,False,8,4444444444444444444444444440000444400000444000004442000044422220,2,42.5,0,0.94118,5.375,0,0.35318,0,1,0,0,algae,40.035,0.6305,0,0
D+B+Fb 11,flesh / tooth / roams / land,8.1375e-06,False,4,2200222022221442,1,16,0.0625,1.0769,12.5,0.0014574,0.70823,1,0,0,0,seed,28,0.745,0.40294,0.59152
