step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage
100000,64,64,50,4,0,10,2,15.38,0,0.062,2986,4.35,571.90,264.03,60
100000,54,59,42,3,0,9,3,13.12,0,0.056,2943,5.49,509.29,82.34,66
100000,54,59,42,3,0,9,3,13.12,0,0.056,2924,4.29,501.99,80.10,66
100000,64,64,50,4,0,10,2,15.38,0,0.062,2899,6.44,556.25,246.26,60
100000,64,64,50,4,0,10,2,15.38,0,0.062,2817,6.88,540.61,232.51,60
100000,64,64,49,12,1,2,4,15.19,0,0.188,2782,6.26,106.00,718.20,78
100000,64,64,49,3,0,12,2,15.19,0,0.047,2698,7.18,630.59,118.72,53
100000,64,64,49,0,0,15,0,15.19,0,0.000,2670,6.57,786.78,4.94,53
100000,64,64,49,6,0,9,3,15.19,0,0.094,2640,7.08,450.05,280.80,94
100000,64,64,49,8,0,7,4,15.19,0,0.125,2604,6.70,353.25,543.35,84
100000,64,64,49,4,0,11,2,15.19,0,0.062,2602,3.96,547.88,194.63,60
100000,64,64,48,10,3,3,4,15.00,0,0.156,2586,3.86,148.11,601.78,78
100000,64,64,49,12,1,2,4,15.19,0,0.188,2584,4.15,99.26,627.51,78
100000,64,64,49,7,0,8,3,15.19,0,0.109,2544,7.94,395.64,448.59,53
100000,64,64,49,3,0,12,2,15.19,0,0.047,2398,3.78,556.96,83.73,53
100000,64,64,49,0,0,15,0,15.19,0,0.000,2397,3.94,710.95,4.13,53
100000,64,64,49,0,0,15,0,15.19,0,0.000,2368,4.94,692.19,3.32,53
100000,64,64,49,2,0,13,2,15.19,0,0.031,2306,8.01,584.50,55.25,50
100000,60,64,44,9,0,7,3,13.50,0,0.150,2276,5.95,297.89,435.93,53
100000,64,64,52,0,0,12,0,16.50,0,0.000,2216,5.95,498.53,4.69,93
100000,64,64,49,2,0,13,2,15.19,0,0.031,2187,6.68,540.36,88.36,53
100000,64,64,49,4,0,11,2,15.19,0,0.062,2186,4.23,460.72,199.48,50
