step,cause,age,size,n,worn
10000,hunger,0,0,15,0
10000,hunger,0,4,21,0
10000,hunger,0,8,42,0
10000,hunger,0,12,91,0
10000,hunger,0,16,210,0
10000,hunger,0,20,116,0
10000,hunger,0,24,1426,2
10000,hunger,0,28,116,0
10000,hunger,0,32,141,0
10000,hunger,0,36,1144,0
10000,hunger,0,40,62,0
10000,hunger,0,44,89,0
10000,hunger,0,48,922,4
10000,hunger,0,52,26,0
10000,hunger,0,56,28,0
10000,hunger,0,60,36,0
10000,hunger,0,64,553,0
10000,hunger,0,68,5,0
10000,hunger,0,72,11,0
10000,hunger,0,76,8,0
10000,hunger,0,80,187,0
10000,hunger,0,84,1,0
10000,hunger,0,88,1,0
10000,hunger,0,92,1,0
10000,hunger,0,96,8,0
10000,hunger,0,100,64,0
10000,hunger,0,120,20,0
10000,hunger,0,144,2,0
10000,hunger,0,168,1,0
10000,hunger,50,0,188,0
10000,hunger,50,4,330,1
10000,hunger,50,8,387,2
10000,hunger,50,12,729,1
10000,hunger,50,16,1129,3
10000,hunger,50,20,560,1
10000,hunger,50,24,5160,10
10000,hunger,50,28,603,1
10000,hunger,50,32,562,2
10000,hunger,50,36,3902,7
10000,hunger,50,40,243,2
10000,hunger,50,44,301,1
10000,hunger,50,48,3040,10
10000,hunger,50,52,69,0
10000,hunger,50,56,73,0
10000,hunger,50,60,87,0
10000,hunger,50,64,1488,9
10000,hunger,50,68,16,0
10000,hunger,50,72,12,0
10000,hunger,50,76,15,0
10000,hunger,50,80,426,0
10000,hunger,50,84,2,0
10000,hunger,50,88,1,0
10000,hunger,50,92,1,0
10000,hunger,50,96,1,0
10000,hunger,50,100,77,1
10000,hunger,50,104,1,0
10000,hunger,50,116,4,0
10000,hunger,50,120,7,0
10000,hunger,100,0,145,0
10000,hunger,100,4,239,0
10000,hunger,100,8,218,0
10000,hunger,100,12,590,1
10000,hunger,100,16,847,3
10000,hunger,100,20,489,0
10000,hunger,100,24,4148,29
10000,hunger,100,28,541,3
10000,hunger,100,32,485,3
10000,hunger,100,36,3324,19
