step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height
5000,5,460,29.4,2.9,0.8,1.1,24.6,0.0,1.14,3.1,131,138,27.27,6.48,218,231,11,0.0,1.18,1.14,1.12,5.89,7.07,7.57,23.5
6000,5,524,28.6,3.8,0.2,0.5,24.0,0.0,1.26,4.6,159,186,33.25,6.78,255,217,52,0.0,1.26,1.29,1.25,6.07,6.80,7.23,25.1
7000,5,303,37.2,7.4,0.3,0.3,29.2,0.0,1.65,2.0,105,201,45.84,10.59,157,100,46,0.0,1.60,1.81,1.60,6.92,7.57,7.59,27.3
8000,5,287,35.2,5.1,0.2,1.1,28.7,0.0,1.52,1.7,96,223,49.38,14.19,146,131,10,0.0,1.56,1.55,1.51,7.08,7.63,7.63,24.1
9000,5,423,35.1,2.9,0.3,1.2,30.7,0.0,1.26,0.6,107,170,36.95,9.25,196,164,63,0.0,1.06,1.42,1.28,7.66,7.94,7.85,27.3
10000,5,562,33.4,3.7,0.3,1.4,28.1,0.0,1.52,0.7,172,252,51.52,13.85,272,231,59,0.0,1.38,1.71,1.51,7.78,7.87,7.91,25.7
11000,5,754,31.2,3.7,0.3,0.4,26.9,0.0,1.48,0.8,207,294,55.35,12.77,297,352,105,0.0,1.36,1.56,1.49,7.56,7.93,7.92,27.7
11000,16,25,34.2,3.2,9.0,4.1,17.9,0.0,1.40,1.4,17,967,174.85,27.67,18,5,2,0.2,1.17,2.36,1.21,7.08,7.72,7.56,20.2
12000,5,727,26.9,4.5,0.2,0.7,21.4,0.0,1.69,2.4,213,353,62.29,15.94,290,356,81,0.0,1.58,1.76,1.71,6.94,7.58,7.65,27.2
13000,5,806,28.4,4.1,0.2,1.1,23.0,0.0,1.53,1.5,223,392,70.36,15.63,350,321,135,0.0,1.32,1.64,1.59,7.28,7.83,7.74,27.5
14000,5,769,25.7,3.9,0.4,0.9,20.6,0.0,1.53,3.0,232,384,67.72,16.60,313,359,97,0.0,1.42,1.54,1.59,6.59,7.63,7.59,27.0
15000,5,806,26.6,4.0,0.3,0.3,22.0,0.0,1.50,1.5,242,343,61.37,13.51,369,335,102,0.0,1.34,1.55,1.55,6.96,7.84,7.84,25.9
16000,5,814,25.7,4.3,0.3,0.6,20.5,0.0,1.59,2.2,252,370,62.74,13.99,371,319,124,0.0,1.40,1.69,1.63,6.82,7.89,7.75,26.4
17000,5,812,25.7,4.8,0.3,0.7,19.9,0.0,1.74,2.7,250,367,64.93,13.98,339,354,119,0.0,1.70,1.85,1.73,6.58,7.70,7.55,27.2
18000,5,891,26.5,4.0,0.2,0.6,21.7,0.0,1.49,2.5,282,405,68.97,15.03,411,391,89,0.0,1.30,1.59,1.54,6.82,7.65,7.72,25.8
19000,5,802,24.0,4.4,0.3,0.7,18.7,0.0,1.62,3.7,246,442,74.55,16.52,340,363,99,0.0,1.46,1.73,1.65,6.59,7.61,7.47,27.2
20000,5,696,26.9,4.6,0.2,0.8,21.3,0.0,1.56,2.4,225,474,81.72,20.23,318,309,69,0.0,1.42,1.58,1.64,6.79,7.80,7.56,26.0
21000,5,822,25.5,5.3,0.2,0.5,19.5,0.0,1.75,2.7,242,430,71.73,15.91,368,386,68,0.0,1.53,1.89,1.80,6.73,7.81,7.34,25.5
22000,5,410,27.7,6.7,0.3,0.4,20.3,0.0,1.64,2.7,119,389,72.24,15.71,114,221,75,0.0,1.48,1.51,1.79,7.08,7.53,7.77,31.2
23000,5,611,24.5,5.5,0.2,0.5,18.2,0.0,1.71,4.1,167,481,80.10,15.92,296,254,61,0.0,1.60,1.74,1.78,6.70,7.70,7.57,25.8
24000,5,378,21.0,3.4,0.0,0.2,17.3,0.0,1.77,4.9,113,386,60.78,11.87,230,110,38,0.0,1.57,2.10,1.74,5.97,7.39,6.99,21.8
25000,5,269,22.4,3.3,0.0,0.2,18.9,0.0,1.79,3.6,75,371,55.27,10.38,126,115,28,0.0,1.60,2.11,1.76,6.33,7.72,7.39,25.2
26000,5,230,20.3,3.4,0.0,0.3,16.6,0.0,1.73,4.3,66,393,59.97,10.57,104,110,16,0.0,1.47,2.09,1.71,6.37,7.60,7.61,26.6
27000,5,995,23.2,4.1,0.2,0.3,18.7,0.0,1.59,3.8,252,395,64.25,14.47,380,413,202,0.0,1.41,1.76,1.63,6.55,7.58,7.77,29.1
27000,30,44,27.5,4.7,0.0,0.4,22.4,0.0,1.59,1.5,20,359,46.60,6.86,29,2,13,0.0,1.30,1.66,1.70,7.30,8.00,8.00,25.3
28000,5,862,22.8,4.0,0.1,0.2,18.5,0.0,1.54,4.4,232,432,68.05,16.15,386,402,74,0.0,1.33,1.73,1.57,6.46,7.51,7.57,25.5
28000,30,48,26.9,5.2,0.0,0.0,21.7,0.0,1.55,0.6,14,314,46.29,12.80,18,1,29,0.0,1.30,1.74,1.57,7.46,8.00,8.00,34.5
29000,5,408,24.2,3.1,0.1,0.1,20.9,0.0,1.61,3.4,105,464,68.97,13.68,141,156,111,0.0,1.29,1.93,1.63,6.64,7.65,7.54,30.9
29000,30,17,20.5,1.7,0.0,1.0,17.8,0.0,1.26,4.6,7,210,25.55,1.36,0,11,6,0.0,1.26,1.40,1.19,6.00,6.59,7.65,38.1
30000,5,389,25.2,2.8,0.7,0.2,21.4,0.0,1.52,1.9,98,422,67.77,14.79,119,181,89,0.0,1.29,1.74,1.53,7.08,7.86,7.87,30.1
31000,5,871,25.6,4.1,0.1,0.1,21.4,0.0,1.50,2.2,241,450,78.32,18.02,317,395,159,0.0,1.37,1.47,1.60,7.01,7.73,7.77,28.7
32000,5,309,31.5,7.7,0.4,0.2,23.2,0.0,1.70,1.1,90,582,111.75,24.00,142,144,23,0.0,1.59,1.53,1.84,8.04,7.94,7.86,26.0
32000,44,52,25.2,0.0,0.0,1.2,24.0,0.0,1.01,1.2,14,304,51.56,19.92,52,0,0,0.0,1.01,1.01,1.02,6.62,7.85,7.83,15.3
33000,5,906,25.0,4.0,0.3,0.5,20.2,0.0,1.52,2.9,254,448,73.92,15.67,406,377,123,0.0,1.35,1.50,1.62,6.87,7.60,7.67,26.1
34000,5,460,22.9,1.8,0.4,0.3,20.4,0.0,1.33,2.4,113,398,61.28,11.43,140,215,105,0.0,1.28,1.29,1.41,6.86,7.86,7.73,29.4
35000,5,901,25.8,4.4,0.3,0.5,20.6,0.0,1.60,2.0,249,436,73.92,16.47,396,391,114,0.0,1.43,1.58,1.71,7.08,7.80,7.83,26.0
36000,5,636,22.9,1.7,0.2,0.1,20.9,0.0,1.34,4.2,180,291,48.22,9.98,220,250,166,0.0,1.30,1.46,1.35,6.23,7.46,7.20,30.7
37000,5,926,24.1,3.2,0.2,0.2,20.5,0.0,1.43,2.9,255,414,67.52,15.18,375,436,115,0.0,1.33,1.50,1.46,6.87,7.73,7.76,27.0
38000,5,599,24.2,2.3,0.2,0.2,21.5,0.0,1.45,2.2,177,448,74.54,17.58,210,269,120,0.0,1.32,1.62,1.43,6.82,7.75,7.76,29.1
39000,5,576,24.8,2.6,0.1,0.1,21.9,0.0,1.53,2.4,188,384,59.04,16.30,218,252,106,0.0,1.33,1.75,1.55,6.94,7.65,7.61,27.8
40000,5,347,22.0,2.3,0.2,0.2,19.3,0.0,1.47,2.4,91,433,70.23,17.58,125,169,53,0.0,1.33,1.54,1.50,6.62,7.87,7.90,28.2
40000,57,18,15.7,2.7,0.0,0.4,12.6,0.0,1.53,2.8,7,661,73.59,20.94,0,12,6,0.0,1.35,1.84,1.50,5.11,8.00,8.00,37.5
41000,5,605,24.2,3.0,0.1,0.1,21.0,0.0,1.57,2.1,193,484,76.81,17.73,213,271,121,0.0,1.31,1.76,1.61,6.98,7.70,7.70,29.2
41000,57,9,18.6,1.8,0.1,0.3,16.3,0.0,1.35,2.2,5,740,92.38,11.45,0,5,4,0.0,1.00,1.56,1.43,5.00,7.33,7.56,37.6
42000,5,607,23.5,2.5,0.2,0.1,20.7,0.0,1.46,3.1,191,477,76.97,19.37,213,282,112,0.0,1.36,1.46,1.53,6.63,7.65,7.58,28.4
42000,59,311,28.6,5.7,0.4,0.1,22.5,0.0,1.57,3.1,88,468,87.92,17.21,168,130,13,0.0,1.37,1.52,1.70,7.44,7.65,7.63,24.0
42000,57,6,18.0,2.0,0.0,0.0,16.0,0.0,1.41,0.0,1,968,121.94,10.24,0,5,1,0.0,1.00,1.62,1.50,4.83,8.00,8.00,37.2
43000,5,584,21.6,1.8,0.1,0.1,19.6,0.0,1.31,4.4,160,378,60.04,14.30,159,310,115,0.0,1.27,1.32,1.34,6.36,7.53,7.49,30.0
43000,59,203,27.0,4.7,0.8,0.1,21.5,0.0,1.45,3.6,57,474,90.88,18.06,124,67,12,0.0,1.34,1.39,1.55,7.48,7.48,7.78,24.0
44000,5,573,23.3,2.1,0.5,0.2,20.5,0.0,1.32,3.1,178,424,68.19,16.63,245,204,124,0.0,1.30,1.34,1.34,6.75,7.69,7.78,27.7
44000,59,231,30.3,7.2,0.3,0.2,22.5,0.0,1.62,1.4,47,433,85.03,16.32,100,91,40,0.0,1.53,1.45,1.76,7.96,7.88,7.89,27.4
45000,5,715,24.3,3.1,0.2,0.3,20.7,0.0,1.32,3.0,176,434,77.63,18.93,351,311,53,0.0,1.27,1.25,1.40,6.91,7.69,7.70,24.9
46000,5,633,23.7,2.0,0.2,0.4,21.0,0.0,1.35,2.5,194,377,59.31,15.97,236,264,133,0.0,1.34,1.38,1.35,6.67,7.60,7.77,28.8
46000,64,28,32.7,0.1,0.1,4.3,28.1,0.0,1.00,1.6,12,210,35.83,8.01,7,9,12,0.0,1.00,1.00,1.00,8.04,8.00,7.57,34.8
47000,5,611,23.0,1.9,0.2,0.3,20.5,0.0,1.35,2.9,188,402,64.54,16.06,236,221,154,0.0,1.25,1.41,1.40,6.69,7.44,7.74,29.0
47000,64,305,29.5,4.9,0.3,0.2,24.1,0.0,1.37,1.1,83,455,87.38,21.68,112,130,63,0.0,1.31,1.25,1.46,7.74,7.88,7.95,29.4
48000,5,945,25.7,3.4,0.1,0.2,21.9,0.0,1.49,2.1,277,437,76.66,18.93,398,377,170,0.0,1.50,1.52,1.49,7.12,7.70,7.79,27.6
49000,5,688,22.1,1.9,0.1,0.2,19.9,0.0,1.33,3.6,188,402,60.61,15.84,265,269,154,0.0,1.41,1.30,1.31,6.47,7.50,7.33,29.3
50000,5,773,24.8,3.7,0.2,0.3,20.7,0.0,1.46,2.6,210,456,75.89,19.65,336,329,108,0.0,1.51,1.42,1.46,7.08,7.71,7.56,25.9
51000,5,788,25.4,4.2,0.2,0.2,20.8,0.0,1.54,2.4,210,415,69.52,17.07,286,396,106,0.0,1.66,1.47,1.52,7.17,7.84,7.81,28.3
52000,5,481,24.9,3.1,0.1,0.2,21.5,0.0,1.48,2.2,149,447,71.16,16.91,155,229,97,0.0,1.44,1.48,1.51,7.17,7.74,7.86,29.4
52000,76,81,17.4,0.6,0.0,1.5,15.2,0.0,1.11,3.6,25,398,52.82,19.46,81,0,0,0.0,1.10,1.21,1.07,5.17,7.74,7.72,13.0
53000,5,332,23.5,3.0,0.4,0.2,19.9,0.0,1.47,1.7,92,447,72.09,18.49,89,186,57,0.0,1.50,1.36,1.52,6.90,7.91,7.91,31.5
53000,76,120,15.0,1.3,0.0,1.0,12.7,0.0,1.26,7.7,39,321,36.69,14.47,111,9,0,0.0,1.27,1.35,1.24,4.58,6.98,6.68,12.2
54000,5,640,26.6,4.7,0.3,0.3,21.3,0.0,1.52,1.7,203,439,77.40,18.64,222,284,134,0.0,1.47,1.51,1.55,7.27,7.86,7.92,28.9
54000,76,71,17.9,1.3,0.0,1.3,15.3,0.0,1.44,3.0,19,568,69.30,23.88,51,20,0,0.0,1.44,1.51,1.41,5.41,7.42,7.49,18.0
54000,79,29,25.7,4.8,0.1,0.2,20.5,0.0,1.81,2.3,8,251,38.63,10.17,24,5,0,0.0,2.33,1.00,1.97,5.69,7.34,7.79,23.6
55000,5,405,25.4,2.6,0.4,0.1,22.3,0.0,1.36,1.4,142,398,69.54,18.08,134,213,58,0.0,1.30,1.34,1.42,6.76,7.92,7.91,28.1
55000,76,114,17.8,1.3,0.2,1.1,15.2,0.0,1.31,4.6,36,480,59.58,16.92,97,17,0,0.0,1.17,1.40,1.34,5.01,7.07,7.39,17.8
55000,79,12,34.2,7.7,0.0,0.0,26.5,0.0,1.88,0.0,6,501,90.57,19.35,11,1,0,0.0,2.59,1.00,1.97,8.75,8.00,8.00,12.7
56000,5,398,23.8,2.8,0.5,0.2,20.3,0.0,1.36,1.5,121,484,75.19,21.94,116,223,59,0.0,1.17,1.35,1.45,6.77,7.93,7.94,28.9
56000,76,109,18.4,1.0,0.4,1.1,15.8,0.0,1.16,4.2,33,481,65.42,15.16,52,57,0,0.0,1.05,1.23,1.17,5.32,6.83,7.71,26.4
56000,79,15,32.5,1.1,0.0,0.0,31.5,0.0,1.08,0.0,3,445,95.39,40.44,15,0,0,0.0,1.17,1.00,1.08,8.60,8.00,8.00,15.7
57000,5,541,19.9,2.0,0.2,0.5,17.2,0.0,1.30,3.8,145,430,63.34,17.86,255,229,57,0.0,1.24,1.21,1.38,6.06,7.59,7.33,25.6
57000,83,17,19.6,8.9,0.0,0.0,10.6,0.0,3.19,5.5,7,630,93.65,18.85,17,0,0,0.0,3.78,2.75,3.21,5.88,7.71,7.65,23.1
57000,79,13,30.9,0.7,0.0,0.0,30.2,0.0,1.15,0.0,4,728,147.89,69.96,13,0,0,0.0,1.23,1.00,1.18,8.08,8.00,8.00,17.4
58000,5,473,24.0,2.4,0.7,0.5,20.4,0.0,1.38,2.1,135,373,60.96,14.43,138,206,129,0.0,1.25,1.41,1.44,6.95,7.79,7.79,31.0
58000,83,38,21.1,9.4,0.0,0.6,11.0,0.0,3.62,4.7,15,486,67.58,14.54,15,23,0,0.0,3.97,2.99,3.91,5.66,7.74,7.76,29.7
59000,5,498,23.7,2.6,0.8,0.6,19.7,0.0,1.40,1.6,158,511,79.24,20.17,174,238,86,0.0,1.29,1.50,1.40,7.15,7.90,7.82,28.6
59000,88,158,32.5,8.9,0.2,0.1,23.3,0.0,1.84,0.3,34,716,139.92,25.87,80,73,5,0.0,1.73,1.42,2.12,8.47,7.94,7.92,24.1
59000,83,19,12.2,4.2,0.0,0.0,7.9,0.0,2.19,13.3,6,477,61.09,5.29,0,19,0,0.0,2.30,1.75,2.39,3.79,4.58,5.00,34.3
60000,5,585,20.9,1.9,0.5,0.7,17.8,0.0,1.31,2.7,169,492,70.55,21.38,238,289,58,0.0,1.29,1.28,1.35,6.28,7.57,7.56,27.3
60000,88,173,30.7,7.8,0.1,0.1,22.7,0.0,1.68,0.3,39,596,113.53,23.11,81,75,17,0.0,1.50,1.44,1.89,8.10,7.97,7.94,25.1
61000,5,697,20.9,1.5,0.2,0.9,18.3,0.0,1.21,3.7,195,424,59.02,18.36,321,279,97,0.0,1.15,1.22,1.24,6.14,7.30,7.34,28.1
61000,88,202,27.8,7.1,0.1,0.1,20.5,0.0,1.56,1.6,45,490,92.42,19.57,100,88,14,0.0,1.31,1.43,1.74,7.75,7.87,7.82,24.0
62000,5,666,21.6,2.5,0.2,0.7,18.2,0.0,1.44,2.4,198,417,64.19,16.51,292,290,84,0.0,1.41,1.48,1.44,6.19,7.77,7.69,27.1
62000,88,131,30.8,6.8,0.2,0.6,23.2,0.0,1.66,0.6,34,513,98.75,23.24,59,65,7,0.0,1.50,1.47,1.83,7.94,7.95,8.00,24.0
63000,5,460,22.9,2.4,0.8,0.2,19.5,0.0,1.39,2.7,142,396,63.78,13.71,165,230,65,0.1,1.38,1.40,1.40,6.69,7.76,7.80,28.2
63000,88,221,27.3,6.1,0.4,0.2,20.6,0.0,1.53,2.6,65,560,99.88,24.33,102,107,12,0.0,1.56,1.17,1.69,7.46,7.73,7.62,24.0
64000,5,473,23.5,2.9,0.3,0.2,20.1,0.0,1.47,1.6,129,386,60.62,16.47,165,234,74,0.1,1.39,1.57,1.46,6.83,7.91,7.92,28.5
64000,88,208,30.4,6.7,0.3,0.6,22.8,0.0,1.57,1.6,50,643,112.91,28.65,96,98,14,0.0,1.44,1.23,1.80,7.85,7.86,7.88,25.9
64000,96,63,24.1,5.4,0.0,0.5,18.2,0.0,1.94,3.0,13,489,73.62,5.03,25,4,34,0.0,1.78,2.83,1.64,7.84,7.87,7.90,32.3
