step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations
110000,1459,1.667,0.319,5.39,116519,111405,65,1,5040,372,880555.4,162622.7,0.046,0.553,0.316,0.085,155,13.25,8.70,0.13,1.68,0.29,2.55,0.58,2.65,12.26,7.26,0.00,0.00,0.012,0.086,180,0.191,0.136,0.827,0.000,0.038,199964,198397,2,0.973,0.013,0.088,912178,0.124,1.780,0.023,33.07,46547,378,437.158,0.000,0.180,5783419,1.03,11.23,0.004,0.001,0.000,7,10,24,64,19332,0.074,0.00,0.0049,0.028,255,0.552,0.000,0.582,0.460,3.73,3.15,7.46,0.00,0.001,1.03,1.04,1.04,0.552,0.00265,13.59,22.9469,954.78,131976.4,140072.4,33.822,34.9801,81.518,812.545,0.999,0.454,44.3,40.759,123.322,293,1412.3,65.21,6.963,83.362,2361.9,55.033,0.135,2.00
120000,1366,1.595,0.276,5.16,120606,114806,65,0,5828,106,921166.6,169017.9,0.038,0.537,0.332,0.093,160,11.15,6.37,0.07,1.00,0.31,1.92,0.46,2.51,10.31,4.07,0.00,0.00,0.014,0.073,140,0.221,0.156,0.816,0.000,0.029,205824,204382,1,1.000,0.000,0.044,609960,0.144,1.566,0.020,37.91,46193,0,1594.509,0.000,0.118,5663942,1.01,12.56,0.001,0.003,0.000,5,10,17,64,15237,0.058,0.00,0.0065,0.056,201,0.510,0.000,0.572,0.461,3.52,2.55,7.42,0.00,0.001,1.01,1.03,1.01,0.510,0.00310,16.55,23.7491,447.53,133019.9,140072.1,31.834,30.2711,85.286,819.192,0.999,0.450,39.0,42.644,115.451,300,1384.0,38.54,5.851,77.541,2143.5,54.144,0.135,2.00
130000,947,1.570,0.559,5.31,109804,105160,56,0,5007,295,826915.1,140092.4,0.048,0.528,0.339,0.084,156,11.49,5.37,0.08,0.48,0.10,1.07,0.29,2.42,11.02,3.74,0.00,0.00,0.005,0.053,103,0.250,0.157,0.820,0.000,0.022,179360,178198,1,1.000,0.000,0.041,692873,0.134,2.234,0.047,35.36,41314,0,474.889,0.000,0.133,5000867,1.02,12.01,0.000,0.002,0.000,8,11,16,57,10884,0.042,0.00,0.0079,0.057,129,0.501,0.000,0.556,0.439,3.48,2.54,7.58,0.00,0.000,1.03,1.02,1.02,0.501,0.00410,15.31,19.3700,326.80,129185.0,140071.8,36.774,34.0043,77.363,774.563,0.998,0.432,27.5,38.683,119.067,794,3823.7,27.21,6.207,76.388,4437.1,47.507,0.134,2.00
140000,1264,1.657,0.387,4.98,111479,105849,92,0,5221,73,868607.9,149003.1,0.048,0.535,0.323,0.094,159,12.36,8.36,0.10,1.32,0.23,1.89,0.12,1.03,11.91,7.63,0.00,0.00,0.010,0.066,135,0.309,0.163,0.812,0.000,0.025,185186,184152,1,0.995,0.005,0.030,463988,0.139,2.015,0.029,38.86,42151,0,2041.138,0.000,0.173,5028403,1.02,11.84,0.013,0.001,0.000,8,11,17,64,15623,0.060,0.00,0.0058,0.060,135,0.485,0.000,0.529,0.451,3.60,2.58,7.72,0.00,0.000,1.00,1.03,1.03,0.485,0.00332,17.22,20.6598,611.15,131285.2,140071.9,34.572,31.3593,80.904,778.577,0.998,0.446,37.4,40.451,113.816,416,2010.8,47.08,6.476,73.194,3195.5,47.663,0.134,2.00
150000,1251,1.708,0.341,5.06,114765,109659,74,0,5045,131,877547.5,164536.3,0.040,0.529,0.321,0.111,158,12.60,8.31,0.03,0.40,0.32,2.30,0.17,1.45,12.08,7.35,0.00,0.00,0.012,0.084,128,0.351,0.154,0.817,0.000,0.029,199477,198572,1,1.000,0.000,0.027,434572,0.136,1.853,0.025,34.98,41441,0,1256.002,0.000,0.156,5320090,1.01,11.80,0.015,0.001,0.000,7,11,19,64,15764,0.060,0.00,0.0058,0.061,190,0.521,0.000,0.577,0.469,3.61,2.72,7.59,0.00,0.001,1.01,1.02,1.01,0.521,0.00315,15.08,23.1367,594.74,131991.0,140072.1,32.698,35.1761,80.960,801.416,0.998,0.432,37.9,40.480,119.686,376,1666.4,55.12,6.192,81.082,2764.9,52.604,0.135,2.00
160000,1433,1.624,0.458,5.60,100347,95850,88,0,4227,107,850896.6,138993.2,0.039,0.534,0.348,0.079,158,12.04,6.42,0.06,0.87,0.10,1.39,0.36,2.60,11.52,5.62,0.00,0.00,0.004,0.051,141,0.380,0.125,0.838,0.000,0.037,167969,166946,1,1.000,0.000,0.045,592642,0.136,2.028,0.035,38.25,38878,0,1299.002,0.000,0.156,4728607,1.02,12.14,0.003,0.000,0.000,6,11,18,64,17255,0.066,0.00,0.0052,0.052,315,0.479,0.000,0.509,0.457,3.69,2.71,7.68,0.00,0.001,1.00,1.02,1.02,0.479,0.00289,17.28,19.9420,752.12,129856.9,140071.8,33.959,33.5741,78.816,764.358,0.998,0.437,41.5,39.408,114.072,578,2677.6,34.19,5.630,74.350,3516.9,46.707,0.135,2.00
170000,1412,1.657,0.312,5.11,119425,113605,86,0,5755,50,895310.9,174998.6,0.047,0.555,0.307,0.092,159,12.91,7.73,0.16,1.42,0.20,1.37,0.34,1.79,12.21,6.46,0.00,0.00,0.007,0.047,147,0.328,0.115,0.858,0.001,0.026,212171,210796,1,0.972,0.028,0.062,604742,0.130,1.776,0.024,33.57,43492,0,3499.972,0.000,0.205,6194449,1.03,11.32,0.001,0.000,0.000,8,11,20,64,18235,0.070,0.00,0.0052,0.038,230,0.557,0.000,0.573,0.476,3.83,2.94,7.67,0.00,0.001,1.00,1.05,1.04,0.557,0.00273,14.56,24.6520,870.53,132204.8,140071.6,34.328,32.8821,82.304,816.375,1.000,0.442,42.3,41.152,121.539,302,1499.0,69.16,6.443,81.385,2329.7,55.727,0.134,2.00
180000,1312,1.685,0.364,4.82,107937,103660,100,0,4277,76,871075.6,172568.8,0.063,0.524,0.335,0.078,155,13.27,10.01,0.16,1.95,0.20,2.06,0.36,2.81,12.55,8.39,0.00,0.00,0.005,0.048,135,0.461,0.123,0.843,0.001,0.034,200331,199633,1,1.000,0.000,0.033,521442,0.138,1.954,0.027,34.93,39203,0,2270.643,0.000,0.170,4964992,1.05,11.64,0.005,0.001,0.000,7,11,17,64,17411,0.066,0.00,0.0053,0.037,205,0.509,0.000,0.542,0.499,3.72,2.71,7.65,0.00,0.000,1.02,1.05,1.06,0.509,0.00295,15.57,24.4382,750.31,131508.4,140071.5,31.480,37.0257,79.697,803.546,0.998,0.443,40.0,39.849,118.817,384,1878.3,51.13,5.998,81.861,2876.9,51.941,0.134,2.00
190000,1333,1.653,0.362,5.15,119586,114396,111,0,5058,514,904078.6,173949.4,0.053,0.530,0.328,0.089,161,12.05,6.67,0.08,0.85,0.55,3.73,0.12,1.13,11.30,4.44,0.00,0.04,0.019,0.091,130,0.333,0.143,0.834,0.000,0.023,210839,210095,1,0.991,0.009,0.022,737987,0.131,1.792,0.028,34.92,41253,0,338.423,0.000,0.188,5656794,1.02,12.00,0.000,0.002,0.002,6,11,17,60,16059,0.061,0.00,0.0060,0.042,161,0.531,0.000,0.576,0.473,3.71,2.76,7.65,0.01,0.004,1.01,1.03,1.03,0.531,0.00298,15.29,24.1135,625.61,131583.5,140071.4,32.138,32.8147,83.604,821.593,0.998,0.447,39.0,41.802,119.446,405,2074.3,40.85,6.020,81.488,2715.8,55.394,0.133,2.00
200000,1310,1.601,0.500,5.07,121294,115554,80,0,5683,170,911353.4,167554.5,0.054,0.520,0.325,0.101,161,12.30,7.89,0.36,2.19,0.21,1.91,0.12,1.12,11.60,7.25,0.00,0.00,0.012,0.080,165,0.241,0.140,0.823,0.000,0.037,210627,209698,1,1.000,0.000,0.027,387996,0.133,2.151,0.040,36.70,44151,0,985.615,0.000,0.167,5651699,1.10,11.83,0.012,0.000,0.000,7,11,18,64,16109,0.061,0.00,0.0060,0.030,110,0.519,0.000,0.581,0.468,3.60,2.91,7.54,0.00,0.001,1.02,1.12,1.15,0.519,0.00305,16.20,23.4698,723.19,129421.8,140071.2,30.669,32.4088,84.345,809.927,0.997,0.433,38.3,42.172,116.716,661,3248.5,40.01,5.605,80.270,3691.1,54.427,0.134,2.00
210000,1400,1.658,0.339,5.01,122803,116274,168,0,6271,152,903134.9,168972.2,0.048,0.520,0.334,0.098,160,12.97,9.21,0.45,3.53,0.31,2.75,0.15,1.45,12.06,6.48,0.00,0.00,0.010,0.066,169,0.324,0.136,0.839,0.000,0.025,213182,212565,1,1.000,0.000,0.016,394058,0.137,1.795,0.025,34.89,42726,0,1111.660,0.000,0.174,5732230,1.10,11.41,0.005,0.002,0.000,7,11,19,64,18162,0.069,0.00,0.0053,0.029,305,0.540,0.000,0.594,0.464,3.71,3.06,7.45,0.00,0.001,1.01,1.15,1.14,0.540,0.00271,15.50,23.4912,658.15,131789.0,140071.0,32.134,32.6860,83.754,830.385,0.999,0.443,42.4,41.877,119.097,360,1600.5,30.37,6.021,81.311,2842.5,55.278,0.134,2.00
220000,1498,1.636,0.260,5.17,122009,115705,69,0,6137,80,897734.9,183106.2,0.052,0.555,0.295,0.098,157,11.90,6.58,0.26,2.31,0.10,0.94,0.17,1.15,11.37,5.54,0.00,0.00,0.005,0.055,154,0.290,0.168,0.802,0.001,0.028,219732,218332,1,1.000,0.000,0.035,566978,0.123,1.531,0.018,32.60,42076,0,2288.827,0.000,0.146,6400090,1.06,11.97,0.001,0.001,0.000,6,11,18,64,17831,0.068,0.00,0.0053,0.043,249,0.581,0.000,0.596,0.482,3.57,2.68,7.63,0.01,0.005,1.00,1.09,1.07,0.581,0.00240,13.95,25.3537,685.21,132961.4,140071.0,32.560,34.8166,82.627,823.144,0.999,0.451,43.8,41.313,123.237,263,1236.5,36.27,6.987,84.723,1790.9,57.012,0.134,2.00
230000,1230,1.637,0.390,5.13,112458,107354,103,0,5269,180,897893.2,162333.4,0.051,0.524,0.305,0.120,161,11.99,7.41,0.06,0.72,0.32,2.63,0.29,1.97,11.32,5.37,0.00,0.00,0.008,0.056,134,0.359,0.138,0.840,0.001,0.021,193742,192067,1,1.000,0.000,0.048,396981,0.123,1.981,0.030,37.40,40294,0,901.852,0.000,0.172,5367182,1.01,12.07,0.002,0.000,0.000,6,11,17,64,14750,0.056,0.00,0.0065,0.055,115,0.508,0.000,0.557,0.468,3.55,2.72,7.68,0.00,0.002,1.00,1.02,1.02,0.508,0.00319,16.70,23.1002,567.50,131340.6,140070.7,33.194,30.9266,82.855,818.729,0.998,0.444,36.1,41.428,115.446,441,2024.7,43.80,5.592,76.544,3266.6,52.318,0.136,2.00
240000,1317,1.638,0.385,5.25,107808,102721,64,0,4936,215,850582.8,151905.9,0.051,0.530,0.316,0.103,157,11.99,6.43,0.16,1.29,0.20,1.29,0.21,1.50,11.41,5.70,0.00,0.00,0.013,0.073,154,0.160,0.149,0.821,0.001,0.030,185182,183760,1,0.976,0.024,0.034,837721,0.110,1.850,0.029,35.85,41177,0,706.539,0.000,0.140,5007000,1.05,11.96,0.001,0.000,0.000,8,10,19,64,15787,0.060,0.00,0.0057,0.042,166,0.505,0.000,0.566,0.466,3.50,2.73,7.51,0.00,0.002,1.02,1.06,1.06,0.505,0.00291,15.55,21.5559,576.53,131259.2,140070.5,34.578,34.9354,78.770,784.411,0.997,0.440,38.6,39.385,118.406,452,2089.9,30.53,6.352,77.867,3048.7,49.289,0.135,2.00
250000,1315,1.667,0.366,5.16,120274,114478,44,0,5754,98,900920.3,164874.8,0.053,0.516,0.321,0.110,158,12.57,8.47,0.27,1.65,0.33,2.52,0.41,1.95,11.55,5.87,0.00,0.00,0.011,0.067,150,0.256,0.132,0.832,0.000,0.037,205388,203604,1,0.963,0.037,0.080,984478,0.108,1.835,0.028,36.10,43628,0,1682.396,0.000,0.171,5612621,1.05,11.69,0.003,0.001,0.000,7,11,20,64,16523,0.063,0.00,0.0059,0.037,122,0.527,0.000,0.596,0.460,3.63,2.91,7.46,0.01,0.002,1.00,1.09,1.05,0.527,0.00291,15.66,23.0181,786.47,131506.6,140070.5,31.502,33.1624,83.535,814.853,0.998,0.436,38.9,41.768,117.892,407,1855.2,43.42,6.154,80.574,2828.6,53.916,0.136,2.00
260000,1305,1.693,0.367,5.34,114964,109776,98,1,5099,253,875760.7,172574.3,0.067,0.529,0.301,0.103,151,12.28,6.85,0.45,2.32,0.19,1.06,0.35,2.01,11.30,5.19,0.00,0.06,0.010,0.052,146,0.250,0.156,0.823,0.000,0.021,205410,203817,2,0.968,0.020,0.058,1075479,0.126,1.928,0.028,30.83,43328,1,682.112,1.000,0.156,5584459,1.10,11.29,0.002,0.002,0.001,8,11,20,64,16027,0.061,0.00,0.0059,0.038,235,0.560,0.000,0.600,0.478,3.78,2.93,7.61,0.00,0.002,1.01,1.15,1.13,0.560,0.00263,13.00,24.3247,611.47,131481.9,140070.0,31.363,38.9735,80.503,822.620,0.999,0.437,38.4,40.252,125.634,400,1773.9,35.17,6.592,88.650,3169.6,56.693,0.135,2.00
270000,1088,1.762,0.546,5.82,102462,98383,158,0,4138,345,834296.7,170553.2,0.090,0.515,0.291,0.104,146,13.52,7.96,0.50,1.94,0.35,1.66,0.60,2.95,12.06,6.16,0.00,0.03,0.019,0.092,186,0.243,0.102,0.869,0.000,0.029,191338,190025,2,0.866,0.109,0.074,987395,0.111,2.384,0.043,27.83,38985,0,494.357,0.000,0.159,4901582,1.12,10.47,0.002,0.000,0.001,7,11,24,64,14708,0.056,0.00,0.0064,0.036,218,0.568,0.000,0.583,0.499,4.17,3.90,7.50,0.01,0.004,1.02,1.19,1.16,0.568,0.00294,11.24,24.3307,669.85,128875.5,140070.0,31.502,44.5160,76.322,749.237,0.999,0.441,33.4,38.161,130.492,687,2993.0,45.88,7.443,93.270,4826.0,55.828,0.134,2.00
280000,1122,1.788,0.452,6.27,110235,105131,174,1,4895,270,847346.1,194086.7,0.080,0.540,0.290,0.090,141,14.28,8.49,0.68,3.29,0.39,2.06,0.43,2.41,12.78,7.50,0.00,0.00,0.022,0.105,218,0.194,0.103,0.866,0.000,0.030,219676,218264,2,0.755,0.174,0.046,618261,0.130,2.105,0.035,21.85,46190,0,718.840,1.000,0.225,6062060,1.20,9.60,0.005,0.004,0.000,6,11,21,64,16025,0.061,0.00,0.0059,0.048,178,0.672,0.000,0.622,0.521,4.37,4.40,7.31,0.02,0.007,1.13,1.26,1.22,0.672,0.00239,8.19,27.3645,712.69,130305.9,140069.9,34.399,44.4854,76.911,760.379,0.999,0.437,35.0,38.455,139.551,528,2268.8,33.29,8.271,99.402,3937.4,62.913,0.134,2.00
290000,1381,1.790,0.381,6.10,105557,100925,158,0,4215,883,860717.6,196884.1,0.062,0.552,0.296,0.090,138,14.56,9.03,0.84,3.43,0.55,2.70,0.22,1.54,12.94,7.43,0.00,0.00,0.019,0.089,204,0.260,0.159,0.828,0.000,0.014,211817,209980,2,0.743,0.246,0.038,520287,0.129,2.086,0.027,24.93,47679,0,222.972,0.000,0.130,5602781,1.19,9.50,0.002,0.015,0.000,8,11,25,64,20102,0.077,0.00,0.0048,0.022,426,0.631,0.000,0.613,0.527,4.34,4.00,7.62,0.09,0.033,1.07,1.32,1.21,0.631,0.00224,9.68,27.7969,767.24,130913.4,140069.6,27.433,48.7932,77.994,686.340,0.991,0.434,44.3,38.996,135.098,354,1509.0,38.80,8.854,101.798,3499.7,61.113,0.135,2.00
300000,1212,1.819,0.376,6.32,105023,100801,174,0,4217,2452,869754.2,179720.8,0.062,0.534,0.321,0.083,134,14.92,8.66,0.47,2.32,0.87,3.19,0.12,1.16,13.46,7.32,0.00,0.00,0.036,0.126,231,0.294,0.102,0.881,0.001,0.016,195967,195167,2,0.825,0.040,0.016,334817,0.136,1.916,0.029,28.10,42383,0,73.296,0.000,0.180,5350720,1.09,9.30,0.001,0.012,0.000,8,11,26,64,18078,0.069,0.00,0.0053,0.031,180,0.602,0.000,0.539,0.498,4.43,4.06,7.64,0.05,0.027,1.01,1.15,1.11,0.602,0.00264,11.78,25.1761,700.65,131298.7,140069.2,29.557,42.5597,79.982,701.568,0.999,0.441,38.8,39.992,129.646,428,2097.1,37.47,7.383,94.402,2933.5,59.096,0.135,2.00
310000,1062,1.888,0.441,6.50,108727,103911,238,0,4728,1895,871739.1,209260.6,0.066,0.547,0.303,0.084,142,16.15,11.19,0.72,3.13,0.53,1.98,1.15,4.95,13.76,7.85,0.00,0.00,0.024,0.094,199,0.142,0.111,0.860,0.002,0.027,222562,221317,3,0.717,0.073,0.099,606189,0.131,2.109,0.034,22.38,45906,0,110.428,0.000,0.157,5766175,1.14,8.78,0.012,0.005,0.000,6,11,29,64,17148,0.065,0.00,0.0060,0.021,177,0.664,0.000,0.575,0.536,4.66,4.57,7.34,0.01,0.004,1.03,1.25,1.14,0.664,0.00266,8.32,29.6924,618.43,130455.1,140068.8,34.447,42.3455,78.642,759.461,0.999,0.439,35.3,39.321,139.204,534,2249.8,31.75,7.944,98.690,3879.4,64.992,0.134,2.00
