step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,9,0
10000,hunger,0,0,4,4,0
10000,hunger,0,4,4,16,0
10000,hunger,0,4,8,30,0
10000,hunger,0,4,12,16,0
10000,hunger,0,8,4,3,0
10000,hunger,0,8,8,2,0
10000,hunger,0,8,12,30,0
10000,hunger,0,8,16,64,0
10000,hunger,0,8,20,38,0
10000,hunger,0,8,24,1,0
10000,hunger,0,12,8,2,0
10000,hunger,0,12,12,8,0
10000,hunger,0,12,16,12,0
10000,hunger,0,12,20,62,0
10000,hunger,0,12,24,138,0
10000,hunger,0,12,28,157,0
10000,hunger,0,16,4,2,0
10000,hunger,0,16,12,6,0
10000,hunger,0,16,16,11,0
10000,hunger,0,16,20,38,0
10000,hunger,0,16,24,160,0
10000,hunger,0,16,28,2162,1
10000,hunger,0,16,32,60,0
10000,hunger,0,16,36,25,0
10000,hunger,0,20,8,2,0
10000,hunger,0,20,16,2,0
10000,hunger,0,20,20,5,0
10000,hunger,0,20,24,9,0
10000,hunger,0,20,28,6,0
10000,hunger,0,20,32,19,0
10000,hunger,0,20,36,46,0
10000,hunger,0,20,40,72,0
10000,hunger,0,20,44,29,0
10000,hunger,0,20,48,2,0
10000,hunger,0,20,52,1,0
10000,hunger,0,24,12,2,0
10000,hunger,0,24,16,1,0
10000,hunger,0,24,20,5,0
10000,hunger,0,24,24,8,0
10000,hunger,0,24,28,6,0
10000,hunger,0,24,32,21,0
10000,hunger,0,24,36,66,0
10000,hunger,0,24,40,123,0
10000,hunger,0,24,44,561,0
10000,hunger,0,24,48,1364,2
10000,hunger,0,24,52,14,0
10000,hunger,0,24,56,4,0
10000,hunger,0,24,60,1,0
10000,hunger,0,24,64,1,0
10000,hunger,0,24,68,1,0
10000,hunger,0,24,72,2,0
10000,hunger,0,28,16,3,0
10000,hunger,0,28,24,4,0
10000,hunger,0,28,28,6,0
10000,hunger,0,28,32,2,0
10000,hunger,0,28,36,5,0
10000,hunger,0,28,44,13,0
10000,hunger,0,28,48,7,0
10000,hunger,0,28,52,8,0
10000,hunger,0,28,56,13,0
10000,hunger,0,28,60,6,0
10000,hunger,0,32,24,1,0
10000,hunger,0,32,28,3,0
10000,hunger,0,32,32,3,0
10000,hunger,0,32,36,2,0
10000,hunger,0,32,40,3,0
10000,hunger,0,32,44,2,0
10000,hunger,0,32,48,4,0
10000,hunger,0,32,52,8,0
10000,hunger,0,32,56,9,0
10000,hunger,0,32,60,22,0
10000,hunger,0,32,64,33,0
10000,hunger,0,32,68,8,0
10000,hunger,0,32,84,1,0
10000,hunger,0,32,88,2,0
10000,hunger,0,36,16,2,0
10000,hunger,0,36,20,5,0
10000,hunger,0,36,24,2,0
10000,hunger,0,36,28,3,0
10000,hunger,0,36,32,17,0
10000,hunger,0,36,36,43,0
10000,hunger,0,36,40,63,0
10000,hunger,0,36,44,70,0
10000,hunger,0,36,48,61,0
10000,hunger,0,36,52,70,0
10000,hunger,0,36,56,103,0
10000,hunger,0,36,60,155,0
10000,hunger,0,36,64,242,0
10000,hunger,0,36,68,438,0
10000,hunger,0,36,72,9,0
10000,hunger,0,36,76,4,0
10000,hunger,0,36,80,2,0
10000,hunger,0,36,84,3,0
10000,hunger,0,36,88,1,0
10000,hunger,0,36,92,1,0
10000,hunger,0,36,96,3,0
10000,hunger,0,36,100,1,0
10000,hunger,0,40,16,1,0
10000,hunger,0,40,20,3,0
10000,hunger,0,40,24,3,0
10000,hunger,0,40,32,1,0
10000,hunger,0,40,36,3,0
10000,hunger,0,40,40,2,0
10000,hunger,0,40,44,3,0
10000,hunger,0,40,48,2,0
10000,hunger,0,40,56,1,0
10000,hunger,0,40,60,5,0
10000,hunger,0,40,64,2,0
10000,hunger,0,40,68,1,0
10000,hunger,0,40,72,3,0
10000,hunger,0,40,76,2,0
10000,hunger,0,40,80,3,0
10000,hunger,0,40,84,1,0
10000,hunger,0,40,92,2,0
10000,hunger,0,44,16,4,0
10000,hunger,0,44,20,5,0
10000,hunger,0,44,24,4,0
10000,hunger,0,44,32,1,0
10000,hunger,0,44,36,1,0
10000,hunger,0,44,40,1,0
10000,hunger,0,44,44,3,0
10000,hunger,0,44,48,1,0
10000,hunger,0,44,52,1,0
10000,hunger,0,44,56,1,0
10000,hunger,0,44,60,1,0
10000,hunger,0,44,64,1,0
10000,hunger,0,44,72,2,0
10000,hunger,0,44,76,3,0
10000,hunger,0,44,80,1,0
10000,hunger,0,44,84,1,0
10000,hunger,0,44,88,1,0
10000,hunger,0,44,92,1,0
10000,hunger,0,48,16,6,0
10000,hunger,0,48,20,14,0
10000,hunger,0,48,24,21,0
10000,hunger,0,48,28,5,0
10000,hunger,0,48,36,3,0
10000,hunger,0,48,40,8,0
10000,hunger,0,48,44,16,0
10000,hunger,0,48,48,42,0
10000,hunger,0,48,52,26,0
10000,hunger,0,48,56,37,0
10000,hunger,0,48,60,33,0
10000,hunger,0,48,64,33,0
10000,hunger,0,48,68,27,0
10000,hunger,0,48,72,28,0
10000,hunger,0,48,76,39,0
10000,hunger,0,48,80,57,0
10000,hunger,0,48,84,59,0
10000,hunger,0,48,88,56,0
10000,hunger,0,48,92,69,0
10000,hunger,0,48,96,41,0
10000,hunger,0,48,100,2,0
10000,hunger,0,48,104,3,0
10000,hunger,0,48,112,2,0
10000,hunger,0,48,116,2,0
10000,hunger,0,48,120,2,0
10000,hunger,0,48,124,2,0
10000,hunger,0,48,132,3,0
10000,hunger,0,48,136,2,0
10000,hunger,0,48,140,1,0
10000,hunger,0,52,24,4,0
10000,hunger,0,52,36,1,0
10000,hunger,0,52,56,1,0
10000,hunger,0,52,92,1,0
10000,hunger,0,52,96,1,0
10000,hunger,0,52,104,1,0
10000,hunger,0,52,108,1,0
10000,hunger,0,56,88,1,0
10000,hunger,0,56,92,1,0
10000,hunger,0,56,96,1,0
10000,hunger,0,56,108,1,0
10000,hunger,0,56,112,2,0
10000,hunger,0,60,60,2,0
10000,hunger,0,60,64,3,0
10000,hunger,0,60,88,1,0
10000,hunger,0,60,104,1,0
10000,hunger,0,64,20,3,0
10000,hunger,0,64,24,3,0
10000,hunger,0,64,28,3,0
10000,hunger,0,64,32,2,0
10000,hunger,0,64,36,1,0
10000,hunger,0,64,44,3,0
10000,hunger,0,64,48,2,0
10000,hunger,0,64,52,3,0
10000,hunger,0,64,56,4,0
10000,hunger,0,64,60,7,0
10000,hunger,0,64,64,4,0
10000,hunger,0,64,68,6,0
10000,hunger,0,64,72,3,0
10000,hunger,0,64,76,4,0
10000,hunger,0,64,80,6,0
10000,hunger,0,64,84,2,0
10000,hunger,0,64,88,6,0
10000,hunger,0,64,92,3,0
10000,hunger,0,64,96,10,0
10000,hunger,0,64,100,17,0
10000,hunger,0,64,104,26,0
10000,hunger,0,64,108,20,0
10000,hunger,0,64,112,22,0
10000,hunger,0,64,116,10,0
10000,hunger,0,64,120,8,0
10000,hunger,0,64,124,8,0
10000,hunger,0,64,132,2,0
10000,hunger,0,64,140,1,0
10000,hunger,0,64,144,1,0
10000,hunger,0,68,28,2,0
10000,hunger,0,68,68,1,0
10000,hunger,0,72,44,1,0
10000,hunger,0,76,40,1,0
10000,hunger,0,80,24,1,0
10000,hunger,0,80,68,3,0
10000,hunger,0,80,76,3,0
10000,hunger,0,80,80,1,0
10000,hunger,0,80,84,1,0
10000,hunger,0,80,88,1,0
10000,hunger,0,80,96,1,0
10000,hunger,0,80,112,1,0
10000,hunger,0,80,120,3,0
10000,hunger,0,80,124,2,0
10000,hunger,0,80,128,2,0
10000,hunger,0,80,132,1,0
10000,hunger,0,80,136,1,0
10000,hunger,0,80,140,2,0
10000,hunger,0,80,152,2,0
10000,hunger,0,96,64,1,0
10000,hunger,0,100,40,2,0
10000,hunger,0,100,80,1,0
10000,hunger,0,100,88,1,0
10000,hunger,0,100,100,1,0
10000,hunger,0,100,104,1,0
10000,hunger,0,100,132,1,0
10000,hunger,0,100,140,1,0
10000,hunger,0,100,148,1,0
10000,hunger,0,116,72,1,0
10000,hunger,0,120,44,1,0
10000,hunger,0,120,52,1,0
10000,hunger,0,120,72,1,0
10000,hunger,0,120,108,1,0
10000,hunger,0,120,128,2,0
10000,hunger,0,120,168,1,0
10000,hunger,0,120,200,1,0
10000,hunger,0,120,228,1,0
10000,hunger,0,152,256,1,0
10000,hunger,0,168,112,1,0
10000,hunger,50,0,0,171,0
10000,hunger,50,0,4,44,0
10000,hunger,50,4,0,24,0
10000,hunger,50,4,4,134,0
10000,hunger,50,4,8,123,0
10000,hunger,50,4,12,83,0
10000,hunger,50,4,16,1,0
10000,hunger,50,4,20,1,0
10000,hunger,50,4,24,2,0
10000,hunger,50,8,4,26,0
10000,hunger,50,8,8,75,0
10000,hunger,50,8,12,187,0
10000,hunger,50,8,16,271,0
10000,hunger,50,8,20,152,0
10000,hunger,50,8,24,4,0
10000,hunger,50,8,36,1,0
10000,hunger,50,12,4,16,0
10000,hunger,50,12,8,33,0
10000,hunger,50,12,12,162,0
10000,hunger,50,12,16,110,1
10000,hunger,50,12,20,244,0
10000,hunger,50,12,24,457,0
10000,hunger,50,12,28,356,0
10000,hunger,50,12,32,5,0
10000,hunger,50,12,36,1,0
10000,hunger,50,12,40,1,0
10000,hunger,50,12,44,2,0
10000,hunger,50,16,4,3,0
10000,hunger,50,16,8,10,0
10000,hunger,50,16,12,60,0
10000,hunger,50,16,16,113,0
10000,hunger,50,16,20,208,0
10000,hunger,50,16,24,461,1
10000,hunger,50,16,28,5180,1
10000,hunger,50,16,32,197,1
10000,hunger,50,16,36,81,0
10000,hunger,50,16,40,15,0
10000,hunger,50,16,44,10,0
10000,hunger,50,16,48,4,0
10000,hunger,50,16,52,1,0
10000,hunger,50,16,56,2,0
10000,hunger,50,16,68,1,0
10000,hunger,50,16,72,1,0
10000,hunger,50,20,8,7,0
10000,hunger,50,20,12,12,0
10000,hunger,50,20,16,21,0
10000,hunger,50,20,20,34,0
10000,hunger,50,20,24,35,0
10000,hunger,50,20,28,45,0
10000,hunger,50,20,32,57,1
10000,hunger,50,20,36,116,0
10000,hunger,50,20,40,156,1
10000,hunger,50,20,44,83,0
10000,hunger,50,20,48,3,0
10000,hunger,50,20,52,3,0
10000,hunger,50,20,56,1,0
10000,hunger,50,20,60,1,0
10000,hunger,50,20,64,2,0
10000,hunger,50,20,68,1,0
10000,hunger,50,20,72,1,0
10000,hunger,50,24,12,15,0
10000,hunger,50,24,16,5,1
10000,hunger,50,24,20,22,0
10000,hunger,50,24,24,62,0
10000,hunger,50,24,28,70,0
10000,hunger,50,24,32,79,0
10000,hunger,50,24,36,156,0
10000,hunger,50,24,40,267,2
10000,hunger,50,24,44,1101,1
10000,hunger,50,24,48,3074,4
10000,hunger,50,24,52,77,0
10000,hunger,50,24,56,32,0
10000,hunger,50,24,60,23,0
10000,hunger,50,24,64,12,0
10000,hunger,50,24,68,8,0
