step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,8,0
10000,hunger,0,8,4,3,0
10000,hunger,0,8,8,3,0
10000,hunger,0,8,12,1,0
10000,hunger,0,12,4,1,0
10000,hunger,0,12,8,3,0
10000,hunger,0,12,12,5,0
10000,hunger,0,12,16,1,0
10000,hunger,0,16,12,6,0
10000,hunger,0,16,16,3,0
10000,hunger,0,16,20,1,0
10000,hunger,0,20,16,8,0
10000,hunger,0,20,20,2,0
10000,hunger,0,20,24,1,0
10000,hunger,0,24,12,2,0
10000,hunger,0,24,16,1,0
10000,hunger,0,24,24,2,0
10000,hunger,0,24,28,1,0
10000,hunger,0,28,8,1,0
10000,hunger,0,28,12,5,0
10000,hunger,0,28,24,4,0
10000,hunger,0,28,28,1,0
10000,hunger,0,28,32,1,0
10000,hunger,0,32,12,2,0
10000,hunger,0,32,16,1,0
10000,hunger,0,32,20,3,0
10000,hunger,0,32,24,1,0
10000,hunger,0,32,28,3,0
10000,hunger,0,32,52,2,0
10000,hunger,0,36,12,4,0
10000,hunger,0,36,16,3,0
10000,hunger,0,36,20,3,0
10000,hunger,0,36,24,5,0
10000,hunger,0,36,28,3,0
10000,hunger,0,36,32,15,0
10000,hunger,0,36,36,7,0
10000,hunger,0,36,40,6,0
10000,hunger,0,36,44,6,0
10000,hunger,0,36,48,9,0
10000,hunger,0,36,52,9,0
10000,hunger,0,36,56,2,0
10000,hunger,0,36,60,1,0
10000,hunger,0,36,64,1,0
10000,hunger,0,40,12,1,0
10000,hunger,0,40,16,6,0
10000,hunger,0,40,20,1,0
10000,hunger,0,40,24,1,0
10000,hunger,0,40,28,1,0
10000,hunger,0,40,32,4,0
10000,hunger,0,40,36,2,0
10000,hunger,0,44,24,6,1
10000,hunger,0,44,32,1,0
10000,hunger,0,44,40,1,0
10000,hunger,0,44,52,1,0
10000,hunger,0,44,56,1,0
10000,hunger,0,44,60,1,0
10000,hunger,0,48,16,8,0
10000,hunger,0,48,20,13,0
10000,hunger,0,48,24,9,0
10000,hunger,0,48,28,1,0
10000,hunger,0,48,36,7,0
10000,hunger,0,48,40,25,0
10000,hunger,0,48,44,23,0
10000,hunger,0,48,48,22,0
10000,hunger,0,48,52,27,0
10000,hunger,0,48,56,23,0
10000,hunger,0,48,60,43,0
10000,hunger,0,48,64,29,0
10000,hunger,0,48,68,33,0
10000,hunger,0,48,72,11,0
10000,hunger,0,48,76,1,0
10000,hunger,0,48,80,3,0
10000,hunger,0,52,20,1,0
10000,hunger,0,52,24,2,0
10000,hunger,0,52,28,2,0
10000,hunger,0,56,44,1,0
10000,hunger,0,60,44,1,0
10000,hunger,0,64,20,4,0
10000,hunger,0,64,24,4,0
10000,hunger,0,64,28,4,0
10000,hunger,0,64,32,2,0
10000,hunger,0,64,36,1,0
10000,hunger,0,64,40,5,0
10000,hunger,0,64,44,4,0
10000,hunger,0,64,48,5,0
10000,hunger,0,64,52,15,0
10000,hunger,0,64,56,18,0
10000,hunger,0,64,60,13,0
10000,hunger,0,64,64,11,0
10000,hunger,0,64,68,12,0
10000,hunger,0,64,72,7,0
10000,hunger,0,64,76,10,0
10000,hunger,0,64,80,9,0
10000,hunger,0,64,84,8,0
10000,hunger,0,64,88,4,0
10000,hunger,0,64,92,4,0
10000,hunger,0,64,100,1,0
10000,hunger,0,76,68,1,0
10000,hunger,0,76,84,1,0
10000,hunger,0,80,40,2,0
10000,hunger,0,80,44,1,0
10000,hunger,0,80,52,7,0
10000,hunger,0,80,56,1,0
10000,hunger,0,80,60,1,0
10000,hunger,0,80,68,3,0
10000,hunger,0,80,72,4,0
10000,hunger,0,80,76,5,0
10000,hunger,0,80,80,4,0
10000,hunger,0,80,84,6,0
10000,hunger,0,80,88,3,0
10000,hunger,0,80,92,3,0
10000,hunger,0,80,104,1,0
10000,hunger,0,80,116,3,0
10000,hunger,0,88,76,1,0
10000,hunger,0,100,44,1,0
10000,hunger,0,100,60,2,0
10000,hunger,0,100,84,1,0
10000,hunger,0,100,104,1,0
10000,hunger,0,100,108,1,0
10000,hunger,0,120,48,1,0
10000,hunger,0,120,92,1,0
10000,hunger,0,168,148,1,0
10000,hunger,50,0,0,117,0
10000,hunger,50,0,4,5,0
10000,hunger,50,0,8,1,0
10000,hunger,50,4,0,43,0
10000,hunger,50,4,4,80,0
10000,hunger,50,4,8,6,0
10000,hunger,50,4,16,1,0
10000,hunger,50,8,0,3,0
10000,hunger,50,8,4,27,0
10000,hunger,50,8,8,45,0
10000,hunger,50,8,12,19,0
10000,hunger,50,8,16,12,0
10000,hunger,50,8,20,5,0
10000,hunger,50,8,24,1,0
10000,hunger,50,12,4,6,0
10000,hunger,50,12,8,24,1
10000,hunger,50,12,12,32,0
10000,hunger,50,12,16,6,0
10000,hunger,50,12,20,9,0
10000,hunger,50,12,24,14,0
10000,hunger,50,12,28,3,0
10000,hunger,50,12,36,1,0
10000,hunger,50,16,4,1,0
10000,hunger,50,16,8,7,0
10000,hunger,50,16,12,10,0
10000,hunger,50,16,16,24,0
10000,hunger,50,16,24,3,0
10000,hunger,50,16,28,1,0
10000,hunger,50,16,32,3,0
10000,hunger,50,20,8,7,0
10000,hunger,50,20,16,21,0
10000,hunger,50,20,20,11,0
10000,hunger,50,20,24,10,0
10000,hunger,50,20,28,5,0
10000,hunger,50,20,32,1,0
10000,hunger,50,20,40,1,0
10000,hunger,50,20,44,1,0
10000,hunger,50,24,8,2,0
10000,hunger,50,24,12,10,0
10000,hunger,50,24,16,3,0
10000,hunger,50,24,20,6,0
10000,hunger,50,24,24,12,0
10000,hunger,50,24,28,5,0
10000,hunger,50,24,36,2,0
10000,hunger,50,24,40,1,0
10000,hunger,50,24,44,1,0
10000,hunger,50,28,12,2,0
10000,hunger,50,28,16,4,0
10000,hunger,50,28,20,3,0
10000,hunger,50,28,24,10,0
10000,hunger,50,28,28,7,0
10000,hunger,50,28,32,2,0
10000,hunger,50,28,36,1,0
10000,hunger,50,28,40,1,0
10000,hunger,50,28,52,1,0
10000,hunger,50,28,60,1,0
10000,hunger,50,32,12,3,0
10000,hunger,50,32,16,1,0
10000,hunger,50,32,20,2,0
10000,hunger,50,32,24,2,0
10000,hunger,50,32,28,4,0
10000,hunger,50,32,32,3,0
10000,hunger,50,32,36,5,0
10000,hunger,50,32,40,2,0
10000,hunger,50,32,44,2,0
10000,hunger,50,32,48,2,0
10000,hunger,50,32,52,2,0
10000,hunger,50,32,64,2,0
10000,hunger,50,36,12,2,0
10000,hunger,50,36,16,5,0
10000,hunger,50,36,24,5,0
10000,hunger,50,36,28,22,0
10000,hunger,50,36,32,67,0
10000,hunger,50,36,36,205,1
10000,hunger,50,36,40,109,0
10000,hunger,50,36,44,29,0
10000,hunger,50,36,48,19,0
10000,hunger,50,36,52,30,0
10000,hunger,50,36,56,13,0
10000,hunger,50,36,60,11,0
10000,hunger,50,36,64,19,0
10000,hunger,50,36,68,3,0
10000,hunger,50,36,72,5,0
10000,hunger,50,36,76,4,0
10000,hunger,50,40,20,1,0
10000,hunger,50,40,24,1,0
10000,hunger,50,40,28,2,0
10000,hunger,50,40,32,14,0
10000,hunger,50,40,36,1,0
10000,hunger,50,40,40,1,0
10000,hunger,50,40,48,1,0
10000,hunger,50,40,60,1,0
10000,hunger,50,40,80,1,0
10000,hunger,50,40,84,1,0
10000,hunger,50,44,32,1,0
10000,hunger,50,44,36,1,0
10000,hunger,50,44,40,1,0
10000,hunger,50,44,44,2,0
10000,hunger,50,44,52,1,0
10000,hunger,50,44,56,2,0
10000,hunger,50,44,60,1,0
10000,hunger,50,44,68,1,0
10000,hunger,50,44,80,1,0
10000,hunger,50,44,92,1,0
10000,hunger,50,48,16,1,0
10000,hunger,50,48,20,2,0
10000,hunger,50,48,24,5,0
10000,hunger,50,48,28,9,0
10000,hunger,50,48,32,19,0
10000,hunger,50,48,36,41,0
10000,hunger,50,48,40,72,1
10000,hunger,50,48,44,131,0
10000,hunger,50,48,48,119,0
10000,hunger,50,48,52,93,0
10000,hunger,50,48,56,68,0
10000,hunger,50,48,60,89,0
10000,hunger,50,48,64,78,0
10000,hunger,50,48,68,83,1
10000,hunger,50,48,72,35,0
10000,hunger,50,48,76,12,0
10000,hunger,50,48,80,11,0
10000,hunger,50,48,84,18,0
10000,hunger,50,48,88,11,0
10000,hunger,50,48,92,7,0
10000,hunger,50,48,96,15,0
10000,hunger,50,48,100,18,0
10000,hunger,50,48,104,4,0
10000,hunger,50,48,108,7,0
10000,hunger,50,52,28,1,0
10000,hunger,50,52,36,1,0
10000,hunger,50,52,44,2,0
10000,hunger,50,52,48,1,0
10000,hunger,50,52,52,1,0
10000,hunger,50,52,60,1,0
10000,hunger,50,52,64,1,0
10000,hunger,50,56,32,2,0
10000,hunger,50,56,44,2,0
10000,hunger,50,56,48,1,0
10000,hunger,50,56,60,2,1
10000,hunger,50,56,64,1,0
10000,hunger,50,56,68,1,0
10000,hunger,50,56,72,1,0
10000,hunger,50,56,96,1,0
10000,hunger,50,60,28,1,0
10000,hunger,50,60,44,1,0
10000,hunger,50,60,48,2,0
10000,hunger,50,60,52,3,0
10000,hunger,50,60,56,3,0
10000,hunger,50,60,60,3,0
