step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,17,0
10000,hunger,0,0,4,1,0
10000,hunger,0,0,8,1,0
10000,hunger,0,4,0,4,0
10000,hunger,0,4,4,25,0
10000,hunger,0,4,8,9,0
10000,hunger,0,8,0,3,0
10000,hunger,0,8,4,6,0
10000,hunger,0,8,8,17,0
10000,hunger,0,8,12,11,0
10000,hunger,0,8,16,2,0
10000,hunger,0,8,20,4,0
10000,hunger,0,12,4,3,0
10000,hunger,0,12,8,9,0
10000,hunger,0,12,12,8,0
10000,hunger,0,12,16,14,0
10000,hunger,0,12,20,18,0
10000,hunger,0,12,24,20,0
10000,hunger,0,12,28,11,0
10000,hunger,0,16,4,1,0
10000,hunger,0,16,8,2,0
10000,hunger,0,16,12,28,0
10000,hunger,0,16,16,62,0
10000,hunger,0,16,20,110,0
10000,hunger,0,16,24,385,0
10000,hunger,0,16,28,3553,4
10000,hunger,0,16,32,23,0
10000,hunger,0,16,36,2,0
10000,hunger,0,20,8,3,0
10000,hunger,0,20,16,4,0
10000,hunger,0,20,20,14,0
10000,hunger,0,20,24,51,0
10000,hunger,0,20,28,40,0
10000,hunger,0,20,32,44,0
10000,hunger,0,20,36,39,0
10000,hunger,0,20,40,18,0
10000,hunger,0,20,44,5,0
10000,hunger,0,24,8,1,0
10000,hunger,0,24,12,3,0
10000,hunger,0,24,16,6,0
10000,hunger,0,24,20,27,0
10000,hunger,0,24,24,48,0
10000,hunger,0,24,28,81,0
10000,hunger,0,24,32,142,0
10000,hunger,0,24,36,267,0
10000,hunger,0,24,40,399,0
10000,hunger,0,24,44,536,1
10000,hunger,0,24,48,447,0
10000,hunger,0,24,52,7,0
10000,hunger,0,24,56,2,0
10000,hunger,0,24,64,1,0
10000,hunger,0,24,68,1,0
10000,hunger,0,28,12,1,0
10000,hunger,0,28,16,2,0
10000,hunger,0,28,20,6,0
10000,hunger,0,28,24,6,0
10000,hunger,0,28,28,6,0
10000,hunger,0,28,32,15,0
10000,hunger,0,28,36,22,0
10000,hunger,0,28,40,26,0
10000,hunger,0,28,44,42,0
10000,hunger,0,28,48,16,0
10000,hunger,0,28,52,13,0
10000,hunger,0,28,56,1,0
10000,hunger,0,28,68,1,0
10000,hunger,0,32,12,6,0
10000,hunger,0,32,16,6,0
10000,hunger,0,32,20,2,0
10000,hunger,0,32,24,8,0
10000,hunger,0,32,28,3,0
10000,hunger,0,32,32,9,0
10000,hunger,0,32,36,20,0
10000,hunger,0,32,40,25,0
10000,hunger,0,32,44,24,0
10000,hunger,0,32,48,28,0
10000,hunger,0,32,52,26,0
10000,hunger,0,32,56,18,0
10000,hunger,0,32,60,13,0
10000,hunger,0,32,64,8,0
10000,hunger,0,32,68,3,0
10000,hunger,0,32,92,1,0
10000,hunger,0,36,12,5,0
10000,hunger,0,36,16,9,0
10000,hunger,0,36,20,10,0
10000,hunger,0,36,24,9,0
10000,hunger,0,36,28,25,0
10000,hunger,0,36,32,31,0
10000,hunger,0,36,36,27,0
10000,hunger,0,36,40,72,0
10000,hunger,0,36,44,84,0
10000,hunger,0,36,48,111,1
10000,hunger,0,36,52,140,0
10000,hunger,0,36,56,110,0
10000,hunger,0,36,60,102,0
10000,hunger,0,36,64,94,0
10000,hunger,0,36,68,58,0
10000,hunger,0,36,72,4,0
10000,hunger,0,36,76,3,0
10000,hunger,0,36,80,1,0
10000,hunger,0,36,84,1,0
10000,hunger,0,40,16,1,0
10000,hunger,0,40,20,11,0
10000,hunger,0,40,24,4,0
10000,hunger,0,40,28,1,0
10000,hunger,0,40,32,5,0
10000,hunger,0,40,36,2,0
10000,hunger,0,40,40,3,0
10000,hunger,0,40,44,6,0
10000,hunger,0,40,48,10,0
10000,hunger,0,40,52,10,0
10000,hunger,0,40,56,3,0
10000,hunger,0,40,60,3,0
10000,hunger,0,40,64,8,0
10000,hunger,0,40,68,3,0
10000,hunger,0,40,72,7,0
10000,hunger,0,40,76,2,0
10000,hunger,0,40,80,2,0
10000,hunger,0,44,16,3,0
10000,hunger,0,44,20,1,0
10000,hunger,0,44,24,6,0
10000,hunger,0,44,36,1,0
10000,hunger,0,44,40,8,0
10000,hunger,0,44,44,2,0
10000,hunger,0,44,48,9,0
10000,hunger,0,44,52,15,0
10000,hunger,0,44,56,3,0
10000,hunger,0,44,60,7,0
10000,hunger,0,44,64,4,0
10000,hunger,0,44,68,3,0
10000,hunger,0,44,72,7,0
10000,hunger,0,44,76,6,0
10000,hunger,0,44,80,4,0
10000,hunger,0,44,84,5,0
10000,hunger,0,48,16,8,0
10000,hunger,0,48,20,21,0
10000,hunger,0,48,24,30,0
10000,hunger,0,48,28,3,0
10000,hunger,0,48,32,2,0
10000,hunger,0,48,36,7,0
10000,hunger,0,48,40,20,0
10000,hunger,0,48,44,15,0
10000,hunger,0,48,48,32,0
10000,hunger,0,48,52,27,0
10000,hunger,0,48,56,34,0
10000,hunger,0,48,60,37,0
10000,hunger,0,48,64,34,0
10000,hunger,0,48,68,23,0
10000,hunger,0,48,72,27,0
10000,hunger,0,48,76,27,0
10000,hunger,0,48,80,21,0
10000,hunger,0,48,84,31,0
10000,hunger,0,48,88,14,0
10000,hunger,0,48,92,16,0
10000,hunger,0,48,96,7,0
10000,hunger,0,48,100,4,0
10000,hunger,0,48,104,3,0
10000,hunger,0,48,120,1,0
10000,hunger,0,52,24,2,0
10000,hunger,0,52,28,2,0
10000,hunger,0,52,44,1,0
10000,hunger,0,52,48,2,0
10000,hunger,0,52,52,3,0
10000,hunger,0,52,56,3,0
10000,hunger,0,52,64,2,0
10000,hunger,0,52,68,1,0
10000,hunger,0,52,72,1,0
10000,hunger,0,52,76,1,0
10000,hunger,0,52,88,2,0
10000,hunger,0,52,112,1,0
10000,hunger,0,56,16,1,0
10000,hunger,0,56,24,1,0
10000,hunger,0,56,40,1,0
10000,hunger,0,56,52,2,0
10000,hunger,0,56,56,2,0
10000,hunger,0,56,60,2,0
10000,hunger,0,56,68,1,0
10000,hunger,0,56,72,1,0
10000,hunger,0,56,80,1,0
10000,hunger,0,56,84,2,0
10000,hunger,0,56,88,1,0
10000,hunger,0,60,24,2,0
10000,hunger,0,60,56,1,0
10000,hunger,0,60,60,3,0
10000,hunger,0,60,72,1,0
10000,hunger,0,60,80,1,0
10000,hunger,0,60,84,1,0
10000,hunger,0,60,96,2,0
10000,hunger,0,60,120,1,0
10000,hunger,0,64,20,2,0
10000,hunger,0,64,24,10,1
10000,hunger,0,64,28,5,0
10000,hunger,0,64,32,2,0
10000,hunger,0,64,36,1,0
10000,hunger,0,64,40,1,0
10000,hunger,0,64,44,3,0
10000,hunger,0,64,48,4,0
10000,hunger,0,64,52,6,0
10000,hunger,0,64,56,11,0
10000,hunger,0,64,60,18,0
10000,hunger,0,64,64,18,0
10000,hunger,0,64,68,21,0
10000,hunger,0,64,72,13,0
10000,hunger,0,64,76,6,0
10000,hunger,0,64,80,13,0
10000,hunger,0,64,84,7,0
10000,hunger,0,64,88,3,0
10000,hunger,0,64,92,2,0
10000,hunger,0,64,96,8,0
10000,hunger,0,64,100,3,0
10000,hunger,0,64,104,1,0
10000,hunger,0,64,108,3,0
10000,hunger,0,64,112,1,0
10000,hunger,0,64,116,1,0
10000,hunger,0,64,120,3,0
10000,hunger,0,64,132,2,0
10000,hunger,0,68,56,1,0
10000,hunger,0,68,84,1,0
10000,hunger,0,68,116,1,0
10000,hunger,0,72,48,1,0
10000,hunger,0,72,52,1,0
10000,hunger,0,72,56,1,0
10000,hunger,0,72,64,5,0
10000,hunger,0,72,76,1,0
10000,hunger,0,72,84,1,0
10000,hunger,0,72,96,1,0
10000,hunger,0,72,100,1,0
10000,hunger,0,72,104,1,0
10000,hunger,0,72,112,2,0
10000,hunger,0,72,140,1,0
10000,hunger,0,76,52,1,0
10000,hunger,0,76,76,1,0
10000,hunger,0,80,32,1,0
10000,hunger,0,80,40,1,0
10000,hunger,0,80,44,1,0
10000,hunger,0,80,52,2,0
10000,hunger,0,80,56,1,0
10000,hunger,0,80,64,3,0
10000,hunger,0,80,68,8,0
10000,hunger,0,80,72,8,0
10000,hunger,0,80,76,9,0
10000,hunger,0,80,80,23,0
10000,hunger,0,80,84,4,0
10000,hunger,0,80,92,2,0
10000,hunger,0,80,96,1,0
10000,hunger,0,80,100,1,0
10000,hunger,0,80,104,3,0
10000,hunger,0,80,108,3,0
10000,hunger,0,80,112,2,0
10000,hunger,0,80,120,1,0
10000,hunger,0,80,128,2,0
10000,hunger,0,80,140,1,0
10000,hunger,0,80,144,1,0
10000,hunger,0,80,152,1,0
10000,hunger,0,80,160,1,0
10000,hunger,0,84,80,1,0
10000,hunger,0,88,108,1,0
10000,hunger,0,88,124,1,0
10000,hunger,0,92,40,1,0
10000,hunger,0,92,56,1,0
10000,hunger,0,92,84,1,0
10000,hunger,0,92,96,1,0
10000,hunger,0,92,144,1,0
10000,hunger,0,96,44,1,0
10000,hunger,0,96,88,2,0
10000,hunger,0,96,156,1,0
10000,hunger,0,96,232,1,0
10000,hunger,0,100,40,1,0
10000,hunger,0,100,44,5,0
10000,hunger,0,100,48,1,0
10000,hunger,0,100,52,2,0
10000,hunger,0,100,56,3,0
10000,hunger,0,100,60,5,0
10000,hunger,0,100,68,1,0
10000,hunger,0,100,72,1,0
10000,hunger,0,100,76,3,1
10000,hunger,0,100,84,1,0
10000,hunger,0,100,88,2,0
10000,hunger,0,100,92,5,0
10000,hunger,0,100,96,2,0
10000,hunger,0,100,100,2,0
10000,hunger,0,100,104,2,0
10000,hunger,0,100,108,1,0
10000,hunger,0,100,112,2,0
10000,hunger,0,100,116,2,0
10000,hunger,0,100,124,2,0
10000,hunger,0,100,128,1,0
10000,hunger,0,100,148,2,0
10000,hunger,0,100,152,2,0
10000,hunger,0,100,160,2,0
10000,hunger,0,100,164,2,0
10000,hunger,0,100,172,1,0
10000,hunger,0,100,176,2,0
10000,hunger,0,100,188,1,0
10000,hunger,0,100,196,3,0
10000,hunger,0,100,200,1,0
10000,hunger,0,100,212,1,0
10000,hunger,0,100,224,1,0
10000,hunger,0,100,236,1,0
10000,hunger,0,100,256,1,0
10000,hunger,0,100,284,1,0
10000,hunger,0,104,136,1,0
10000,hunger,0,104,232,1,0
10000,hunger,0,108,216,1,0
10000,hunger,0,112,56,1,0
10000,hunger,0,116,64,1,0
10000,hunger,0,120,56,2,0
10000,hunger,0,120,60,3,0
10000,hunger,0,120,68,1,0
10000,hunger,0,120,72,2,0
10000,hunger,0,120,84,1,0
10000,hunger,0,120,92,1,0
10000,hunger,0,120,104,1,0
10000,hunger,0,120,124,1,0
10000,hunger,0,120,152,1,0
10000,hunger,0,120,164,1,0
10000,hunger,0,120,168,1,0
10000,hunger,0,120,172,1,0
10000,hunger,0,120,184,1,0
10000,hunger,0,120,196,1,0
10000,hunger,0,136,176,1,0
10000,hunger,0,140,284,1,0
10000,hunger,0,144,88,1,0
10000,hunger,0,156,144,1,0
10000,hunger,0,168,128,1,0
10000,hunger,50,0,0,185,0
10000,hunger,50,0,4,17,0
10000,hunger,50,0,8,1,0
10000,hunger,50,4,0,87,0
10000,hunger,50,4,4,153,0
10000,hunger,50,4,8,42,0
10000,hunger,50,4,12,8,0
10000,hunger,50,4,16,1,0
10000,hunger,50,8,0,14,0
10000,hunger,50,8,4,56,0
10000,hunger,50,8,8,78,0
10000,hunger,50,8,12,53,0
10000,hunger,50,8,16,26,0
10000,hunger,50,8,20,15,0
10000,hunger,50,12,4,17,0
10000,hunger,50,12,8,30,0
10000,hunger,50,12,12,69,0
10000,hunger,50,12,16,64,0
10000,hunger,50,12,20,50,0
10000,hunger,50,12,24,72,0
10000,hunger,50,12,28,35,0
10000,hunger,50,16,4,1,0
10000,hunger,50,16,8,16,0
10000,hunger,50,16,12,240,0
10000,hunger,50,16,16,359,2
10000,hunger,50,16,20,579,0
10000,hunger,50,16,24,1478,2
10000,hunger,50,16,28,7878,9
10000,hunger,50,16,32,99,1
10000,hunger,50,16,36,14,0
10000,hunger,50,16,40,4,0
10000,hunger,50,16,48,1,0
10000,hunger,50,20,8,25,0
10000,hunger,50,20,12,15,0
10000,hunger,50,20,16,24,0
10000,hunger,50,20,20,57,0
10000,hunger,50,20,24,205,0
10000,hunger,50,20,28,114,0
10000,hunger,50,20,32,76,0
10000,hunger,50,20,36,65,0
10000,hunger,50,20,40,50,0
10000,hunger,50,20,44,19,0
10000,hunger,50,20,60,1,0
10000,hunger,50,20,64,1,0
10000,hunger,50,24,8,7,0
10000,hunger,50,24,12,20,1
10000,hunger,50,24,16,30,0
10000,hunger,50,24,20,120,1
10000,hunger,50,24,24,228,0
10000,hunger,50,24,28,314,2
10000,hunger,50,24,32,522,1
10000,hunger,50,24,36,815,3
10000,hunger,50,24,40,1120,2
10000,hunger,50,24,44,1409,5
10000,hunger,50,24,48,1031,3
10000,hunger,50,24,52,36,0
10000,hunger,50,24,56,36,0
10000,hunger,50,24,60,14,0
10000,hunger,50,24,68,1,0
10000,hunger,50,28,12,9,0
10000,hunger,50,28,16,3,0
10000,hunger,50,28,20,7,0
10000,hunger,50,28,24,19,0
10000,hunger,50,28,28,29,0
10000,hunger,50,28,32,46,0
10000,hunger,50,28,36,86,0
10000,hunger,50,28,40,47,0
10000,hunger,50,28,44,65,0
10000,hunger,50,28,48,53,0
10000,hunger,50,28,52,34,0
10000,hunger,50,28,56,13,0
10000,hunger,50,28,60,3,0
10000,hunger,50,28,84,1,0
10000,hunger,50,28,88,1,0
10000,hunger,50,28,92,1,0
10000,hunger,50,32,8,1,0
10000,hunger,50,32,12,4,0
10000,hunger,50,32,16,6,0
10000,hunger,50,32,20,7,0
10000,hunger,50,32,24,14,0
10000,hunger,50,32,28,26,0
10000,hunger,50,32,32,21,0
10000,hunger,50,32,36,70,0
10000,hunger,50,32,40,71,1
10000,hunger,50,32,44,99,0
10000,hunger,50,32,48,99,0
10000,hunger,50,32,52,53,0
10000,hunger,50,32,56,47,1
10000,hunger,50,32,60,22,0
10000,hunger,50,32,64,17,0
10000,hunger,50,32,68,3,0
10000,hunger,50,32,72,1,0
10000,hunger,50,32,76,1,0
10000,hunger,50,32,80,1,0
10000,hunger,50,32,88,1,0
10000,hunger,50,32,100,1,0
10000,hunger,50,36,16,2,0
10000,hunger,50,36,20,8,0
10000,hunger,50,36,24,13,0
10000,hunger,50,36,28,47,0
10000,hunger,50,36,32,126,0
10000,hunger,50,36,36,151,1
10000,hunger,50,36,40,227,2
10000,hunger,50,36,44,292,2
10000,hunger,50,36,48,311,1
10000,hunger,50,36,52,355,1
10000,hunger,50,36,56,313,0
10000,hunger,50,36,60,333,0
10000,hunger,50,36,64,226,1
10000,hunger,50,36,68,147,1
10000,hunger,50,36,72,12,0
10000,hunger,50,36,76,11,1
10000,hunger,50,36,80,6,0
10000,hunger,50,36,84,4,0
10000,hunger,50,36,92,1,0
10000,hunger,50,36,96,1,0
10000,hunger,50,36,104,1,0
10000,hunger,50,40,20,3,0
10000,hunger,50,40,28,5,0
10000,hunger,50,40,32,5,0
10000,hunger,50,40,36,9,0
10000,hunger,50,40,40,14,0
10000,hunger,50,40,44,14,0
10000,hunger,50,40,48,28,1
10000,hunger,50,40,52,14,0
10000,hunger,50,40,56,12,0
10000,hunger,50,40,60,7,0
10000,hunger,50,40,64,10,0
10000,hunger,50,40,68,23,0
10000,hunger,50,40,72,5,0
10000,hunger,50,40,76,4,0
10000,hunger,50,40,80,2,0
10000,hunger,50,40,84,2,0
10000,hunger,50,40,88,1,0
10000,hunger,50,40,100,1,1
10000,hunger,50,40,108,1,0
10000,hunger,50,44,20,1,0
10000,hunger,50,44,24,1,0
10000,hunger,50,44,28,1,0
10000,hunger,50,44,32,2,0
10000,hunger,50,44,36,5,0
10000,hunger,50,44,40,10,0
10000,hunger,50,44,44,9,0
10000,hunger,50,44,48,29,0
10000,hunger,50,44,52,97,0
10000,hunger,50,44,56,18,0
10000,hunger,50,44,60,13,0
10000,hunger,50,44,64,9,0
10000,hunger,50,44,68,22,0
10000,hunger,50,44,72,17,0
10000,hunger,50,44,76,9,0
10000,hunger,50,44,80,8,0
10000,hunger,50,44,84,4,0
10000,hunger,50,44,88,6,1
10000,hunger,50,44,92,4,0
10000,hunger,50,44,100,2,0
10000,hunger,50,44,108,1,0
10000,hunger,50,44,116,1,0
10000,hunger,50,44,120,1,0
10000,hunger,50,48,24,2,0
