step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,3,0
10000,hunger,0,0,4,1,0
10000,hunger,0,4,0,5,0
10000,hunger,0,4,4,6,0
10000,hunger,0,4,8,3,0
10000,hunger,0,8,4,5,0
10000,hunger,0,8,8,6,0
10000,hunger,0,8,12,11,0
10000,hunger,0,8,16,6,0
10000,hunger,0,8,20,11,0
10000,hunger,0,12,12,9,0
10000,hunger,0,12,16,4,0
10000,hunger,0,12,20,32,0
10000,hunger,0,12,24,74,0
10000,hunger,0,12,28,48,0
10000,hunger,0,12,32,1,0
10000,hunger,0,16,4,2,0
10000,hunger,0,16,8,2,0
10000,hunger,0,16,12,5,0
10000,hunger,0,16,16,7,0
10000,hunger,0,16,20,6,0
10000,hunger,0,16,24,34,0
10000,hunger,0,16,28,3640,0
10000,hunger,0,16,32,71,0
10000,hunger,0,16,36,7,0
10000,hunger,0,16,40,2,0
10000,hunger,0,20,4,1,0
10000,hunger,0,20,8,2,0
10000,hunger,0,20,16,5,0
10000,hunger,0,20,20,6,0
10000,hunger,0,20,24,3,0
10000,hunger,0,20,28,9,0
10000,hunger,0,20,32,12,0
10000,hunger,0,20,36,18,0
10000,hunger,0,20,40,20,0
10000,hunger,0,20,44,8,0
10000,hunger,0,20,48,2,0
10000,hunger,0,24,8,2,0
10000,hunger,0,24,12,1,0
10000,hunger,0,24,20,19,0
10000,hunger,0,24,24,10,0
10000,hunger,0,24,28,9,0
10000,hunger,0,24,32,19,0
10000,hunger,0,24,36,83,0
10000,hunger,0,24,40,164,0
10000,hunger,0,24,44,358,0
10000,hunger,0,24,48,395,1
10000,hunger,0,24,52,15,0
10000,hunger,0,24,56,4,0
10000,hunger,0,24,64,2,0
10000,hunger,0,28,12,3,0
10000,hunger,0,28,16,1,0
10000,hunger,0,28,20,1,0
10000,hunger,0,28,24,5,0
10000,hunger,0,28,28,5,0
10000,hunger,0,28,32,1,0
10000,hunger,0,28,36,2,0
10000,hunger,0,28,40,4,0
10000,hunger,0,28,44,13,0
10000,hunger,0,28,48,6,0
10000,hunger,0,28,52,1,0
10000,hunger,0,28,56,1,0
10000,hunger,0,32,16,2,0
10000,hunger,0,32,20,1,0
10000,hunger,0,32,24,2,0
10000,hunger,0,32,28,14,0
10000,hunger,0,32,32,20,0
10000,hunger,0,32,36,6,0
10000,hunger,0,32,40,3,0
10000,hunger,0,32,44,5,0
10000,hunger,0,32,48,13,0
10000,hunger,0,32,52,5,0
10000,hunger,0,32,56,9,0
10000,hunger,0,32,60,2,0
10000,hunger,0,32,64,1,0
10000,hunger,0,36,12,5,0
10000,hunger,0,36,16,3,0
10000,hunger,0,36,20,6,0
10000,hunger,0,36,24,5,0
10000,hunger,0,36,28,7,0
10000,hunger,0,36,32,22,0
10000,hunger,0,36,36,21,0
10000,hunger,0,36,40,23,0
