step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,4,0
10000,hunger,0,4,4,8,0
10000,hunger,0,4,12,1,0
10000,hunger,0,8,0,1,0
10000,hunger,0,8,4,3,0
10000,hunger,0,8,8,5,0
10000,hunger,0,12,4,1,0
10000,hunger,0,12,8,1,0
10000,hunger,0,12,12,3,0
10000,hunger,0,12,16,1,0
10000,hunger,0,16,12,1,0
10000,hunger,0,16,16,6,0
10000,hunger,0,16,20,1,0
10000,hunger,0,20,8,1,0
10000,hunger,0,20,16,3,0
10000,hunger,0,20,20,4,0
10000,hunger,0,20,24,1,0
10000,hunger,0,24,8,3,0
10000,hunger,0,24,20,2,0
10000,hunger,0,24,24,4,0
10000,hunger,0,24,40,1,0
10000,hunger,0,28,12,3,0
10000,hunger,0,28,24,6,0
10000,hunger,0,28,28,3,0
10000,hunger,0,28,32,2,0
10000,hunger,0,32,12,2,0
10000,hunger,0,32,32,2,0
10000,hunger,0,32,36,1,0
10000,hunger,0,32,40,1,0
10000,hunger,0,32,52,1,0
10000,hunger,0,36,12,6,0
10000,hunger,0,36,16,2,0
10000,hunger,0,36,28,2,0
10000,hunger,0,36,32,6,0
10000,hunger,0,36,36,12,0
10000,hunger,0,36,40,15,0
10000,hunger,0,36,44,11,0
10000,hunger,0,36,48,6,0
10000,hunger,0,36,52,9,0
10000,hunger,0,36,56,3,0
10000,hunger,0,40,12,1,0
10000,hunger,0,40,16,4,0
10000,hunger,0,40,20,2,0
10000,hunger,0,44,40,2,0
10000,hunger,0,44,48,1,0
10000,hunger,0,48,16,7,0
10000,hunger,0,48,20,8,0
10000,hunger,0,48,24,1,0
10000,hunger,0,48,36,2,0
10000,hunger,0,48,40,7,0
10000,hunger,0,48,44,6,0
10000,hunger,0,48,48,6,0
10000,hunger,0,48,52,5,0
10000,hunger,0,48,56,1,0
10000,hunger,0,48,64,2,0
10000,hunger,0,48,68,1,0
10000,hunger,0,48,72,1,0
10000,hunger,0,52,24,1,0
10000,hunger,0,56,48,1,0
10000,hunger,0,64,20,2,0
10000,hunger,0,64,24,2,0
10000,hunger,0,64,28,3,0
10000,hunger,0,64,56,1,0
10000,hunger,0,64,60,2,0
10000,hunger,0,80,76,1,0
10000,hunger,0,100,36,1,0
10000,hunger,50,0,0,276,0
10000,hunger,50,0,4,22,0
10000,hunger,50,0,8,1,0
10000,hunger,50,4,0,56,0
10000,hunger,50,4,4,229,1
10000,hunger,50,4,8,23,0
10000,hunger,50,4,12,7,0
10000,hunger,50,8,0,9,0
10000,hunger,50,8,4,91,0
10000,hunger,50,8,8,112,1
10000,hunger,50,8,12,34,0
10000,hunger,50,8,16,11,0
10000,hunger,50,8,20,3,0
10000,hunger,50,12,4,15,0
10000,hunger,50,12,8,29,0
10000,hunger,50,12,12,72,0
10000,hunger,50,12,16,26,0
10000,hunger,50,12,20,6,0
10000,hunger,50,12,24,3,0
10000,hunger,50,16,4,3,0
10000,hunger,50,16,8,15,0
10000,hunger,50,16,12,16,0
10000,hunger,50,16,16,45,0
10000,hunger,50,16,20,11,0
10000,hunger,50,16,24,2,0
10000,hunger,50,16,28,2,0
10000,hunger,50,16,32,1,0
10000,hunger,50,16,36,1,0
10000,hunger,50,20,8,7,0
10000,hunger,50,20,12,4,0
10000,hunger,50,20,16,19,1
10000,hunger,50,20,20,32,0
10000,hunger,50,20,24,5,0
10000,hunger,50,20,28,1,0
10000,hunger,50,20,36,2,0
10000,hunger,50,24,8,1,0
10000,hunger,50,24,12,14,0
10000,hunger,50,24,16,5,0
10000,hunger,50,24,20,20,0
10000,hunger,50,24,24,12,0
10000,hunger,50,24,28,7,0
10000,hunger,50,24,32,5,0
10000,hunger,50,24,40,2,0
10000,hunger,50,28,12,2,0
10000,hunger,50,28,16,6,0
10000,hunger,50,28,24,11,0
10000,hunger,50,28,28,5,0
10000,hunger,50,28,32,6,0
10000,hunger,50,28,40,1,0
10000,hunger,50,32,12,3,0
10000,hunger,50,32,16,5,0
10000,hunger,50,32,20,7,0
10000,hunger,50,32,24,2,0
10000,hunger,50,32,28,4,0
10000,hunger,50,32,32,14,0
10000,hunger,50,32,36,5,0
10000,hunger,50,32,44,1,0
10000,hunger,50,32,48,1,0
10000,hunger,50,32,56,1,0
10000,hunger,50,36,16,6,0
10000,hunger,50,36,20,5,0
10000,hunger,50,36,24,8,0
10000,hunger,50,36,28,6,0
10000,hunger,50,36,32,39,0
10000,hunger,50,36,36,20,0
10000,hunger,50,36,40,23,0
10000,hunger,50,36,44,30,0
10000,hunger,50,36,48,17,0
10000,hunger,50,36,52,35,0
10000,hunger,50,36,56,26,0
10000,hunger,50,36,60,1,0
10000,hunger,50,40,16,2,0
10000,hunger,50,40,20,2,0
10000,hunger,50,40,24,4,0
10000,hunger,50,40,28,1,0
10000,hunger,50,40,40,1,0
10000,hunger,50,40,44,4,0
10000,hunger,50,40,52,1,0
10000,hunger,50,40,60,1,0
10000,hunger,50,40,72,1,0
10000,hunger,50,44,20,1,0
10000,hunger,50,44,24,5,0
10000,hunger,50,44,28,1,0
10000,hunger,50,44,32,1,0
10000,hunger,50,44,36,1,0
10000,hunger,50,44,40,2,0
10000,hunger,50,44,48,1,0
10000,hunger,50,44,52,3,0
10000,hunger,50,44,56,1,0
10000,hunger,50,44,60,1,0
10000,hunger,50,48,20,8,0
10000,hunger,50,48,24,13,0
10000,hunger,50,48,28,1,0
10000,hunger,50,48,32,1,0
10000,hunger,50,48,36,4,0
10000,hunger,50,48,40,10,0
10000,hunger,50,48,44,19,0
10000,hunger,50,48,48,11,0
10000,hunger,50,48,52,12,0
10000,hunger,50,48,56,5,0
10000,hunger,50,48,60,7,0
10000,hunger,50,48,64,9,0
10000,hunger,50,48,68,4,0
10000,hunger,50,48,72,3,0
10000,hunger,50,48,76,3,0
10000,hunger,50,48,80,1,0
10000,hunger,50,52,20,2,0
10000,hunger,50,52,28,2,0
10000,hunger,50,52,52,1,0
10000,hunger,50,64,24,3,0
10000,hunger,50,64,28,1,0
10000,hunger,50,64,52,4,0
10000,hunger,50,64,56,2,0
10000,hunger,50,64,60,1,0
10000,hunger,50,64,64,1,0
10000,hunger,50,64,68,5,0
