step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,7,0
10000,hunger,0,0,4,1,0
10000,hunger,0,4,0,5,0
10000,hunger,0,4,4,28,0
10000,hunger,0,4,8,22,0
10000,hunger,0,4,12,19,0
10000,hunger,0,8,4,8,0
10000,hunger,0,8,8,10,0
10000,hunger,0,8,12,33,0
10000,hunger,0,8,16,30,0
10000,hunger,0,8,20,11,0
10000,hunger,0,12,8,4,0
10000,hunger,0,12,12,9,0
10000,hunger,0,12,16,10,0
10000,hunger,0,12,20,43,0
10000,hunger,0,12,24,33,0
10000,hunger,0,12,28,7,0
10000,hunger,0,16,12,2,0
10000,hunger,0,16,16,12,0
10000,hunger,0,16,20,9,0
10000,hunger,0,16,24,18,0
10000,hunger,0,16,28,45,0
10000,hunger,0,16,32,23,0
10000,hunger,0,16,36,5,0
10000,hunger,0,16,44,1,0
10000,hunger,0,20,12,4,0
10000,hunger,0,20,16,2,0
10000,hunger,0,20,20,9,0
10000,hunger,0,20,24,7,0
10000,hunger,0,20,28,11,0
10000,hunger,0,20,32,20,0
10000,hunger,0,20,36,23,0
10000,hunger,0,20,40,18,0
10000,hunger,0,20,44,3,0
10000,hunger,0,24,12,1,0
10000,hunger,0,24,16,3,0
10000,hunger,0,24,20,5,0
10000,hunger,0,24,24,7,0
10000,hunger,0,24,28,13,0
10000,hunger,0,24,32,33,0
10000,hunger,0,24,36,53,0
10000,hunger,0,24,40,46,0
10000,hunger,0,24,44,40,0
10000,hunger,0,24,48,16,0
10000,hunger,0,24,52,3,0
10000,hunger,0,24,56,1,0
10000,hunger,0,28,20,6,0
10000,hunger,0,28,24,2,0
10000,hunger,0,28,28,8,0
10000,hunger,0,28,32,7,0
10000,hunger,0,28,36,10,0
10000,hunger,0,28,40,9,0
10000,hunger,0,28,44,16,0
10000,hunger,0,28,48,10,0
10000,hunger,0,28,52,6,0
10000,hunger,0,28,56,5,0
10000,hunger,0,28,64,1,0
10000,hunger,0,32,16,1,0
10000,hunger,0,32,24,1,0
10000,hunger,0,32,28,2,0
10000,hunger,0,32,32,4,0
10000,hunger,0,32,36,2,0
10000,hunger,0,32,40,7,0
10000,hunger,0,32,44,6,0
10000,hunger,0,32,48,9,0
10000,hunger,0,32,52,6,0
10000,hunger,0,32,56,3,0
10000,hunger,0,32,60,6,0
10000,hunger,0,32,64,4,0
10000,hunger,0,32,68,3,0
10000,hunger,0,36,16,2,0
10000,hunger,0,36,24,2,0
10000,hunger,0,36,28,4,0
10000,hunger,0,36,32,12,0
10000,hunger,0,36,36,7,0
10000,hunger,0,36,40,9,0
10000,hunger,0,36,44,22,0
10000,hunger,0,36,48,22,0
10000,hunger,0,36,52,23,0
10000,hunger,0,36,56,19,0
10000,hunger,0,36,60,8,0
10000,hunger,0,36,64,3,0
10000,hunger,0,36,68,7,0
10000,hunger,0,36,72,1,0
10000,hunger,0,36,76,2,0
10000,hunger,0,36,80,1,0
10000,hunger,0,36,96,1,0
10000,hunger,0,40,16,1,0
10000,hunger,0,40,32,2,0
10000,hunger,0,40,36,2,0
10000,hunger,0,40,40,3,0
10000,hunger,0,40,44,2,0
10000,hunger,0,40,48,5,0
10000,hunger,0,40,52,2,0
10000,hunger,0,40,56,3,0
10000,hunger,0,40,60,3,0
10000,hunger,0,40,64,7,0
10000,hunger,0,40,68,3,0
10000,hunger,0,40,72,4,0
10000,hunger,0,40,76,1,0
10000,hunger,0,40,80,1,0
10000,hunger,0,44,24,1,0
10000,hunger,0,44,32,3,0
10000,hunger,0,44,36,1,0
10000,hunger,0,44,40,1,0
10000,hunger,0,44,44,4,0
10000,hunger,0,44,48,3,0
10000,hunger,0,44,52,5,0
10000,hunger,0,44,56,2,0
10000,hunger,0,44,60,3,0
10000,hunger,0,44,68,4,0
10000,hunger,0,44,72,2,0
10000,hunger,0,44,76,1,0
10000,hunger,0,44,84,1,0
10000,hunger,0,44,88,1,0
10000,hunger,0,44,120,1,0
10000,hunger,0,48,20,5,0
10000,hunger,0,48,24,13,0
10000,hunger,0,48,28,2,0
10000,hunger,0,48,32,2,0
10000,hunger,0,48,36,6,0
10000,hunger,0,48,40,11,0
10000,hunger,0,48,44,15,0
10000,hunger,0,48,48,13,0
10000,hunger,0,48,52,10,0
10000,hunger,0,48,56,14,0
10000,hunger,0,48,60,32,0
10000,hunger,0,48,64,12,0
10000,hunger,0,48,68,12,0
10000,hunger,0,48,72,7,0
10000,hunger,0,48,76,8,0
10000,hunger,0,48,80,3,0
10000,hunger,0,48,84,1,0
10000,hunger,0,48,88,2,0
10000,hunger,0,48,96,1,0
10000,hunger,0,48,108,1,0
10000,hunger,0,52,20,1,0
10000,hunger,0,52,40,1,0
10000,hunger,0,52,44,1,0
10000,hunger,0,52,52,2,0
10000,hunger,0,52,56,1,0
10000,hunger,0,52,60,2,0
10000,hunger,0,52,68,2,0
10000,hunger,0,52,80,1,0
10000,hunger,0,56,20,1,0
10000,hunger,0,56,44,2,0
10000,hunger,0,56,48,2,0
10000,hunger,0,56,52,1,0
10000,hunger,0,56,56,2,0
10000,hunger,0,56,60,2,0
10000,hunger,0,56,76,1,0
10000,hunger,0,56,88,2,0
10000,hunger,0,56,96,1,0
10000,hunger,0,56,104,1,0
10000,hunger,0,60,24,2,0
10000,hunger,0,60,40,1,0
10000,hunger,0,60,44,3,0
10000,hunger,0,60,48,1,0
10000,hunger,0,60,56,2,0
10000,hunger,0,60,60,2,0
10000,hunger,0,60,68,1,0
10000,hunger,0,60,72,4,0
10000,hunger,0,60,76,5,0
10000,hunger,0,60,80,1,0
10000,hunger,0,60,92,1,0
10000,hunger,0,64,24,4,0
10000,hunger,0,64,28,1,0
10000,hunger,0,64,32,1,0
10000,hunger,0,64,36,1,0
10000,hunger,0,64,44,2,0
10000,hunger,0,64,48,7,1
10000,hunger,0,64,52,7,0
10000,hunger,0,64,56,3,0
10000,hunger,0,64,60,7,0
10000,hunger,0,64,64,11,0
10000,hunger,0,64,68,7,0
10000,hunger,0,64,72,7,0
10000,hunger,0,64,76,5,0
10000,hunger,0,64,80,7,0
10000,hunger,0,64,84,3,0
10000,hunger,0,64,88,4,0
10000,hunger,0,64,92,4,0
10000,hunger,0,64,96,1,0
10000,hunger,0,64,100,2,0
10000,hunger,0,64,104,1,0
10000,hunger,0,64,112,1,0
10000,hunger,0,64,120,1,0
10000,hunger,0,64,128,1,0
10000,hunger,0,68,56,1,0
10000,hunger,0,68,60,1,0
10000,hunger,0,68,64,2,0
10000,hunger,0,68,136,1,0
10000,hunger,0,72,88,1,0
10000,hunger,0,76,60,1,0
10000,hunger,0,76,72,1,0
10000,hunger,0,76,92,1,0
10000,hunger,0,80,32,1,0
10000,hunger,0,80,64,1,0
10000,hunger,0,80,68,7,0
10000,hunger,0,80,72,5,0
10000,hunger,0,80,76,5,0
10000,hunger,0,80,80,2,0
10000,hunger,0,80,84,3,0
10000,hunger,0,80,88,3,0
10000,hunger,0,80,92,4,0
10000,hunger,0,80,96,1,0
10000,hunger,0,80,104,2,0
10000,hunger,0,80,112,2,0
10000,hunger,0,80,116,1,0
10000,hunger,0,96,92,1,0
10000,hunger,0,96,96,2,0
10000,hunger,0,100,72,1,0
10000,hunger,0,100,84,2,0
10000,hunger,0,100,104,2,0
10000,hunger,0,100,108,1,0
10000,hunger,0,100,112,1,0
10000,hunger,0,112,120,1,0
10000,hunger,0,140,100,1,0
10000,hunger,0,144,64,1,0
10000,hunger,0,144,72,1,0
10000,hunger,0,144,120,1,0
10000,hunger,0,144,336,1,0
10000,hunger,0,144,412,1,0
10000,hunger,50,0,0,129,0
10000,hunger,50,0,4,45,0
10000,hunger,50,4,0,55,0
10000,hunger,50,4,4,195,0
10000,hunger,50,4,8,176,0
10000,hunger,50,4,12,101,0
10000,hunger,50,4,16,4,0
10000,hunger,50,8,0,4,0
10000,hunger,50,8,4,46,0
10000,hunger,50,8,8,134,0
10000,hunger,50,8,12,183,0
10000,hunger,50,8,16,244,0
10000,hunger,50,8,20,62,0
10000,hunger,50,8,24,8,0
10000,hunger,50,8,28,3,0
10000,hunger,50,8,32,1,0
10000,hunger,50,12,4,19,0
10000,hunger,50,12,8,59,0
10000,hunger,50,12,12,108,0
10000,hunger,50,12,16,82,0
10000,hunger,50,12,20,228,0
10000,hunger,50,12,24,281,0
10000,hunger,50,12,28,71,0
10000,hunger,50,12,32,12,0
10000,hunger,50,12,36,4,0
10000,hunger,50,12,40,3,0
10000,hunger,50,12,52,1,0
10000,hunger,50,16,4,5,0
10000,hunger,50,16,8,15,0
10000,hunger,50,16,12,91,1
10000,hunger,50,16,16,91,0
10000,hunger,50,16,20,71,0
10000,hunger,50,16,24,72,0
10000,hunger,50,16,28,268,1
10000,hunger,50,16,32,180,0
10000,hunger,50,16,36,45,0
10000,hunger,50,16,40,8,0
10000,hunger,50,16,44,2,0
10000,hunger,50,16,48,8,0
10000,hunger,50,16,52,1,0
10000,hunger,50,16,56,6,0
10000,hunger,50,16,60,1,0
10000,hunger,50,20,8,8,0
10000,hunger,50,20,12,26,0
10000,hunger,50,20,16,60,0
10000,hunger,50,20,20,65,0
10000,hunger,50,20,24,79,0
10000,hunger,50,20,28,52,0
10000,hunger,50,20,32,110,1
10000,hunger,50,20,36,158,0
10000,hunger,50,20,40,119,0
10000,hunger,50,20,44,19,0
10000,hunger,50,20,48,9,0
10000,hunger,50,20,52,7,0
10000,hunger,50,20,56,5,1
10000,hunger,50,20,60,7,0
10000,hunger,50,20,68,1,0
10000,hunger,50,20,72,2,0
10000,hunger,50,20,76,2,0
10000,hunger,50,20,80,1,0
10000,hunger,50,24,8,7,0
10000,hunger,50,24,12,9,0
10000,hunger,50,24,16,59,1
10000,hunger,50,24,20,59,0
10000,hunger,50,24,24,55,0
10000,hunger,50,24,28,59,0
10000,hunger,50,24,32,185,1
10000,hunger,50,24,36,245,1
10000,hunger,50,24,40,252,0
10000,hunger,50,24,44,224,0
10000,hunger,50,24,48,101,0
10000,hunger,50,24,52,39,0
10000,hunger,50,24,56,15,0
10000,hunger,50,24,60,5,0
10000,hunger,50,24,64,7,0
10000,hunger,50,24,68,5,0
10000,hunger,50,24,72,2,0
10000,hunger,50,24,76,2,0
10000,hunger,50,24,92,1,0
10000,hunger,50,28,8,3,0
10000,hunger,50,28,12,15,0
10000,hunger,50,28,16,6,0
10000,hunger,50,28,20,45,0
10000,hunger,50,28,24,26,0
10000,hunger,50,28,28,19,0
10000,hunger,50,28,32,41,0
10000,hunger,50,28,36,34,0
10000,hunger,50,28,40,36,0
10000,hunger,50,28,44,57,0
