step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,6,0
10000,hunger,0,0,4,6,0
10000,hunger,0,4,0,1,0
10000,hunger,0,4,4,15,0
10000,hunger,0,4,8,14,0
10000,hunger,0,4,12,1,0
10000,hunger,0,8,4,1,0
10000,hunger,0,8,8,11,0
10000,hunger,0,8,12,20,0
10000,hunger,0,8,16,6,0
10000,hunger,0,12,4,2,0
10000,hunger,0,12,8,2,0
10000,hunger,0,12,12,3,0
10000,hunger,0,12,16,53,0
10000,hunger,0,12,20,32,0
10000,hunger,0,12,24,16,0
10000,hunger,0,12,28,7,0
10000,hunger,0,16,8,3,0
10000,hunger,0,16,12,3,0
10000,hunger,0,16,16,4,0
10000,hunger,0,16,20,10,0
10000,hunger,0,16,24,27,0
10000,hunger,0,16,28,98,0
10000,hunger,0,16,32,19,0
10000,hunger,0,16,36,2,0
10000,hunger,0,20,8,2,0
10000,hunger,0,20,12,3,0
10000,hunger,0,20,16,1,0
10000,hunger,0,20,20,8,0
10000,hunger,0,20,24,15,0
10000,hunger,0,20,28,19,0
10000,hunger,0,20,32,30,0
10000,hunger,0,20,36,39,0
10000,hunger,0,20,40,27,0
10000,hunger,0,20,44,10,0
10000,hunger,0,24,12,1,0
10000,hunger,0,24,16,3,0
10000,hunger,0,24,20,4,0
10000,hunger,0,24,24,4,0
10000,hunger,0,24,28,12,0
10000,hunger,0,24,32,39,0
10000,hunger,0,24,36,46,0
10000,hunger,0,24,40,79,0
10000,hunger,0,24,44,236,0
10000,hunger,0,24,48,333,1
10000,hunger,0,24,52,2,0
10000,hunger,0,24,56,1,0
10000,hunger,0,28,20,3,0
10000,hunger,0,28,24,10,0
10000,hunger,0,28,28,7,0
10000,hunger,0,28,32,12,0
10000,hunger,0,28,36,22,0
10000,hunger,0,28,40,11,0
10000,hunger,0,28,44,34,0
10000,hunger,0,28,48,14,0
10000,hunger,0,28,52,10,0
10000,hunger,0,28,56,3,0
10000,hunger,0,28,60,1,0
10000,hunger,0,32,20,2,0
10000,hunger,0,32,24,13,0
10000,hunger,0,32,28,16,0
10000,hunger,0,32,32,7,0
10000,hunger,0,32,36,14,0
10000,hunger,0,32,40,14,0
10000,hunger,0,32,44,16,1
10000,hunger,0,32,48,19,0
10000,hunger,0,32,52,23,0
10000,hunger,0,32,56,30,0
10000,hunger,0,32,60,14,0
10000,hunger,0,32,64,9,0
10000,hunger,0,32,68,1,0
10000,hunger,0,36,16,1,0
10000,hunger,0,36,20,3,0
10000,hunger,0,36,24,5,0
10000,hunger,0,36,28,33,0
10000,hunger,0,36,32,17,0
10000,hunger,0,36,36,26,0
10000,hunger,0,36,40,22,0
10000,hunger,0,36,44,21,0
10000,hunger,0,36,48,50,0
10000,hunger,0,36,52,47,0
10000,hunger,0,36,56,93,0
10000,hunger,0,36,60,73,0
10000,hunger,0,36,64,81,0
10000,hunger,0,36,68,120,0
10000,hunger,0,36,72,3,0
