step,cause,age,size,n,worn
10000,hunger,0,0,11,0
10000,hunger,0,4,6,0
10000,hunger,0,8,27,0
10000,hunger,0,12,49,0
10000,hunger,0,16,51,0
10000,hunger,0,20,95,1
10000,hunger,0,24,111,2
10000,hunger,0,28,110,0
10000,hunger,0,32,93,0
10000,hunger,0,36,657,2
10000,hunger,0,40,99,0
10000,hunger,0,44,90,0
10000,hunger,0,48,2091,5
10000,hunger,0,52,31,0
10000,hunger,0,56,18,0
10000,hunger,0,60,23,0
10000,hunger,0,64,772,1
10000,hunger,0,68,3,0
10000,hunger,0,72,3,0
10000,hunger,0,76,7,0
10000,hunger,0,80,193,0
10000,hunger,0,88,3,0
10000,hunger,0,92,5,0
10000,hunger,0,100,35,0
10000,hunger,0,120,17,0
10000,hunger,0,128,1,0
10000,hunger,0,144,1,0
10000,hunger,0,168,3,0
10000,hunger,50,0,157,0
10000,hunger,50,4,231,0
10000,hunger,50,8,233,0
10000,hunger,50,12,291,0
10000,hunger,50,16,333,0
10000,hunger,50,20,343,1
10000,hunger,50,24,460,0
10000,hunger,50,28,420,0
10000,hunger,50,32,476,2
10000,hunger,50,36,2524,13
10000,hunger,50,40,302,2
10000,hunger,50,44,388,1
10000,hunger,50,48,8899,31
10000,hunger,50,52,79,0
10000,hunger,50,56,72,1
10000,hunger,50,60,87,0
10000,hunger,50,64,2041,15
10000,hunger,50,68,11,0
10000,hunger,50,72,9,0
10000,hunger,50,76,8,0
10000,hunger,50,80,315,3
10000,hunger,50,84,1,0
10000,hunger,50,92,1,0
10000,hunger,50,96,1,0
10000,hunger,50,100,22,0
10000,hunger,50,108,1,0
10000,hunger,50,120,2,0
10000,hunger,50,136,1,0
10000,hunger,50,144,1,0
10000,hunger,100,0,106,0
10000,hunger,100,4,213,2
10000,hunger,100,8,183,0
10000,hunger,100,12,156,1
10000,hunger,100,16,228,0
10000,hunger,100,20,224,0
10000,hunger,100,24,336,2
10000,hunger,100,28,286,4
10000,hunger,100,32,369,2
10000,hunger,100,36,1665,10
10000,hunger,100,40,224,1
10000,hunger,100,44,286,1
10000,hunger,100,48,7447,57
10000,hunger,100,52,60,1
10000,hunger,100,56,40,0
10000,hunger,100,60,49,1
10000,hunger,100,64,1390,19
10000,hunger,100,68,2,0
10000,hunger,100,72,1,0
10000,hunger,100,76,3,0
10000,hunger,100,80,180,3
10000,hunger,100,96,1,0
10000,hunger,100,100,17,1
10000,hunger,100,104,1,0
10000,hunger,100,120,4,1
10000,hunger,150,0,44,0
10000,hunger,150,4,156,0
10000,hunger,150,8,162,0
10000,hunger,150,12,165,1
10000,hunger,150,16,178,1
10000,hunger,150,20,194,1
10000,hunger,150,24,231,0
10000,hunger,150,28,219,4
10000,hunger,150,32,283,3
10000,hunger,150,36,1345,13
10000,hunger,150,40,159,1
10000,hunger,150,44,252,9
10000,hunger,150,48,5620,85
10000,hunger,150,52,37,0
10000,hunger,150,56,24,0
10000,hunger,150,60,50,1
10000,hunger,150,64,1100,23
10000,hunger,150,68,5,0
10000,hunger,150,72,6,0
10000,hunger,150,76,2,0
10000,hunger,150,80,188,6
