step,month,steps_sea,steps_fed,steps_seasonal,steps_never,torpid_sea,torpid_fed,torpid_seasonal,torpid_never,births_sea,births_fed,births_seasonal,births_never,deaths_sea,deaths_fed,deaths_seasonal,deaths_never,young_sea,young_fed,young_seasonal,young_never,grown_sea,grown_fed,grown_seasonal,grown_never,winter,winter_torpid,winter_grown,winter_grown_torpid,winter_temp,entered,fat_in,resolved,lived,moved,fed_end
13091,10,411356,205133,78901,372,4969,47045,17764,235,3706,1769,423,0,3653,1528,727,8,1905,817,268,0,364,103,131,5,7341,6443,4447,4210,-7.20,0,0.0,10,7,1.86,7
13191,11,450786,256762,73977,536,4714,40566,17121,77,4261,2577,431,0,3549,2100,373,1,1969,1256,124,0,330,168,74,1,740,650,678,600,-9.04,0,0.0,12,11,6.91,9
13291,0,507256,307105,82636,326,5648,20149,27512,31,4437,3214,429,0,3996,2858,389,7,2239,1759,174,0,227,170,56,5,240,168,197,168,2.50,0,0.0,3,1,8.75,0
13391,1,492826,319261,86381,118,7080,12258,45566,0,4025,3311,404,0,4398,3648,422,2,2407,2196,187,0,301,229,60,2,33428,30073,10474,9685,-3.14,88,97.7,0,0,0.00,0
13491,2,426199,270666,82160,347,8661,13144,54810,0,3621,2725,413,2,4255,3221,473,6,2321,1913,259,1,346,196,53,5,54018,52383,23638,23342,-9.71,51,93.9,0,0,0.00,0
13591,3,393581,239224,89621,304,8947,31573,58819,0,3069,2069,556,1,2974,2366,547,8,1438,1248,363,2,387,181,43,3,55806,55410,33639,33520,-14.25,7,98.7,9,9,1.53,9
13691,4,407444,248870,92055,553,9224,39633,60855,0,3149,2265,486,7,2625,1903,537,10,1182,1009,328,6,328,145,53,0,47675,46756,35485,35301,-11.42,0,0.0,25,20,1.27,19
13791,5,456672,301178,91784,195,8745,31668,51005,0,3619,3060,473,2,3285,2377,457,4,1685,1284,203,3,258,180,90,0,2247,2080,1904,1752,-6.31,1,70.5,106,79,1.13,78
13891,6,474800,404515,98377,315,9082,28407,39543,77,3855,3605,544,6,3331,2427,444,4,1653,1340,180,4,262,161,120,0,292,233,134,116,-3.40,0,0.0,6,3,0.92,3
13991,7,548861,439530,111567,440,10221,16349,29447,75,4681,4115,749,11,3908,5108,649,12,1954,2940,272,10,335,232,153,1,16561,12785,1534,1260,0.75,7,211.6,0,0,0.00,0
14091,8,558157,315989,130963,949,9619,32387,38871,459,4731,3146,998,2,4851,4490,820,10,2694,2517,421,5,392,384,102,0,38658,35860,7950,7745,-5.57,32,104.3,0,0,0.00,0
14191,9,524359,250932,133878,975,10837,56250,44918,702,4638,2248,833,7,5081,2420,1054,12,2872,1390,562,6,372,170,94,2,41900,40391,14735,14432,-9.47,7,63.1,0,0,0.00,0
14291,10,428922,254743,107072,1200,10214,64883,47469,465,3498,2425,529,10,4315,2420,750,14,2310,1528,319,6,393,178,111,2,25329,24231,14488,14246,-7.99,0,0.0,36,25,1.32,25
14391,11,360750,285577,107227,773,8291,47327,42222,163,2948,2767,567,14,3359,2455,556,19,1895,1426,219,8,346,215,125,1,1729,1114,1153,875,0.46,0,0.0,10,10,3.98,9
14491,0,319838,320594,110198,852,7328,32539,40309,148,2507,3054,691,8,2582,2696,675,21,1344,1460,307,15,288,218,134,2,566,505,559,505,-7.37,1,157.2,0,0,0.00,0
14591,1,326386,336484,111792,246,7382,13899,42573,22,2577,3377,810,3,2509,3761,784,10,1346,2154,416,3,302,247,125,5,34072,30704,11714,10659,-3.26,88,119.1,0,0,0.00,0
14691,2,287613,282487,112454,242,7231,15013,51858,0,2042,2735,702,0,2479,3281,775,7,1293,1821,434,0,269,188,72,7,52929,49345,21115,20636,-9.16,29,139.0,1,0,0.00,0
14791,3,272991,253150,101499,183,6741,30004,57091,0,1871,2017,513,0,1630,2123,708,2,718,1038,371,0,194,185,62,2,52647,51784,30242,30064,-14.42,6,131.5,4,3,2.50,3
14891,4,327372,257090,82916,14,7167,33120,55989,0,2761,2231,253,0,1716,2039,373,1,853,999,181,0,187,170,48,1,42136,41749,31202,31090,-12.72,0,0.0,18,17,1.41,17
14991,5,409702,304790,82836,61,6981,27868,49527,0,3514,3132,335,0,3087,2630,243,0,1799,1362,78,0,231,193,80,0,3092,2941,2616,2558,-6.70,0,0.0,90,75,1.42,75
15091,6,435229,342630,100305,34,5909,23538,38880,0,3971,3439,565,1,3570,3362,440,2,2051,1980,198,1,285,175,122,1,447,319,250,243,2.27,1,118.7,9,7,0.96,7
15191,7,494105,319523,109672,0,5734,13222,22332,0,4488,3194,629,0,3458,3650,735,0,1910,2110,316,0,296,184,147,0,10892,9137,2702,2196,-0.99,21,135.3,0,0,0.00,0
15291,8,571934,280344,101839,0,6906,22884,28537,0,5182,2700,681,0,4906,3674,640,0,2892,2101,287,0,318,214,113,0,29104,26563,8450,8227,-5.21,30,124.5,1,0,0.00,0
15391,9,542197,207656,116099,36,7721,44091,34404,0,4484,1917,851,1,4729,2168,687,0,2562,1247,336,0,348,151,83,0,31578,30452,13707,13674,-9.12,3,123.1,6,4,0.31,4
15491,10,508019,218484,115647,389,7161,59020,36841,66,4217,2096,699,4,4611,1905,933,7,2475,1136,462,2,427,138,77,2,14985,14313,10942,10891,-9.33,0,0.0,21,20,0.62,20
15591,11,450495,251174,113920,709,6804,41745,32960,71,3639,2612,717,11,3905,2451,564,16,2035,1506,250,11,421,171,77,0,1772,1537,903,866,-5.16,0,0.0,28,23,1.89,22
15691,0,434371,248869,132993,1209,7069,22247,48622,91,3478,2186,778,30,3151,2308,600,45,1562,1257,237,34,387,199,96,0,467,418,392,363,-5.87,1,137.7,2,1,2.75,0
15791,1,443352,245264,146652,608,6479,8399,75993,0,3714,2389,782,23,3967,2717,838,49,2226,1539,415,31,313,207,147,0,65503,57502,13985,12679,-2.31,119,123.3,0,0,0.00,0
15891,2,393884,219486,142641,316,6135,12768,92759,0,3083,1922,568,5,3239,2195,786,13,1586,1099,390,8,328,173,90,2,92132,90418,29070,28600,-10.98,42,120.0,0,0,0.00,0
15991,3,378625,208559,122061,205,5885,26926,96792,0,3280,1840,309,6,2999,1855,471,15,1589,1007,183,7,309,118,67,2,93222,92778,48072,47964,-14.98,7,62.5,10,8,1.81,8
16091,4,419432,218785,112933,144,6076,29392,98129,0,3691,2007,244,5,3165,1792,318,12,1741,963,118,9,289,144,78,2,80480,79940,56854,56633,-12.22,0,0.0,21,18,1.04,18
16191,5,438546,256083,117106,259,5803,28456,88833,0,3762,2622,385,1,3365,2237,315,14,1853,1319,109,8,255,152,123,1,3726,3419,2470,2361,-7.39,0,0.0,133,99,0.67,99
16291,6,524098,320707,141040,126,5573,21203,59090,11,5600,3431,877,4,4076,2920,583,6,2461,1762,206,4,280,187,218,1,169,0,26,0,16.31,0,0.0,5,4,4.06,4
16391,7,618665,370436,172257,289,6081,12730,19883,29,6770,4079,1340,6,6610,4171,1181,7,4493,2712,612,2,332,203,224,0,5021,3500,2013,1609,2.49,16,185.2,0,0,0.00,0
16491,8,626578,311340,162682,308,6498,16403,16898,266,5690,3271,964,1,5215,4457,1306,5,3029,2511,578,0,386,290,175,1,17256,15029,4976,4650,-2.98,22,136.5,0,0,0.00,0
16591,9,583454,204934,127769,262,6151,32339,19911,158,4704,2067,669,2,5249,2802,1106,9,2744,1794,461,4,402,131,161,1,17642,16464,8213,7943,-6.95,5,85.1,7,3,0.58,2
16691,10,547364,186520,93415,406,6485,40000,21486,111,4247,1657,379,7,4327,1568,648,14,2189,902,244,5,445,112,98,1,8495,7589,5178,5049,-5.37,0,0.0,16,13,0.85,13
16791,11,561900,228396,83273,300,5477,28523,20354,144,5158,2163,407,2,4410,1879,432,13,2266,1076,175,6,442,119,101,2,258,179,258,179,-6.00,0,0.0,20,18,4.26,17
16891,0,574463,254012,87498,262,5682,19984,28416,15,5556,2418,421,0,5906,2242,372,10,3433,1285,157,2,475,185,78,1,158,120,100,100,-2.35,0,0.0,0,0,0.00,0
16991,1,504526,259809,96455,136,5778,12196,51456,0,4236,2393,479,2,5158,2455,413,8,2757,1353,172,3,368,199,88,1,43101,38348,18204,16698,-2.58,162,127.5,0,0,0.00,0
17091,2,405943,275951,101822,133,6650,35169,63624,0,3422,2556,353,7,3862,2518,391,11,1944,1371,179,7,339,213,54,0,61470,59570,27368,27123,-10.79,42,120.8,0,0,0.00,0
17191,3,364267,302518,103598,264,6190,61273,67643,0,2996,2940,395,8,3432,2559,450,18,1906,1507,214,13,281,157,49,4,65721,64604,38149,38083,-13.25,4,67.9,4,3,0.92,3
17291,4,337747,351965,98950,47,5709,67986,68615,0,3029,3486,390,3,2831,2827,388,8,1476,1608,178,6,276,179,72,1,54155,53546,42297,42061,-12.32,0,0.0,16,13,1.90,13
17391,5,353883,415941,102929,60,4764,69059,64179,0,3250,3775,412,0,3046,3429,431,2,1801,1969,200,1,268,227,84,0,4855,3885,2508,2414,-2.58,0,0.0,180,152,0.82,150
17491,6,355332,414968,113608,61,4278,30503,45518,0,2734,3715,588,1,2696,4114,534,3,1403,2250,220,1,210,291,123,2,7840,5938,366,341,1.91,3,29.5,8,5,4.65,5
17591,7,359767,364002,121901,60,4859,14004,31668,16,2858,3859,752,4,2653,4598,699,6,1436,2554,296,4,257,358,180,1,20348,18238,2352,2051,-6.10,14,146.9,0,0,0.00,0
17691,8,385194,301540,128236,23,5907,27874,39169,17,2856,3089,815,1,2508,3661,875,0,1259,2121,430,0,260,232,121,0,39590,37486,9798,9665,-9.46,30,152.4,0,0,0.00,0
17791,9,372039,224752,116880,331,6289,49886,44373,196,2873,1971,683,7,3050,2731,812,3,1708,1639,403,3,312,169,109,0,40342,39593,18779,18691,-13.68,0,0.0,6,6,0.96,6
17891,10,380222,214107,109140,664,6805,53226,45898,149,3446,1892,557,20,3037,1611,594,21,1665,879,269,17,351,131,81,1,27593,26726,18520,18384,-14.53,0,0.0,19,17,1.12,16
17991,11,414401,280453,123244,644,5792,50490,47160,177,3850,2568,713,28,3282,1912,471,34,1926,1137,202,29,302,156,98,0,13830,13543,9584,9487,-11.69,0,0.0,19,12,3.60,11
18091,0,479033,338513,146225,372,5009,35239,59172,73,4785,3405,780,10,3791,2998,575,21,2236,1709,220,19,311,245,130,2,5545,5171,2541,2351,-5.53,0,0.0,3,1,0.25,1
18191,1,579532,393461,158899,212,4905,15936,79538,0,5361,4460,881,5,4532,4037,942,8,2715,2414,448,4,322,264,155,3,61187,54658,14269,12907,-2.95,115,133.9,0,0,0.00,0
18291,2,575017,379582,147837,361,5632,35727,98808,13,5292,3763,603,2,5853,4331,749,12,3331,2539,379,4,337,240,101,2,96663,94008,32366,31831,-10.77,46,104.5,0,0,0.00,0
18391,3,488007,350167,140507,103,5316,51244,103545,0,4518,3296,484,1,5467,3458,526,9,3099,1982,254,4,419,199,74,1,97300,96300,53199,53094,-14.18,15,86.1,9,8,2.28,8
18491,4,421009,347123,132760,19,5912,55834,104722,0,4015,3136,363,2,4071,3182,513,0,2290,1766,214,0,332,213,93,0,75161,74152,56994,56789,-12.29,0,0.0,34,30,0.94,30
18591,5,433087,379383,133311,128,6430,57521,95282,0,4387,3793,416,8,4233,3072,386,12,2626,1795,133,11,315,211,135,0,4850,4461,3824,3569,-7.68,0,0.0,124,100,0.65,99
18691,6,446934,442663,140815,57,7064,31680,52957,1,3878,4799,723,3,3456,4651,713,3,2002,2858,244,3,268,383,241,0,192,150,100,90,1.91,0,0.0,9,4,0.44,4
18791,7,470123,449254,140039,170,7089,13228,21567,36,3500,4741,1028,9,3343,5845,980,9,1664,3450,415,9,311,338,261,0,4099,3035,1316,1068,1.44,9,221.8,0,0,0.00,0
18891,8,462520,339946,144368,34,6876,24849,22229,27,3411,3429,1044,0,3433,3977,1067,0,1628,2271,558,0,346,243,149,0,21360,19808,5084,4910,-5.52,22,148.5,0,0,0.00,0
18991,9,431771,253810,129010,29,7043,43229,24906,11,3459,2502,877,0,3806,3167,1162,3,2076,1882,571,1,368,170,159,2,21882,21120,7755,7629,-8.76,3,98.7,7,7,1.50,6
19091,10,369001,235477,106549,230,5945,50263,27038,189,3100,2183,566,4,3566,2302,827,2,2053,1312,350,1,346,161,127,1,11006,10299,6267,6103,-6.87,0,0.0,13,13,0.73,12
19191,11,335345,259695,94777,55,6015,40058,25669,45,2920,2767,449,0,2994,2605,484,4,1686,1575,158,3,318,158,107,0,717,656,649,610,-11.62,0,0.0,14,10,12.03,7
19291,0,326217,282874,97414,10,6300,23379,35034,0,3117,2854,457,5,3102,2717,440,5,1884,1635,138,5,279,193,109,0,171,152,117,117,-4.97,0,0.0,0,0,0.00,0
19391,1,352882,279304,99834,50,6059,8469,55523,0,3621,2769,425,3,2897,2910,454,3,1699,1684,190,3,261,202,75,0,50554,45256,14606,13482,-2.71,111,110.7,0,0,0.00,0
19491,2,450857,277031,105682,175,5006,21337,65061,0,4589,2633,491,1,3384,2570,463,4,1976,1343,240,3,210,206,62,0,66047,63120,28584,28040,-10.94,39,102.8,0,0,0.00,0
19591,3,549119,310432,110356,48,4251,40815,68315,0,5706,3060,467,0,4509,3064,546,2,2616,1749,286,0,236,148,57,2,64769,64053,41712,41543,-14.50,4,103.7,4,4,1.81,4
19691,4,628641,307649,91305,0,3839,52814,67529,0,6400,2720,320,0,6074,2594,574,0,3696,1368,273,0,210,198,64,0,53925,53064,44853,44265,-12.52,1,10.0,22,20,0.81,20
19791,5,555129,333872,89129,0,3960,48381,65299,0,5528,3052,376,0,6723,2872,272,0,4142,1553,118,0,324,158,89,0,4639,4406,4276,4054,-8.64,0,0.0,119,99,1.21,98
19891,6,479699,381500,103823,0,2919,25217,39791,0,4616,3829,608,0,4873,3352,543,0,2882,1863,216,0,361,268,164,0,511,232,280,232,7.64,0,0.0,9,4,2.38,4
19991,7,393021,404075,102017,0,3123,13473,13933,0,3327,4123,618,0,4227,4820,872,0,2443,2815,363,0,336,283,164,0,3703,2987,1409,1173,-0.74,12,201.4,0,0,0.00,0
20091,8,374546,299897,83620,34,3484,17778,12074,0,3187,2930,632,4,2847,3806,708,1,1571,2141,347,1,286,259,116,0,12506,11354,4198,3909,-5.34,17,175.0,0,0,0.00,0
20191,9,386540,201934,78975,202,4405,33690,14807,0,3621,1769,568,2,3167,2530,611,3,1834,1330,307,3,274,214,73,0,12990,12718,6463,6459,-8.56,0,0.0,3,3,0.00,3
20291,10,418366,212286,76214,106,4336,43901,17468,13,3585,1883,490,5,3416,1593,524,4,2067,846,281,2,287,102,62,0,7704,7048,4052,3991,-6.52,0,0.0,10,9,4.00,7
20391,11,421375,240005,74350,141,4529,34350,19548,38,3175,2136,392,14,3116,2098,424,15,1657,1170,182,15,293,132,67,0,469,352,423,344,-6.22,0,0.0,16,14,4.18,11
20491,0,416141,258754,81794,325,4799,26531,25660,70,3259,2297,473,16,3237,1985,339,23,1569,1041,131,20,330,173,56,0,232,228,232,228,-9.25,0,0.0,0,0,0.00,0
20591,1,414004,271393,104644,217,5258,10945,51936,18,3287,2588,671,11,3368,2645,497,15,1773,1446,271,11,339,201,66,3,41718,37356,13194,12257,-2.90,101,118.7,1,0,0.00,0
20691,2,397900,263841,118022,115,5544,17839,62901,0,3124,2438,621,8,2848,2659,581,10,1343,1464,313,9,308,194,55,1,58473,57210,23229,23071,-11.37,33,119.9,0,0,0.00,0
20791,3,401155,240415,106984,273,6025,28446,65161,0,3487,2087,417,8,3523,2324,570,17,2052,1244,296,9,308,192,56,2,62355,61766,33142,33093,-13.08,11,96.4,5,5,1.20,5
20891,4,454580,227565,93354,268,6120,27268,65408,0,3812,2004,346,9,2855,2076,486,16,1426,1010,224,9,302,163,80,0,49498,48686,37654,37390,-12.85,0,0.0,25,23,1.10,22
20991,5,544929,257456,98774,347,5805,29934,60374,12,4579,2113,437,9,3574,1623,327,15,1751,813,141,11,282,163,99,1,2249,1987,1768,1750,-5.95,0,0.0,108,82,1.24,81
21091,6,613734,339880,114008,384,5135,20132,37037,13,5339,3592,640,0,4879,2577,536,9,2465,1417,201,1,356,205,175,1,649,298,157,132,7.98,0,0.0,7,6,2.33,6
21191,7,626691,420678,131888,211,5527,17420,33251,27,5144,4560,916,0,4759,4332,775,3,2363,2537,342,0,308,231,162,1,15762,13420,4037,3681,-0.40,33,189.5,0,0,0.00,0
21291,8,675893,369623,137630,0,6280,29496,36399,0,6621,4198,889,0,7046,5352,993,0,3816,3367,482,0,423,235,120,0,36159,34754,14676,14368,-7.82,49,161.5,0,0,0.00,0
21391,9,518583,234445,132088,41,5732,45357,38403,23,5167,2312,781,0,6314,3636,915,2,3965,2275,436,0,389,195,97,2,34043,33171,20998,20857,-9.83,1,327.3,9,9,1.25,8
21491,10,429383,209933,113992,79,5252,49819,39933,70,3445,1876,595,0,4120,1605,833,1,2200,917,353,0,394,106,101,1,21116,20641,16089,15935,-9.45,0,0.0,34,31,1.13,30
21591,11,353346,251999,107483,82,5400,56420,41426,53,2729,2159,564,0,3048,1740,418,2,1454,1015,160,0,306,134,75,1,3409,3297,3189,3164,-8.37,0,0.0,30,24,2.61,23
21691,0,387444,308526,122528,17,5171,25009,40742,0,3638,3069,649,0,2746,2935,515,0,1532,1720,181,0,291,230,96,0,100,100,100,100,-8.48,0,0.0,10,10,0.00,10
21791,1,476402,294643,138356,200,5355,11161,72381,25,4272,3242,547,4,3274,3712,500,5,1741,2199,200,3,297,293,98,1,58273,52326,12154,11329,-3.19,94,107.9,0,0,0.00,0
21891,2,488627,246559,146616,47,5230,19332,91927,19,3704,2547,574,1,4479,2680,512,2,2367,1535,206,1,257,220,101,1,90660,88738,27699,27310,-10.97,41,116.0,0,0,0.00,0
21991,3,412716,235238,146331,64,5180,35440,97123,0,3140,2442,501,0,3569,2396,709,0,1531,1366,345,0,329,122,98,0,88307,87920,48095,48034,-13.46,2,77.4,5,4,1.00,4
22091,4,392916,273841,124819,76,4983,53594,98275,0,3725,2818,270,1,3420,2460,394,0,1918,1344,147,0,313,160,101,0,67123,66696,51769,51539,-13.18,0,0.0,25,21,0.90,21
22191,5,461280,342675,129255,106,5166,70267,90329,0,4405,3410,450,11,3145,2611,366,13,1674,1510,126,13,274,118,134,0,5169,5077,4154,4076,-9.90,0,0.0,102,84,0.87,82
22291,6,564928,426161,138618,246,4801,35914,47659,0,5012,4617,826,19,4050,3898,799,21,2268,2301,356,19,261,198,256,0,566,342,323,265,2.33,0,0.0,5,4,1.94,4
22391,7,648714,484608,144556,99,4995,18902,29320,24,5379,5305,866,7,5076,5117,841,11,2636,3009,325,9,290,257,258,0,11516,10214,4947,4616,-1.37,41,200.7,0,0,0.00,0
22491,8,487527,409205,141033,48,5281,31729,27263,2,4421,4460,751,5,6476,6143,1021,8,3904,3847,407,6,335,258,169,0,27299,25753,9989,9603,-7.17,31,115.9,0,0,0.00,0
22591,9,394349,248616,113558,24,5698,46137,29439,9,3221,2274,549,1,3368,3436,805,2,1746,1975,299,1,448,235,135,0,28455,27778,14030,13887,-9.37,3,97.9,2,2,0.62,2
22691,10,398857,220756,90923,52,5772,54089,31353,25,3787,1943,406,1,3567,1837,631,2,2098,1050,236,1,386,129,98,0,16754,16225,11650,11531,-10.11,0,0.0,28,23,0.98,22
22791,11,410812,260432,80647,30,4970,50242,30387,3,3766,2557,333,0,3573,1952,369,2,2054,1153,144,0,278,171,71,2,1814,1690,1563,1492,-9.70,0,0.0,39,28,1.23,28
22891,0,399032,318642,86301,0,4929,29260,26357,0,3644,3326,446,0,4041,3017,356,0,2327,1833,109,0,286,256,98,0,400,400,400,400,-12.19,0,0.0,6,6,0.00,6
22991,1,347410,335031,95603,52,4538,11863,41302,7,3016,3337,526,0,3177,3352,517,2,1670,1866,248,1,299,239,83,1,31980,29115,11182,10017,-3.47,87,124.3,0,0,0.00,0
23091,2,360967,336366,101461,18,4416,21222,47014,0,3112,3586,502,0,2614,3524,485,2,1368,2076,245,0,247,223,55,1,46689,44496,19314,19095,-10.41,24,136.0,0,0,0.00,0
23191,3,391271,315687,98464,106,4406,30787,49958,0,3285,3225,513,8,3406,3931,645,10,1866,2276,321,6,219,217,76,4,45129,44489,27681,27570,-13.08,6,69.7,6,5,1.30,5
23291,4,331745,283115,79130,140,4494,42300,52731,0,2734,2832,272,17,3140,2613,497,22,1729,1465,239,20,248,174,67,1,37151,36573,27711,27533,-13.12,0,0.0,17,17,1.91,16
23391,5,323962,360749,76805,152,4457,59792,47260,0,2398,3718,336,18,2089,2872,287,18,990,1777,101,18,246,144,96,0,2536,2261,1375,1200,-6.42,1,326.6,84,74,1.39,72
23491,6,358462,404715,80404,162,4384,23639,25912,0,2898,4038,437,8,2473,4102,474,8,1290,2300,178,8,241,239,138,0,474,273,263,246,4.76,1,17.5,9,4,2.06,4
23591,7,393342,416334,75295,108,4724,11631,17694,0,3277,4831,431,3,2934,4573,490,3,1537,2654,199,3,283,291,113,0,6163,5267,1359,1230,-1.01,8,203.8,0,0,0.00,0
23691,8,414131,355508,76745,102,4805,16501,18483,0,3568,4206,554,1,3245,5361,565,1,1864,3496,259,1,254,195,91,0,19544,17553,5959,5441,-4.13,22,155.3,0,0,0.00,0
23791,9,427174,201552,73907,2,5230,22224,19970,0,4030,2242,470,0,4127,3919,572,0,2452,2348,258,0,310,197,66,0,15813,15097,8063,7807,-7.45,1,65.0,3,3,2.33,2
23891,10,392249,165942,66905,35,4788,25412,19295,35,4098,1668,401,0,4139,1512,438,0,2597,900,217,0,308,86,49,0,7921,7569,5431,5220,-8.74,0,0.0,19,16,0.73,16
23991,11,393917,199647,72682,100,4011,31300,19040,53,4237,1911,404,0,3774,1704,294,0,2375,1025,112,0,288,112,63,0,1215,1060,950,828,-9.56,0,0.0,8,6,2.17,5
24091,0,443217,227589,89338,29,3758,14228,27135,0,4470,2278,513,0,3946,2086,349,2,2466,1233,131,0,235,140,60,2,295,295,295,295,-10.97,0,0.0,3,0,0.00,0
24191,1,455237,264209,108095,8,3907,12670,68007,0,4388,2867,468,0,4408,2708,426,0,2605,1707,225,0,243,169,57,0,57257,54438,12104,11587,-4.28,82,131.0,1,1,11.75,1
24291,2,421522,254187,114170,185,4696,31975,78170,0,3619,2172,415,0,4097,2339,387,2,2355,1263,173,0,264,175,55,2,78995,76872,26527,25921,-10.91,31,143.5,0,0,0.00,0
24391,3,374251,248213,120480,37,4577,39236,84391,0,2964,2331,484,1,2887,2461,542,1,1427,1324,259,0,282,175,62,1,78975,78618,43717,43667,-14.30,1,55.5,9,8,2.16,8
24491,4,391845,254504,111059,77,5400,52370,88852,0,3399,2339,321,0,3185,2189,378,2,1741,1129,161,1,288,151,75,1,70572,70252,49298,49234,-14.09,0,0.0,19,17,1.16,17
24591,5,434354,300258,117398,37,5183,54868,80584,0,3647,3207,574,8,3072,2570,443,7,1609,1490,189,7,266,142,133,0,4668,4611,3173,3133,-10.05,0,0.0,76,71,1.07,70
24691,6,466657,389708,142949,159,5093,26349,48169,0,3709,4257,972,17,3422,3430,726,16,1787,1994,325,15,322,210,178,0,110,26,9,0,15.29,0,0.0,9,4,2.25,4
24791,7,526754,429585,161410,285,5267,17160,42109,2,4746,4725,1092,15,3886,4768,964,14,2019,2849,440,14,327,188,169,0,16144,15086,1237,1148,-1.60,10,186.7,0,0,0.00,0
24891,8,527220,342284,164312,296,5376,22956,36167,29,4659,3450,1134,13,5009,4889,1281,15,2810,2943,634,13,394,259,158,0,35433,34273,6659,6562,-7.35,25,171.2,0,0,0.00,0
24991,9,486371,205124,152977,266,6267,34844,38102,38,3662,1859,986,18,4001,3033,1312,17,2044,1617,671,17,325,237,138,0,35572,34712,15054,15008,-9.56,1,84.9,3,3,1.17,3
25091,10,448678,210600,117735,227,5783,48537,39523,161,3556,1776,604,6,3385,1281,797,10,1605,658,362,8,363,114,112,0,22768,21948,16607,16445,-9.95,0,0.0,22,18,1.24,17
25191,11,434041,264395,106014,37,5195,52613,38759,8,3824,2305,517,5,4367,1937,590,5,2683,1073,224,5,326,136,115,0,904,662,785,605,-2.62,0,0.0,11,9,2.56,9
25291,0,408434,307889,111038,58,4300,26332,34572,0,3902,2697,688,1,3343,2330,582,0,1827,1292,219,0,351,160,148,0,28,9,15,9,11.97,0,0.0,1,0,0.00,0
25391,1,496621,353448,126188,141,4169,14229,65736,4,4894,3056,701,0,3706,2791,573,1,2241,1534,288,0,317,260,87,0,54054,49544,14418,13729,-3.53,128,136.9,0,0,0.00,0
25491,2,536832,362387,130010,139,4756,24555,74731,11,4019,3254,608,0,4710,3554,623,2,2565,1905,313,0,282,310,79,2,74021,71687,26322,25704,-10.87,33,106.7,0,0,0.00,0
25591,3,404725,306075,121761,86,5294,28370,79703,0,3173,2731,360,0,4375,3606,638,3,2204,1772,264,0,340,330,84,3,77073,76411,41113,40987,-13.75,3,14.5,7,6,3.38,6
25691,4,343993,261834,98222,0,5741,41429,79540,0,2983,2411,193,0,2976,2408,342,0,1704,1211,98,0,311,172,74,0,65381,64831,45744,45534,-13.53,1,32.0,16,15,1.09,14
25791,5,356027,286383,96887,1,5415,39693,71264,0,3402,2918,336,1,2890,2422,277,0,1639,1376,84,0,337,152,109,0,7644,6320,3605,3291,-4.11,3,473.4,137,107,0.66,106
25891,6,423093,342013,104118,89,4974,17784,38349,0,4310,3659,433,20,3655,3483,487,21,2284,2084,144,19,277,193,199,0,3764,3333,100,86,-3.18,0,0.0,3,2,2.62,2
25991,7,460391,350952,93487,103,4495,14104,19401,0,3847,3847,531,12,3346,3944,699,14,1880,2376,256,14,197,188,189,0,6207,5440,1349,1143,-9.40,11,122.7,0,0,0.00,0
26091,8,488050,287743,72990,117,5104,25345,16881,0,4235,3035,395,21,4039,3947,584,23,2171,2344,262,22,263,193,124,0,16861,15996,6077,5940,-8.82,22,125.0,0,0,0.00,0
26191,9,455895,212727,68905,26,6039,41659,19430,0,3421,2113,299,4,3860,2766,341,7,2081,1659,122,6,305,168,68,1,15770,14989,7689,7647,-11.26,1,214.2,5,4,1.81,3
26291,10,396617,214265,60449,1,6297,40784,20419,0,2722,2106,255,0,3117,2230,393,1,1473,1453,179,0,361,93,57,1,8638,8311,4870,4720,-14.75,1,155.2,18,17,1.19,17
26391,11,350523,217853,58813,41,5742,32796,18358,8,2288,2054,263,0,2793,1869,213,1,1343,1057,69,0,345,145,50,0,4036,3848,3607,3432,-17.31,0,0.0,12,9,3.97,7
26491,0,304621,255566,67881,240,4191,15371,21698,30,1996,2651,324,0,2246,1939,233,4,1006,1132,71,0,308,164,66,2,3023,2785,2824,2625,-6.79,0,0.0,2,0,0.00,0
26591,1,319175,304901,81605,325,4362,17583,45086,46,3109,2822,394,0,2132,2811,287,3,1107,1656,142,0,269,167,58,1,32106,30134,9487,8846,-4.46,88,124.5,3,0,0.00,0
26691,2,436708,288761,96051,249,4575,23194,54282,36,4515,2697,491,0,3183,3090,370,8,1865,1697,171,0,234,203,54,5,51812,49186,17499,17147,-9.09,26,148.8,0,0,0.00,0
26791,3,536675,263135,105846,81,4265,37547,60177,0,5138,2298,548,0,4447,2565,687,3,2534,1261,352,0,227,200,71,2,55930,55389,27821,27770,-13.20,15,85.1,4,3,3.67,3
26891,4,567032,263488,91290,26,4783,53425,65376,0,4937,2334,330,0,4520,2225,481,1,2487,1254,250,0,220,183,60,1,43611,43242,30266,30098,-13.33,2,354.7,27,25,0.74,25
26991,5,544525,307155,95311,75,4125,39984,53675,0,4739,3141,484,0,5227,2437,406,1,2884,1388,182,0,337,150,90,1,3450,3153,3144,2887,-6.48,1,451.3,86,70,1.12,70
27091,6,486810,385450,110859,63,4405,27842,37591,0,4338,4222,688,0,4665,3429,564,2,2514,2015,227,0,335,225,135,1,391,225,312,172,5.48,1,558.6,10,8,3.50,8
