step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,3,0
10000,hunger,0,4,0,1,0
10000,hunger,0,4,4,4,0
10000,hunger,0,8,4,4,0
10000,hunger,0,8,8,2,0
10000,hunger,0,12,4,1,0
10000,hunger,0,12,12,2,0
10000,hunger,0,16,12,2,0
10000,hunger,0,16,16,1,0
10000,hunger,0,16,24,1,0
10000,hunger,0,20,8,1,0
10000,hunger,0,20,16,2,0
10000,hunger,0,20,20,3,0
10000,hunger,0,24,8,1,0
10000,hunger,0,24,12,3,0
10000,hunger,0,24,16,1,0
10000,hunger,0,24,20,2,0
10000,hunger,0,24,28,5,0
10000,hunger,0,24,32,9,0
10000,hunger,0,24,36,1,0
10000,hunger,0,28,12,3,0
10000,hunger,0,28,16,1,0
10000,hunger,0,28,24,2,0
10000,hunger,0,28,28,1,0
10000,hunger,0,32,12,4,0
10000,hunger,0,32,16,1,0
10000,hunger,0,32,24,2,0
10000,hunger,0,32,28,1,0
10000,hunger,0,32,32,3,0
10000,hunger,0,32,36,1,0
10000,hunger,0,36,12,5,0
10000,hunger,0,36,16,3,0
10000,hunger,0,36,20,8,0
10000,hunger,0,36,24,15,0
10000,hunger,0,36,28,7,0
10000,hunger,0,36,32,14,0
10000,hunger,0,36,36,23,0
10000,hunger,0,36,40,121,0
10000,hunger,0,36,44,71,0
10000,hunger,0,36,48,59,0
10000,hunger,0,36,52,11,0
10000,hunger,0,36,56,1,0
10000,hunger,0,40,12,1,0
10000,hunger,0,40,16,6,0
10000,hunger,0,40,20,2,0
10000,hunger,0,40,28,1,0
10000,hunger,0,40,32,1,0
10000,hunger,0,44,20,1,0
10000,hunger,0,44,24,5,0
10000,hunger,0,44,32,1,0
10000,hunger,0,44,36,1,0
10000,hunger,0,44,44,1,0
10000,hunger,0,48,16,7,0
10000,hunger,0,48,20,16,0
10000,hunger,0,48,24,7,0
10000,hunger,0,48,28,1,0
10000,hunger,0,48,32,3,0
10000,hunger,0,48,36,13,0
10000,hunger,0,48,40,45,0
10000,hunger,0,48,44,42,0
10000,hunger,0,48,48,33,0
10000,hunger,0,48,52,28,0
10000,hunger,0,48,56,19,0
10000,hunger,0,48,60,12,0
10000,hunger,0,48,64,14,0
10000,hunger,0,48,68,9,0
10000,hunger,0,48,72,3,0
10000,hunger,0,52,20,2,0
10000,hunger,0,52,24,1,0
10000,hunger,0,52,28,2,0
10000,hunger,0,56,28,1,0
10000,hunger,0,64,20,3,0
10000,hunger,0,64,24,4,0
10000,hunger,0,64,28,5,0
10000,hunger,0,64,32,1,0
10000,hunger,0,64,40,1,0
10000,hunger,0,64,44,2,0
10000,hunger,0,64,48,3,0
10000,hunger,0,64,52,5,0
10000,hunger,0,64,56,7,0
10000,hunger,0,64,60,5,0
10000,hunger,0,64,64,6,0
10000,hunger,0,64,68,2,0
10000,hunger,0,64,72,1,0
10000,hunger,0,64,76,2,0
10000,hunger,0,64,84,2,0
10000,hunger,0,76,80,1,0
10000,hunger,0,80,60,1,0
10000,hunger,0,80,68,2,0
10000,hunger,0,80,72,1,0
10000,hunger,0,80,76,1,0
10000,hunger,0,80,80,2,0
10000,hunger,0,80,84,1,0
10000,hunger,0,80,120,1,0
10000,hunger,50,0,0,128,0
10000,hunger,50,0,4,4,0
10000,hunger,50,0,8,1,0
10000,hunger,50,4,0,37,0
10000,hunger,50,4,4,82,1
10000,hunger,50,4,8,16,0
10000,hunger,50,4,12,3,0
10000,hunger,50,4,16,1,0
10000,hunger,50,8,0,3,0
10000,hunger,50,8,4,46,0
10000,hunger,50,8,8,52,0
10000,hunger,50,8,12,11,0
10000,hunger,50,8,16,12,0
10000,hunger,50,12,4,11,0
10000,hunger,50,12,8,19,0
10000,hunger,50,12,12,14,0
10000,hunger,50,12,16,16,0
10000,hunger,50,12,20,6,0
10000,hunger,50,12,24,5,0
10000,hunger,50,12,28,1,0
10000,hunger,50,12,36,1,0
10000,hunger,50,16,8,7,0
10000,hunger,50,16,12,5,0
10000,hunger,50,16,16,17,0
10000,hunger,50,16,20,5,0
10000,hunger,50,16,24,2,0
10000,hunger,50,16,36,1,0
10000,hunger,50,20,8,9,0
10000,hunger,50,20,12,1,0
10000,hunger,50,20,16,17,1
10000,hunger,50,20,20,15,0
10000,hunger,50,20,24,5,1
10000,hunger,50,20,28,4,0
10000,hunger,50,20,36,1,0
10000,hunger,50,24,8,1,0
10000,hunger,50,24,12,16,1
10000,hunger,50,24,16,2,0
10000,hunger,50,24,20,11,0
10000,hunger,50,24,24,25,0
10000,hunger,50,24,28,24,0
10000,hunger,50,24,32,20,0
10000,hunger,50,24,36,4,0
10000,hunger,50,24,40,1,0
10000,hunger,50,24,48,1,0
10000,hunger,50,28,12,2,0
10000,hunger,50,28,16,4,0
10000,hunger,50,28,20,4,0
10000,hunger,50,28,24,10,0
10000,hunger,50,28,28,5,0
10000,hunger,50,28,32,3,0
10000,hunger,50,28,36,1,0
10000,hunger,50,28,56,1,0
10000,hunger,50,32,12,3,0
10000,hunger,50,32,16,3,0
10000,hunger,50,32,20,6,0
10000,hunger,50,32,24,4,0
10000,hunger,50,32,28,7,0
10000,hunger,50,32,32,6,0
10000,hunger,50,32,36,4,0
10000,hunger,50,32,40,1,0
10000,hunger,50,32,60,2,0
10000,hunger,50,36,16,4,0
10000,hunger,50,36,20,33,0
10000,hunger,50,36,24,52,2
10000,hunger,50,36,28,73,1
10000,hunger,50,36,32,56,1
10000,hunger,50,36,36,84,0
10000,hunger,50,36,40,285,1
10000,hunger,50,36,44,186,0
10000,hunger,50,36,48,116,0
10000,hunger,50,36,52,35,1
10000,hunger,50,36,56,7,0
10000,hunger,50,36,60,1,0
10000,hunger,50,40,20,2,0
10000,hunger,50,40,24,2,0
10000,hunger,50,40,28,1,0
10000,hunger,50,40,32,4,0
10000,hunger,50,40,36,3,0
10000,hunger,50,40,40,2,0
10000,hunger,50,40,44,2,0
10000,hunger,50,40,84,1,0
10000,hunger,50,44,20,2,0
10000,hunger,50,44,24,1,0
10000,hunger,50,44,28,4,0
10000,hunger,50,44,32,1,0
10000,hunger,50,44,36,6,0
10000,hunger,50,44,40,8,0
10000,hunger,50,44,44,9,0
10000,hunger,50,44,48,5,0
10000,hunger,50,44,52,1,0
10000,hunger,50,44,56,1,0
10000,hunger,50,48,20,2,0
10000,hunger,50,48,24,4,0
10000,hunger,50,48,28,7,0
10000,hunger,50,48,32,16,0
10000,hunger,50,48,36,35,0
10000,hunger,50,48,40,215,1
10000,hunger,50,48,44,177,0
10000,hunger,50,48,48,102,0
10000,hunger,50,48,52,66,0
10000,hunger,50,48,56,34,0
10000,hunger,50,48,60,53,2
10000,hunger,50,48,64,34,0
10000,hunger,50,48,68,34,0
10000,hunger,50,48,72,18,0
10000,hunger,50,48,76,8,0
10000,hunger,50,48,80,4,0
10000,hunger,50,48,88,3,0
10000,hunger,50,48,100,1,0
10000,hunger,50,52,20,1,0
10000,hunger,50,52,44,3,0
10000,hunger,50,52,60,2,0
10000,hunger,50,56,28,1,0
10000,hunger,50,56,56,2,0
10000,hunger,50,56,60,2,0
10000,hunger,50,60,28,1,0
