step,mass,born_size,born_hard,born_muscle,born_sensor,born_digestive,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace,rich,born_rich
100000,2.00,16,0,5,0,11,0,1,0,0,0,1.00,12,0.500,4622,0.00,137.26,23.06,207,0,0,0,1.00,1.00,1.00,1,1,1,21.7,3.583,1,2.000,0.673,4,1.000,12,45.17,-17.25,0,0.0954,0.000,0.0000,3462,1.0000,1,1
100000,2.00,16,0,4,0,12,0,1,0,0,0,1.00,12,0.500,4447,0.00,136.42,60.61,207,0,0,0,1.00,1.00,1.00,1,1,1,18.9,2.513,1,2.000,0.658,4,1.000,14,28.74,22.00,0,0.0955,0.000,0.0000,3422,1.0000,1,1
100000,6.00,16,0,6,0,10,0,2,0,1,0,1.00,6,0.333,4427,0.00,160.96,37.47,207,2,0,0,1.00,1.00,1.00,3,3,2,52.1,22.340,3,2.000,0.680,4,1.000,9,26.44,25.50,0,0.0957,0.000,0.0000,3286,1.0000,1,1
100000,6.00,16,0,5,0,11,0,1,0,2,0,1.00,8,0.167,4398,1.33,160.11,26.79,207,1,0,0,1.00,1.00,1.00,1,2,2,25.7,24.748,3,2.000,0.828,4,1.000,11,26.74,-12.75,0,0.0949,0.000,0.0000,3331,1.0000,1,1
100000,4.00,16,0,5,0,11,0,0,0,2,0,1.00,10,0.000,4359,0.00,131.01,16.75,207,1,0,0,1.00,1.00,1.00,1,2,1,23.3,14.771,2,2.000,0.714,4,1.000,11,20.37,2.25,0,0.0939,0.000,0.0000,3334,1.0000,1,1
100000,4.00,16,0,6,0,10,0,1,0,1,0,1.00,10,0.250,4274,0.00,131.23,32.26,207,0,0,0,1.00,1.00,1.00,2,1,2,17.8,8.560,2,2.000,0.694,4,1.000,11,37.72,34.50,0,0.0958,0.000,0.0000,3180,1.0000,1,1
100000,26.00,16,0,7,0,9,0,5,0,8,0,1.00,0,0.192,4235,0.00,147.04,47.53,207,1,0,0,1.00,1.00,1.00,4,4,4,35.3,55.011,13,2.000,0.725,4,1.000,3,34.63,-22.00,0,0.0944,0.000,0.0000,3034,0.7845,1,1
100000,4.00,16,0,5,0,11,0,0,0,2,0,1.00,10,0.000,4198,0.00,178.75,18.94,207,2,0,0,1.00,1.00,1.00,2,2,1,44.7,11.713,2,2.000,0.827,4,1.000,9,62.70,61.00,0,0.0949,0.000,0.0000,3063,1.0000,1,1
100000,12.00,16,0,6,0,10,0,4,0,2,0,1.00,4,0.333,4195,0.00,172.38,25.56,207,0,0,0,1.00,1.00,1.00,2,3,3,23.1,36.372,6,2.000,0.567,4,1.000,7,34.96,-33.50,0,0.0937,0.000,0.0000,3030,1.0000,1,1
100000,8.00,16,0,7,0,9,0,1,0,3,0,1.00,6,0.125,4189,-0.00,141.80,51.63,207,0,0,0,1.00,1.00,1.00,2,2,3,21.2,25.504,4,2.000,0.725,4,1.000,9,24.96,-4.75,0,0.0944,0.000,0.0000,3268,1.0000,1,1
100000,8.00,16,0,4,0,12,0,1,0,3,0,1.00,4,0.125,4171,1.28,162.44,26.11,207,0,0,0,1.00,1.00,1.00,1,3,3,20.2,27.676,4,2.000,0.658,4,1.000,12,49.98,48.75,0,0.0955,0.000,0.0000,3201,1.0000,1,1
100000,20.00,16,0,6,0,10,0,5,0,5,0,1.00,0,0.250,4107,1.82,143.35,23.65,207,0,1,0,1.00,1.00,1.00,1,4,4,19.1,61.691,10,2.000,0.680,4,1.000,6,67.89,-28.75,0,0.0955,0.000,0.0000,2975,0.8944,1,1
100000,12.00,16,0,6,0,10,0,4,0,2,0,1.00,2,0.333,4060,0.00,132.86,19.98,207,0,0,0,1.00,1.00,1.00,2,4,3,1.8,40.598,6,2.000,0.669,4,1.000,9,13.45,9.00,0,0.0955,0.000,0.0000,3029,1.0000,1,1
100000,16.00,16,0,6,0,10,0,4,0,4,0,1.00,0,0.250,4044,0.00,167.74,29.16,207,0,0,0,1.00,1.00,1.00,3,4,4,11.7,63.696,8,2.000,0.680,4,1.000,8,22.02,1.00,0,0.0955,0.000,0.0000,2936,1.0000,1,1
100000,22.00,16,0,5,0,11,0,3,0,8,0,1.00,0,0.136,3992,1.47,175.57,22.80,207,2,0,0,1.00,1.00,1.00,2,4,4,52.9,77.760,11,2.000,0.827,4,1.000,5,39.14,-34.75,0,0.0949,0.000,0.0000,2923,0.8528,1,1
100000,20.00,16,0,5,0,11,0,2,0,8,0,1.00,0,0.100,3988,0.00,123.71,18.63,207,0,0,0,1.00,1.00,1.00,4,4,4,1.1,29.094,10,2.000,0.673,4,1.000,6,12.02,12.00,0,0.0954,0.000,0.0000,2885,0.8944,1,1
100000,14.00,16,0,5,0,11,0,3,0,4,0,1.00,0,0.214,3962,0.91,136.38,23.45,207,2,0,0,1.00,1.00,1.00,3,4,4,44.1,43.403,7,2.000,0.827,4,1.000,9,48.83,-13.25,0,0.0949,0.000,0.0000,2968,1.0000,1,1
