step,cause,age,size,mass,n,worn
10000,hunger,0,0,0,2,0
10000,hunger,0,4,4,2,0
10000,hunger,0,8,0,4,0
10000,hunger,0,8,4,4,0
10000,hunger,0,8,8,6,0
10000,hunger,0,8,12,2,0
10000,hunger,0,12,4,2,0
10000,hunger,0,12,8,2,0
10000,hunger,0,12,12,3,0
10000,hunger,0,12,16,1,0
10000,hunger,0,16,4,2,0
10000,hunger,0,16,8,1,0
10000,hunger,0,16,12,3,0
10000,hunger,0,16,16,1,0
10000,hunger,0,16,24,1,0
10000,hunger,0,20,8,3,0
10000,hunger,0,20,16,2,0
10000,hunger,0,20,20,3,0
10000,hunger,0,24,8,1,0
10000,hunger,0,24,12,4,0
10000,hunger,0,24,20,2,0
10000,hunger,0,24,28,1,0
10000,hunger,0,28,12,2,0
10000,hunger,0,28,20,1,0
10000,hunger,0,28,24,1,0
10000,hunger,0,28,32,2,0
10000,hunger,0,32,12,9,0
10000,hunger,0,32,16,6,0
10000,hunger,0,32,28,2,0
10000,hunger,0,32,32,1,0
10000,hunger,0,36,12,4,0
10000,hunger,0,36,16,6,0
10000,hunger,0,36,20,7,0
10000,hunger,0,36,24,3,0
10000,hunger,0,36,28,2,0
10000,hunger,0,36,32,2,0
10000,hunger,0,36,36,6,0
10000,hunger,0,36,40,4,0
10000,hunger,0,36,44,6,0
10000,hunger,0,36,48,1,0
10000,hunger,0,40,16,1,0
10000,hunger,0,40,20,3,0
10000,hunger,0,40,24,2,0
10000,hunger,0,44,16,2,0
10000,hunger,0,44,24,2,0
10000,hunger,0,44,48,1,0
10000,hunger,0,44,52,1,0
10000,hunger,0,48,16,6,0
10000,hunger,0,48,20,19,0
10000,hunger,0,48,24,29,0
10000,hunger,0,48,28,2,0
10000,hunger,0,48,32,2,0
10000,hunger,0,48,36,4,0
10000,hunger,0,48,40,3,0
10000,hunger,0,48,44,11,0
10000,hunger,0,48,48,41,0
10000,hunger,0,48,52,19,0
10000,hunger,0,48,56,5,0
10000,hunger,0,48,60,8,0
10000,hunger,0,48,64,1,0
10000,hunger,0,52,24,2,0
10000,hunger,0,52,28,2,0
10000,hunger,0,52,52,1,0
10000,hunger,0,56,60,1,0
10000,hunger,0,56,64,1,0
10000,hunger,0,60,24,1,0
10000,hunger,0,60,36,1,0
10000,hunger,0,60,52,1,0
10000,hunger,0,64,20,4,0
10000,hunger,0,64,24,7,0
10000,hunger,0,64,28,5,0
10000,hunger,0,64,44,1,0
10000,hunger,0,64,52,2,0
10000,hunger,0,64,56,3,0
10000,hunger,0,64,64,2,0
10000,hunger,0,64,68,7,0
10000,hunger,0,64,72,1,0
10000,hunger,0,76,36,1,0
10000,hunger,0,80,40,1,0
10000,hunger,0,80,68,1,0
10000,hunger,50,0,0,145,0
10000,hunger,50,0,4,20,0
10000,hunger,50,4,0,77,0
10000,hunger,50,4,4,116,0
10000,hunger,50,4,8,7,0
10000,hunger,50,4,12,9,0
10000,hunger,50,8,0,11,0
10000,hunger,50,8,4,22,0
10000,hunger,50,8,8,39,0
10000,hunger,50,8,12,11,0
10000,hunger,50,8,16,10,0
10000,hunger,50,8,20,4,0
10000,hunger,50,12,4,15,0
10000,hunger,50,12,8,14,0
10000,hunger,50,12,12,20,0
10000,hunger,50,12,16,10,0
10000,hunger,50,12,20,2,0
10000,hunger,50,12,24,6,0
10000,hunger,50,12,28,2,0
10000,hunger,50,16,4,1,0
10000,hunger,50,16,8,13,0
10000,hunger,50,16,12,7,0
10000,hunger,50,16,16,11,0
10000,hunger,50,16,20,11,0
10000,hunger,50,16,24,1,0
10000,hunger,50,16,28,1,0
10000,hunger,50,16,32,1,0
10000,hunger,50,20,8,27,0
10000,hunger,50,20,12,9,0
10000,hunger,50,20,16,6,0
10000,hunger,50,20,20,15,0
10000,hunger,50,20,24,4,0
10000,hunger,50,20,28,2,0
10000,hunger,50,20,36,2,0
10000,hunger,50,24,8,9,0
10000,hunger,50,24,12,14,0
10000,hunger,50,24,16,9,0
10000,hunger,50,24,20,9,0
10000,hunger,50,24,24,9,0
10000,hunger,50,24,28,12,0
10000,hunger,50,24,32,1,0
10000,hunger,50,28,12,10,0
10000,hunger,50,28,16,2,0
10000,hunger,50,28,20,8,0
10000,hunger,50,28,24,8,0
10000,hunger,50,28,28,9,1
10000,hunger,50,28,32,2,0
10000,hunger,50,28,52,2,0
10000,hunger,50,32,12,4,0
10000,hunger,50,32,16,7,0
10000,hunger,50,32,20,3,0
10000,hunger,50,32,24,2,0
10000,hunger,50,32,28,6,0
10000,hunger,50,32,36,8,0
10000,hunger,50,32,44,1,0
10000,hunger,50,32,68,1,0
10000,hunger,50,36,12,1,0
10000,hunger,50,36,16,8,1
10000,hunger,50,36,20,10,0
10000,hunger,50,36,24,9,0
10000,hunger,50,36,28,10,0
10000,hunger,50,36,32,13,0
10000,hunger,50,36,36,22,0
10000,hunger,50,36,40,12,0
