step,cause,age,size,n,worn
10000,hunger,0,0,10,0
10000,hunger,0,4,7,0
10000,hunger,0,8,13,0
10000,hunger,0,12,18,0
10000,hunger,0,16,444,0
10000,hunger,0,20,61,0
10000,hunger,0,24,1107,0
10000,hunger,0,28,52,0
10000,hunger,0,32,88,0
10000,hunger,0,36,1051,3
10000,hunger,0,40,44,0
10000,hunger,0,44,52,0
10000,hunger,0,48,704,5
10000,hunger,0,52,12,0
10000,hunger,0,56,13,0
10000,hunger,0,60,18,0
10000,hunger,0,64,166,1
10000,hunger,0,68,2,0
10000,hunger,0,72,1,0
10000,hunger,0,76,6,0
10000,hunger,0,80,32,0
10000,hunger,0,84,1,0
10000,hunger,0,88,1,0
10000,hunger,0,92,1,0
10000,hunger,0,96,5,0
10000,hunger,0,100,31,0
10000,hunger,0,120,11,0
10000,hunger,0,144,3,0
10000,hunger,0,168,1,0
10000,hunger,50,0,95,0
10000,hunger,50,4,97,0
10000,hunger,50,8,114,0
10000,hunger,50,12,116,1
10000,hunger,50,16,1178,1
10000,hunger,50,20,300,1
10000,hunger,50,24,3173,4
10000,hunger,50,28,187,0
10000,hunger,50,32,278,1
10000,hunger,50,36,2901,5
10000,hunger,50,40,123,0
10000,hunger,50,44,218,1
10000,hunger,50,48,1599,2
10000,hunger,50,52,44,1
10000,hunger,50,56,23,0
10000,hunger,50,60,42,0
10000,hunger,50,64,462,1
10000,hunger,50,68,8,0
10000,hunger,50,72,10,0
10000,hunger,50,76,11,0
10000,hunger,50,80,113,0
10000,hunger,50,84,2,0
10000,hunger,50,92,2,0
10000,hunger,50,100,6,0
10000,hunger,100,0,69,0
10000,hunger,100,4,109,0
10000,hunger,100,8,52,0
10000,hunger,100,12,65,0
10000,hunger,100,16,941,4
10000,hunger,100,20,194,4
10000,hunger,100,24,2122,9
10000,hunger,100,28,107,1
10000,hunger,100,32,192,3
10000,hunger,100,36,2071,13
10000,hunger,100,40,73,1
10000,hunger,100,44,114,0
10000,hunger,100,48,1266,8
10000,hunger,100,52,17,0
10000,hunger,100,56,17,1
10000,hunger,100,60,22,1
10000,hunger,100,64,295,3
10000,hunger,100,68,2,0
10000,hunger,100,72,6,0
10000,hunger,100,76,6,0
10000,hunger,100,80,50,0
10000,hunger,100,84,3,0
10000,hunger,100,100,4,0
10000,hunger,100,120,1,0
10000,hunger,150,0,28,0
10000,hunger,150,4,89,0
10000,hunger,150,8,78,0
10000,hunger,150,12,76,0
10000,hunger,150,16,686,0
10000,hunger,150,20,166,0
10000,hunger,150,24,1665,11
10000,hunger,150,28,88,0
10000,hunger,150,32,161,3
10000,hunger,150,36,1825,17
10000,hunger,150,40,64,2
10000,hunger,150,44,131,1
10000,hunger,150,48,1118,7
10000,hunger,150,52,18,0
10000,hunger,150,56,13,1
10000,hunger,150,60,18,0
10000,hunger,150,64,303,7
10000,hunger,150,68,2,0
10000,hunger,150,72,3,0
10000,hunger,150,76,4,0
10000,hunger,150,80,60,1
10000,hunger,150,88,1,0
10000,hunger,150,92,3,0
10000,hunger,150,96,2,0
10000,hunger,150,100,3,0
10000,hunger,150,120,1,0
10000,hunger,200,0,25,0
10000,hunger,200,4,75,0
10000,hunger,200,8,100,0
10000,hunger,200,12,81,0
10000,hunger,200,16,503,4
10000,hunger,200,20,163,2
10000,hunger,200,24,1262,13
10000,hunger,200,28,80,0
10000,hunger,200,32,168,1
10000,hunger,200,36,1545,20
10000,hunger,200,40,72,0
10000,hunger,200,44,101,1
10000,hunger,200,48,1013,16
10000,hunger,200,52,29,1
10000,hunger,200,56,16,0
10000,hunger,200,60,21,0
10000,hunger,200,64,227,2
10000,hunger,200,68,3,0
10000,hunger,200,72,6,0
10000,hunger,200,76,1,0
10000,hunger,200,80,60,2
10000,hunger,200,84,1,0
10000,hunger,200,88,3,0
10000,hunger,200,96,1,0
10000,hunger,200,100,7,0
10000,hunger,200,120,1,0
10000,hunger,200,168,1,0
10000,hunger,250,0,15,0
10000,hunger,250,4,48,0
10000,hunger,250,8,84,1
10000,hunger,250,12,81,1
10000,hunger,250,16,381,1
10000,hunger,250,20,147,2
10000,hunger,250,24,992,12
10000,hunger,250,28,74,0
10000,hunger,250,32,118,6
10000,hunger,250,36,1220,26
10000,hunger,250,40,83,0
10000,hunger,250,44,110,6
10000,hunger,250,48,779,19
10000,hunger,250,52,21,2
10000,hunger,250,56,14,1
10000,hunger,250,60,24,0
10000,hunger,250,64,239,8
10000,hunger,250,68,2,0
10000,hunger,250,72,5,0
10000,hunger,250,76,6,0
10000,hunger,250,80,59,2
10000,hunger,250,84,1,0
10000,hunger,250,92,1,0
10000,hunger,250,96,1,0
10000,hunger,250,100,10,2
10000,hunger,250,112,1,0
10000,hunger,250,116,1,1
10000,hunger,250,120,6,1
10000,hunger,300,0,14,0
10000,hunger,300,4,30,0
10000,hunger,300,8,47,0
10000,hunger,300,12,68,0
10000,hunger,300,16,289,2
10000,hunger,300,20,101,1
10000,hunger,300,24,781,9
10000,hunger,300,28,60,0
10000,hunger,300,32,98,2
10000,hunger,300,36,863,14
10000,hunger,300,40,58,0
10000,hunger,300,44,90,0
10000,hunger,300,48,619,15
