step,cause,age,size,n,worn
10000,hunger,0,0,17,0
10000,hunger,0,4,28,0
10000,hunger,0,8,83,0
10000,hunger,0,12,220,0
10000,hunger,0,16,1189,0
10000,hunger,0,20,96,0
10000,hunger,0,24,962,0
10000,hunger,0,28,51,0
10000,hunger,0,32,79,0
10000,hunger,0,36,845,1
10000,hunger,0,40,35,0
10000,hunger,0,44,41,0
10000,hunger,0,48,613,0
10000,hunger,0,52,25,0
10000,hunger,0,56,19,0
10000,hunger,0,60,19,0
10000,hunger,0,64,314,2
10000,hunger,0,68,8,0
10000,hunger,0,72,9,0
10000,hunger,0,76,5,0
10000,hunger,0,80,138,1
10000,hunger,0,84,1,0
10000,hunger,0,88,2,0
10000,hunger,0,92,1,0
10000,hunger,0,96,10,0
10000,hunger,0,100,55,0
10000,hunger,0,120,14,0
10000,hunger,0,144,3,0
10000,hunger,0,168,1,0
10000,hunger,50,0,110,0
10000,hunger,50,4,184,0
10000,hunger,50,8,425,0
10000,hunger,50,12,788,0
10000,hunger,50,16,3652,6
10000,hunger,50,20,445,1
10000,hunger,50,24,2653,3
10000,hunger,50,28,130,1
10000,hunger,50,32,188,0
10000,hunger,50,36,2245,10
10000,hunger,50,40,124,2
10000,hunger,50,44,154,0
10000,hunger,50,48,1778,7
10000,hunger,50,52,73,1
10000,hunger,50,56,62,1
10000,hunger,50,60,83,0
10000,hunger,50,64,1062,2
10000,hunger,50,68,27,0
10000,hunger,50,72,21,0
10000,hunger,50,76,22,0
10000,hunger,50,80,409,4
10000,hunger,50,84,1,0
10000,hunger,50,88,6,0
10000,hunger,50,92,1,0
10000,hunger,50,96,3,0
10000,hunger,50,100,65,0
10000,hunger,50,120,3,0
10000,hunger,100,0,63,0
10000,hunger,100,4,156,0
10000,hunger,100,8,250,0
10000,hunger,100,12,463,1
10000,hunger,100,16,2504,10
10000,hunger,100,20,283,0
10000,hunger,100,24,2101,4
10000,hunger,100,28,102,1
10000,hunger,100,32,138,0
10000,hunger,100,36,1813,8
10000,hunger,100,40,83,2
10000,hunger,100,44,75,0
10000,hunger,100,48,1628,15
10000,hunger,100,52,34,0
10000,hunger,100,56,47,0
10000,hunger,100,60,70,0
10000,hunger,100,64,874,7
10000,hunger,100,68,16,0
10000,hunger,100,72,22,0
10000,hunger,100,76,18,0
10000,hunger,100,80,340,7
10000,hunger,100,92,4,0
10000,hunger,100,96,2,0
10000,hunger,100,100,50,1
10000,hunger,100,120,6,0
10000,hunger,150,0,16,0
10000,hunger,150,4,96,0
10000,hunger,150,8,171,0
10000,hunger,150,12,379,2
10000,hunger,150,16,1848,10
10000,hunger,150,20,252,2
10000,hunger,150,24,1829,5
10000,hunger,150,28,134,1
10000,hunger,150,32,144,2
10000,hunger,150,36,1802,24
10000,hunger,150,40,100,0
10000,hunger,150,44,115,3
10000,hunger,150,48,1751,20
10000,hunger,150,52,61,0
10000,hunger,150,56,57,0
10000,hunger,150,60,67,1
10000,hunger,150,64,1002,16
10000,hunger,150,68,17,0
10000,hunger,150,72,16,0
10000,hunger,150,76,25,0
10000,hunger,150,80,387,3
10000,hunger,150,84,1,0
10000,hunger,150,88,2,0
10000,hunger,150,96,6,0
10000,hunger,150,100,62,3
10000,hunger,150,108,1,0
10000,hunger,150,120,8,0
10000,hunger,150,144,1,0
10000,hunger,200,0,15,0
10000,hunger,200,4,84,1
10000,hunger,200,8,154,0
10000,hunger,200,12,343,2
10000,hunger,200,16,1426,11
10000,hunger,200,20,260,5
10000,hunger,200,24,1616,11
10000,hunger,200,28,110,1
10000,hunger,200,32,140,1
10000,hunger,200,36,1665,17
10000,hunger,200,40,112,2
10000,hunger,200,44,115,2
10000,hunger,200,48,1542,23
10000,hunger,200,52,56,2
10000,hunger,200,56,57,3
10000,hunger,200,60,58,1
10000,hunger,200,64,957,22
10000,hunger,200,68,19,2
10000,hunger,200,72,25,0
10000,hunger,200,76,21,2
10000,hunger,200,80,335,10
10000,hunger,200,84,1,0
10000,hunger,200,88,1,0
10000,hunger,200,96,1,0
10000,hunger,200,100,46,1
10000,hunger,200,112,1,0
10000,hunger,200,120,6,0
10000,hunger,200,168,1,0
10000,hunger,250,0,10,0
10000,hunger,250,4,54,0
10000,hunger,250,8,103,1
10000,hunger,250,12,235,0
10000,hunger,250,16,1100,2
10000,hunger,250,20,217,6
10000,hunger,250,24,1298,10
10000,hunger,250,28,90,0
10000,hunger,250,32,150,4
10000,hunger,250,36,1303,13
10000,hunger,250,40,111,2
10000,hunger,250,44,101,3
10000,hunger,250,48,1350,21
10000,hunger,250,52,42,1
10000,hunger,250,56,45,1
10000,hunger,250,60,55,1
10000,hunger,250,64,733,15
10000,hunger,250,68,18,0
10000,hunger,250,72,16,0
10000,hunger,250,76,13,0
10000,hunger,250,80,260,11
10000,hunger,250,84,1,0
10000,hunger,250,88,3,1
10000,hunger,250,92,2,0
10000,hunger,250,96,1,0
10000,hunger,250,100,38,2
10000,hunger,250,108,1,0
10000,hunger,250,120,9,0
10000,hunger,300,0,11,0
10000,hunger,300,4,42,2
10000,hunger,300,8,86,2
10000,hunger,300,12,196,1
10000,hunger,300,16,774,6
10000,hunger,300,20,194,5
10000,hunger,300,24,994,22
10000,hunger,300,28,74,0
10000,hunger,300,32,101,1
10000,hunger,300,36,989,25
10000,hunger,300,40,83,4
10000,hunger,300,44,67,2
10000,hunger,300,48,1003,22
10000,hunger,300,52,36,0
10000,hunger,300,56,44,3
10000,hunger,300,60,55,4
10000,hunger,300,64,527,22
10000,hunger,300,68,12,2
10000,hunger,300,72,11,0
10000,hunger,300,76,19,0
10000,hunger,300,80,211,10
10000,hunger,300,92,2,0
10000,hunger,300,96,2,0
10000,hunger,300,100,35,1
10000,hunger,300,116,3,0
10000,hunger,300,120,7,0
10000,hunger,300,144,1,0
10000,hunger,300,196,1,0
10000,hunger,350,0,5,0
10000,hunger,350,4,11,0
10000,hunger,350,8,47,0
10000,hunger,350,12,111,0
10000,hunger,350,16,566,4
10000,hunger,350,20,131,2
10000,hunger,350,24,718,17
10000,hunger,350,28,54,1
10000,hunger,350,32,82,1
10000,hunger,350,36,728,9
10000,hunger,350,40,63,1
10000,hunger,350,44,65,2
10000,hunger,350,48,731,23
10000,hunger,350,52,34,0
10000,hunger,350,56,37,0
10000,hunger,350,60,34,1
10000,hunger,350,64,406,14
10000,hunger,350,68,10,2
10000,hunger,350,72,5,0
10000,hunger,350,76,6,1
10000,hunger,350,80,135,13
10000,hunger,350,88,3,0
10000,hunger,350,92,3,0
10000,hunger,350,96,2,1
10000,hunger,350,100,27,1
10000,hunger,350,116,1,0
10000,hunger,350,120,1,0
10000,hunger,350,144,2,0
10000,hunger,400,0,4,0
10000,hunger,400,4,11,0
10000,hunger,400,8,32,0
10000,hunger,400,12,75,3
10000,hunger,400,16,399,1
10000,hunger,400,20,95,2
10000,hunger,400,24,501,6
10000,hunger,400,28,39,1
10000,hunger,400,32,59,5
10000,hunger,400,36,559,13
10000,hunger,400,40,28,2
10000,hunger,400,44,48,1
10000,hunger,400,48,516,17
10000,hunger,400,52,19,4
10000,hunger,400,56,24,2
10000,hunger,400,60,18,1
10000,hunger,400,64,294,14
10000,hunger,400,68,4,0
10000,hunger,400,72,5,0
10000,hunger,400,76,5,0
10000,hunger,400,80,95,7
10000,hunger,400,84,2,0
10000,hunger,400,88,2,0
10000,hunger,400,92,3,0
10000,hunger,400,100,23,1
10000,hunger,400,108,1,0
10000,hunger,400,120,2,0
10000,hunger,450,0,1,0
10000,hunger,450,4,2,0
10000,hunger,450,8,32,1
10000,hunger,450,12,72,3
10000,hunger,450,16,308,9
10000,hunger,450,20,68,0
10000,hunger,450,24,428,15
10000,hunger,450,28,22,0
10000,hunger,450,32,42,2
10000,hunger,450,36,350,12
10000,hunger,450,40,25,1
10000,hunger,450,44,41,7
10000,hunger,450,48,410,14
10000,hunger,450,52,25,1
10000,hunger,450,56,16,0
10000,hunger,450,60,16,2
10000,hunger,450,64,171,11
10000,hunger,450,68,4,0
10000,hunger,450,72,2,0
10000,hunger,450,76,3,1
10000,hunger,450,80,94,5
10000,hunger,450,88,2,0
10000,hunger,450,96,1,0
10000,hunger,450,100,13,2
10000,hunger,450,120,3,0
10000,hunger,450,124,1,0
10000,hunger,450,144,3,0
10000,hunger,450,196,1,1
10000,hunger,500,0,1,0
10000,hunger,500,4,5,0
10000,hunger,500,8,13,0
10000,hunger,500,12,52,1
10000,hunger,500,16,191,3
10000,hunger,500,20,63,1
10000,hunger,500,24,283,6
10000,hunger,500,28,14,1
10000,hunger,500,32,30,0
10000,hunger,500,36,286,7
10000,hunger,500,40,21,0
10000,hunger,500,44,24,2
10000,hunger,500,48,266,9
10000,hunger,500,52,10,1
10000,hunger,500,56,18,2
10000,hunger,500,60,13,1
10000,hunger,500,64,125,8
10000,hunger,500,68,1,0
10000,hunger,500,72,3,0
10000,hunger,500,76,3,1
10000,hunger,500,80,67,7
10000,hunger,500,88,2,0
10000,hunger,500,92,3,0
10000,hunger,500,100,21,0
10000,hunger,500,120,1,1
10000,hunger,550,4,3,0
10000,hunger,550,8,10,0
10000,hunger,550,12,30,0
10000,hunger,550,16,165,5
10000,hunger,550,20,35,1
10000,hunger,550,24,248,13
10000,hunger,550,28,14,0
10000,hunger,550,32,24,2
10000,hunger,550,36,220,10
10000,hunger,550,40,12,1
10000,hunger,550,44,14,0
10000,hunger,550,48,184,9
10000,hunger,550,52,8,0
10000,hunger,550,56,5,1
10000,hunger,550,60,7,1
10000,hunger,550,64,90,9
10000,hunger,550,68,1,0
10000,hunger,550,72,3,0
10000,hunger,550,80,53,7
10000,hunger,550,88,2,0
10000,hunger,550,100,7,1
10000,hunger,550,120,2,1
10000,hunger,600,0,1,0
10000,hunger,600,4,2,0
10000,hunger,600,8,6,0
10000,hunger,600,12,20,0
10000,hunger,600,16,137,4
10000,hunger,600,20,23,4
10000,hunger,600,24,201,6
10000,hunger,600,28,4,1
10000,hunger,600,32,22,1
10000,hunger,600,36,155,9
