step,cause,age,size,n,worn
10000,hunger,0,0,25,0
10000,hunger,0,4,46,0
10000,hunger,0,8,65,0
10000,hunger,0,12,103,0
10000,hunger,0,16,349,0
10000,hunger,0,20,74,0
10000,hunger,0,24,776,0
10000,hunger,0,28,73,0
10000,hunger,0,32,71,0
10000,hunger,0,36,405,1
10000,hunger,0,40,38,0
10000,hunger,0,44,32,0
10000,hunger,0,48,238,1
10000,hunger,0,52,14,0
10000,hunger,0,56,15,0
10000,hunger,0,60,17,0
10000,hunger,0,64,94,0
10000,hunger,0,68,1,0
10000,hunger,0,72,1,0
10000,hunger,0,76,4,0
10000,hunger,0,80,46,0
10000,hunger,0,84,3,0
10000,hunger,0,88,3,0
10000,hunger,0,92,1,0
10000,hunger,0,96,4,1
10000,hunger,0,100,42,0
10000,hunger,0,108,1,0
10000,hunger,0,112,1,0
10000,hunger,0,120,7,0
10000,hunger,0,128,1,0
10000,hunger,0,140,1,0
10000,hunger,0,144,5,0
10000,hunger,50,0,186,0
10000,hunger,50,4,352,0
10000,hunger,50,8,331,0
10000,hunger,50,12,502,0
10000,hunger,50,16,1331,1
10000,hunger,50,20,340,0
10000,hunger,50,24,2495,6
10000,hunger,50,28,135,1
10000,hunger,50,32,172,0
10000,hunger,50,36,1195,1
10000,hunger,50,40,99,0
10000,hunger,50,44,105,1
10000,hunger,50,48,558,4
10000,hunger,50,52,46,1
10000,hunger,50,56,30,0
10000,hunger,50,60,46,0
10000,hunger,50,64,309,0
10000,hunger,50,68,9,0
10000,hunger,50,72,16,0
10000,hunger,50,76,17,1
10000,hunger,50,80,116,0
10000,hunger,50,84,1,0
10000,hunger,50,88,1,0
10000,hunger,50,92,4,0
10000,hunger,50,96,11,0
10000,hunger,50,100,34,0
10000,hunger,50,112,1,0
10000,hunger,50,116,5,0
10000,hunger,50,120,17,0
10000,hunger,50,144,1,0
10000,hunger,100,0,96,0
10000,hunger,100,4,186,0
10000,hunger,100,8,172,0
10000,hunger,100,12,310,0
10000,hunger,100,16,673,1
10000,hunger,100,20,209,0
10000,hunger,100,24,1734,9
10000,hunger,100,28,132,1
10000,hunger,100,32,170,4
10000,hunger,100,36,1018,6
10000,hunger,100,40,100,1
10000,hunger,100,44,109,2
10000,hunger,100,48,522,9
10000,hunger,100,52,46,0
10000,hunger,100,56,20,1
10000,hunger,100,60,23,0
10000,hunger,100,64,231,0
10000,hunger,100,68,10,1
10000,hunger,100,72,12,0
10000,hunger,100,76,9,0
10000,hunger,100,80,81,0
10000,hunger,100,84,2,0
10000,hunger,100,88,1,0
10000,hunger,100,92,2,0
10000,hunger,100,96,18,0
10000,hunger,100,100,11,0
10000,hunger,100,116,2,0
10000,hunger,100,120,3,0
10000,hunger,150,0,36,0
10000,hunger,150,4,73,0
10000,hunger,150,8,158,0
10000,hunger,150,12,202,0
10000,hunger,150,16,476,0
