step,year,land_temp,land_rain,land_evap,sea_evap,sea_rain,to_sea,water,water_err,a,b,a_err,b_err,weathered_a,weathered_b,river_a,river_b,buried_a,buried_b,rivers,lakes,storms,land_water,land_biomass,sea_biomass,land_cover,sea_cover,land_height,litter,eaters,eater_cells,gpp,resp,transp,eaten,decayed,burnt,burnt_cells,genotypes,eater_genotypes,leading,matter,c_err,ms_step
130680,11,21.086,1970.0,1789.7,6.866649e7,4.923752e7,173.7,1.801537e7,7.444e-15,1.622930e5,3.190034e5,1.158e-13,7.572e-14,4.516298e4,5.092904e4,3.753702e4,2.954208e4,3.127814e4,2.367227e4,1844,331,141,1.177903e7,0.00315,0.00606,0.0367,0.2481,0.790,0.00180,1.2584e-7,170650,2.680037e3,2.333672e2,3.6,2.857629e-1,2.534253e2,0.000000e0,0,535,79,256,1.771242e3,4.226e-12,2.208
142560,12,21.175,1993.0,1789.4,6.938370e7,4.948354e7,179.4,1.806723e7,2.289e-14,1.950918e5,3.613739e5,1.930e-13,1.482e-13,4.545936e4,5.075321e4,3.018831e4,2.438946e4,1.266064e4,8.382699e3,2074,315,155,1.189629e7,0.01390,0.01826,0.1832,0.2723,0.929,0.00499,1.0370e-6,43700,1.424331e4,1.251507e3,23.2,4.927434e0,1.138317e3,1.942733e0,17,719,101,256,5.803174e3,1.119e-12,2.136
154440,13,21.117,1976.3,1719.2,6.998043e7,4.900785e7,190.5,1.796822e7,6.220e-15,2.345741e5,4.078300e5,3.701e-13,2.539e-13,4.531023e4,5.026369e4,2.043387e4,1.993466e4,5.827897e3,3.807564e3,2145,331,162,1.193933e7,0.03503,0.02672,0.3296,0.2720,1.083,0.00899,2.1697e-5,18462,2.429827e4,2.506555e3,66.2,9.094771e1,2.914680e3,1.122634e1,126,994,195,256,1.076396e4,6.836e-13,2.039
166320,14,21.038,1940.2,1647.4,6.962522e7,4.924145e7,183.7,1.802706e7,2.686e-15,2.759140e5,4.553388e5,3.818e-13,2.438e-13,4.499795e4,4.992544e4,1.553529e4,1.150981e4,3.658079e3,2.416678e3,2136,352,173,1.176200e7,0.06207,0.03188,0.4529,0.2703,1.249,0.01299,3.8385e-5,12943,3.144117e4,3.648793e3,110.7,3.994412e2,4.831633e3,3.920665e1,278,1302,380,256,1.592674e4,2.283e-13,1.959
178200,15,21.007,1959.8,1620.0,7.054727e7,4.928815e7,188.2,1.846864e7,1.351e-14,3.186664e5,5.045148e5,3.566e-13,3.050e-13,4.547283e4,5.083201e4,1.312467e4,7.594829e3,2.720381e3,1.655939e3,2168,337,182,1.214942e7,0.09316,0.03664,0.5466,0.2680,1.373,0.01664,3.0616e-5,14610,3.648871e4,4.670635e3,148.1,3.881771e2,6.474170e3,4.921762e1,377,1725,593,254,2.138927e4,2.602e-14,1.906
190080,16,21.184,1963.3,1592.7,7.048971e7,4.979709e7,189.5,1.819315e7,2.457e-15,3.624256e5,5.548072e5,1.330e-13,1.244e-13,4.615203e4,5.153511e4,1.261235e4,6.066391e3,2.392809e3,1.242719e3,1974,335,201,1.160470e7,0.12603,0.04082,0.6158,0.2655,1.494,0.02058,4.1759e-5,17475,4.136873e4,5.729648e3,186.0,4.884011e2,8.032632e3,9.356650e1,620,2149,805,253,2.703580e4,3.687e-14,1.891
201960,17,21.298,1969.6,1577.1,6.983328e7,4.915554e7,185.2,1.837796e7,2.635e-15,4.064636e5,6.054243e5,1.161e-13,6.192e-14,4.636628e4,5.178518e4,1.171693e4,5.133626e3,2.328313e3,1.168066e3,1967,327,211,1.184013e7,0.16134,0.04438,0.6625,0.2633,1.601,0.02424,4.3907e-5,19501,4.513305e4,6.634642e3,205.1,4.810983e2,9.463966e3,1.402178e2,826,2580,1007,253,3.277605e4,2.320e-13,1.824
213840,18,21.338,2033.1,1582.5,6.940121e7,4.778747e7,195.8,1.833511e7,5.079e-15,4.510362e5,6.568025e5,6.698e-14,6.647e-14,4.666812e4,5.249097e4,1.076173e4,4.559716e3,2.095528e3,1.112833e3,2189,352,225,1.173403e7,0.20001,0.04809,0.6970,0.2610,1.701,0.02762,3.9943e-5,21336,4.923580e4,7.694542e3,255.8,4.699675e2,1.104000e4,1.962359e2,1059,3213,1163,253,3.882846e4,1.019e-13,1.806
225720,19,21.348,2001.6,1527.5,6.922136e7,4.797143e7,195.3,1.797779e7,1.347e-14,4.945863e5,7.069738e5,5.002e-14,2.141e-14,4.544207e4,5.120588e4,9.831390e3,4.240696e3,1.891952e3,1.034543e3,1994,370,237,1.153647e7,0.23616,0.05143,0.7211,0.2584,1.812,0.03203,4.1515e-5,23111,5.172841e4,8.415338e3,280.6,4.485713e2,1.191755e4,3.170448e2,1312,3857,1318,253,4.479488e4,2.003e-13,1.778
237600,20,21.214,1937.4,1440.1,6.967903e7,4.821179e7,197.7,1.757659e7,1.060e-14,5.355935e5,7.545726e5,2.743e-13,2.777e-15,4.321640e4,4.859082e4,1.069197e4,3.564614e3,2.209192e3,9.920619e2,1746,364,247,1.106689e7,0.26972,0.05456,0.7385,0.2561,1.920,0.03664,3.8777e-5,24646,5.404020e4,8.980334e3,303.9,4.166746e2,1.290943e4,4.557167e2,1826,4461,1462,253,5.039648e4,5.414e-14,1.768
249480,21,21.151,1903.4,1386.0,7.066236e7,4.827500e7,200.8,1.774963e7,2.728e-15,5.759358e5,8.015779e5,1.273e-14,1.452e-14,4.284624e4,4.799338e4,8.446344e3,3.304759e3,2.503988e3,9.880808e2,1654,359,264,1.135410e7,0.30810,0.05762,0.7534,0.2537,1.998,0.03937,4.0879e-5,25791,5.495695e4,9.636855e3,314.0,4.540930e2,1.403763e4,7.369985e2,2414,4977,1578,253,5.573494e4,6.175e-14,1.751
261360,22,21.308,1907.8,1359.7,7.100043e7,4.808984e7,206.2,1.784740e7,6.053e-15,6.173787e5,8.497047e5,1.352e-13,6.001e-14,4.361700e4,4.908834e4,8.461531e3,3.402405e3,2.174050e3,9.614763e2,1855,396,277,1.137632e7,0.34583,0.06043,0.7667,0.2514,2.070,0.04264,4.1243e-5,26503,5.827162e4,1.047243e4,341.8,4.544169e2,1.527374e4,6.097004e2,2129,5599,1620,253,6.142460e4,3.269e-14,1.762
273240,23,21.442,1862.7,1324.7,6.949831e7,4.816895e7,192.2,1.791830e7,9.564e-15,6.583089e5,8.968357e5,2.405e-14,7.801e-14,4.284799e4,4.804764e4,7.967341e3,3.273710e3,1.917847e3,9.166288e2,1695,411,288,1.156399e7,0.37956,0.06298,0.7779,0.2488,2.156,0.04614,4.9058e-5,27106,5.856180e4,1.093496e4,344.1,5.104127e2,1.592995e4,6.816293e2,2434,6314,1573,251,6.663124e4,1.092e-14,1.746
285120,24,21.252,1875.2,1327.2,7.003487e7,4.904571e7,190.6,1.782633e7,8.150e-15,6.994572e5,9.442479e5,8.322e-14,5.055e-15,4.285268e4,4.830057e4,7.626251e3,3.427423e3,1.704374e3,8.884176e2,1585,394,294,1.119547e7,0.41816,0.06536,0.7879,0.2465,2.205,0.04865,4.8747e-5,27712,6.118362e4,1.167343e4,360.7,5.192051e2,1.717489e4,7.360825e2,2654,7131,1589,251,7.215777e4,1.916e-14,1.756
297000,25,21.323,1893.9,1323.3,7.039014e7,4.949392e7,191.8,1.750620e7,4.894e-15,7.408661e5,9.918082e5,9.648e-14,3.498e-14,4.291892e4,4.842687e4,7.243178e3,3.141678e3,1.509963e3,8.665340e2,1622,386,313,1.101852e7,0.45640,0.06758,0.7950,0.2442,2.237,0.05146,5.1509e-5,28119,6.363620e4,1.233206e4,380.4,5.292123e2,1.813668e4,6.841607e2,2576,7862,1620,251,7.772172e4,6.366e-14,1.773
308880,26,21.319,1907.2,1312.2,7.002781e7,4.821295e7,192.4,1.803596e7,5.164e-15,7.828074e5,1.039603e6,3.539e-14,3.942e-14,4.334972e4,4.863815e4,7.347439e3,2.906077e3,1.408431e3,8.436185e2,2021,402,328,1.149082e7,0.49461,0.06972,0.8016,0.2420,2.291,0.05365,5.3554e-5,28405,6.589457e4,1.318351e4,398.3,5.549466e2,1.941968e4,6.802335e2,2560,8587,1546,251,8.306912e4,5.763e-14,1.745
320760,27,21.365,1915.8,1302.9,7.073180e7,4.831584e7,208.0,1.744214e7,1.111e-14,8.242883e5,1.087192e6,1.819e-13,1.180e-13,4.295509e4,4.844312e4,7.512948e3,3.001077e3,1.474245e3,8.536776e2,2117,410,342,1.105354e7,0.52865,0.07165,0.8074,0.2398,2.332,0.05624,5.4918e-5,29007,6.679036e4,1.377226e4,408.9,6.127360e2,1.994466e4,9.303548e2,3070,9370,1534,251,8.802613e4,9.687e-14,1.733
332640,28,21.194,1838.2,1226.2,6.986134e7,4.763633e7,203.1,1.719810e7,9.098e-15,8.647264e5,1.133560e6,9.841e-14,8.647e-14,4.188088e4,4.722909e4,7.274787e3,2.980796e3,1.442691e3,8.613615e2,1974,382,351,1.065068e7,0.56073,0.07362,0.8141,0.2378,2.372,0.06047,5.3411e-5,29505,6.807864e4,1.393917e4,412.5,5.872565e2,2.019085e4,1.105248e3,3437,10214,1544,251,9.311081e4,6.627e-14,1.749
344520,29,21.201,1801.1,1182.3,7.058850e7,4.860155e7,201.0,1.694864e7,1.429e-14,9.055409e5,1.179674e6,1.900e-13,2.386e-13,4.221129e4,4.696540e4,7.241937e3,2.929836e3,1.396829e3,8.509242e2,2011,362,360,1.072783e7,0.59332,0.07556,0.8192,0.2360,2.384,0.06365,6.3947e-5,30176,6.899957e4,1.398609e4,417.1,6.294610e2,2.095241e4,1.142052e3,3424,11076,1572,251,9.804293e4,5.477e-14,1.741
356400,30,20.889,1806.7,1198.8,6.905379e7,4.873604e7,176.1,1.778877e7,3.560e-15,9.476915e5,1.226769e6,2.178e-13,1.831e-13,4.352066e4,4.793734e4,7.395265e3,2.783502e3,1.370095e3,8.429832e2,2066,357,373,1.113855e7,0.63029,0.07747,0.8248,0.2340,2.387,0.06561,7.4050e-5,30865,7.203243e4,1.439871e4,428.2,7.428273e2,2.223552e4,1.241728e3,3371,12084,1644,251,1.031876e5,1.936e-13,1.734
368280,31,20.943,1862.7,1232.9,6.987451e7,4.961356e7,182.1,1.790738e7,2.496e-15,9.903215e5,1.274102e6,1.762e-13,1.943e-13,4.407369e4,4.817210e4,8.366395e3,2.989062e3,1.443632e3,8.390142e2,2054,376,386,1.163793e7,0.66998,0.07971,0.8312,0.2325,2.395,0.06810,7.5692e-5,31524,7.354983e4,1.479658e4,443.2,7.891060e2,2.290076e4,1.121988e3,3196,12840,1691,251,1.082942e5,2.124e-13,1.737
380160,32,21.015,1869.9,1216.6,6.976735e7,4.897951e7,191.5,1.750964e7,4.468e-15,1.031825e6,1.320571e6,2.374e-13,1.969e-13,4.301763e4,4.732722e4,7.639973e3,3.803531e3,1.514236e3,8.579662e2,1953,409,394,1.119138e7,0.70274,0.08189,0.8367,0.2308,2.415,0.07075,7.7516e-5,31823,7.503745e4,1.557765e4,465.9,7.958547e2,2.371256e4,1.405122e3,3538,13730,1711,251,1.130968e5,1.552e-13,1.742
392040,33,21.203,1888.2,1216.5,6.962183e7,4.788006e7,194.7,1.771155e7,9.255e-15,1.073044e6,1.367081e6,2.877e-13,2.435e-13,4.258186e4,4.734722e4,7.413154e3,3.042487e3,1.362468e3,8.373513e2,2002,402,405,1.172727e7,0.73857,0.08401,0.8403,0.2294,2.446,0.07204,7.8782e-5,32185,7.507134e4,1.623325e4,472.2,8.025919e2,2.456566e4,1.341737e3,3752,14573,1690,251,1.179700e5,1.976e-13,1.727
403920,34,21.041,1868.2,1203.2,6.937890e7,4.813148e7,189.9,1.795418e7,3.112e-15,1.114860e6,1.414499e6,2.529e-13,2.331e-13,4.316106e4,4.825629e4,7.217609e3,3.027707e3,1.345069e3,8.381001e2,1952,405,418,1.148304e7,0.77437,0.08621,0.8447,0.2279,2.451,0.07425,7.7456e-5,32841,7.704193e4,1.688031e4,477.3,8.317506e2,2.546652e4,1.216505e3,3509,15277,1806,250,1.230188e5,2.109e-13,1.725
415800,35,21.059,1849.0,1179.3,6.974302e7,4.866379e7,196.4,1.730283e7,2.131e-14,1.155623e6,1.461390e6,3.657e-13,2.822e-13,4.215734e4,4.773641e4,7.411758e3,3.067216e3,1.394975e3,8.460162e2,1651,373,437,1.122618e7,0.79968,0.08821,0.8479,0.2262,2.475,0.07691,7.2865e-5,33521,7.706523e4,1.744730e4,475.6,8.306607e2,2.562714e4,1.725409e3,4210,16179,1858,250,1.269373e5,2.594e-13,1.737
427680,36,20.979,1781.3,1114.9,7.166338e7,4.930215e7,205.5,1.693260e7,7.700e-15,1.193738e6,1.504978e6,2.816e-13,4.406e-13,3.955800e4,4.445090e4,7.053291e3,3.157057e3,1.442732e3,8.622826e2,1591,377,449,1.057134e7,0.81648,0.09010,0.8524,0.2250,2.506,0.08118,6.4958e-5,34059,7.554890e4,1.756548e4,466.8,7.414782e2,2.468834e4,3.259873e3,6090,16948,2004,250,1.301958e5,2.252e-13,1.739
439560,37,20.948,1795.7,1127.9,7.193461e7,4.947630e7,202.8,1.696070e7,5.711e-15,1.232154e6,1.549362e6,4.471e-13,4.325e-13,3.988303e4,4.525782e4,7.248150e3,3.319763e3,1.466808e3,8.740127e2,1511,366,456,1.087862e7,0.83949,0.09189,0.8545,0.2236,2.529,0.08233,6.1662e-5,34084,7.508102e4,1.799809e4,462.2,6.358143e2,2.587529e4,2.751795e3,5281,17641,1994,249,1.334754e5,3.543e-13,1.717
451440,38,20.916,1857.1,1176.7,7.251728e7,5.031887e7,190.7,1.805880e7,8.870e-15,1.272704e6,1.595955e6,4.916e-13,5.032e-13,4.211196e4,4.748169e4,7.488547e3,3.246922e3,1.562016e3,8.890792e2,1742,356,470,1.140958e7,0.87738,0.09381,0.8563,0.2225,2.529,0.08269,8.9816e-5,34317,8.004827e4,1.869532e4,484.8,7.234240e2,2.761719e4,2.167088e3,4499,18500,2023,249,1.384032e5,3.995e-13,1.737
463320,39,20.780,1907.6,1205.3,7.327148e7,5.087336e7,202.2,1.809246e7,1.688e-14,1.313979e6,1.643716e6,4.777e-13,3.618e-13,4.308470e4,4.866156e4,8.338620e3,3.378873e3,1.810080e3,9.004748e2,2111,423,480,1.188152e7,0.90488,0.09586,0.8580,0.2218,2.529,0.08479,9.2317e-5,35004,8.250437e4,1.893315e4,495.8,9.526378e2,2.820956e4,2.084331e3,4129,19220,2065,249,1.425318e5,3.571e-13,1.727
475200,40,20.725,1838.5,1138.9,7.365739e7,5.122308e7,204.8,1.787627e7,7.919e-15,1.354023e6,1.689423e6,3.749e-13,4.541e-13,4.187143e4,4.660053e4,7.538885e3,3.218540e3,1.826733e3,8.936679e2,1874,387,485,1.130278e7,0.93243,0.09805,0.8604,0.2210,2.527,0.08945,8.6314e-5,35440,8.358021e4,1.896582e4,500.1,8.285908e2,2.791956e4,2.508767e3,4736,20030,2092,249,1.472455e5,3.208e-13,1.724
487080,41,21.054,1827.1,1129.0,7.355658e7,5.113248e7,205.5,1.756362e7,1.803e-14,1.393449e6,1.733829e6,2.779e-13,3.580e-13,4.111958e4,4.528889e4,7.283364e3,3.105196e3,1.694041e3,8.820668e2,1823,390,494,1.145067e7,0.95482,0.10059,0.8636,0.2202,2.546,0.09053,8.1361e-5,35628,8.152603e4,1.935199e4,491.3,8.499941e2,2.825570e4,3.587624e3,6050,20707,2088,249,1.498294e5,2.337e-13,1.734
498960,42,21.237,1798.2,1113.8,7.257028e7,5.019444e7,199.8,1.783142e7,2.862e-14,1.432154e6,1.777502e6,3.139e-13,2.942e-13,4.026452e4,4.454252e4,6.990682e3,3.073979e3,1.559723e3,8.703806e2,1847,416,509,1.134446e7,0.97404,0.10273,0.8657,0.2196,2.546,0.09147,8.5721e-5,35541,8.139129e4,1.968910e4,485.5,8.308178e2,2.828085e4,4.195857e3,7085,21506,2031,248,1.525947e5,2.287e-13,1.734
510840,43,21.408,1876.1,1177.1,7.195314e7,4.996000e7,192.2,1.855903e7,1.947e-14,1.472991e6,1.823597e6,3.253e-13,3.727e-13,4.235928e4,4.695100e4,7.465504e3,3.293626e3,1.522491e3,8.553577e2,1898,437,521,1.234540e7,1.00437,0.10486,0.8673,0.2190,2.579,0.08953,9.2707e-5,35146,8.325390e4,2.062084e4,497.8,9.070131e2,3.040485e4,3.022590e3,5430,22305,1962,247,1.560587e5,2.695e-13,1.744
522720,44,21.242,1953.7,1203.3,7.264807e7,4.941350e7,207.3,1.885984e7,2.686e-14,1.515662e6,1.872207e6,4.416e-13,3.023e-13,4.416984e4,4.945140e4,8.079035e3,3.828175e3,1.498835e3,8.412331e2,2228,469,536,1.228159e7,1.03615,0.10720,0.8687,0.2184,2.569,0.09044,8.9586e-5,35764,8.943063e4,2.135124e4,543.7,9.616608e2,3.154295e4,2.771729e3,4413,22899,1955,247,1.604603e5,2.273e-13,1.759
534600,45,21.384,1959.2,1203.6,7.176936e7,4.937667e7,203.1,1.878953e7,3.271e-14,1.558770e6,1.921465e6,3.654e-13,2.991e-13,4.460526e4,5.009440e4,7.890295e3,3.903179e3,1.496850e3,8.363682e2,2113,464,551,1.240776e7,1.06963,0.10954,0.8706,0.2180,2.581,0.09168,8.6897e-5,36331,9.023848e4,2.205117e4,551.4,8.496313e2,3.228513e4,2.198752e3,4174,23469,1959,247,1.650735e5,3.741e-13,1.807
546480,46,21.202,1928.3,1172.1,7.056572e7,4.882451e7,202.1,1.816867e7,2.604e-14,1.601943e6,1.971089e6,2.875e-13,3.346e-13,4.472739e4,5.046023e4,8.043852e3,3.864531e3,1.554551e3,8.366606e2,2033,442,553,1.135134e7,1.10267,0.11188,0.8732,0.2179,2.591,0.09399,9.6089e-5,37065,9.241279e4,2.276464e4,563.7,9.376108e2,3.311797e4,2.176047e3,4225,24078,2033,247,1.698983e5,3.010e-13,1.773
558360,47,21.203,1871.0,1140.6,7.061099e7,4.914884e7,197.5,1.777853e7,2.766e-14,1.644440e6,2.020387e6,2.466e-13,2.926e-13,4.410715e4,5.014018e4,7.929274e3,3.857253e3,1.610091e3,8.423395e2,1786,391,562,1.116280e7,1.12970,0.11409,0.8742,0.2174,2.621,0.09636,8.4983e-5,37605,9.173629e4,2.291010e4,534.6,9.366032e2,3.327721e4,2.324472e3,4376,24830,2171,246,1.740128e5,2.258e-13,1.780
570240,48,21.293,1871.8,1151.6,7.060067e7,4.933226e7,187.2,1.833443e7,2.479e-14,1.687217e6,2.069855e6,2.814e-13,2.052e-13,4.436278e4,5.032030e4,7.549661e3,3.665940e3,1.585389e3,8.520302e2,1956,386,575,1.119755e7,1.15551,0.11640,0.8752,0.2173,2.639,0.09721,9.0808e-5,38029,9.415061e4,2.355589e4,532.6,8.758135e2,3.428901e4,2.932915e3,4822,25467,2124,246,1.775618e5,1.814e-13,1.703
582120,49,21.244,1892.6,1137.0,7.026182e7,4.867460e7,195.4,1.830254e7,1.465e-14,1.730396e6,2.119040e6,2.878e-13,1.839e-13,4.478726e4,5.004268e4,8.105297e3,3.811033e3,1.608124e3,8.572167e2,2170,403,586,1.167851e7,1.18595,0.11857,0.8768,0.2171,2.628,0.09996,8.9921e-5,38587,9.500248e4,2.359883e4,555.7,8.759431e2,3.425520e4,2.781159e3,4655,26164,2161,246,1.822365e5,2.915e-13,1.715
594000,50,21.179,1853.9,1114.0,6.992109e7,4.944111e7,185.6,1.824743e7,2.001e-14,1.772952e6,2.167561e6,2.756e-13,2.610e-13,4.416287e4,4.937740e4,7.906629e3,3.627192e3,1.607759e3,8.564457e2,2008,396,596,1.117116e7,1.21541,0.12078,0.8782,0.2170,2.632,0.10366,9.2227e-5,38944,9.731237e4,2.373311e4,558.9,8.738968e2,3.484510e4,3.021449e3,4777,26876,2161,246,1.870089e5,4.015e-13,1.721
605880,51,21.142,1835.4,1094.6,7.014630e7,4.954985e7,188.9,1.795063e7,4.773e-15,1.814691e6,2.215327e6,2.275e-13,2.810e-13,4.342800e4,4.861197e4,8.450030e3,3.781898e3,1.688870e3,8.464152e2,1770,358,609,1.128401e7,1.24390,0.12357,0.8795,0.2172,2.613,0.10727,9.8829e-5,39412,9.692749e4,2.368252e4,550.9,9.598621e2,3.493271e4,3.360948e3,5090,27351,2137,246,1.908495e5,2.438e-13,1.812
617760,52,21.092,1837.6,1114.8,6.974007e7,4.998377e7,174.4,1.841765e7,2.023e-16,1.857106e6,2.263722e6,2.802e-13,2.847e-13,4.419139e4,4.924692e4,8.156464e3,4.069830e3,1.775829e3,8.520494e2,1828,357,621,1.127643e7,1.26808,0.12595,0.8803,0.2175,2.620,0.10687,1.0746e-4,39838,9.873541e4,2.418350e4,548.6,9.805287e2,3.667063e4,3.735859e3,5107,27983,2055,246,1.939591e5,1.236e-13,1.730
629640,53,20.964,1904.6,1134.4,7.025611e7,4.979549e7,184.3,1.848872e7,2.398e-14,1.900209e6,2.313365e6,2.476e-13,2.715e-13,4.482310e4,5.049208e4,8.152540e3,4.006199e3,1.720662e3,8.488580e2,2076,404,630,1.181281e7,1.30016,0.12834,0.8814,0.2175,2.634,0.10870,1.0567e-4,40595,1.008266e5,2.434873e4,581.1,1.016293e3,3.704285e4,3.267506e3,4635,28350,2109,245,1.986612e5,2.492e-13,1.726
641520,54,21.054,1892.9,1112.9,6.969179e7,4.905779e7,190.0,1.810709e7,1.152e-14,1.942132e6,2.361889e6,2.010e-13,2.800e-13,4.364901e4,4.937963e4,8.185702e3,3.895753e3,1.725463e3,8.554788e2,1844,403,640,1.125721e7,1.32520,0.13075,0.8827,0.2176,2.635,0.11081,9.5764e-5,41191,1.016727e5,2.529539e4,595.0,9.627533e2,3.746278e4,3.685389e3,5341,28987,2148,245,2.024492e5,1.669e-13,1.715
653400,55,21.122,1892.3,1095.4,6.889508e7,4.780528e7,190.8,1.809501e7,2.635e-14,1.984121e6,2.409936e6,2.341e-13,2.071e-13,4.397828e4,4.893353e4,9.049409e3,4.035586e3,1.989296e3,8.864596e2,1854,375,651,1.154282e7,1.34969,0.13306,0.8830,0.2176,2.656,0.11221,1.0837e-4,41786,1.003727e5,2.548534e4,603.6,9.136541e2,3.776641e4,3.659839e3,5445,29530,2051,244,2.060656e5,1.412e-13,1.709
665280,56,21.090,1891.1,1088.2,6.947603e7,4.761927e7,193.6,1.853298e7,2.191e-14,2.025956e6,2.458039e6,8.263e-14,1.667e-13,4.402564e4,4.902372e4,8.674966e3,4.288147e3,2.190883e3,9.212050e2,2104,433,662,1.176654e7,1.37229,0.13547,0.8832,0.2179,2.661,0.11355,9.9186e-5,42129,1.008579e5,2.640329e4,607.2,9.705062e2,3.862376e4,3.437040e3,5311,30145,2200,242,2.093665e5,2.278e-13,1.697
