step,year,land_temp,land_rain,land_evap,sea_evap,sea_rain,to_sea,water,water_err,a,b,a_err,b_err,weathered_a,weathered_b,river_a,river_b,buried_a,buried_b,rivers,lakes,storms,land_water,land_biomass,sea_biomass,land_cover,sea_cover,land_height,litter,eaters,eater_cells,gpp,resp,transp,eaten,decayed,burnt,burnt_cells,genotypes,eater_genotypes,leading,mutant_share,matter,c_err,ms_step
166320,14,21.038,1938.2,1615.8,6.964582e7,4.921905e7,184.5,1.794160e7,2.305e-14,2.781928e5,4.575311e5,1.465e-15,9.834e-14,4.490641e4,4.983337e4,1.408373e4,9.812330e3,3.303813e3,1.993977e3,2151,348,173,1.164999e7,0.06735,0.03139,0.4714,0.2739,1.088,0.01452,3.9335e-5,13018,3.656784e4,4.093095e3,140.1,5.250662e2,5.475857e3,6.543827e1,339,16807,361,543,9.689647e-4,1.674057e4,4.963e-13,2.526
178200,15,21.007,1955.5,1579.1,7.057807e7,4.926474e7,188.6,1.838761e7,1.519e-14,3.210819e5,5.068700e5,7.995e-14,1.275e-14,4.532603e4,5.069041e4,1.188898e4,6.526144e3,2.436988e3,1.351502e3,2165,337,182,1.207376e7,0.09799,0.03624,0.5594,0.2712,1.226,0.01873,5.8346e-5,15139,4.250737e4,5.239651e3,183.9,4.866541e2,7.303592e3,8.227138e1,466,20252,482,579,1.033506e-3,2.227869e4,2.247e-13,2.413
190080,16,21.184,1959.9,1546.1,7.052270e7,4.977536e7,190.3,1.808125e7,8.653e-15,3.648216e5,5.571214e5,3.143e-14,8.149e-15,4.599631e4,5.137961e4,1.154912e4,5.221114e3,2.256612e3,1.128255e3,1976,330,201,1.146521e7,0.13041,0.04010,0.6222,0.2685,1.366,0.02316,6.0440e-5,19014,4.774591e4,6.388956e3,229.0,6.320148e2,9.136401e3,1.398516e2,707,23322,772,573,1.138285e-3,2.792375e4,1.636e-13,2.400
201960,17,21.298,1963.9,1523.1,6.987376e7,4.913022e7,186.2,1.823039e7,5.313e-15,4.087146e5,6.075171e5,2.336e-14,7.454e-14,4.612217e4,5.153563e4,1.078255e4,4.366462e3,2.229113e3,1.139837e3,1931,319,211,1.170227e7,0.16411,0.04348,0.6643,0.2657,1.488,0.02746,6.6395e-5,21852,5.207909e4,7.406999e3,252.5,6.451600e2,1.077992e4,2.083756e2,962,25866,1054,559,1.253976e-3,3.358951e4,1.917e-13,2.407
213840,18,21.338,2028.4,1521.3,6.944396e7,4.776855e7,196.5,1.817345e7,6.150e-15,4.530768e5,6.586778e5,7.862e-14,9.685e-14,4.641606e4,5.225022e4,9.943824e3,3.883284e3,2.053929e3,1.089600e3,2151,342,225,1.154875e7,0.20020,0.04696,0.6957,0.2630,1.591,0.03170,6.8070e-5,24443,5.682511e4,8.558455e3,312.0,7.001953e2,1.272766e4,2.311623e2,1166,28262,1300,565,1.329150e-3,3.953256e4,1.631e-13,2.394
225720,19,21.348,1997.3,1465.1,6.926060e7,4.795741e7,196.0,1.779103e7,8.376e-16,4.962927e5,7.085627e5,1.330e-13,7.426e-14,4.512351e4,5.091767e4,9.369611e3,3.704489e3,1.907552e3,1.032736e3,1919,348,237,1.136195e7,0.22834,0.04931,0.7177,0.2602,1.695,0.03861,6.6664e-5,26795,5.912269e4,9.277390e3,337.9,6.955234e2,1.414084e4,3.629902e2,1607,30251,1479,558,1.372448e-3,4.505971e4,1.385e-13,2.391
237600,20,21.214,1930.4,1375.1,6.972155e7,4.819635e7,198.0,1.740982e7,5.349e-15,5.367515e5,7.556241e5,6.767e-14,1.214e-13,4.272216e4,4.806822e4,1.052786e4,3.244009e3,2.263339e3,1.006799e3,1695,358,247,1.087596e7,0.25080,0.05116,0.7347,0.2572,1.800,0.04527,6.0278e-5,28848,6.134528e4,9.780332e3,361.7,6.213200e2,1.578893e4,6.551489e2,2186,32270,1644,598,1.317851e-3,4.973571e4,4.462e-14,2.383
249480,21,21.151,1896.8,1314.4,7.071411e7,4.825882e7,201.7,1.755419e7,9.762e-15,5.764974e5,8.020476e5,6.523e-14,1.553e-14,4.235042e4,4.742644e4,8.695900e3,3.116800e3,2.604585e3,1.002957e3,1620,346,264,1.117346e7,0.27993,0.05339,0.7489,0.2534,1.864,0.04953,5.7997e-5,30679,6.309123e4,1.047321e4,378.0,5.581426e2,1.749484e4,6.987125e2,2373,33804,1873,540,1.277768e-3,5.427407e4,1.630e-13,2.359
261360,22,21.308,1903.6,1285.9,7.104741e7,4.808950e7,206.4,1.767814e7,6.954e-15,6.173431e5,8.496895e5,4.469e-14,2.891e-14,4.316806e4,4.861916e4,9.030186e3,3.312708e3,2.322367e3,9.772489e2,1758,378,277,1.118825e7,0.30666,0.05546,0.7623,0.2498,1.923,0.05362,7.6945e-5,32093,6.704751e4,1.128490e4,411.2,7.184305e2,1.926409e4,7.896451e2,2467,35779,2012,531,1.210253e-3,5.879907e4,1.312e-14,2.382
273240,23,21.442,1858.9,1251.1,6.953480e7,4.817681e7,192.3,1.775980e7,1.678e-15,6.576162e5,8.962747e5,5.169e-14,1.109e-13,4.237716e4,4.752058e4,8.815435e3,3.389092e3,2.104015e3,9.353799e2,1635,396,288,1.141550e7,0.33079,0.05707,0.7740,0.2465,2.008,0.05798,7.5274e-5,32790,6.736232e4,1.172989e4,413.4,7.682047e2,1.993447e4,9.702027e2,3015,37668,2106,521,1.206936e-3,6.301453e4,2.887e-14,2.357
285120,24,21.252,1868.4,1247.6,7.007097e7,4.906879e7,191.1,1.762148e7,4.228e-16,6.978838e5,9.430287e5,1.413e-13,1.059e-13,4.230471e4,4.766597e4,8.473307e3,3.434969e3,2.037091e3,9.119492e2,1553,385,294,1.098346e7,0.35674,0.05810,0.7837,0.2440,2.069,0.06308,8.1386e-5,33861,7.043473e4,1.253032e4,433.6,7.958092e2,2.168373e4,8.975370e2,2901,39390,2163,513,1.176595e-3,6.755116e4,1.226e-13,2.362
297000,25,21.323,1886.8,1245.8,7.042646e7,4.952116e7,192.0,1.729031e7,6.464e-15,7.383791e5,9.898469e5,4.478e-14,4.669e-14,4.240758e4,4.773722e4,8.218528e3,3.131235e3,1.912348e3,9.190943e2,1587,381,313,1.081045e7,0.38012,0.05833,0.7912,0.2412,2.111,0.06785,9.5443e-5,35173,7.242389e4,1.310748e4,450.7,9.176414e2,2.330020e4,1.005869e3,2971,41498,2207,513,1.150333e-3,7.162535e4,9.874e-14,2.370
308880,26,21.319,1904.6,1237.3,7.005148e7,4.824306e7,192.6,1.779766e7,1.193e-14,7.795543e5,1.037050e6,9.378e-14,8.947e-14,4.300329e4,4.809988e4,8.441588e3,2.997103e3,1.828112e3,8.968192e2,1966,386,328,1.124381e7,0.40642,0.05864,0.7982,0.2383,2.134,0.07049,1.0395e-4,36455,7.498175e4,1.396789e4,470.8,1.016515e3,2.520337e4,1.038077e3,3075,43456,2211,507,1.040772e-3,7.549423e4,4.048e-14,2.353
320760,27,21.365,1915.2,1227.5,7.076051e7,4.837230e7,208.0,1.717236e7,4.339e-16,8.201515e5,1.084082e6,4.897e-14,1.012e-13,4.263224e4,4.794478e4,8.631957e3,3.078382e3,2.034956e3,9.127681e2,2056,383,342,1.078541e7,0.42744,0.05900,0.8040,0.2356,2.189,0.07427,1.0420e-4,37810,7.614168e4,1.464969e4,483.8,1.062772e3,2.592183e4,1.333594e3,3495,45130,2377,503,1.037489e-3,7.901097e4,9.393e-15,2.349
332640,28,21.194,1836.4,1151.6,6.989357e7,4.768684e7,203.1,1.690848e7,2.424e-15,8.595385e5,1.129765e6,3.454e-14,8.182e-14,4.145011e4,4.660108e4,8.364381e3,3.134367e3,2.063178e3,9.181590e2,1923,356,351,1.035466e7,0.44478,0.05967,0.8103,0.2333,2.266,0.07964,9.7057e-5,39203,7.710172e4,1.480697e4,485.6,1.011109e3,2.618899e4,1.598868e3,3940,46969,2514,505,1.017898e-3,8.256468e4,3.525e-15,2.406
344520,29,21.201,1794.9,1107.3,7.063419e7,4.865027e7,200.8,1.667665e7,4.133e-15,8.991831e5,1.175078e6,2.496e-13,1.127e-13,4.171969e4,4.622740e4,8.325043e3,3.003900e3,2.075056e3,9.147143e2,1960,339,360,1.046430e7,0.45573,0.06019,0.8155,0.2310,2.293,0.08498,1.2509e-4,40377,7.730680e4,1.473040e4,485.8,1.133213e3,2.725887e4,2.048762e3,4546,48533,2585,499,1.038796e-3,8.534252e4,3.581e-15,2.424
356400,30,20.889,1796.1,1127.4,6.912130e7,4.878431e7,176.3,1.751075e7,5.744e-15,9.400044e5,1.221197e6,3.277e-13,2.135e-13,4.299925e4,4.707633e4,8.964368e3,3.010048e3,2.177962e3,9.567751e2,1982,339,373,1.087409e7,0.46831,0.06139,0.8209,0.2288,2.312,0.08781,1.3852e-4,41591,7.914564e4,1.491896e4,488.8,1.361052e3,2.898195e4,2.327888e3,4572,50190,2660,511,1.030443e-3,8.780231e4,3.663e-14,2.387
368280,31,20.943,1853.8,1163.8,6.991825e7,4.966707e7,182.0,1.762512e7,3.805e-15,9.811717e5,1.267593e6,1.660e-13,1.464e-13,4.356902e4,4.734973e4,1.130981e4,3.371780e3,2.401675e3,9.539650e2,2006,358,386,1.136224e7,0.49314,0.06349,0.8273,0.2271,2.350,0.08954,1.5171e-4,43244,8.071746e4,1.529815e4,503.6,1.442163e3,2.966568e4,1.939189e3,4071,51578,2730,480,9.179340e-4,9.101393e4,3.358e-15,2.338
380160,32,21.015,1864.1,1146.5,6.979876e7,4.903519e7,191.2,1.723921e7,1.275e-14,1.021024e6,1.313116e6,2.386e-13,1.864e-13,4.254215e4,4.659827e4,1.020604e4,4.559438e3,2.689442e3,1.075561e3,1887,385,394,1.090737e7,0.51061,0.06538,0.8315,0.2256,2.384,0.09167,1.4988e-4,44915,8.306786e4,1.613308e4,530.5,1.498397e3,3.044984e4,2.610907e3,4911,53681,2760,475,9.192281e-4,9.392414e4,1.239e-14,2.352
392040,33,21.203,1888.1,1140.6,6.963056e7,4.792591e7,194.1,1.746907e7,2.346e-15,1.060723e6,1.358870e6,2.529e-13,1.470e-13,4.215079e4,4.673851e4,1.018062e4,3.756977e3,2.451842e3,9.844671e2,1950,385,405,1.148321e7,0.53352,0.06713,0.8356,0.2242,2.380,0.09394,1.5244e-4,46328,8.482463e4,1.694195e4,548.1,1.480168e3,3.158863e4,2.313498e3,4760,55430,2867,472,9.341102e-4,9.751611e4,4.686e-14,2.368
403920,34,21.041,1865.7,1123.4,6.940716e7,4.818610e7,189.7,1.770899e7,1.241e-14,1.100991e6,1.405664e6,3.071e-13,6.543e-14,4.274260e4,4.773927e4,9.781246e3,3.670548e3,2.474870e3,9.446474e2,1892,376,418,1.121936e7,0.55556,0.06850,0.8392,0.2225,2.384,0.09701,1.7664e-4,47482,8.710815e4,1.772597e4,555.0,1.719520e3,3.293072e4,2.081213e3,4380,57076,3055,468,8.942713e-4,1.011472e5,2.093e-13,2.370
415800,35,21.059,1845.5,1100.0,6.977475e7,4.872429e7,196.1,1.706650e7,1.812e-14,1.139975e6,1.451797e6,2.138e-13,2.370e-13,4.162393e4,4.712899e4,9.720077e3,3.660145e3,2.639725e3,9.963882e2,1605,358,437,1.099245e7,0.56901,0.07004,0.8419,0.2212,2.469,0.10106,1.4424e-4,48559,8.700760e4,1.823888e4,551.5,1.654117e3,3.313113e4,2.314080e3,4576,58822,3075,468,8.683106e-4,1.040165e5,1.367e-13,2.363
427680,36,20.979,1775.6,1036.1,7.169673e7,4.935510e7,205.3,1.669681e7,4.016e-15,1.176282e6,1.494409e6,3.288e-13,1.810e-13,3.900866e4,4.364184e4,9.296892e3,3.540496e3,2.701503e3,1.029436e3,1570,360,449,1.031064e7,0.56172,0.07159,0.8455,0.2198,2.602,0.10585,1.3747e-4,49638,8.557570e4,1.822492e4,540.4,1.447505e3,3.185726e4,5.506120e3,8205,60498,3084,466,9.018167e-4,1.046121e5,2.871e-13,2.370
439560,37,20.948,1797.7,1048.1,7.196623e7,4.952241e7,202.3,1.675669e7,4.780e-15,1.212874e6,1.538019e6,3.471e-13,1.891e-13,3.937921e4,4.464022e4,9.632416e3,3.712045e3,2.787946e3,1.030168e3,1502,352,456,1.068132e7,0.57259,0.07256,0.8485,0.2188,2.699,0.10682,1.1058e-4,50065,8.617588e4,1.859056e4,544.0,1.364957e3,3.347592e4,4.110232e3,6862,61838,3266,455,8.657982e-4,1.063239e5,1.341e-13,2.345
451440,38,20.916,1861.1,1088.0,7.253620e7,5.039087e7,190.7,1.780773e7,1.297e-14,1.251200e6,1.583645e6,1.879e-13,2.518e-13,4.151724e4,4.673706e4,1.009881e4,3.780857e3,3.190847e3,1.111357e3,1724,352,470,1.111545e7,0.59541,0.07297,0.8510,0.2180,2.670,0.10966,1.6022e-4,50563,9.251966e4,1.943409e4,578.5,1.386924e3,3.603371e4,3.450186e3,5717,62398,3360,440,8.619741e-4,1.099248e5,2.397e-13,2.348
463320,39,20.780,1908.3,1119.0,7.330241e7,5.094502e7,201.7,1.785089e7,1.461e-15,1.290073e6,1.630509e6,1.402e-13,2.046e-13,4.253997e4,4.800336e4,1.114686e4,3.840003e3,3.667360e3,1.139767e3,2108,397,480,1.164615e7,0.60775,0.07414,0.8536,0.2173,2.669,0.11317,2.1947e-4,51651,9.397016e4,1.962452e4,582.8,2.098275e3,3.705574e4,2.919339e3,4957,63651,3562,435,9.032025e-4,1.125687e5,1.189e-13,2.336
475200,40,20.725,1835.7,1071.1,7.368069e7,5.128972e7,204.6,1.761078e7,1.481e-14,1.327439e6,1.675429e6,1.680e-13,2.829e-13,4.138802e4,4.610274e4,1.084774e4,3.734053e3,4.021709e3,1.182787e3,1842,374,485,1.102833e7,0.61331,0.07548,0.8565,0.2166,2.693,0.11706,2.1891e-4,52846,9.232639e4,1.933990e4,565.7,2.267261e3,3.621175e4,4.100608e3,6432,65391,3639,444,9.518841e-4,1.144232e5,2.732e-13,2.346
487080,41,21.054,1826.6,1064.6,7.357362e7,5.122248e7,204.9,1.729344e7,1.486e-14,1.363756e6,1.718854e6,1.523e-13,2.957e-13,4.058190e4,4.464346e4,1.088218e4,3.735252e3,4.264826e3,1.218386e3,1779,372,494,1.120252e7,0.62086,0.07731,0.8595,0.2158,2.748,0.11582,1.6578e-4,53695,9.027278e4,1.940106e4,555.6,2.027945e3,3.596441e4,5.390807e3,8038,66302,3710,414,9.293005e-4,1.146010e5,2.060e-13,2.335
498960,42,21.237,1799.2,1047.6,7.260969e7,5.028236e7,199.5,1.755638e7,2.737e-14,1.399738e6,1.761638e6,1.071e-13,2.844e-13,3.975693e4,4.386276e4,9.746050e3,3.583049e3,3.775495e3,1.078339e3,1818,401,509,1.103373e7,0.62630,0.07904,0.8618,0.2151,2.782,0.11735,1.8245e-4,54156,9.066185e4,1.961870e4,553.7,1.797140e3,3.569627e4,5.520175e3,8392,67392,3643,415,9.100308e-4,1.159249e5,1.444e-13,2.333
510840,43,21.408,1880.0,1105.7,7.197812e7,5.004719e7,192.2,1.822998e7,2.984e-14,1.437851e6,1.806836e6,1.561e-13,2.227e-13,4.184209e4,4.629902e4,1.053428e4,3.807399e3,3.728369e3,1.101223e3,1915,410,521,1.204402e7,0.64503,0.08014,0.8633,0.2145,2.774,0.11712,1.8270e-4,54138,9.327795e4,2.055640e4,573.1,1.909222e3,3.827472e4,3.971675e3,6298,68425,3656,406,9.488275e-4,1.184021e5,2.193e-13,2.341
522720,44,21.242,1953.9,1126.4,7.267061e7,4.948644e7,207.1,1.850567e7,1.993e-14,1.477724e6,1.854578e6,1.689e-13,2.394e-13,4.369472e4,4.885499e4,1.132602e4,4.277964e3,3.822484e3,1.112453e3,2207,432,536,1.188939e7,0.66454,0.08199,0.8654,0.2142,2.743,0.11964,2.6071e-4,55018,9.987450e4,2.141921e4,621.8,2.381930e3,4.034352e4,3.956281e3,5833,69388,3757,411,9.923258e-4,1.217602e5,6.430e-14,2.326
534600,45,21.384,1960.2,1134.4,7.179949e7,4.948362e7,202.1,1.846298e7,4.984e-14,1.517940e6,1.902920e6,1.693e-13,1.942e-13,4.417340e4,4.946081e4,1.134025e4,4.639769e3,3.956963e3,1.118838e3,2096,436,551,1.210390e7,0.68295,0.08385,0.8673,0.2137,2.728,0.11973,2.6384e-4,55801,1.001652e5,2.212973e4,621.7,2.706829e3,4.130329e4,3.654047e3,5644,70820,3663,398,1.008504e-3,1.243316e5,5.232e-14,2.320
546480,46,21.202,1929.8,1104.1,7.060361e7,4.894116e7,201.3,1.785869e7,2.983e-14,1.558027e6,1.951548e6,1.789e-13,2.131e-13,4.423223e4,4.974673e4,1.121388e4,4.638349e3,4.145214e3,1.119504e3,1956,411,553,1.100397e7,0.70205,0.08592,0.8692,0.2135,2.712,0.12309,2.5005e-4,56575,1.024102e5,2.285755e4,634.4,2.546194e3,4.197483e4,3.663633e3,5816,72255,3847,402,9.935115e-4,1.277447e5,1.438e-13,2.320
558360,47,21.203,1880.7,1070.0,7.062462e7,4.929117e7,196.6,1.744552e7,1.516e-14,1.597585e6,1.999882e6,6.194e-14,9.838e-14,4.355630e4,4.939651e4,1.107569e4,4.419977e3,3.998566e3,1.062379e3,1748,350,562,1.085708e7,0.71783,0.08739,0.8706,0.2135,2.728,0.12614,2.2264e-4,57552,1.022136e5,2.312196e4,615.4,2.398523e3,4.220067e4,3.853658e3,5810,73309,3877,404,9.962679e-4,1.306436e5,3.887e-14,2.311
570240,48,21.293,1876.2,1075.4,7.061749e7,4.944893e7,186.1,1.802669e7,2.232e-14,1.637201e6,2.048068e6,1.513e-13,1.416e-13,4.353487e4,4.933229e4,1.073597e4,4.303957e3,3.918572e3,1.145599e3,1927,349,575,1.085508e7,0.73093,0.08898,0.8722,0.2135,2.721,0.12853,2.6375e-4,58560,1.045697e5,2.376604e4,614.7,2.553533e3,4.368999e4,4.134982e3,6010,74181,3876,384,9.535120e-4,1.330525e5,7.525e-14,2.488
582120,49,21.244,1888.1,1076.1,7.028398e7,4.878133e7,194.9,1.796660e7,1.783e-14,1.677115e6,2.096105e6,1.259e-13,1.778e-13,4.404829e4,4.921617e4,1.189340e4,4.475259e3,4.134678e3,1.179139e3,2149,374,586,1.136316e7,0.73856,0.09062,0.8744,0.2135,2.727,0.13073,2.7359e-4,59649,1.029898e5,2.345592e4,612.5,2.822735e3,4.322953e4,4.678536e3,6873,75363,3949,385,9.475163e-4,1.348481e5,7.209e-14,2.432
594000,50,21.179,1851.5,1061.2,6.992808e7,4.957112e7,184.8,1.787900e7,2.500e-14,1.716447e6,2.143398e6,1.974e-13,1.621e-13,4.347383e4,4.855681e4,1.228393e4,4.433563e3,4.141081e3,1.264076e3,1963,353,596,1.080836e7,0.74487,0.09200,0.8760,0.2133,2.764,0.13492,2.9934e-4,60673,1.039409e5,2.329390e4,610.5,2.970930e3,4.350168e4,4.859183e3,6578,76186,4106,417,9.346605e-4,1.369089e5,8.184e-14,2.327
605880,51,21.142,1835.6,1056.9,7.015700e7,4.965191e7,188.1,1.757151e7,1.781e-14,1.754498e6,2.189726e6,1.518e-13,9.038e-14,4.268590e4,4.776463e4,1.342630e4,4.770291e3,4.634901e3,1.436506e3,1774,334,609,1.092946e7,0.75265,0.09376,0.8775,0.2135,2.828,0.13667,2.7926e-4,61409,1.017759e5,2.277084e4,589.5,2.974413e3,4.224844e4,5.653339e3,7594,76775,4005,380,1.003496e-3,1.377710e5,6.844e-14,2.298
617760,52,21.092,1839.4,1073.7,6.976715e7,5.011475e7,173.3,1.805093e7,2.559e-14,1.792870e6,2.236407e6,6.909e-14,1.141e-13,4.330892e4,4.812371e4,1.305826e4,5.261409e3,4.937571e3,1.442967e3,1768,336,621,1.091658e7,0.76226,0.09422,0.8789,0.2137,2.835,0.13757,2.9502e-4,61983,1.038988e5,2.287104e4,592.4,2.823994e3,4.351955e4,5.655805e3,6953,77460,4082,378,9.940355e-4,1.392667e5,1.001e-13,2.422
629640,53,20.964,1907.5,1091.5,7.026419e7,4.992872e7,183.4,1.810049e7,2.202e-14,1.832028e6,2.284757e6,2.299e-13,1.816e-13,4.409111e4,4.965374e4,1.326252e4,5.280632e3,4.932849e3,1.303966e3,1987,374,630,1.144872e7,0.78160,0.09542,0.8802,0.2140,2.848,0.14013,3.2109e-4,63002,1.065897e5,2.319562e4,627.8,3.121376e3,4.472635e4,4.616115e3,6129,78128,4257,380,1.026878e-3,1.425832e5,9.389e-14,2.376
641520,54,21.054,1903.2,1071.6,6.967098e7,4.921534e7,187.8,1.778033e7,2.032e-14,1.869770e6,2.331905e6,1.433e-13,9.805e-14,4.297270e4,4.849386e4,1.324000e4,5.142915e3,5.231068e3,1.345769e3,1812,389,640,1.091991e7,0.79688,0.09686,0.8814,0.2141,2.875,0.14271,2.6598e-4,64112,1.083052e5,2.420090e4,648.6,2.924219e3,4.522242e4,4.852585e3,6469,79249,4343,382,1.089993e-3,1.453031e5,9.414e-15,2.327
