step,year,land_temp,land_rain,land_evap,sea_evap,sea_rain,to_sea,water,water_err,a,b,a_err,b_err,weathered_a,weathered_b,river_a,river_b,buried_a,buried_b,rivers,lakes,storms,land_water,land_biomass,sea_biomass,land_cover,sea_cover,land_height,litter,eaters,eater_cells,gpp,resp,transp,eaten,decayed,burnt,burnt_cells,genotypes,eater_genotypes,leading,mutant_share,matter,c_err,ms_step
130680,11,21.086,1969.8,1790.6,6.866597e7,4.923791e7,173.7,1.801816e7,9.304e-15,1.608439e5,3.178554e5,9.590e-14,8.698e-14,4.515990e4,5.092628e4,3.792520e4,2.972094e4,3.272420e4,2.481748e4,1840,329,141,1.178229e7,0.00246,0.00317,0.0285,0.2471,0.812,0.00162,1.0631e-7,171783,1.384063e3,1.619153e2,2.6,2.599628e-1,2.139355e2,0.000000e0,0,6809,75,354,-0.000000e0,1.205790e3,6.234e-12,2.778
142560,12,21.175,1992.5,1795.3,6.937708e7,4.948499e7,179.2,1.808210e7,1.071e-14,1.913536e5,3.588267e5,5.019e-15,1.865e-14,4.545259e4,5.074786e4,3.054933e4,2.585236e4,1.494287e4,9.776513e3,2063,315,155,1.191352e7,0.01021,0.01345,0.1653,0.2748,0.747,0.00524,2.0568e-8,41724,1.005186e4,9.540043e2,16.7,3.003548e-2,7.870723e2,8.117335e-1,13,11108,76,473,5.268207e-4,4.790313e3,1.586e-12,2.505
154440,13,21.117,1977.0,1733.0,6.995260e7,4.901862e7,190.1,1.798993e7,8.076e-15,2.303231e5,4.049859e5,4.132e-14,2.300e-14,4.530886e4,5.027523e4,2.005600e4,1.936226e4,6.339349e3,4.116061e3,2136,330,162,1.195743e7,0.02513,0.02194,0.3060,0.2767,0.780,0.00979,4.3440e-6,15839,2.068891e4,2.209375e3,53.6,1.379231e1,2.531542e3,1.075349e1,116,17083,164,487,6.959313e-4,9.242458e3,7.910e-13,2.435
166320,14,21.038,1946.6,1673.9,6.957733e7,4.927216e7,182.7,1.807869e7,6.182e-15,2.711791e5,4.524284e5,1.176e-13,2.998e-14,4.502663e4,4.998753e4,1.471594e4,1.092164e4,4.170678e3,2.545032e3,2116,353,173,1.181986e7,0.04371,0.02753,0.4180,0.2749,0.910,0.01391,3.1666e-5,9933,2.832422e4,3.312793e3,91.2,1.377237e2,4.306840e3,3.062659e1,272,22198,305,494,9.114427e-4,1.354641e4,6.072e-13,2.501
178200,15,21.007,1971.7,1661.2,7.045822e7,4.934402e7,186.7,1.853683e7,8.441e-15,3.136121e5,5.016711e5,8.167e-15,2.437e-14,4.550379e4,5.090390e4,1.258599e4,7.752528e3,3.070761e3,1.661193e3,2127,343,182,1.220531e7,0.06435,0.03094,0.5067,0.2726,1.060,0.01756,3.0046e-5,11681,3.256259e4,4.211053e3,120.3,3.070264e2,5.798873e3,4.671300e1,328,27292,456,513,1.036523e-3,1.758026e4,4.929e-13,2.380
190080,16,21.184,1983.9,1647.8,7.037669e7,4.988014e7,187.5,1.828715e7,2.424e-14,3.570144e5,5.520623e5,1.973e-13,6.326e-15,4.613573e4,5.156906e4,1.232481e4,6.180915e3,2.733482e3,1.177883e3,1934,337,201,1.169857e7,0.08549,0.03481,0.5810,0.2696,1.225,0.02133,3.1354e-5,13592,3.705618e4,5.072819e3,153.1,2.077900e2,7.019035e3,8.881171e1,584,31786,546,497,1.081287e-3,2.175944e4,3.608e-13,2.361
201960,17,21.298,1994.1,1644.1,6.969939e7,4.924924e7,182.8,1.851828e7,2.273e-14,4.006840e5,6.027605e5,2.731e-14,1.367e-13,4.638337e4,5.183692e4,1.173410e4,5.268083e3,2.713733e3,1.138656e3,1977,341,211,1.195517e7,0.10676,0.03805,0.6339,0.2675,1.386,0.02517,3.3039e-5,15213,4.036750e4,5.784644e3,164.9,2.629938e2,8.221936e3,1.209501e2,744,35592,705,502,1.042094e-3,2.585066e4,2.264e-13,2.376
213840,18,21.338,2062.4,1659.6,6.925069e7,4.789684e7,193.4,1.847436e7,1.734e-14,4.447937e5,6.542100e5,6.582e-14,2.135e-15,4.668033e4,5.255662e4,1.115318e4,4.780719e3,2.570669e3,1.107217e3,2218,376,225,1.188229e7,0.12889,0.04096,0.6760,0.2654,1.526,0.02916,4.2147e-5,16342,4.390713e4,6.654144e3,210.0,2.804751e2,9.703649e3,1.293815e2,914,39246,758,487,1.064901e-3,3.001110e4,2.097e-13,2.342
225720,19,21.348,2031.8,1605.1,6.906654e7,4.809038e7,192.6,1.814198e7,2.998e-14,4.877885e5,7.044598e5,5.907e-14,3.999e-14,4.546071e4,5.132395e4,1.054970e4,4.324226e3,2.465848e3,1.074136e3,2002,383,237,1.167385e7,0.14474,0.04222,0.7069,0.2631,1.672,0.03548,3.8851e-5,17456,4.647276e4,7.223432e3,235.9,3.015805e2,1.092745e4,2.625551e2,1243,42511,901,484,1.013850e-3,3.374503e4,1.960e-13,2.358
237600,20,21.214,1973.2,1517.4,6.953455e7,4.833095e7,195.4,1.772992e7,2.626e-14,5.283029e5,7.522549e5,1.697e-13,1.600e-13,4.331043e4,4.886038e4,1.190837e4,3.927039e3,2.796062e3,1.065275e3,1752,388,247,1.122143e7,0.15363,0.03966,0.7296,0.2608,1.839,0.04369,4.1541e-5,18240,5.001347e4,7.640110e3,264.5,2.992989e2,1.293543e4,4.463877e2,1795,45682,985,518,9.770240e-4,3.647581e4,8.338e-14,2.322
249480,21,21.151,1941.1,1462.2,7.047885e7,4.839426e7,198.3,1.787971e7,3.313e-14,5.678006e5,7.994597e5,4.429e-14,5.286e-14,4.287690e4,4.829265e4,1.030659e4,3.895435e3,3.379208e3,1.087787e3,1682,378,264,1.145247e7,0.17034,0.03916,0.7505,0.2590,1.916,0.04611,4.0166e-5,18856,5.225251e4,8.170009e3,278.6,3.013491e2,1.489899e4,4.727397e2,2030,47904,1074,459,1.006298e-3,3.874065e4,1.029e-13,2.312
261360,22,21.308,1944.8,1429.8,7.081978e7,4.819566e7,203.3,1.801846e7,2.336e-14,6.080783e5,8.477835e5,8.539e-14,9.475e-15,4.369460e4,4.938647e4,1.005892e4,3.933506e3,3.416841e3,1.062715e3,1811,408,277,1.153980e7,0.18765,0.04018,0.7690,0.2572,2.016,0.04842,4.5470e-5,19417,5.680227e4,9.005601e3,310.9,3.156453e2,1.550974e4,5.144524e2,2054,50591,1087,454,1.050371e-3,4.161937e4,1.855e-13,2.341
273240,23,21.442,1908.7,1393.8,6.929728e7,4.830462e7,188.9,1.810992e7,2.921e-14,6.472669e5,8.950242e5,2.878e-14,3.876e-14,4.291254e4,4.837331e4,9.401097e3,3.622617e3,3.724003e3,1.132596e3,1690,414,288,1.171006e7,0.20394,0.04119,0.7828,0.2544,2.168,0.05102,5.4157e-5,20076,5.837946e4,9.381558e3,324.4,3.703165e2,1.533397e4,7.263980e2,2479,53133,1216,438,1.102115e-3,4.441806e4,5.373e-14,2.314
285120,24,21.252,1919.0,1397.4,6.985186e7,4.918881e7,187.4,1.804143e7,3.324e-14,6.865341e5,9.425276e5,8.631e-14,1.101e-13,4.288348e4,4.858647e4,9.322883e3,3.655234e3,3.616240e3,1.083106e3,1580,404,294,1.140292e7,0.22658,0.04296,0.7933,0.2518,2.263,0.05338,5.4343e-5,20916,6.043249e4,9.981618e3,336.9,3.773754e2,1.597918e4,6.842888e2,2582,55911,1311,430,1.085379e-3,4.801362e4,1.646e-13,2.310
297000,25,21.323,1934.0,1395.9,7.019217e7,4.966963e7,188.4,1.772055e7,4.982e-14,7.261583e5,9.901848e5,1.876e-14,3.939e-14,4.286755e4,4.861478e4,9.150194e3,3.332678e3,3.243382e3,9.575337e2,1689,409,313,1.118907e7,0.25018,0.04510,0.8019,0.2498,2.396,0.05552,5.8856e-5,21609,6.215587e4,1.052670e4,351.6,3.813304e2,1.639802e4,6.575273e2,2593,58100,1421,432,1.096621e-3,5.175901e4,3.585e-14,2.308
308880,26,21.319,1945.0,1382.8,6.980868e7,4.838801e7,188.8,1.825024e7,4.450e-14,7.663843e5,1.038001e6,8.537e-14,3.320e-14,4.328928e4,4.871865e4,9.251727e3,3.247614e3,3.063290e3,9.025815e2,2027,417,328,1.169546e7,0.27436,0.04747,0.8097,0.2476,2.528,0.05793,7.1991e-5,22065,6.418121e4,1.123893e4,368.7,4.155225e2,1.723272e4,6.593285e2,2767,60475,1373,431,9.415819e-4,5.561523e4,1.112e-14,2.310
320760,27,21.365,1958.3,1375.1,7.052208e7,4.845923e7,204.6,1.767732e7,4.341e-14,8.060317e5,1.085562e6,9.056e-14,5.727e-14,4.281337e4,4.846048e4,9.546509e3,3.394179e3,3.165990e3,8.992674e2,2108,418,342,1.124506e7,0.29301,0.04935,0.8156,0.2458,2.661,0.06185,7.8870e-5,22639,6.528109e4,1.175318e4,382.7,4.794864e2,1.778706e4,7.670875e2,2966,62659,1294,431,9.532879e-4,5.913527e4,2.264e-14,2.291
332640,28,21.194,1882.9,1296.6,6.962543e7,4.776395e7,200.0,1.741614e7,4.920e-14,8.445397e5,1.132012e6,1.383e-13,4.833e-14,4.182008e4,4.737212e4,9.758509e3,3.358317e3,3.312005e3,9.226995e2,2030,411,351,1.084709e7,0.30270,0.05012,0.8209,0.2442,2.813,0.06907,8.1876e-5,23044,6.702093e4,1.189454e4,389.9,5.232661e2,1.884811e4,1.150795e3,3587,64682,1309,430,9.803266e-4,6.222300e4,2.304e-14,2.341
344520,29,21.201,1838.9,1245.8,7.039517e7,4.873405e7,198.0,1.716833e7,3.754e-14,8.831156e5,1.178102e6,7.013e-14,7.391e-14,4.213069e4,4.704183e4,1.051975e4,3.628753e3,3.554802e3,9.510893e2,2042,395,360,1.091231e7,0.30545,0.04744,0.8259,0.2428,2.961,0.07611,9.4266e-5,23390,6.831807e4,1.196108e4,394.4,5.729391e2,2.111695e4,1.222196e3,3729,65750,1390,424,1.081242e-3,6.395730e4,5.461e-15,2.361
356400,30,20.889,1842.6,1258.1,6.887519e7,4.887342e7,173.0,1.803134e7,3.905e-14,9.224965e5,1.225124e6,6.726e-14,2.319e-13,4.344582e4,4.799177e4,1.099150e4,3.910379e3,4.064911e3,9.702583e2,2071,377,373,1.135934e7,0.31611,0.04791,0.8304,0.2417,2.987,0.07832,1.1844e-4,24232,7.262129e4,1.240315e4,407.4,7.232925e2,2.310610e4,1.147580e3,3482,67023,1440,441,9.975783e-4,6.593051e4,1.338e-13,2.333
368280,31,20.943,1900.9,1286.8,6.971743e7,4.971406e7,179.8,1.813999e7,3.820e-14,9.620922e5,1.272312e6,1.765e-13,1.951e-13,4.390953e4,4.814066e4,1.177014e4,4.013643e3,4.313850e3,9.524001e2,2077,398,386,1.183693e7,0.33952,0.05003,0.8356,0.2409,3.047,0.07730,1.3638e-4,25188,7.530354e4,1.287069e4,430.0,8.530200e2,2.273205e4,1.081850e3,3248,68375,1591,408,1.057117e-3,6.840819e4,5.212e-14,2.297
380160,32,21.015,1911.4,1273.0,6.960614e7,4.908860e7,189.0,1.774776e7,3.547e-14,1.000595e6,1.318577e6,1.536e-13,1.681e-13,4.285470e4,4.722500e4,1.076833e4,4.874099e3,4.352290e3,9.602022e2,2007,430,394,1.140032e7,0.35670,0.05186,0.8393,0.2402,3.121,0.07980,1.3360e-4,26137,7.672778e4,1.344276e4,453.4,8.997921e2,2.258014e4,1.320336e3,3774,70542,1825,401,1.030891e-3,7.136361e4,6.444e-14,2.308
392040,33,21.203,1932.8,1278.6,6.945831e7,4.801535e7,191.6,1.799520e7,5.051e-14,1.039083e6,1.364855e6,1.795e-13,2.738e-13,4.249563e4,4.722676e4,1.110688e4,4.461957e3,4.007612e3,9.490066e2,2068,432,405,1.199110e7,0.37350,0.05364,0.8425,0.2390,3.098,0.08285,1.4728e-4,27311,7.636376e4,1.381614e4,457.2,8.949865e2,2.328957e4,1.227834e3,3677,72414,1938,408,1.069137e-3,7.447575e4,7.542e-14,2.300
403920,34,21.041,1910.3,1266.0,6.919195e7,4.829217e7,186.4,1.827999e7,3.811e-14,1.078066e6,1.411955e6,1.795e-13,1.474e-13,4.305546e4,4.806648e4,1.097023e4,4.489841e3,4.071780e3,9.664843e2,2066,432,418,1.177498e7,0.38468,0.05459,0.8455,0.2378,2.956,0.08708,1.7180e-4,28532,7.809273e4,1.425437e4,459.8,1.026172e3,2.475951e4,1.398118e3,3734,73803,2063,394,9.947881e-4,7.708210e4,9.420e-14,2.302
415800,35,21.059,1893.7,1248.6,6.955083e7,4.883796e7,193.1,1.762981e7,3.106e-14,1.116093e6,1.458683e6,2.165e-13,1.660e-13,4.217358e4,4.771599e4,1.146704e4,4.560273e3,4.146583e3,9.875621e2,1694,401,437,1.153158e7,0.38890,0.05473,0.8488,0.2363,2.816,0.09152,1.4853e-4,29503,7.792326e4,1.455197e4,454.2,1.047953e3,2.532914e4,1.446432e3,3949,75248,2169,383,9.471952e-4,7.883095e4,5.446e-14,2.341
427680,36,20.979,1830.2,1177.5,7.146688e7,4.943489e7,202.6,1.725340e7,3.973e-14,1.151200e6,1.502377e6,2.328e-13,1.680e-13,3.962370e4,4.470208e4,1.189158e4,4.612757e3,4.516837e3,1.008148e3,1681,408,449,1.084997e7,0.39096,0.05523,0.8524,0.2348,2.671,0.09627,1.1285e-4,30444,7.808302e4,1.447873e4,456.3,7.409172e2,2.475463e4,3.016451e3,6130,76735,2273,378,9.643279e-4,8.039357e4,1.705e-13,2.312
439560,37,20.948,1842.1,1184.9,7.171319e7,4.963621e7,199.7,1.723885e7,5.186e-14,1.185642e6,1.546618e6,2.203e-13,2.087e-13,3.980422e4,4.527214e4,1.222880e4,5.092081e3,5.362392e3,1.030827e3,1573,409,456,1.111959e7,0.39132,0.05444,0.8550,0.2340,2.602,0.09972,1.4406e-4,30860,7.825308e4,1.473509e4,455.1,8.551962e2,2.607858e4,2.820314e3,6018,77685,2260,382,1.022729e-3,8.124157e4,1.306e-13,2.313
451440,38,20.916,1895.5,1235.7,7.234109e7,5.047155e7,187.7,1.834440e7,5.117e-14,1.221710e6,1.592954e6,2.350e-13,3.191e-13,4.210682e4,4.741668e4,1.306477e4,5.192849e3,6.038740e3,1.080474e3,1806,370,470,1.164419e7,0.39601,0.05269,0.8574,0.2337,2.494,0.10478,2.0168e-4,31502,8.312176e4,1.522245e4,467.4,1.070616e3,2.920255e4,2.048112e3,4689,78804,2253,380,1.044059e-3,8.292248e4,1.497e-13,2.302
463320,39,20.780,1943.9,1265.2,7.310596e7,5.099503e7,200.1,1.832020e7,4.108e-14,1.257590e6,1.640313e6,3.181e-13,3.059e-13,4.298640e4,4.846387e4,1.518675e4,6.043444e3,7.106890e3,1.105624e3,2208,448,480,1.207886e7,0.39545,0.05375,0.8602,0.2338,2.530,0.10587,2.1619e-4,32598,8.609742e4,1.549715e4,474.6,1.473092e3,3.006006e4,2.229944e3,4600,79884,2392,375,1.003790e-3,8.347923e4,9.518e-14,2.282
475200,40,20.725,1872.6,1195.5,7.351170e7,5.131418e7,202.4,1.812811e7,4.233e-14,1.292318e6,1.685767e6,2.045e-13,2.940e-13,4.175914e4,4.655273e4,1.350688e4,5.859040e3,7.030382e3,1.098122e3,1941,430,485,1.149851e7,0.40654,0.05679,0.8625,0.2340,2.591,0.10720,2.0642e-4,33975,8.761105e4,1.565809e4,480.0,1.341200e3,2.848729e4,2.650045e3,5113,81389,2624,376,9.004816e-4,8.567277e4,1.328e-13,2.309
487080,41,21.054,1864.0,1178.9,7.340340e7,5.121710e7,203.7,1.778253e7,3.855e-14,1.326639e6,1.729693e6,1.137e-13,2.772e-13,4.096247e4,4.503331e4,1.253714e4,5.139013e3,6.642157e3,1.107256e3,1838,424,494,1.164755e7,0.42046,0.06067,0.8633,0.2341,2.676,0.10544,1.9764e-4,35087,8.649048e4,1.607635e4,480.1,1.419730e3,2.780112e4,3.336795e3,6502,82763,2816,358,8.799356e-4,8.694814e4,6.594e-14,2.304
498960,42,21.237,1841.2,1164.2,7.242856e7,5.027738e7,197.6,1.807945e7,4.801e-14,1.360838e6,1.772886e6,2.339e-13,1.912e-13,4.020610e4,4.432669e4,1.211147e4,5.065258e3,6.006856e3,1.133955e3,1873,450,509,1.154863e7,0.43726,0.06364,0.8646,0.2337,2.771,0.10662,1.7318e-4,35514,8.671850e4,1.639021e4,480.3,1.125076e3,2.736936e4,3.322270e3,6470,83859,2875,359,9.781288e-4,8.969047e4,1.687e-14,2.308
510840,43,21.408,1916.5,1230.3,7.177194e7,5.007142e7,190.3,1.873318e7,4.991e-14,1.397310e6,1.818370e6,6.865e-14,1.860e-13,4.219027e4,4.660926e4,1.346195e4,5.320624e3,5.718202e3,1.125800e3,1995,469,521,1.249319e7,0.45504,0.06651,0.8656,0.2329,2.826,0.10599,2.3412e-4,35533,8.791999e4,1.712752e4,487.4,1.290589e3,2.894276e4,3.048210e3,5865,84555,2881,359,9.491149e-4,9.215183e4,4.785e-14,2.283
522720,44,21.242,1984.1,1261.0,7.246007e7,4.952129e7,204.4,1.906061e7,3.303e-14,1.435254e6,1.866307e6,1.441e-13,2.072e-13,4.400984e4,4.907297e4,1.441874e4,6.355654e3,6.066131e3,1.135634e3,2189,480,536,1.245002e7,0.47503,0.06935,0.8677,0.2329,2.867,0.10776,2.9322e-4,36187,9.246287e4,1.772428e4,519.0,1.871689e3,3.029097e4,2.604509e3,5103,85177,2937,358,9.492408e-4,9.544617e4,3.476e-14,2.306
534600,45,21.384,1988.7,1272.7,7.156700e7,4.952300e7,199.1,1.907441e7,4.258e-14,1.473558e6,1.914879e6,2.241e-13,1.655e-13,4.447298e4,4.972292e4,1.392312e4,6.512869e3,6.169096e3,1.150847e3,2127,490,551,1.265178e7,0.49114,0.07123,0.8695,0.2329,2.950,0.10985,2.8027e-4,37039,9.174131e4,1.820768e4,515.0,1.896964e3,3.094713e4,2.288732e3,4641,86949,2935,358,9.703274e-4,9.823139e4,7.377e-14,2.278
546480,46,21.202,1970.6,1246.9,7.035428e7,4.897350e7,197.9,1.855893e7,4.717e-14,1.511706e6,1.963793e6,5.360e-14,1.420e-13,4.474428e4,5.022808e4,1.438031e4,6.602397e3,6.595615e3,1.313993e3,2035,469,553,1.171959e7,0.50914,0.07040,0.8716,0.2330,2.996,0.11502,2.9557e-4,38098,9.454885e4,1.884871e4,534.3,1.908043e3,3.253880e4,2.361252e3,4701,87976,3041,363,1.018340e-3,1.015557e5,2.894e-14,2.279
558360,47,21.203,1916.0,1215.1,7.039825e7,4.929793e7,193.9,1.820601e7,3.806e-14,1.548683e6,2.012308e6,1.186e-13,1.930e-13,4.412376e4,4.993196e4,1.493133e4,6.497094e3,7.147092e3,1.416586e3,1844,430,562,1.153116e7,0.51244,0.06857,0.8730,0.2335,3.112,0.12077,3.1412e-4,39174,9.460187e4,1.916033e4,508.7,2.118045e3,3.411862e4,2.303088e3,4545,88667,3233,352,9.356521e-4,1.031996e5,8.221e-14,2.292
570240,48,21.293,1911.7,1231.8,7.040178e7,4.946396e7,184.5,1.873080e7,4.793e-14,1.585504e6,2.060901e6,1.041e-13,1.106e-13,4.437794e4,5.010357e4,1.447985e4,6.749587e3,7.556763e3,1.510662e3,2061,412,575,1.157761e7,0.51465,0.06829,0.8743,0.2341,3.198,0.12233,3.3748e-4,40083,9.649978e4,1.973005e4,495.0,2.224039e3,3.549424e4,2.714917e3,5076,89021,3384,349,9.393897e-4,1.038356e5,1.131e-13,2.296
582120,49,21.244,1919.0,1213.1,7.008210e7,4.880282e7,192.9,1.867328e7,5.965e-14,1.622207e6,2.109180e6,1.457e-13,9.339e-14,4.465320e4,4.975547e4,1.578607e4,7.260115e3,7.950725e3,1.476681e3,2240,435,586,1.198123e7,0.52330,0.07048,0.8757,0.2345,3.260,0.12422,3.3621e-4,41030,9.687312e4,1.971655e4,509.4,2.330350e3,3.453821e4,2.856537e3,5279,90004,3452,351,9.545351e-4,1.057850e5,3.645e-14,2.447
594000,50,21.179,1881.9,1182.2,6.973594e7,4.954456e7,182.8,1.864480e7,5.854e-14,1.657733e6,2.156790e6,1.539e-13,2.204e-13,4.401200e4,4.914711e4,1.473580e4,6.390874e3,8.485538e3,1.537251e3,2046,425,596,1.154854e7,0.53794,0.07326,0.8767,0.2351,3.314,0.12701,3.6074e-4,41959,9.975629e4,1.992898e4,520.8,2.359455e3,3.459078e4,2.944651e3,5258,90924,3413,373,8.740150e-4,1.088334e5,2.327e-14,2.359
605880,51,21.142,1877.5,1166.7,6.993485e7,4.965452e7,186.1,1.834213e7,5.098e-14,1.692745e6,2.203759e6,9.078e-15,2.151e-13,4.330685e4,4.835262e4,1.505081e4,6.216867e3,8.295255e3,1.383466e3,1792,396,609,1.157823e7,0.55584,0.07690,0.8765,0.2355,3.437,0.12756,3.7920e-4,42853,9.981414e4,1.997581e4,524.5,2.620152e3,3.391648e4,3.387835e3,5557,91801,3333,342,8.839065e-4,1.109962e5,1.508e-14,2.279
617760,52,21.092,1881.5,1196.0,6.948924e7,5.013503e7,171.3,1.874180e7,6.142e-14,1.728591e6,2.251125e6,7.381e-14,5.482e-14,4.404451e4,4.877462e4,1.695743e4,6.640537e3,8.198432e3,1.408332e3,1864,398,621,1.156224e7,0.56767,0.07949,0.8772,0.2362,3.516,0.12726,3.7501e-4,43678,1.001914e5,2.017931e4,514.2,2.616712e3,3.479778e4,3.584217e3,5807,92864,3398,336,8.810232e-4,1.127111e5,8.431e-14,2.295
629640,53,20.964,1944.4,1216.8,7.007608e7,4.992854e7,181.9,1.876203e7,4.666e-14,1.764472e6,2.299863e6,1.185e-13,1.545e-13,4.463820e4,5.004623e4,1.674225e4,6.478110e3,8.756796e3,1.308662e3,2076,447,630,1.199849e7,0.58653,0.08183,0.8778,0.2367,3.506,0.12887,3.7957e-4,44842,1.013559e5,2.032177e4,541.8,2.755021e3,3.511761e4,3.031616e3,5092,93525,3491,341,9.326058e-4,1.158420e5,6.268e-14,2.381
641520,54,21.054,1945.3,1199.2,6.949091e7,4.920511e7,185.9,1.847822e7,6.189e-14,1.799042e6,2.347731e6,1.069e-13,2.180e-13,4.371786e4,4.918922e4,1.741948e4,6.192418e3,9.147881e3,1.321334e3,1853,459,640,1.157454e7,0.60725,0.08358,0.8786,0.2372,3.559,0.13205,3.8664e-4,46212,1.030829e5,2.112722e4,564.0,2.613171e3,3.564028e4,3.005290e3,5381,94400,3492,341,9.469977e-4,1.193535e5,7.681e-15,2.318
