step,cause,age,size,n,worn
10000,hunger,0,0,176,0
10000,hunger,0,4,732,0
10000,hunger,0,8,773,1
10000,hunger,0,12,625,0
10000,hunger,0,16,865,0
10000,hunger,0,20,760,2
10000,hunger,0,24,2144,0
10000,hunger,0,28,532,0
10000,hunger,0,32,696,0
10000,hunger,0,36,2429,3
10000,hunger,0,40,258,1
10000,hunger,0,44,291,1
10000,hunger,0,48,1396,4
10000,hunger,0,52,62,0
10000,hunger,0,56,71,0
10000,hunger,0,60,84,0
10000,hunger,0,64,379,2
10000,hunger,0,68,10,0
10000,hunger,0,72,13,0
10000,hunger,0,76,10,0
10000,hunger,0,80,93,0
10000,hunger,0,84,5,0
10000,hunger,0,88,5,0
10000,hunger,0,92,3,0
10000,hunger,0,96,5,0
10000,hunger,0,100,31,1
10000,hunger,0,116,3,0
10000,hunger,0,120,15,0
10000,hunger,0,124,1,0
10000,hunger,0,128,1,0
10000,hunger,50,0,741,0
10000,hunger,50,4,2016,2
10000,hunger,50,8,2151,1
10000,hunger,50,12,1805,1
10000,hunger,50,16,2366,3
10000,hunger,50,20,1955,2
10000,hunger,50,24,4825,10
10000,hunger,50,28,1211,6
10000,hunger,50,32,1547,5
10000,hunger,50,36,5660,13
10000,hunger,50,40,560,0
10000,hunger,50,44,739,4
10000,hunger,50,48,3212,20
10000,hunger,50,52,116,1
10000,hunger,50,56,117,0
10000,hunger,50,60,127,0
10000,hunger,50,64,693,2
10000,hunger,50,68,18,0
10000,hunger,50,72,24,0
10000,hunger,50,76,20,0
10000,hunger,50,80,159,1
10000,hunger,50,84,4,0
10000,hunger,50,88,2,0
10000,hunger,50,92,2,0
10000,hunger,50,96,2,0
10000,hunger,50,100,26,0
10000,hunger,50,112,1,0
10000,hunger,50,120,6,0
10000,hunger,50,128,1,0
10000,hunger,50,132,1,0
10000,hunger,50,144,1,0
10000,hunger,100,0,402,1
10000,hunger,100,4,1205,1
10000,hunger,100,8,1283,1
10000,hunger,100,12,1122,2
10000,hunger,100,16,1645,8
10000,hunger,100,20,1347,6
10000,hunger,100,24,3488,10
10000,hunger,100,28,915,8
10000,hunger,100,32,1164,6
10000,hunger,100,36,4407,23
10000,hunger,100,40,457,3
10000,hunger,100,44,554,6
10000,hunger,100,48,2574,24
10000,hunger,100,52,105,1
10000,hunger,100,56,114,0
10000,hunger,100,60,68,1
10000,hunger,100,64,502,3
10000,hunger,100,68,17,1
10000,hunger,100,72,18,0
10000,hunger,100,76,14,0
10000,hunger,100,80,89,1
10000,hunger,100,84,3,0
10000,hunger,100,88,1,0
10000,hunger,100,92,2,0
10000,hunger,100,96,8,0
10000,hunger,100,100,27,2
10000,hunger,100,104,1,0
10000,hunger,100,108,2,0
10000,hunger,100,112,1,0
10000,hunger,100,120,8,0
10000,hunger,100,128,1,0
10000,hunger,100,144,1,0
10000,hunger,150,0,127,0
10000,hunger,150,4,701,0
10000,hunger,150,8,849,2
10000,hunger,150,12,788,2
10000,hunger,150,16,1189,2
10000,hunger,150,20,955,8
10000,hunger,150,24,2489,11
10000,hunger,150,28,662,2
10000,hunger,150,32,938,11
10000,hunger,150,36,3499,25
10000,hunger,150,40,395,6
10000,hunger,150,44,466,5
10000,hunger,150,48,2135,24
10000,hunger,150,52,94,3
10000,hunger,150,56,85,1
10000,hunger,150,60,80,1
10000,hunger,150,64,457,8
10000,hunger,150,68,19,1
10000,hunger,150,72,14,0
10000,hunger,150,76,10,0
10000,hunger,150,80,78,2
10000,hunger,150,84,4,1
10000,hunger,150,92,4,0
10000,hunger,150,96,3,0
10000,hunger,150,100,31,1
