step,cause,age,size,n,worn
10000,hunger,0,0,21,0
10000,hunger,0,4,71,0
10000,hunger,0,8,142,0
10000,hunger,0,12,1603,1
10000,hunger,0,16,5610,2
10000,hunger,0,20,1475,1
10000,hunger,0,24,4753,4
10000,hunger,0,28,517,0
10000,hunger,0,32,807,0
10000,hunger,0,36,1633,0
10000,hunger,0,40,343,1
10000,hunger,0,44,276,1
10000,hunger,0,48,769,2
10000,hunger,0,52,77,0
10000,hunger,0,56,68,0
10000,hunger,0,60,48,0
10000,hunger,0,64,269,5
10000,hunger,0,68,6,0
10000,hunger,0,72,11,0
10000,hunger,0,76,10,0
10000,hunger,0,80,55,0
10000,hunger,0,84,2,0
10000,hunger,0,88,1,0
10000,hunger,0,96,3,0
10000,hunger,0,100,39,0
10000,hunger,0,104,2,0
10000,hunger,0,112,2,0
10000,hunger,0,116,1,0
10000,hunger,0,120,9,0
10000,hunger,0,128,1,0
10000,hunger,0,144,2,0
10000,hunger,50,0,284,1
10000,hunger,50,4,429,0
10000,hunger,50,8,587,1
10000,hunger,50,12,3280,2
10000,hunger,50,16,9905,11
10000,hunger,50,20,2901,5
10000,hunger,50,24,8690,21
10000,hunger,50,28,1685,2
10000,hunger,50,32,2130,5
10000,hunger,50,36,3102,5
10000,hunger,50,40,1153,4
10000,hunger,50,44,891,5
10000,hunger,50,48,1392,11
10000,hunger,50,52,194,0
10000,hunger,50,56,137,0
10000,hunger,50,60,109,0
10000,hunger,50,64,583,1
10000,hunger,50,68,24,0
10000,hunger,50,72,22,0
10000,hunger,50,76,25,0
10000,hunger,50,80,135,3
10000,hunger,50,84,2,0
10000,hunger,50,92,1,0
10000,hunger,50,96,1,0
10000,hunger,50,100,5,0
10000,hunger,50,104,1,0
10000,hunger,50,120,3,0
10000,hunger,100,0,192,0
10000,hunger,100,4,277,0
10000,hunger,100,8,332,0
10000,hunger,100,12,1935,4
10000,hunger,100,16,5857,13
10000,hunger,100,20,1797,5
10000,hunger,100,24,5841,27
10000,hunger,100,28,1430,7
10000,hunger,100,32,1559,7
10000,hunger,100,36,2252,12
10000,hunger,100,40,978,7
10000,hunger,100,44,912,6
10000,hunger,100,48,1151,16
10000,hunger,100,52,199,1
10000,hunger,100,56,136,0
10000,hunger,100,60,77,0
10000,hunger,100,64,459,5
10000,hunger,100,68,16,0
10000,hunger,100,72,23,0
10000,hunger,100,76,21,0
10000,hunger,100,80,77,3
10000,hunger,100,84,1,0
10000,hunger,100,96,2,0
10000,hunger,100,100,5,1
10000,hunger,100,116,1,0
10000,hunger,150,0,68,0
10000,hunger,150,4,177,0
10000,hunger,150,8,243,1
10000,hunger,150,12,1216,4
10000,hunger,150,16,3607,17
10000,hunger,150,20,1108,6
10000,hunger,150,24,3913,28
