step,cause,age,size,n,worn
10000,hunger,0,0,381,0
10000,hunger,0,4,1373,0
10000,hunger,0,8,3347,2
10000,hunger,0,12,5009,0
10000,hunger,0,16,7928,4
10000,hunger,0,20,1950,0
10000,hunger,0,24,2125,1
10000,hunger,0,28,681,1
10000,hunger,0,32,520,1
10000,hunger,0,36,471,0
10000,hunger,0,40,228,0
10000,hunger,0,44,159,0
10000,hunger,0,48,254,0
10000,hunger,0,52,62,0
10000,hunger,0,56,46,0
10000,hunger,0,60,40,0
10000,hunger,0,64,92,0
10000,hunger,0,68,13,0
10000,hunger,0,72,4,0
10000,hunger,0,76,2,0
10000,hunger,0,80,26,0
10000,hunger,0,84,1,1
10000,hunger,0,88,2,0
10000,hunger,0,92,1,0
10000,hunger,0,96,2,0
10000,hunger,0,100,27,1
10000,hunger,0,104,1,0
10000,hunger,0,116,3,0
10000,hunger,0,120,8,0
10000,hunger,0,144,2,0
10000,hunger,50,0,1392,0
10000,hunger,50,4,2781,1
10000,hunger,50,8,6231,11
10000,hunger,50,12,8074,16
10000,hunger,50,16,13826,14
10000,hunger,50,20,3626,8
10000,hunger,50,24,3590,11
10000,hunger,50,28,1397,4
10000,hunger,50,32,1033,4
10000,hunger,50,36,902,5
10000,hunger,50,40,447,4
10000,hunger,50,44,313,0
10000,hunger,50,48,597,3
10000,hunger,50,52,137,0
10000,hunger,50,56,95,1
10000,hunger,50,60,95,1
10000,hunger,50,64,267,2
10000,hunger,50,68,23,0
10000,hunger,50,72,16,0
10000,hunger,50,76,21,0
10000,hunger,50,80,109,1
10000,hunger,50,84,9,0
10000,hunger,50,88,2,0
10000,hunger,50,92,2,0
10000,hunger,50,96,3,0
10000,hunger,50,100,12,0
10000,hunger,50,104,2,0
10000,hunger,50,116,1,0
10000,hunger,50,120,1,0
10000,hunger,50,144,1,0
10000,hunger,100,0,587,0
10000,hunger,100,4,1329,3
10000,hunger,100,8,3328,6
10000,hunger,100,12,4746,13
10000,hunger,100,16,9222,26
10000,hunger,100,20,2349,9
10000,hunger,100,24,2450,12
10000,hunger,100,28,1214,7
10000,hunger,100,32,1001,5
10000,hunger,100,36,821,0
10000,hunger,100,40,357,2
10000,hunger,100,44,335,1
10000,hunger,100,48,527,4
10000,hunger,100,52,145,1
10000,hunger,100,56,123,1
10000,hunger,100,60,107,1
10000,hunger,100,64,239,6
10000,hunger,100,68,41,2
10000,hunger,100,72,27,1
10000,hunger,100,76,21,0
10000,hunger,100,80,67,1
10000,hunger,100,84,8,0
10000,hunger,100,88,4,0
10000,hunger,100,92,14,0
10000,hunger,100,96,1,0
10000,hunger,100,100,25,0
10000,hunger,100,104,1,0
10000,hunger,100,112,3,0
10000,hunger,100,116,1,1
10000,hunger,100,120,2,0
10000,hunger,150,0,175,0
10000,hunger,150,4,743,2
10000,hunger,150,8,2175,4
10000,hunger,150,12,3151,9
10000,hunger,150,16,6345,30
10000,hunger,150,20,1774,3
10000,hunger,150,24,1875,8
10000,hunger,150,28,903,7
10000,hunger,150,32,862,7
10000,hunger,150,36,716,9
10000,hunger,150,40,356,1
10000,hunger,150,44,285,4
10000,hunger,150,48,517,3
