step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten
10000,1934,1.549,0.060,6.45,83327,80185,27,4,2682,1618,1224327.5,85268.6,0.033,0.595,0.090,0.282,170,9.36,2.97,0.00,0.06,0.02,0.57,0.02,0.87,9.32,2.77,0.00,0.00,0.001,0.015,111,0.237,0.250,0.746,0.000,0.004,67287,53023,3,0.971,0.000,0.001,653660,0.149,0.120,0.000,111.95,30287,52,52.700,0.750,0.000,3211762,1.00,13.40,0.000,0.000,0.000,6,10,12,46,18110,0.069,1.79,0.0068,0.098,642,0.296,0.000,0.242,0.224,3.26,2.29,7.31,0.00,0.000,1.00,1.00,1.00,0.296,0.00526,47.55,12.7706,22.41,135821.8,140221.4,2.556,4.2137,121.322,837.008,0.995,0.432,53.7,60.656,33.077,10,29.0,8.02,40.404
20000,1944,1.539,0.055,6.72,48652,45882,256,0,2504,12,1081480.8,13598.6,0.002,0.636,0.024,0.338,208,8.90,2.38,0.00,0.06,0.02,0.55,0.00,0.15,8.87,2.25,0.00,0.00,0.001,0.027,81,0.399,0.246,0.750,0.000,0.004,18540,13882,3,0.881,0.000,0.001,29453,0.154,0.075,0.000,107.58,12718,0,1133.218,0.000,0.000,1842137,1.00,14.33,0.000,0.000,0.000,6,8,10,38,17293,0.066,0.00,0.0063,0.095,634,0.146,0.000,0.168,0.001,3.30,2.12,7.43,0.00,0.000,1.00,1.00,1.00,0.146,0.00501,56.03,1.5305,19.01,135936.2,140221.4,0.231,0.1710,107.419,502.539,0.997,0.428,53.0,53.710,7.035,7,10.7,2.56,0.297
30000,2009,1.409,0.052,7.37,42736,40248,655,0,1768,7,1075624.8,11301.5,0.003,0.606,0.118,0.273,207,8.06,1.98,0.01,0.31,0.01,0.20,0.01,0.39,8.03,1.85,0.00,0.00,0.001,0.032,85,0.451,0.230,0.766,0.000,0.003,13678,9406,2,0.728,0.000,0.002,46350,0.174,0.074,0.000,107.22,12607,0,1614.495,0.000,0.000,1453127,1.00,15.83,0.000,0.000,0.000,6,8,10,35,16194,0.062,0.00,0.0067,0.083,692,0.117,0.000,0.133,0.001,3.17,2.06,7.00,0.00,0.000,1.00,1.00,1.00,0.117,0.00453,56.40,1.2790,16.79,136156.9,140221.5,0.212,0.1490,107.096,494.995,0.997,0.428,52.9,53.548,6.683,8,12.5,2.56,0.243
40000,2003,1.433,0.047,7.45,37405,35048,1002,0,1361,7,1069111.0,10236.7,0.004,0.587,0.151,0.258,206,8.18,2.04,0.00,0.14,0.00,0.00,0.04,1.35,8.14,1.61,0.00,0.00,0.000,0.000,77,0.432,0.204,0.794,0.000,0.001,10241,6290,2,0.680,0.028,0.002,64365,0.184,0.063,0.000,106.49,11769,0,1462.385,0.000,0.000,1102439,1.00,15.63,0.000,0.000,0.000,6,8,10,63,16392,0.063,0.00,0.0066,0.093,676,0.092,0.000,0.113,0.001,3.19,2.13,7.04,0.00,0.000,1.00,1.00,1.00,0.092,0.00443,57.14,1.1592,13.75,136198.7,140221.5,0.203,0.1358,106.361,489.727,0.996,0.429,53.0,53.181,6.305,2,3.5,2.01,0.160
50000,2012,1.432,0.044,7.48,36249,33828,1222,0,1190,0,1070617.0,10287.0,0.004,0.546,0.187,0.264,204,8.74,2.43,0.00,0.09,0.04,0.91,0.00,0.03,8.70,2.02,0.00,0.00,0.001,0.030,80,0.349,0.236,0.762,0.000,0.002,8791,3805,4,0.604,0.000,0.001,63489,0.181,0.060,0.000,106.66,11273,0,10287.030,0.000,0.000,826478,1.00,14.64,0.000,0.000,0.000,7,9,10,64,17588,0.067,0.00,0.0061,0.082,667,0.075,0.000,0.106,0.001,3.12,2.24,6.89,0.00,0.000,1.00,1.00,1.00,0.075,0.00430,56.98,1.1598,10.32,136205.4,140221.6,0.205,0.1314,106.527,490.155,0.997,0.428,53.9,53.264,6.154,2,2.5,1.53,0.134
60000,2008,1.448,0.045,7.49,37600,35317,1138,0,1149,0,1074987.6,10689.8,0.003,0.493,0.235,0.269,203,8.91,2.86,0.02,0.56,0.01,0.24,0.07,1.58,8.81,2.25,0.00,0.00,0.000,0.006,73,0.307,0.222,0.772,0.000,0.006,7842,2888,4,0.574,0.000,0.004,51600,0.169,0.094,0.000,107.30,10757,0,10689.798,0.000,0.000,622853,1.01,14.46,0.000,0.000,0.000,7,9,10,59,17896,0.068,0.00,0.0061,0.075,666,0.063,0.000,0.106,0.001,3.11,2.41,6.66,0.00,0.000,1.00,1.01,1.00,0.063,0.00413,56.33,1.2000,15.94,136158.2,140221.7,0.214,0.1303,107.160,490.856,0.996,0.429,53.7,53.580,6.155,10,21.4,7.90,0.151
70000,2015,1.441,0.046,7.57,37612,35277,1157,0,1171,1,1074252.0,10707.9,0.003,0.481,0.249,0.268,202,8.79,2.55,0.03,0.75,0.02,0.67,0.02,0.37,8.72,2.28,0.00,0.00,0.001,0.023,80,0.300,0.217,0.779,0.000,0.003,7820,2643,3,0.543,0.000,0.004,54851,0.167,0.066,0.000,107.38,10580,0,10707.864,0.000,0.000,574178,1.01,14.59,0.000,0.000,0.000,7,9,10,56,17704,0.068,0.00,0.0061,0.081,689,0.059,0.000,0.104,0.001,3.13,2.56,6.54,0.00,0.000,1.01,1.01,1.01,0.059,0.00404,56.26,1.2007,14.68,136153.2,140221.8,0.196,0.1299,107.250,494.535,0.996,0.428,53.7,53.625,6.134,4,5.3,1.93,0.169
80000,2048,1.466,0.045,7.84,38032,35565,1166,0,1268,1,1078143.8,10690.1,0.002,0.478,0.277,0.242,198,8.66,2.20,0.01,0.37,0.00,0.02,0.03,0.86,8.61,1.70,0.00,0.00,0.000,0.001,76,0.351,0.234,0.761,0.000,0.005,7573,2450,2,0.519,0.000,0.002,54434,0.173,0.089,0.000,107.85,11661,0,10690.117,0.000,0.000,559849,1.00,14.71,0.000,0.000,0.000,7,9,10,63,17728,0.068,0.00,0.0061,0.081,678,0.057,0.000,0.098,0.001,3.00,2.61,6.35,0.00,0.000,1.00,1.01,1.00,0.057,0.00392,55.79,1.1995,9.74,136077.3,140221.9,0.198,0.1308,107.711,497.636,0.995,0.428,54.5,53.855,6.101,4,13.4,7.86,0.176
90000,2029,1.424,0.047,8.04,38146,35687,1211,0,1267,3,1083302.6,10603.0,0.002,0.480,0.303,0.215,197,8.48,1.59,0.00,0.10,0.01,0.33,0.02,0.65,8.45,1.44,0.00,0.00,0.001,0.026,75,0.389,0.225,0.771,0.000,0.003,6992,2148,2,0.566,0.000,0.002,55061,0.166,0.068,0.000,108.45,12606,0,3534.340,0.000,0.000,539972,1.00,14.85,0.000,0.000,0.000,7,8,9,31,17201,0.066,0.00,0.0063,0.078,671,0.055,0.000,0.093,0.000,2.92,2.65,6.21,0.00,0.000,1.00,1.00,1.00,0.055,0.00395,55.20,1.1943,13.10,136166.4,140222.1,0.185,0.1335,108.327,499.984,0.998,0.429,53.4,54.164,6.050,9,11.3,1.59,0.205
100000,2060,1.399,0.045,8.13,38555,35876,1258,0,1390,1,1087339.4,10788.6,0.002,0.485,0.317,0.197,195,8.42,1.80,0.00,0.08,0.01,0.22,0.01,0.34,8.40,1.52,0.00,0.00,0.000,0.005,67,0.440,0.215,0.782,0.000,0.003,7056,2143,2,0.592,0.012,0.001,53100,0.175,0.069,0.000,108.89,13046,0,10788.604,0.000,0.000,548602,1.00,14.87,0.000,0.000,0.000,8,8,9,54,17344,0.066,0.00,0.0063,0.078,692,0.055,0.000,0.090,0.001,2.94,2.67,6.13,0.00,0.000,1.00,1.00,1.00,0.055,0.00391,54.77,1.2160,10.20,136194.8,140222.3,0.176,0.1373,108.755,501.687,0.996,0.429,54.0,54.378,6.016,2,4.8,3.38,0.214
