step,cause,age,size,n,worn
10000,hunger,0,0,57,0
10000,hunger,0,4,75,0
10000,hunger,0,8,172,0
10000,hunger,0,12,288,0
10000,hunger,0,16,785,0
10000,hunger,0,20,1002,0
10000,hunger,0,24,3737,0
10000,hunger,0,28,242,0
10000,hunger,0,32,326,0
10000,hunger,0,36,1149,0
10000,hunger,0,40,183,0
10000,hunger,0,44,169,0
10000,hunger,0,48,435,0
10000,hunger,0,52,93,0
10000,hunger,0,56,98,0
10000,hunger,0,60,66,0
10000,hunger,0,64,257,0
10000,hunger,0,68,33,0
10000,hunger,0,72,23,0
10000,hunger,0,76,22,0
10000,hunger,0,80,140,0
10000,hunger,0,84,7,0
10000,hunger,0,88,6,0
10000,hunger,0,92,9,0
10000,hunger,0,96,9,0
10000,hunger,0,100,58,0
10000,hunger,0,108,4,0
10000,hunger,0,112,1,0
10000,hunger,0,120,12,0
10000,hunger,0,128,1,0
10000,hunger,0,140,1,0
10000,hunger,0,144,6,0
10000,hunger,0,168,1,0
10000,hunger,50,0,426,0
10000,hunger,50,4,647,0
10000,hunger,50,8,1039,0
10000,hunger,50,12,1714,0
10000,hunger,50,16,3541,0
10000,hunger,50,20,3628,0
10000,hunger,50,24,12561,0
10000,hunger,50,28,737,0
10000,hunger,50,32,1071,0
10000,hunger,50,36,3048,0
10000,hunger,50,40,651,0
10000,hunger,50,44,512,0
10000,hunger,50,48,1451,0
10000,hunger,50,52,197,0
10000,hunger,50,56,215,0
10000,hunger,50,60,174,0
10000,hunger,50,64,735,0
10000,hunger,50,68,67,0
10000,hunger,50,72,45,0
10000,hunger,50,76,39,0
10000,hunger,50,80,394,0
10000,hunger,50,84,22,0
10000,hunger,50,88,13,0
10000,hunger,50,92,12,0
10000,hunger,50,96,7,0
10000,hunger,50,100,25,0
10000,hunger,50,104,1,0
10000,hunger,50,108,3,0
10000,hunger,50,112,1,0
10000,hunger,50,116,3,0
10000,hunger,50,120,5,0
10000,hunger,50,132,1,0
10000,hunger,50,144,1,0
10000,hunger,100,0,236,0
10000,hunger,100,4,392,0
10000,hunger,100,8,610,0
10000,hunger,100,12,970,0
10000,hunger,100,16,1646,0
10000,hunger,100,20,2151,0
10000,hunger,100,24,7411,0
10000,hunger,100,28,565,0
10000,hunger,100,32,828,0
10000,hunger,100,36,2334,0
10000,hunger,100,40,544,0
10000,hunger,100,44,442,0
10000,hunger,100,48,1202,0
10000,hunger,100,52,199,0
10000,hunger,100,56,204,0
10000,hunger,100,60,112,0
10000,hunger,100,64,612,0
10000,hunger,100,68,30,0
10000,hunger,100,72,39,0
10000,hunger,100,76,28,0
10000,hunger,100,80,364,0
10000,hunger,100,84,7,0
10000,hunger,100,88,8,0
10000,hunger,100,92,11,0
10000,hunger,100,96,10,0
10000,hunger,100,100,37,0
10000,hunger,100,104,1,0
10000,hunger,100,112,3,0
10000,hunger,100,116,2,0
10000,hunger,100,120,4,0
10000,hunger,100,144,1,0
10000,hunger,150,0,88,0
10000,hunger,150,4,241,0
10000,hunger,150,8,396,0
10000,hunger,150,12,601,0
10000,hunger,150,16,1112,0
10000,hunger,150,20,1514,0
10000,hunger,150,24,5106,0
10000,hunger,150,28,466,0
10000,hunger,150,32,682,0
10000,hunger,150,36,1967,0
10000,hunger,150,40,486,0
10000,hunger,150,44,409,0
10000,hunger,150,48,1147,0
10000,hunger,150,52,159,0
10000,hunger,150,56,166,0
10000,hunger,150,60,112,0
10000,hunger,150,64,585,0
10000,hunger,150,68,35,0
10000,hunger,150,72,32,0
10000,hunger,150,76,23,0
10000,hunger,150,80,344,0
10000,hunger,150,84,10,0
10000,hunger,150,88,16,0
10000,hunger,150,92,15,0
10000,hunger,150,96,7,0
10000,hunger,150,100,34,0
10000,hunger,150,104,1,0
10000,hunger,150,112,1,0
10000,hunger,150,116,2,0
10000,hunger,150,120,5,0
10000,hunger,150,144,1,0
10000,hunger,200,0,45,0
10000,hunger,200,4,192,0
10000,hunger,200,8,317,0
10000,hunger,200,12,406,0
10000,hunger,200,16,706,0
10000,hunger,200,20,958,0
10000,hunger,200,24,3491,0
10000,hunger,200,28,326,0
10000,hunger,200,32,498,0
10000,hunger,200,36,1437,0
10000,hunger,200,40,347,0
10000,hunger,200,44,308,0
10000,hunger,200,48,906,0
10000,hunger,200,52,103,0
10000,hunger,200,56,96,0
10000,hunger,200,60,77,0
10000,hunger,200,64,423,0
10000,hunger,200,68,24,0
10000,hunger,200,72,27,0
10000,hunger,200,76,13,0
10000,hunger,200,80,304,0
10000,hunger,200,84,5,0
10000,hunger,200,88,8,0
10000,hunger,200,92,12,0
10000,hunger,200,96,5,0
10000,hunger,200,100,25,0
10000,hunger,200,116,1,0
10000,hunger,200,120,5,0
10000,hunger,250,0,35,0
10000,hunger,250,4,109,0
10000,hunger,250,8,187,0
10000,hunger,250,12,282,0
10000,hunger,250,16,553,0
10000,hunger,250,20,684,0
10000,hunger,250,24,2576,0
10000,hunger,250,28,247,0
10000,hunger,250,32,344,0
10000,hunger,250,36,979,0
10000,hunger,250,40,244,0
10000,hunger,250,44,190,0
10000,hunger,250,48,657,0
10000,hunger,250,52,97,0
10000,hunger,250,56,99,0
10000,hunger,250,60,73,0
10000,hunger,250,64,342,0
10000,hunger,250,68,15,0
10000,hunger,250,72,17,0
10000,hunger,250,76,18,0
10000,hunger,250,80,217,0
10000,hunger,250,84,8,0
10000,hunger,250,88,9,0
10000,hunger,250,92,13,0
10000,hunger,250,96,2,0
