step,cause,age,size,n,worn
10000,hunger,0,0,3,0
10000,hunger,0,4,10,0
10000,hunger,0,8,10,0
10000,hunger,0,12,44,0
10000,hunger,0,16,618,1
10000,hunger,0,20,37,0
10000,hunger,0,24,878,1
10000,hunger,0,28,15,0
10000,hunger,0,32,34,0
10000,hunger,0,36,822,1
10000,hunger,0,40,25,0
10000,hunger,0,44,35,0
10000,hunger,0,48,863,4
10000,hunger,0,52,6,0
10000,hunger,0,56,10,0
10000,hunger,0,60,10,0
10000,hunger,0,64,179,1
10000,hunger,0,68,3,0
10000,hunger,0,72,3,0
10000,hunger,0,76,2,0
10000,hunger,0,80,38,0
10000,hunger,0,88,2,0
10000,hunger,0,92,4,0
10000,hunger,0,100,34,1
10000,hunger,0,104,1,0
10000,hunger,0,120,15,0
10000,hunger,0,128,1,0
10000,hunger,0,144,1,0
10000,hunger,0,168,3,0
10000,hunger,50,0,133,0
10000,hunger,50,4,154,1
10000,hunger,50,8,150,0
10000,hunger,50,12,172,0
10000,hunger,50,16,1129,0
10000,hunger,50,20,134,0
10000,hunger,50,24,1558,4
10000,hunger,50,28,100,0
10000,hunger,50,32,105,1
10000,hunger,50,36,1990,10
10000,hunger,50,40,69,1
10000,hunger,50,44,140,0
10000,hunger,50,48,2032,13
10000,hunger,50,52,29,0
10000,hunger,50,56,56,1
10000,hunger,50,60,55,1
10000,hunger,50,64,456,5
10000,hunger,50,68,13,0
10000,hunger,50,72,25,0
10000,hunger,50,76,15,1
10000,hunger,50,80,130,3
10000,hunger,50,84,4,0
10000,hunger,50,88,2,0
10000,hunger,50,92,1,0
10000,hunger,50,96,1,0
10000,hunger,50,100,28,0
10000,hunger,50,104,1,0
10000,hunger,50,120,4,0
10000,hunger,50,136,1,0
10000,hunger,100,0,111,0
10000,hunger,100,4,138,0
10000,hunger,100,8,112,0
10000,hunger,100,12,94,2
10000,hunger,100,16,814,1
10000,hunger,100,20,107,2
10000,hunger,100,24,1130,5
10000,hunger,100,28,71,0
10000,hunger,100,32,100,0
10000,hunger,100,36,1553,11
10000,hunger,100,40,40,1
10000,hunger,100,44,142,0
10000,hunger,100,48,1802,16
10000,hunger,100,52,14,0
10000,hunger,100,56,34,0
10000,hunger,100,60,25,0
10000,hunger,100,64,329,6
10000,hunger,100,68,6,0
10000,hunger,100,72,22,0
10000,hunger,100,76,16,1
10000,hunger,100,80,77,0
10000,hunger,100,84,2,0
10000,hunger,100,88,4,0
10000,hunger,100,92,1,0
10000,hunger,100,96,3,0
10000,hunger,100,100,18,1
10000,hunger,100,104,1,0
10000,hunger,100,120,3,0
10000,hunger,150,0,43,0
10000,hunger,150,4,118,0
10000,hunger,150,8,148,1
10000,hunger,150,12,114,0
10000,hunger,150,16,631,2
10000,hunger,150,20,124,0
10000,hunger,150,24,1033,3
10000,hunger,150,28,100,1
10000,hunger,150,32,143,1
10000,hunger,150,36,1473,9
10000,hunger,150,40,52,0
10000,hunger,150,44,156,3
10000,hunger,150,48,1644,21
10000,hunger,150,52,22,0
10000,hunger,150,56,36,2
10000,hunger,150,60,36,0
10000,hunger,150,64,404,6
10000,hunger,150,68,8,0
10000,hunger,150,72,38,0
10000,hunger,150,76,24,1
10000,hunger,150,80,82,2
10000,hunger,150,84,7,0
10000,hunger,150,88,2,0
10000,hunger,150,92,1,0
10000,hunger,150,96,6,0
10000,hunger,150,100,31,1
10000,hunger,150,104,6,0
10000,hunger,150,108,1,0
10000,hunger,150,120,9,1
10000,hunger,150,144,1,0
10000,hunger,200,0,33,0
10000,hunger,200,4,132,0
10000,hunger,200,8,162,1
10000,hunger,200,12,123,0
10000,hunger,200,16,515,2
10000,hunger,200,20,110,1
10000,hunger,200,24,810,8
10000,hunger,200,28,95,1
10000,hunger,200,32,131,0
10000,hunger,200,36,1276,16
10000,hunger,200,40,55,1
10000,hunger,200,44,135,0
10000,hunger,200,48,1470,22
10000,hunger,200,52,28,1
10000,hunger,200,56,22,0
10000,hunger,200,60,29,1
10000,hunger,200,64,385,8
10000,hunger,200,68,13,2
10000,hunger,200,72,28,2
10000,hunger,200,76,22,2
10000,hunger,200,80,74,0
10000,hunger,200,84,11,1
10000,hunger,200,88,2,0
10000,hunger,200,92,1,0
10000,hunger,200,96,5,0
10000,hunger,200,100,24,2
10000,hunger,200,104,2,0
10000,hunger,200,112,1,0
10000,hunger,200,120,14,1
10000,hunger,200,144,1,0
10000,hunger,250,0,15,0
10000,hunger,250,4,77,0
10000,hunger,250,8,112,3
10000,hunger,250,12,108,2
10000,hunger,250,16,364,5
10000,hunger,250,20,102,0
10000,hunger,250,24,649,4
10000,hunger,250,28,96,2
10000,hunger,250,32,105,2
10000,hunger,250,36,992,19
10000,hunger,250,40,49,0
10000,hunger,250,44,116,2
10000,hunger,250,48,1194,31
10000,hunger,250,52,20,0
10000,hunger,250,56,31,0
10000,hunger,250,60,46,1
10000,hunger,250,64,346,8
10000,hunger,250,68,9,0
10000,hunger,250,72,28,2
10000,hunger,250,76,17,0
10000,hunger,250,80,74,2
10000,hunger,250,84,6,0
10000,hunger,250,88,3,0
10000,hunger,250,92,4,0
10000,hunger,250,96,3,0
10000,hunger,250,100,22,1
10000,hunger,250,116,2,0
10000,hunger,250,120,12,1
10000,hunger,300,0,16,0
10000,hunger,300,4,40,1
10000,hunger,300,8,75,0
10000,hunger,300,12,81,1
10000,hunger,300,16,261,2
10000,hunger,300,20,77,2
10000,hunger,300,24,430,7
10000,hunger,300,28,82,1
10000,hunger,300,32,84,3
10000,hunger,300,36,699,18
10000,hunger,300,40,42,1
10000,hunger,300,44,88,1
10000,hunger,300,48,870,31
10000,hunger,300,52,16,0
10000,hunger,300,56,31,1
10000,hunger,300,60,39,2
10000,hunger,300,64,268,6
10000,hunger,300,68,9,0
10000,hunger,300,72,19,4
10000,hunger,300,76,17,0
10000,hunger,300,80,52,4
10000,hunger,300,84,2,0
10000,hunger,300,88,1,0
10000,hunger,300,92,2,0
10000,hunger,300,96,1,0
10000,hunger,300,100,18,2
10000,hunger,300,108,1,0
10000,hunger,300,116,2,0
10000,hunger,300,120,9,0
10000,hunger,300,144,1,0
10000,hunger,350,0,5,0
10000,hunger,350,4,26,0
10000,hunger,350,8,46,0
10000,hunger,350,12,59,0
10000,hunger,350,16,204,3
10000,hunger,350,20,41,0
10000,hunger,350,24,300,6
10000,hunger,350,28,49,0
10000,hunger,350,32,57,1
10000,hunger,350,36,560,14
10000,hunger,350,40,27,1
10000,hunger,350,44,62,2
10000,hunger,350,48,641,32
10000,hunger,350,52,23,1
10000,hunger,350,56,23,1
10000,hunger,350,60,33,3
10000,hunger,350,64,192,11
10000,hunger,350,68,1,0
10000,hunger,350,72,15,1
10000,hunger,350,76,9,0
10000,hunger,350,80,52,0
10000,hunger,350,84,2,0
10000,hunger,350,88,2,0
10000,hunger,350,92,1,0
10000,hunger,350,96,1,0
10000,hunger,350,100,13,3
10000,hunger,350,120,4,0
10000,hunger,350,144,1,0
10000,hunger,400,0,2,0
10000,hunger,400,4,13,0
10000,hunger,400,8,23,0
10000,hunger,400,12,25,0
10000,hunger,400,16,152,1
10000,hunger,400,20,33,0
10000,hunger,400,24,220,1
10000,hunger,400,28,37,2
10000,hunger,400,32,42,1
10000,hunger,400,36,392,12
10000,hunger,400,40,24,0
10000,hunger,400,44,47,1
10000,hunger,400,48,502,19
10000,hunger,400,52,12,1
10000,hunger,400,56,21,0
10000,hunger,400,60,27,2
10000,hunger,400,64,147,13
10000,hunger,400,68,8,1
10000,hunger,400,72,11,1
10000,hunger,400,76,4,0
10000,hunger,400,80,53,2
10000,hunger,400,84,2,0
