step,cause,age,size,n,worn
10000,hunger,0,0,16,0
10000,hunger,0,4,68,0
10000,hunger,0,8,63,0
10000,hunger,0,12,118,0
10000,hunger,0,16,117,0
10000,hunger,0,20,151,1
10000,hunger,0,24,155,0
10000,hunger,0,28,146,1
10000,hunger,0,32,138,0
10000,hunger,0,36,308,2
10000,hunger,0,40,111,1
10000,hunger,0,44,170,0
10000,hunger,0,48,744,2
10000,hunger,0,52,26,1
10000,hunger,0,56,41,1
10000,hunger,0,60,61,0
10000,hunger,0,64,285,0
10000,hunger,0,68,7,0
10000,hunger,0,72,5,0
10000,hunger,0,76,10,0
10000,hunger,0,80,60,0
10000,hunger,0,84,2,0
10000,hunger,0,88,3,0
10000,hunger,0,92,2,0
10000,hunger,0,96,5,0
10000,hunger,0,100,39,1
10000,hunger,0,108,1,0
10000,hunger,0,112,1,0
10000,hunger,0,120,9,0
10000,hunger,0,128,1,0
10000,hunger,0,140,1,0
10000,hunger,0,144,5,0
10000,hunger,50,0,198,0
10000,hunger,50,4,337,0
10000,hunger,50,8,309,0
10000,hunger,50,12,336,0
10000,hunger,50,16,412,4
10000,hunger,50,20,598,3
10000,hunger,50,24,540,0
10000,hunger,50,28,472,0
10000,hunger,50,32,451,2
10000,hunger,50,36,858,3
10000,hunger,50,40,238,0
10000,hunger,50,44,469,0
10000,hunger,50,48,2032,5
10000,hunger,50,52,45,0
10000,hunger,50,56,99,1
10000,hunger,50,60,175,1
10000,hunger,50,64,699,6
10000,hunger,50,68,12,1
10000,hunger,50,72,14,0
10000,hunger,50,76,13,0
10000,hunger,50,80,180,3
10000,hunger,50,84,2,0
10000,hunger,50,92,4,0
10000,hunger,50,100,14,0
10000,hunger,50,116,2,0
10000,hunger,50,120,2,0
10000,hunger,50,144,1,0
10000,hunger,100,0,115,0
10000,hunger,100,4,243,0
10000,hunger,100,8,168,0
10000,hunger,100,12,172,0
10000,hunger,100,16,225,0
10000,hunger,100,20,390,3
10000,hunger,100,24,480,2
10000,hunger,100,28,398,0
10000,hunger,100,32,395,1
10000,hunger,100,36,698,3
10000,hunger,100,40,201,2
10000,hunger,100,44,428,1
10000,hunger,100,48,1813,19
10000,hunger,100,52,45,0
10000,hunger,100,56,79,0
10000,hunger,100,60,140,1
10000,hunger,100,64,633,11
10000,hunger,100,68,3,0
10000,hunger,100,72,7,0
10000,hunger,100,76,11,0
10000,hunger,100,80,113,2
10000,hunger,100,88,3,0
10000,hunger,100,92,1,0
10000,hunger,100,100,35,0
10000,hunger,100,120,9,1
10000,hunger,100,136,1,0
10000,hunger,150,0,51,1
10000,hunger,150,4,141,0
10000,hunger,150,8,152,1
10000,hunger,150,12,149,0
10000,hunger,150,16,234,1
10000,hunger,150,20,384,2
10000,hunger,150,24,426,1
10000,hunger,150,28,370,4
10000,hunger,150,32,388,3
10000,hunger,150,36,632,3
10000,hunger,150,40,213,3
10000,hunger,150,44,412,3
10000,hunger,150,48,1626,24
10000,hunger,150,52,62,0
10000,hunger,150,56,87,1
10000,hunger,150,60,122,0
10000,hunger,150,64,736,12
10000,hunger,150,68,3,0
10000,hunger,150,72,8,0
10000,hunger,150,76,9,0
10000,hunger,150,80,99,4
10000,hunger,150,84,1,0
10000,hunger,150,92,1,0
10000,hunger,150,96,2,0
10000,hunger,150,100,53,1
10000,hunger,150,120,22,0
10000,hunger,200,0,36,1
10000,hunger,200,4,113,1
10000,hunger,200,8,121,0
10000,hunger,200,12,151,5
10000,hunger,200,16,194,1
10000,hunger,200,20,291,1
10000,hunger,200,24,356,5
10000,hunger,200,28,333,3
10000,hunger,200,32,300,4
10000,hunger,200,36,566,7
10000,hunger,200,40,155,3
10000,hunger,200,44,331,4
10000,hunger,200,48,1422,27
10000,hunger,200,52,43,0
10000,hunger,200,56,64,3
10000,hunger,200,60,119,1
10000,hunger,200,64,611,12
10000,hunger,200,68,5,0
10000,hunger,200,72,4,0
10000,hunger,200,76,11,0
10000,hunger,200,80,75,4
10000,hunger,200,88,1,0
10000,hunger,200,92,1,1
10000,hunger,200,96,1,0
10000,hunger,200,100,43,3
10000,hunger,200,116,1,0
10000,hunger,200,120,14,1
10000,hunger,200,144,1,0
10000,hunger,250,0,18,0
10000,hunger,250,4,102,2
10000,hunger,250,8,96,1
10000,hunger,250,12,102,2
10000,hunger,250,16,143,2
10000,hunger,250,20,209,3
10000,hunger,250,24,235,3
10000,hunger,250,28,277,2
10000,hunger,250,32,245,4
10000,hunger,250,36,431,11
10000,hunger,250,40,138,3
10000,hunger,250,44,240,7
10000,hunger,250,48,1174,28
10000,hunger,250,52,33,1
10000,hunger,250,56,40,2
10000,hunger,250,60,106,1
10000,hunger,250,64,455,8
10000,hunger,250,68,3,1
10000,hunger,250,72,4,0
10000,hunger,250,76,8,1
10000,hunger,250,80,98,3
10000,hunger,250,84,1,0
10000,hunger,250,92,2,0
10000,hunger,250,96,2,1
