step,cause,age,size,n,worn
10000,hunger,0,0,14,0
10000,hunger,0,4,43,0
10000,hunger,0,8,51,0
10000,hunger,0,12,163,0
10000,hunger,0,16,1684,0
10000,hunger,0,20,342,0
10000,hunger,0,24,1334,0
10000,hunger,0,28,69,0
10000,hunger,0,32,159,0
10000,hunger,0,36,704,3
10000,hunger,0,40,22,0
10000,hunger,0,44,28,0
10000,hunger,0,48,277,2
10000,hunger,0,52,11,0
10000,hunger,0,56,9,0
10000,hunger,0,60,7,0
10000,hunger,0,64,67,0
10000,hunger,0,76,1,0
10000,hunger,0,80,32,0
10000,hunger,0,84,2,0
10000,hunger,0,88,2,0
10000,hunger,0,92,3,0
10000,hunger,0,96,4,0
10000,hunger,0,100,39,0
10000,hunger,0,108,1,0
10000,hunger,0,112,1,0
10000,hunger,0,120,8,0
10000,hunger,0,128,1,0
10000,hunger,0,140,1,0
10000,hunger,0,144,5,0
10000,hunger,50,0,114,0
10000,hunger,50,4,181,0
10000,hunger,50,8,225,0
10000,hunger,50,12,444,1
10000,hunger,50,16,3490,5
10000,hunger,50,20,829,1
10000,hunger,50,24,3063,3
10000,hunger,50,28,141,0
10000,hunger,50,32,316,0
10000,hunger,50,36,2166,4
10000,hunger,50,40,67,0
10000,hunger,50,44,57,0
10000,hunger,50,48,702,5
10000,hunger,50,52,15,0
10000,hunger,50,56,20,0
10000,hunger,50,60,35,1
10000,hunger,50,64,237,1
10000,hunger,50,68,9,0
10000,hunger,50,72,16,0
10000,hunger,50,76,11,0
10000,hunger,50,80,134,0
10000,hunger,50,84,2,0
10000,hunger,50,88,1,0
10000,hunger,50,92,2,0
10000,hunger,50,96,2,0
10000,hunger,50,100,12,0
10000,hunger,50,120,6,1
10000,hunger,100,0,77,0
10000,hunger,100,4,120,0
10000,hunger,100,8,125,2
10000,hunger,100,12,275,0
10000,hunger,100,16,2104,7
10000,hunger,100,20,541,4
10000,hunger,100,24,2137,8
10000,hunger,100,28,110,0
10000,hunger,100,32,317,1
10000,hunger,100,36,2054,13
10000,hunger,100,40,53,0
10000,hunger,100,44,51,0
10000,hunger,100,48,645,4
10000,hunger,100,52,14,1
10000,hunger,100,56,11,0
10000,hunger,100,60,19,0
10000,hunger,100,64,159,3
10000,hunger,100,68,4,0
10000,hunger,100,72,5,0
10000,hunger,100,76,2,0
10000,hunger,100,80,83,1
10000,hunger,100,84,1,0
10000,hunger,100,88,1,0
10000,hunger,100,92,3,0
10000,hunger,100,96,1,0
10000,hunger,100,100,24,0
10000,hunger,100,120,7,1
10000,hunger,100,144,1,0
10000,hunger,150,0,18,0
10000,hunger,150,4,52,0
10000,hunger,150,8,104,0
10000,hunger,150,12,210,0
10000,hunger,150,16,1505,7
10000,hunger,150,20,394,3
10000,hunger,150,24,1589,17
10000,hunger,150,28,77,0
10000,hunger,150,32,249,2
10000,hunger,150,36,1845,18
10000,hunger,150,40,31,1
10000,hunger,150,44,46,0
10000,hunger,150,48,701,6
10000,hunger,150,52,12,0
10000,hunger,150,56,18,0
10000,hunger,150,60,17,0
10000,hunger,150,64,191,2
