step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,3,772,33.6,8.8,0.3,21.2,8.8,105,153,38.02,2.36
6000,3,779,33.5,8.8,0.4,21.2,8.8,96,159,39.29,2.20
7000,3,770,31.9,10.3,0.3,21.6,10.2,92,197,47.45,2.59
8000,3,775,30.9,11.0,0.2,21.9,10.9,86,189,46.10,3.01
9000,3,814,33.0,8.7,0.1,22.2,8.7,115,159,39.49,2.60
10000,3,731,32.2,9.3,0.1,22.4,9.2,95,152,38.58,2.68
11000,3,743,32.8,8.9,0.1,22.3,8.7,89,150,37.28,2.43
12000,3,776,35.6,6.2,0.1,22.0,5.9,123,160,39.51,1.65
13000,3,783,36.6,5.4,0.0,21.9,5.2,122,186,44.66,1.69
14000,3,748,36.1,5.4,0.1,22.4,5.2,105,199,48.13,1.68
15000,3,494,41.0,0.6,0.2,22.2,0.3,90,189,45.92,0.01
16000,3,606,40.8,0.6,0.2,22.4,0.1,106,184,44.91,0.00
17000,3,563,41.7,0.4,0.0,21.9,0.2,106,200,49.74,0.00
17000,16,39,25.1,19.0,0.0,19.9,19.0,2,123,26.94,8.32
18000,3,391,40.4,0.7,0.0,22.8,0.3,78,220,53.75,0.07
18000,16,26,26.3,18.8,0.0,18.9,18.8,3,168,35.24,11.45
19000,3,430,40.7,0.7,0.1,22.5,0.2,76,172,42.65,0.01
19000,16,229,24.5,18.4,0.0,21.0,18.2,21,197,44.15,6.93
19000,19,72,42.3,0.9,0.0,20.8,0.9,21,183,42.09,0.05
20000,3,434,40.6,0.3,0.1,23.0,0.2,81,185,45.80,0.05
20000,16,170,24.6,18.1,0.0,21.4,18.1,12,223,51.54,7.54
20000,19,84,41.0,1.6,0.0,21.4,1.0,22,209,48.66,0.06
21000,3,408,41.0,0.4,0.1,22.4,0.2,81,161,40.68,0.01
21000,16,209,24.4,18.4,0.0,21.1,18.1,14,166,38.14,7.49
21000,19,76,41.1,1.3,0.3,21.1,1.2,17,192,46.05,0.10
22000,3,434,41.3,0.2,0.0,22.5,0.2,76,163,40.64,0.01
22000,16,241,23.9,19.0,0.0,21.1,18.4,15,197,45.39,7.80
22000,19,114,41.8,1.4,0.2,20.7,1.3,30,223,53.27,0.09
23000,3,528,40.8,0.3,0.0,22.8,0.1,84,164,41.73,0.00
23000,16,146,25.0,17.8,0.0,21.2,17.8,14,199,45.26,7.66
23000,19,51,40.6,1.5,0.0,21.8,1.5,10,220,53.07,0.13
24000,3,286,42.5,0.4,0.2,20.9,0.1,51,158,40.33,0.00
24000,16,191,24.7,18.4,0.0,20.9,18.4,13,224,50.38,8.51
24000,19,38,42.1,1.3,0.0,20.6,1.3,11,188,44.98,0.25
25000,3,393,40.1,0.7,0.1,23.1,0.3,80,167,43.55,0.01
25000,16,113,25.2,17.9,0.1,20.9,17.6,10,179,42.26,7.63
25000,19,53,39.7,3.8,0.0,20.5,2.0,16,178,41.83,0.27
26000,3,599,39.8,0.7,0.2,23.4,0.3,117,163,41.83,0.01
26000,16,183,25.2,18.3,0.0,20.5,17.7,19,185,40.86,8.90
26000,19,22,42.6,0.9,0.0,20.5,0.9,8,215,47.92,0.00
27000,3,388,40.6,0.6,0.2,22.5,0.2,73,141,36.64,0.01
27000,16,193,24.5,18.4,0.1,20.9,18.3,15,199,44.20,9.13
28000,3,328,40.9,0.5,0.1,22.5,0.3,54,170,43.38,0.03
28000,16,133,24.2,18.3,0.0,21.4,18.3,8,234,53.70,8.34
29000,3,490,41.8,0.4,0.2,21.5,0.2,125,187,44.78,0.01
29000,16,138,23.6,18.8,0.0,21.6,18.4,6,271,62.19,8.71
30000,3,592,41.6,0.8,0.2,21.4,0.4,137,211,51.11,0.05
30000,16,131,24.3,18.2,0.0,21.5,18.2,7,269,60.88,7.11
31000,3,461,42.2,0.5,0.1,21.2,0.2,97,213,51.43,0.07
31000,16,108,23.7,18.3,0.0,22.0,18.3,8,320,72.47,9.28
32000,3,369,43.0,0.4,0.0,20.6,0.1,69,206,49.73,0.01
32000,16,151,23.7,18.5,0.2,21.6,18.1,9,251,57.65,6.86
32000,33,46,26.6,21.5,0.0,15.8,20.6,3,140,26.72,14.51
33000,3,389,41.9,0.9,0.2,20.9,0.2,81,210,51.20,0.00
33000,16,146,23.9,18.4,0.0,21.7,18.4,6,276,62.88,7.91
33000,33,47,27.7,20.9,0.0,15.5,20.0,6,101,18.44,9.44
34000,3,390,42.0,0.5,0.1,21.5,0.1,68,180,43.88,0.01
34000,16,146,23.4,18.8,0.0,21.8,18.8,4,248,57.78,7.58
34000,33,24,28.8,20.9,0.0,14.4,17.5,5,105,18.06,10.81
35000,3,403,41.0,0.6,0.1,22.2,0.2,74,208,51.23,0.07
35000,34,195,41.5,0.5,0.1,22.0,0.2,36,257,62.42,0.00
35000,16,153,24.1,18.3,0.0,21.6,18.3,8,256,59.41,7.36
35000,33,44,27.7,19.5,0.0,16.8,18.3,10,96,17.20,13.04
36000,3,383,41.1,0.5,0.2,22.2,0.1,86,210,51.71,0.00
36000,34,236,41.3,0.6,0.1,22.0,0.3,44,228,55.78,0.08
36000,16,161,23.8,18.6,0.0,21.6,18.2,10,253,59.30,6.72
36000,33,29,25.8,20.8,0.0,17.4,19.6,5,111,19.95,12.75
37000,34,350,41.3,0.8,0.1,21.9,0.5,59,201,48.99,0.30
37000,3,258,41.5,0.6,0.1,21.9,0.2,67,202,49.85,0.00
37000,16,158,22.7,19.8,0.0,21.5,18.6,3,253,57.73,6.67
37000,33,37,27.7,21.4,0.0,14.9,19.6,5,109,20.33,10.71
38000,3,621,40.8,0.9,0.1,22.2,0.2,127,199,48.49,0.15
38000,16,158,23.4,18.9,0.0,21.7,18.9,3,221,51.52,6.39
38000,33,26,24.9,24.2,0.0,14.9,20.2,3,93,17.24,15.82
39000,3,431,38.9,1.3,0.2,23.6,0.2,127,165,41.14,0.04
39000,16,170,23.6,18.7,0.1,21.6,18.4,9,293,68.32,7.44
39000,33,14,25.3,23.9,0.0,14.9,20.6,2,80,13.18,13.48
40000,3,395,38.5,1.6,0.4,23.5,0.4,114,163,40.59,0.10
40000,16,155,23.4,19.1,0.0,21.5,18.5,8,281,64.62,7.46
40000,33,75,27.3,20.8,0.0,15.9,19.8,7,83,14.42,12.61
41000,3,377,42.3,0.4,0.1,21.3,0.1,74,196,50.13,0.01
41000,16,131,23.4,18.7,0.0,21.9,18.7,3,252,57.20,7.31
41000,33,61,27.4,20.1,0.5,16.0,19.2,8,71,14.06,9.91
42000,3,408,41.3,0.3,0.2,22.3,0.1,82,188,46.22,0.00
42000,16,162,24.1,18.2,0.0,21.7,18.1,8,216,49.53,5.79
42000,33,59,28.7,20.1,0.0,15.3,18.4,9,93,17.39,10.46
43000,3,409,41.8,0.5,0.3,21.4,0.0,83,213,52.82,0.00
43000,16,145,24.2,18.7,0.0,21.1,18.3,10,302,68.92,9.46
43000,35,113,39.2,0.1,0.0,24.7,0.1,14,240,58.41,0.00
43000,33,47,27.9,21.3,0.0,14.8,19.8,8,122,23.33,10.68
44000,3,376,38.7,0.7,0.3,24.2,0.1,77,204,49.47,0.01
44000,16,154,23.9,18.5,0.0,21.5,18.5,8,250,57.24,6.56
44000,35,117,38.9,0.0,0.0,25.1,0.0,15,232,56.71,0.00
44000,33,56,28.4,19.7,0.0,15.8,17.8,11,37,6.62,7.19
45000,3,321,41.2,0.5,0.3,21.9,0.1,69,219,53.48,0.00
45000,35,319,40.3,1.0,0.2,22.5,0.4,64,248,60.90,0.13
45000,16,165,23.7,18.7,0.0,21.6,18.7,5,279,65.23,8.72
45000,33,26,26.5,18.7,0.0,18.8,18.0,6,95,18.71,13.05
46000,3,364,41.5,0.6,0.1,21.9,0.2,78,244,60.42,0.00
46000,35,228,42.0,0.3,0.0,21.7,0.3,38,299,73.97,0.02
46000,16,153,24.0,18.3,0.0,21.7,18.3,7,295,67.19,8.83
46000,33,41,26.8,21.6,0.0,15.6,20.6,2,64,12.11,11.55
47000,3,352,41.2,0.5,0.2,22.1,0.1,101,268,63.94,0.01
47000,35,267,41.1,0.4,0.3,22.2,0.1,47,298,73.37,0.00
47000,16,169,23.2,18.8,0.0,21.9,18.8,3,310,70.45,6.98
47000,33,22,26.6,22.4,0.0,15.0,19.6,3,79,13.75,11.34
48000,3,339,41.3,0.3,0.3,22.2,0.0,81,209,51.10,0.00
48000,35,253,40.3,0.4,0.2,23.1,0.2,33,280,69.29,0.00
48000,16,164,23.8,18.7,0.1,21.4,18.4,10,333,76.71,8.53
48000,33,40,26.3,22.1,0.3,15.2,19.8,4,134,25.83,15.59
49000,3,342,41.6,0.6,0.4,21.3,0.1,83,238,56.81,0.01
49000,16,167,23.7,19.0,0.0,21.4,18.5,10,299,67.96,7.90
49000,35,136,41.8,0.4,0.3,21.4,0.2,23,273,64.13,0.03
49000,33,30,27.6,21.3,0.0,15.1,20.4,3,110,20.21,10.20
50000,3,347,40.2,0.7,0.2,23.0,0.1,93,227,55.20,0.02
50000,35,256,40.7,0.2,0.0,23.1,0.1,32,252,61.46,0.00
50000,16,164,23.4,18.9,0.0,21.7,18.8,5,300,67.67,7.22
50000,33,39,27.1,21.1,0.0,15.8,20.2,3,95,17.77,12.13
51000,3,309,41.3,0.2,0.3,22.1,0.1,73,192,47.27,0.00
51000,35,288,40.7,0.3,0.0,23.0,0.2,39,285,67.96,0.02
51000,16,163,23.9,18.4,0.0,21.7,18.4,8,343,77.71,10.05
51000,33,60,28.9,19.5,0.1,15.5,18.5,10,146,27.61,11.66
52000,35,269,41.0,0.2,0.1,22.7,0.1,33,240,57.07,0.00
52000,3,238,40.7,0.5,0.2,22.6,0.1,59,215,51.95,0.00
52000,16,148,24.1,18.5,0.0,21.5,18.5,8,329,74.60,8.69
52000,33,66,30.2,18.5,0.2,15.2,17.6,15,107,20.41,9.92
53000,35,253,40.7,0.2,0.2,22.9,0.1,42,291,68.69,0.00
53000,3,228,40.0,0.3,0.4,23.3,0.2,67,262,64.12,0.05
53000,16,161,24.0,18.7,0.0,21.3,18.6,7,329,74.63,8.60
53000,33,51,29.4,18.8,0.0,15.7,18.0,9,86,15.96,9.90
54000,35,251,40.7,0.2,0.0,23.0,0.1,28,283,67.62,0.01
54000,3,206,40.1,0.3,0.3,23.2,0.0,47,257,62.58,0.00
54000,16,166,23.6,18.5,0.0,21.9,18.5,8,314,71.76,6.81
54000,33,48,26.4,21.4,0.0,16.2,20.0,5,161,31.46,14.74
55000,35,227,40.5,0.4,0.0,23.1,0.1,32,259,62.85,0.00
55000,3,226,40.5,0.4,0.2,22.9,0.1,47,204,50.14,0.00
55000,16,180,24.9,18.0,0.0,21.1,17.7,16,295,68.55,8.33
55000,33,39,27.3,20.8,0.1,15.8,19.9,4,121,23.47,14.19
56000,16,276,24.3,18.2,0.0,21.6,17.8,18,236,54.74,7.08
56000,3,225,41.0,0.2,0.2,22.7,0.1,44,252,60.57,0.00
56000,35,206,40.2,0.2,0.0,23.6,0.2,32,291,70.36,0.00
56000,38,85,42.6,0.1,0.1,21.2,0.1,18,303,68.79,0.00
57000,16,297,23.4,18.7,0.0,21.9,18.7,9,318,72.80,7.25
57000,3,231,40.4,0.1,0.1,23.4,0.1,43,251,61.47,0.00
57000,35,214,40.2,0.3,0.0,23.5,0.2,37,223,53.45,0.02
57000,38,62,44.0,0.3,0.0,19.7,0.3,17,333,75.71,0.00
58000,16,316,24.0,18.4,0.0,21.6,18.3,14,350,79.73,8.51
58000,35,269,40.2,0.7,0.0,23.1,0.3,45,225,54.71,0.00
58000,3,177,39.9,0.2,0.5,23.3,0.1,35,251,60.55,0.00
58000,38,46,42.6,0.1,0.2,21.2,0.1,20,258,59.18,0.00
59000,16,317,23.8,18.4,0.0,21.8,18.3,12,361,81.88,8.91
59000,3,249,39.9,0.2,0.2,23.7,0.2,45,262,63.68,0.00
59000,35,149,38.7,0.7,0.0,24.5,0.3,24,220,53.38,0.02
59000,38,12,41.7,0.6,0.0,21.8,0.6,3,424,90.23,0.00
60000,16,325,23.9,18.4,0.0,21.7,18.3,15,364,83.10,8.53
60000,3,319,39.8,0.8,0.3,23.1,0.3,73,231,54.61,0.01
60000,35,153,38.7,1.2,0.0,24.0,0.5,32,246,58.86,0.04
60000,38,10,42.4,0.5,0.0,21.1,0.5,3,324,67.60,0.00
61000,3,346,40.2,0.1,0.2,23.5,0.0,55,220,52.41,0.00
61000,16,320,23.4,18.7,0.0,21.9,18.7,8,339,77.29,7.40
61000,35,110,38.6,1.2,0.0,24.2,0.7,18,250,59.58,0.03
62000,3,343,39.8,0.2,0.3,23.7,0.1,57,234,56.83,0.00
62000,16,341,23.3,18.5,0.1,22.1,18.5,10,334,75.59,8.00
62000,35,108,39.1,0.7,0.1,24.1,0.7,14,267,62.36,0.10
62000,38,6,41.5,0.2,0.0,22.3,0.2,2,834,172.99,0.00
63000,16,353,23.6,18.6,0.0,21.8,18.6,11,368,83.38,7.12
63000,3,316,39.2,0.4,0.7,23.6,0.2,62,230,54.88,0.00
63000,35,130,39.5,1.0,0.0,23.6,1.0,18,289,68.10,0.08
64000,16,343,23.8,18.5,0.0,21.6,18.4,15,347,79.43,7.87
64000,3,323,39.8,0.3,0.3,23.6,0.3,71,231,55.43,0.00
64000,35,132,39.3,0.5,0.0,24.3,0.5,23,272,64.51,0.10
65000,16,349,23.5,18.7,0.0,21.8,18.5,13,382,87.08,7.51
65000,3,278,40.3,0.4,0.3,23.0,0.3,57,204,49.81,0.02
65000,35,162,38.7,0.4,0.1,24.8,0.4,16,269,65.47,0.04
66000,16,359,23.7,18.6,0.0,21.7,18.4,13,395,89.45,8.49
66000,35,186,38.3,0.1,0.0,25.6,0.1,20,310,75.56,0.02
66000,3,119,40.5,0.2,0.2,23.0,0.1,28,249,60.12,0.00
67000,16,305,23.9,18.3,0.0,21.8,18.3,14,379,86.15,9.71
67000,35,212,38.9,0.2,0.0,24.9,0.2,28,268,64.77,0.07
67000,3,158,40.3,0.4,0.1,23.2,0.3,31,239,57.33,0.00
68000,16,308,24.0,18.5,0.0,21.5,18.5,15,442,99.71,11.35
68000,35,212,38.4,0.4,0.0,25.1,0.2,22,316,76.46,0.02
68000,3,140,40.0,0.4,0.0,23.6,0.1,22,345,81.75,0.00
69000,16,268,23.6,18.7,0.0,21.7,18.7,7,408,91.06,10.08
69000,3,207,39.4,0.5,0.2,24.0,0.2,41,251,61.81,0.04
69000,35,150,38.8,0.5,0.0,24.7,0.1,20,292,68.81,0.00
70000,16,266,23.6,18.7,0.0,21.7,18.5,9,425,95.09,10.91
70000,44,259,39.1,1.4,0.8,22.7,1.2,61,177,44.34,0.04
70000,3,152,39.8,0.2,0.1,24.0,0.1,20,337,83.04,0.08
70000,35,132,38.6,0.0,0.0,25.4,0.0,15,253,59.90,0.00
71000,16,314,24.0,18.2,0.0,21.8,18.2,13,385,86.47,9.44
71000,44,210,38.5,1.5,0.3,23.7,1.3,45,187,47.94,0.01
71000,3,155,39.8,0.3,0.0,23.9,0.1,22,351,84.45,0.00
71000,35,104,39.0,0.0,0.1,24.9,0.0,12,303,69.91,0.00
72000,16,328,23.8,18.6,0.0,21.6,18.6,11,388,87.20,8.57
72000,44,254,38.5,1.4,0.4,23.6,1.4,42,187,46.51,0.05
72000,3,110,40.5,0.4,0.1,23.0,0.2,23,361,84.52,0.00
72000,35,102,38.6,0.8,0.0,24.6,0.4,19,328,76.05,0.00
73000,16,326,23.7,18.6,0.0,21.7,18.6,8,398,89.54,8.29
73000,44,250,38.9,1.6,0.0,23.5,1.6,57,199,49.42,0.09
73000,3,142,39.7,0.1,0.1,24.1,0.1,19,350,81.87,0.00
73000,35,99,37.8,0.6,0.0,25.6,0.0,10,265,61.97,0.00
74000,16,354,23.6,18.7,0.0,21.7,18.5,10,371,83.83,8.00
74000,44,228,38.7,2.1,0.1,23.1,1.9,45,217,53.72,0.10
74000,3,142,39.9,0.2,0.5,23.4,0.0,29,301,71.58,0.00
74000,35,106,38.8,0.3,0.2,24.7,0.2,14,239,57.47,0.00
75000,16,311,23.4,18.7,0.0,21.8,18.5,10,439,98.79,9.58
75000,44,243,38.9,1.8,0.2,23.1,1.7,47,233,57.74,0.14
75000,3,130,40.1,0.2,0.0,23.7,0.1,24,298,70.03,0.03
75000,35,108,39.2,0.0,0.0,24.8,0.0,9,313,74.01,0.00
76000,44,318,38.8,2.3,0.1,22.7,2.1,58,233,57.55,0.09
76000,16,294,23.2,19.2,0.0,21.5,18.6,12,383,85.98,9.89
76000,35,105,38.8,0.0,0.0,25.2,0.0,8,272,62.64,0.00
76000,3,91,41.0,0.0,0.0,23.0,0.0,25,430,102.12,0.00
77000,16,295,23.5,18.8,0.0,21.7,18.6,9,381,85.26,9.56
