step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,1,633,37.3,1.4,0.0,24.7,1.3,153,171,40.67,0.41
6000,1,729,35.8,1.7,0.1,26.2,1.6,146,200,46.57,0.59
7000,1,717,35.4,2.9,0.0,25.1,2.8,179,146,34.42,1.04
8000,1,761,35.5,0.6,0.0,27.2,0.5,183,189,43.86,0.18
9000,1,704,33.8,0.1,0.0,28.7,0.1,168,201,47.26,0.05
9000,13,62,35.3,0.0,2.0,26.8,0.0,19,290,65.32,0.00
10000,1,789,34.4,2.3,0.1,26.7,2.1,190,195,44.97,0.96
10000,13,39,36.3,0.0,3.4,24.2,0.0,10,241,57.06,0.00
11000,1,783,34.0,1.1,0.1,27.8,1.1,159,223,50.93,0.32
11000,13,31,36.3,0.0,2.9,24.5,0.0,11,265,63.11,0.00
12000,1,674,33.9,0.1,0.2,26.8,0.1,137,200,44.09,0.01
12000,13,25,35.4,0.0,1.6,27.1,0.0,4,275,62.94,0.00
13000,1,697,36.5,5.9,0.1,21.4,4.8,109,132,31.43,1.42
14000,1,288,40.1,0.1,0.0,23.3,0.1,75,167,40.45,0.00
15000,1,327,40.5,0.0,0.0,23.2,0.0,81,169,41.28,0.00
15000,19,8,29.0,19.0,0.0,16.0,18.0,1,100,22.74,7.98
16000,1,325,40.6,0.1,0.0,22.6,0.1,76,169,40.47,0.01
16000,21,169,42.1,0.0,0.0,21.9,0.0,28,258,57.26,0.00
16000,19,11,28.5,19.3,0.0,16.2,17.9,2,66,13.87,4.19
17000,1,274,39.6,0.2,0.0,23.5,0.1,65,171,40.65,0.01
17000,21,82,41.7,0.0,0.0,22.3,0.0,20,260,56.39,0.00
17000,19,18,29.0,19.0,0.0,16.0,18.0,1,166,36.75,8.86
18000,1,310,37.0,0.3,0.0,23.9,0.1,90,145,34.45,0.06
18000,24,197,38.5,0.1,1.8,21.7,0.1,45,281,61.06,0.03
18000,23,122,40.3,0.1,0.0,23.5,0.1,19,211,49.14,0.03
18000,21,59,41.3,0.0,0.0,22.3,0.0,18,236,52.14,0.00
18000,25,44,37.3,0.0,6.2,20.5,0.0,10,248,54.54,0.00
18000,19,17,29.4,18.9,0.0,15.7,17.9,2,121,25.71,2.86
19000,1,226,37.7,0.2,0.0,25.0,0.2,59,125,30.93,0.02
